Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team DraftKings_current_season,Away Team Covers_current_season,Home Team DraftKings_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Odds_current_season,Home Team Underdog_current_season,Away Team Team_current_season,Away Team all_games_ATS Record_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_ATS Record_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team Team_current_season,Home Team all_games_ATS Record_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_ATS Record_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Odds_current_season,Underdog is_dog ATS Record_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Odds_current_season,Favorite is_fav ATS Record_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Rank_all_time,Hotness Score_all_time,Time_all_time,Location_all_time,Away Team Rank_all_time,Away Team_all_time,Home Team Rank_all_time,Home Team_all_time,Away Team DraftKings_all_time,Away Team Covers_all_time,Home Team DraftKings_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Away Team Odds_all_time,Away Team Underdog_all_time,Home Team Spread_all_time,Home Team Odds_all_time,Home Team Underdog_all_time,Away Team Team_all_time,Away Team all_games_ATS Record_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_ATS Record_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team Team_all_time,Home Team all_games_ATS Record_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_ATS Record_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Team_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Odds_all_time,Underdog is_dog ATS Record_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Team_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Odds_all_time,Favorite is_fav ATS Record_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Rank_last_10_seasons,Hotness Score_last_10_seasons,Time_last_10_seasons,Location_last_10_seasons,Away Team Rank_last_10_seasons,Away Team_last_10_seasons,Home Team Rank_last_10_seasons,Home Team_last_10_seasons,Away Team DraftKings_last_10_seasons,Away Team Covers_last_10_seasons,Home Team DraftKings_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Away Team Odds_last_10_seasons,Away Team Underdog_last_10_seasons,Home Team Spread_last_10_seasons,Home Team Odds_last_10_seasons,Home Team Underdog_last_10_seasons,Away Team Team_last_10_seasons,Away Team all_games_ATS Record_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_ATS Record_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team Team_last_10_seasons,Home Team all_games_ATS Record_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_ATS Record_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Team_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Odds_last_10_seasons,Underdog is_dog ATS Record_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Team_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Odds_last_10_seasons,Favorite is_fav ATS Record_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons
1,98.7,7:00 PM,Baha Mar Convention Center,11,Baylor,23,St Johns,Baylor,Baylor,Saint Johns,St. John'S,-2.5,−110,False,+2.5,−110,True,Baylor,3-1-0,75.0%,16.8,5.4,0-1-0,0.0%,-38.0,-31.5,St Johns,3-1-0,75.0%,22.5,4.5,3-1-0,75.0%,22.5,+4.5,St Johns,+2.5,−110,0,0,0.0,0.0,Baylor,-2.5,−110,3-0-0,100.0%,35.0,17.7,1,98.7,7:00 PM,Baha Mar Convention Center,11,Baylor,23,St Johns,Baylor,Baylor,Saint Johns,St. John'S,-2.5,−110,False,+2.5,−110,True,Baylor,380-348-15,52.2%,5.4,0.6,142-127-4,52.8%,-4.8,0.0,St Johns,385-391-16,49.6%,1.4,-0.1,187-204-9,47.8%,5.8,-0.5,St Johns,+2.5,−110,207-199-8,51.0%,-7.1,0.4,Baylor,-2.5,−110,215-198-7,52.1%,10.3,0.6,1,98.7,7:00 PM,Baha Mar Convention Center,11,Baylor,23,St Johns,Baylor,Baylor,Saint Johns,St. John'S,-2.5,−110,False,+2.5,−110,True,Baylor,174-139-7,55.6%,9.3,1.0,60-41-3,59.4%,0.4,0.6,St Johns,154-159-9,49.2%,1.7,0.0,78-78-6,50.0%,7.3,0.3,St Johns,+2.5,−110,73-80-4,47.7%,-7.4,-0.1,Baylor,-2.5,−110,129-100-6,56.3%,12.4,0.9
2,95.3,10:00 PM,Chase Center,41,Memphis,51,San Francisco,Memphis,Memphis,San Francisco,San Francisco,-1,−105,False,+1,−115,True,Memphis,3-0-0,100.0%,12.7,7.8,1-0-0,100.0%,6.0,7.5,San Francisco,3-1-0,75.0%,23.5,7.9,3-1-0,75.0%,23.5,+7.9,San Francisco,+1,−115,1-0-0,100.0%,11.0,13.0,Memphis,-1,−105,2-0-0,100.0%,16.0,8.0,2,95.3,10:00 PM,Chase Center,41,Memphis,51,San Francisco,Memphis,Memphis,San Francisco,San Francisco,-1,−105,False,+1,−115,True,Memphis,441-392-20,52.9%,7.8,0.7,151-131-6,53.6%,1.5,0.8,San Francisco,371-380-16,49.4%,1.8,0.2,157-193-4,44.9%,6.8,-0.5,San Francisco,+1,−115,179-173-9,50.9%,-7.9,0.3,Memphis,-1,−105,312-283-16,52.4%,11.4,0.5,2,95.3,10:00 PM,Chase Center,41,Memphis,51,San Francisco,Memphis,Memphis,San Francisco,San Francisco,-1,−105,False,+1,−115,True,Memphis,159-154-4,50.8%,5.5,0.4,50-55-2,47.6%,-1.0,-0.4,San Francisco,148-162-6,47.7%,4.8,0.5,65-86-2,43.1%,9.0,-0.5,San Francisco,+1,−115,52-54-2,49.1%,-7.6,0.2,Memphis,-1,−105,105-102-4,50.7%,9.9,0.3
3,92.9,9:30 PM,Baha Mar Convention Center,82,Virginia,6,Tennessee,Virginia,Virginia,Tennessee,Tennessee,+12,−115,True,-12,−105,False,Virginia,1-2-0,33.3%,12.0,-0.2,0,0,0.0,0.0,Tennessee,3-1-0,75.0%,27.0,7.0,2-1-0,66.7%,28.7,+1.2,Virginia,+12,−115,1-0-0,100.0%,10.0,14.0,Tennessee,-12,−105,2-1-0,66.7%,28.7,1.2,3,92.9,9:30 PM,Baha Mar Convention Center,82,Virginia,6,Tennessee,Virginia,Virginia,Tennessee,Tennessee,+12,−115,True,-12,−105,False,Virginia,388-380-17,50.5%,5.3,-0.3,144-145-7,49.8%,-2.6,-0.7,Tennessee,428-399-11,51.8%,6.1,0.4,208-179-6,53.8%,12.3,1.3,Virginia,+12,−115,125-132-6,48.6%,-8.3,-1.1,Tennessee,-12,−105,272-286-8,48.8%,9.3,-0.3,3,92.9,9:30 PM,Baha Mar Convention Center,82,Virginia,6,Tennessee,Virginia,Virginia,Tennessee,Tennessee,+12,−115,True,-12,−105,False,Virginia,173-151-7,53.4%,9.0,-0.2,65-44-3,59.6%,3.4,0.3,Tennessee,167-163-4,50.6%,7.1,0.7,79-79-3,50.0%,13.1,1.0,Virginia,+12,−115,26-25-1,51.0%,-5.2,-1.5,Tennessee,-12,−105,118-119-3,49.8%,10.9,0.1
4,91.6,7:00 PM,Barclays Center,19,Texas,98,Syracuse,Texas,Texas,Syracuse,Syracuse,-10.5,−108,False,+10.5,−112,True,Texas,2-2-0,50.0%,29.0,1.8,0,0,0.0,0.0,Syracuse,0-3-0,0.0%,5.0,-10.3,0-3-0,0.0%,5.0,-10.3,Syracuse,+10.5,−112,0,0,0.0,0.0,Texas,-10.5,−108,2-2-0,50.0%,29.0,1.8,4,91.6,7:00 PM,Barclays Center,19,Texas,98,Syracuse,Texas,Texas,Syracuse,Syracuse,-10.5,−108,False,+10.5,−112,True,Texas,408-426-12,48.9%,6.7,0.1,143-142-1,50.2%,-1.3,-0.4,Syracuse,422-424-13,49.9%,6.7,0.1,199-225-7,46.9%,11.6,-0.7,Syracuse,+10.5,−112,124-120-6,50.8%,-3.9,1.4,Texas,-10.5,−108,260-296-9,46.8%,9.9,-0.4,4,91.6,7:00 PM,Barclays Center,19,Texas,98,Syracuse,Texas,Texas,Syracuse,Syracuse,-10.5,−108,False,+10.5,−112,True,Texas,159-171-3,48.2%,5.2,0.1,56-46-0,54.9%,-3.3,0.2,Syracuse,153-165-5,48.1%,3.5,0.1,81-85-3,48.8%,8.8,0.1,Syracuse,+10.5,−112,60-66-4,47.6%,-5.4,0.8,Texas,-10.5,−108,90-114-2,44.1%,10.0,-0.9
5,91.4,7:30 PM,TD Arena,96,Vanderbilt,33,Nevada,Vanderbilt,Vanderbilt,Nevada,Nevada,+4,−115,True,-4,−105,False,Vanderbilt,2-2-0,50.0%,19.3,-3.6,0,0,0.0,0.0,Nevada,4-0-0,100.0%,20.5,10.1,4-0-0,100.0%,20.5,+10.1,Vanderbilt,+4,−115,0,0,0.0,0.0,Nevada,-4,−105,4-0-0,100.0%,20.5,10.1,5,91.4,7:30 PM,TD Arena,96,Vanderbilt,33,Nevada,Vanderbilt,Vanderbilt,Nevada,Nevada,+4,−115,True,-4,−105,False,Vanderbilt,407-390-17,51.1%,2.7,0.2,155-130-8,54.4%,-4.8,1.0,Nevada,392-325-16,54.7%,3.7,0.9,181-147-7,55.2%,9.0,0.8,Vanderbilt,+4,−115,210-195-10,51.9%,-6.1,0.5,Nevada,-4,−105,257-207-10,55.4%,8.8,0.8,5,91.4,7:30 PM,TD Arena,96,Vanderbilt,33,Nevada,Vanderbilt,Vanderbilt,Nevada,Nevada,+4,−115,True,-4,−105,False,Vanderbilt,164-156-7,51.3%,0.7,0.3,64-45-3,58.7%,-5.8,1.2,Nevada,181-139-6,56.6%,5.4,1.2,88-56-3,61.1%,11.1,2.2,Vanderbilt,+4,−115,96-86-5,52.8%,-6.9,0.2,Nevada,-4,−105,129-90-5,58.9%,9.9,1.7
6,90.4,2:30 PM,TD Arena,80,Oklahoma St,73,Fla Atlantic,Oklahoma State,Oklahoma State,Florida Atlantic,Florida Atlantic,-1,−112,False,+1,−108,True,Oklahoma St,0-3-0,0.0%,9.7,-4.3,0,0,0.0,0.0,Fla Atlantic,2-2-0,50.0%,15.4,7.3,0-0-0,0.0%,50.0,--,Fla Atlantic,+1,−108,1-2-0,33.3%,-2.0,1.0,Oklahoma St,-1,−112,0-3-0,0.0%,9.7,-4.3,6,90.4,2:30 PM,TD Arena,80,Oklahoma St,73,Fla Atlantic,Oklahoma State,Oklahoma State,Florida Atlantic,Florida Atlantic,-1,−112,False,+1,−108,True,Oklahoma St,392-392-15,50.0%,5.4,0.4,130-151-6,46.3%,-2.7,-0.3,Fla Atlantic,242-256-10,48.6%,-1.7,0.3,100-97-2,50.8%,4.6,1.2,Fla Atlantic,+1,−108,140-141-6,49.8%,-7.7,0.5,Oklahoma St,-1,−112,247-217-10,53.2%,9.9,0.8,6,90.4,2:30 PM,TD Arena,80,Oklahoma St,73,Fla Atlantic,Oklahoma State,Oklahoma State,Florida Atlantic,Florida Atlantic,-1,−112,False,+1,−108,True,Oklahoma St,149-164-6,47.6%,2.1,0.1,54-56-3,49.1%,-4.2,1.1,Fla Atlantic,146-142-5,50.7%,2.9,0.9,63-54-1,53.9%,9.8,1.9,Fla Atlantic,+1,−108,74-71-3,51.0%,-6.4,0.8,Oklahoma St,-1,−112,73-83-4,46.8%,8.2,-0.8
7,90.3,10:00 PM,Gill Coliseum,37,Oregon,105,Oregon St,Oregon,Oregon,Oregon State,Oregon St.,-6.5,−108,False,+6.5,−112,True,Oregon,2-2-0,50.0%,19.3,0.6,0,0,0.0,0.0,Oregon St,3-0-0,100.0%,26.5,14.2,3-0-0,100.0%,26.5,+14.2,Oregon St,+6.5,−112,0,0,0.0,0.0,Oregon,-6.5,−108,2-2-0,50.0%,19.3,0.6,7,90.3,10:00 PM,Gill Coliseum,37,Oregon,105,Oregon St,Oregon,Oregon,Oregon State,Oregon St.,-6.5,−108,False,+6.5,−112,True,Oregon,435-410-17,51.5%,5.1,0.5,148-148-5,50.0%,-2.7,-0.3,Oregon St,370-385-14,49.0%,-1.3,-0.3,185-187-5,49.7%,3.9,-0.3,Oregon St,+6.5,−112,237-242-10,49.5%,-8.5,0.2,Oregon,-6.5,−108,277-266-13,51.0%,9.4,0.2,7,90.3,10:00 PM,Gill Coliseum,37,Oregon,105,Oregon St,Oregon,Oregon,Oregon State,Oregon St.,-6.5,−108,False,+6.5,−112,True,Oregon,186-162-3,53.5%,6.9,0.6,50-53-1,48.5%,-1.1,-1.4,Oregon St,157-151-6,51.0%,-0.9,0.3,86-72-1,54.4%,4.7,1.3,Oregon St,+6.5,−112,96-86-5,52.8%,-7.6,0.8,Oregon,-6.5,−108,137-121-2,53.1%,10.2,0.4
8,89.7,5:00 PM,TD Arena,45,Vcu,97,Seton Hall,VCU,VCU,Seton Hall,Seton Hall,N/A,N/A,False,N/A,N/A,False,Vcu,3-1-0,75.0%,22.8,4.9,0,0,0.0,0.0,Seton Hall,1-3-0,25.0%,7.0,-4.0,1-2-0,33.3%,9.7,-3.3,Seton Hall,N/A,N/A,0,0,0.0,0.0,Vcu,N/A,N/A,3-1-0,75.0%,22.8,4.9,8,89.7,5:00 PM,TD Arena,45,Vcu,97,Seton Hall,VCU,VCU,Seton Hall,Seton Hall,N/A,N/A,False,N/A,N/A,False,Vcu,419-388-20,51.9%,6.0,0.7,155-144-5,51.8%,1.3,0.4,Seton Hall,387-378-12,50.6%,2.6,0.2,174-190-6,47.8%,7.7,-0.2,Seton Hall,N/A,N/A,200-168-3,54.4%,-5.5,0.9,Vcu,N/A,N/A,294-267-15,52.4%,9.6,0.7,8,89.7,5:00 PM,TD Arena,45,Vcu,97,Seton Hall,VCU,VCU,Seton Hall,Seton Hall,N/A,N/A,False,N/A,N/A,False,Vcu,172-155-6,52.6%,6.5,0.6,58-51-0,53.2%,1.7,0.1,Seton Hall,168-151-5,52.7%,3.9,0.4,75-76-2,49.7%,9.3,0.6,Seton Hall,N/A,N/A,78-54-0,59.1%,-4.1,1.1,Vcu,N/A,N/A,132-108-5,55.0%,10.2,0.9
9,89.3,9:00 PM,Barclays Center,112,St Josephs,14,Texas Tech,Saint Josephs,Saint Joseph'S,Texas Tech,Texas Tech,+10.5,−112,True,-10.5,−108,False,St Josephs,2-2-0,50.0%,6.3,-2.9,1-0-0,100.0%,17.0,10.0,Texas Tech,2-2-0,50.0%,33.8,2.3,2-2-0,50.0%,33.8,+2.3,St Josephs,+10.5,−112,1-0-0,100.0%,7.0,10.5,Texas Tech,-10.5,−108,2-2-0,50.0%,33.8,2.3,9,89.3,9:00 PM,Barclays Center,112,St Josephs,14,Texas Tech,Saint Josephs,Saint Joseph'S,Texas Tech,Texas Tech,+10.5,−112,True,-10.5,−108,False,St Josephs,401-383-20,51.2%,1.6,0.3,180-153-10,54.1%,-1.6,1.1,Texas Tech,372-414-8,47.3%,2.9,-0.4,201-186-4,51.9%,10.3,0.7,St Josephs,+10.5,−112,189-174-12,52.1%,-6.0,0.7,Texas Tech,-10.5,−108,204-199-6,50.6%,11.0,0.5,9,89.3,9:00 PM,Barclays Center,112,St Josephs,14,Texas Tech,Saint Josephs,Saint Joseph'S,Texas Tech,Texas Tech,+10.5,−112,True,-10.5,−108,False,St Josephs,156-146-7,51.7%,-1.1,0.0,62-59-5,51.2%,-5.4,0.3,Texas Tech,158-166-4,48.8%,7.2,0.8,89-78-2,53.3%,14.4,1.6,St Josephs,+10.5,−112,91-78-6,53.9%,-6.8,0.6,Texas Tech,-10.5,−108,108-109-2,49.8%,12.8,0.9
10,87.8,12:00 PM,TD Arena,44,Miami,120,Drake,Miami FL,Miami-Florida,Drake,Drake,-10,−110,False,+10,−110,True,Miami,1-2-0,33.3%,31.7,0.8,0,0,0.0,0.0,Drake,1-1-0,50.0%,23.0,1.3,1-1-0,50.0%,23.0,+1.3,Drake,+10,−110,0,0,0.0,0.0,Miami,-10,−110,1-2-0,33.3%,31.7,0.8,10,87.8,12:00 PM,TD Arena,44,Miami,120,Drake,Miami FL,Miami-Florida,Drake,Drake,-10,−110,False,+10,−110,True,Miami,403-365-19,52.5%,4.2,0.4,163-123-10,57.0%,-1.6,1.5,Drake,378-368-19,50.7%,0.7,0.1,176-156-4,53.0%,7.2,1.0,Drake,+10,−110,212-213-16,49.9%,-7.3,0.0,Miami,-10,−110,201-219-11,47.9%,7.6,-0.7,10,87.8,12:00 PM,TD Arena,44,Miami,120,Drake,Miami FL,Miami-Florida,Drake,Drake,-10,−110,False,+10,−110,True,Miami,162-163-6,49.9%,3.6,-0.4,60-49-1,55.1%,-1.7,1.0,Drake,157-150-6,51.1%,3.3,0.7,76-56-1,57.6%,10.6,2.0,Drake,+10,−110,68-74-3,47.9%,-7.0,0.0,Miami,-10,−110,88-103-5,46.1%,8.6,-1.4
