Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team DraftKings_current_season,Away Team Covers_current_season,Home Team DraftKings_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Odds_current_season,Home Team Underdog_current_season,Away Team Team_current_season,Away Team all_games_ATS Record_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_ATS Record_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team Team_current_season,Home Team all_games_ATS Record_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_ATS Record_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Odds_current_season,Underdog is_dog ATS Record_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Odds_current_season,Favorite is_fav ATS Record_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Rank_all_time,Hotness Score_all_time,Time_all_time,Location_all_time,Away Team Rank_all_time,Away Team_all_time,Home Team Rank_all_time,Home Team_all_time,Away Team DraftKings_all_time,Away Team Covers_all_time,Home Team DraftKings_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Away Team Odds_all_time,Away Team Underdog_all_time,Home Team Spread_all_time,Home Team Odds_all_time,Home Team Underdog_all_time,Away Team Team_all_time,Away Team all_games_ATS Record_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_ATS Record_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team Team_all_time,Home Team all_games_ATS Record_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_ATS Record_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Team_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Odds_all_time,Underdog is_dog ATS Record_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Team_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Odds_all_time,Favorite is_fav ATS Record_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Rank_last_10_seasons,Hotness Score_last_10_seasons,Time_last_10_seasons,Location_last_10_seasons,Away Team Rank_last_10_seasons,Away Team_last_10_seasons,Home Team Rank_last_10_seasons,Home Team_last_10_seasons,Away Team DraftKings_last_10_seasons,Away Team Covers_last_10_seasons,Home Team DraftKings_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Away Team Odds_last_10_seasons,Away Team Underdog_last_10_seasons,Home Team Spread_last_10_seasons,Home Team Odds_last_10_seasons,Home Team Underdog_last_10_seasons,Away Team Team_last_10_seasons,Away Team all_games_ATS Record_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_ATS Record_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team Team_last_10_seasons,Home Team all_games_ATS Record_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_ATS Record_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Team_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Odds_last_10_seasons,Underdog is_dog ATS Record_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Team_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Odds_last_10_seasons,Favorite is_fav ATS Record_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons
1,94.9,3:00 PM,Simon Skjodt Assembly Hall,59,S Carolina,31,Indiana,South Carolina,South Carolina,Indiana,Indiana,N/A,N/A,False,N/A,N/A,False,S Carolina,2-1-0,66.7%,15.0,-0.2,0,0,0.0,0.0,Indiana,1-1-0,50.0%,27.0,0.0,1-1-0,50.0%,27.0,0.0,Indiana,N/A,N/A,0,0,0.0,0.0,S Carolina,N/A,N/A,2-1-0,66.7%,15.0,-0.2,1,94.9,3:00 PM,Simon Skjodt Assembly Hall,59,S Carolina,31,Indiana,South Carolina,South Carolina,Indiana,Indiana,N/A,N/A,False,N/A,N/A,False,S Carolina,384-393-10,49.4%,1.4,-0.3,153-139-1,52.4%,-5.6,0.2,Indiana,412-421-16,49.5%,4.6,-0.1,232-187-4,55.4%,11.6,1.2,Indiana,N/A,N/A,149-169-6,46.9%,-6.8,-0.2,S Carolina,N/A,N/A,174-192-6,47.5%,6.9,-1.0,1,94.9,3:00 PM,Simon Skjodt Assembly Hall,59,S Carolina,31,Indiana,South Carolina,South Carolina,Indiana,Indiana,N/A,N/A,False,N/A,N/A,False,S Carolina,161-146-4,52.4%,1.9,0.1,59-50-1,54.1%,-4.4,0.6,Indiana,163-162-5,50.2%,4.7,-0.2,100-75-0,57.1%,11.5,0.8,Indiana,N/A,N/A,58-65-2,47.2%,-6.2,-0.4,S Carolina,N/A,N/A,81-74-2,52.3%,7.8,-0.5
2,93.7,12:00 PM,Cintas Center,65,Wake Forest,51,Xavier,Wake Forest,Wake Forest,Xavier,Xavier,N/A,N/A,False,N/A,N/A,False,Wake Forest,1-3-0,25.0%,9.5,-12.6,0,0,0.0,0.0,Xavier,1-2-0,33.3%,20.0,-7.5,1-2-0,33.3%,20.0,-7.5,Xavier,N/A,N/A,0,0,0.0,0.0,Wake Forest,N/A,N/A,0-3-0,0.0%,12.0,-18.2,2,93.7,12:00 PM,Cintas Center,65,Wake Forest,51,Xavier,Wake Forest,Wake Forest,Xavier,Xavier,N/A,N/A,False,N/A,N/A,False,Wake Forest,371-404-16,47.9%,1.9,-0.1,137-164-3,45.5%,-5.4,-0.4,Xavier,439-399-25,52.4%,7.1,0.6,209-187-10,52.8%,12.9,1.2,Xavier,N/A,N/A,123-102-9,54.7%,-2.8,1.7,Wake Forest,N/A,N/A,188-191-12,49.6%,8.9,0.2,2,93.7,12:00 PM,Cintas Center,65,Wake Forest,51,Xavier,Wake Forest,Wake Forest,Xavier,Xavier,N/A,N/A,False,N/A,N/A,False,Wake Forest,149-154-6,49.2%,0.5,0.2,50-64-1,43.9%,-6.6,-0.4,Xavier,168-166-7,50.3%,5.3,0.3,83-86-3,49.1%,10.2,0.3,Xavier,N/A,N/A,56-49-4,53.3%,-3.4,1.4,Wake Forest,N/A,N/A,70-63-5,52.6%,10.2,1.0
3,92.5,4:00 PM,DeSoto Civic Center,76,Colorado St,53,Mississippi,Colorado State,Colorado St.,Ole Miss,Mississippi,N/A,N/A,False,N/A,N/A,False,Colorado St,1-2-0,33.3%,14.3,-6.3,0,0,0.0,0.0,Mississippi,0-2-1,0.0%,14.0,-9.8,0-2-1,0.0%,14.0,-9.8,Mississippi,N/A,N/A,0,0,0.0,0.0,Colorado St,N/A,N/A,1-2-0,33.3%,14.3,-6.3,3,92.5,4:00 PM,DeSoto Civic Center,76,Colorado St,53,Mississippi,Colorado State,Colorado St.,Ole Miss,Mississippi,N/A,N/A,False,N/A,N/A,False,Colorado St,353-376-18,48.4%,2.7,0.2,148-155-7,48.8%,-4.7,-0.3,Mississippi,387-387-14,50.0%,3.3,-0.6,188-179-9,51.2%,9.6,-0.2,Mississippi,N/A,N/A,174-174-4,50.0%,-6.4,-0.3,Colorado St,N/A,N/A,188-168-9,52.8%,8.6,0.9,3,92.5,4:00 PM,DeSoto Civic Center,76,Colorado St,53,Mississippi,Colorado State,Colorado St.,Ole Miss,Mississippi,N/A,N/A,False,N/A,N/A,False,Colorado St,144-158-5,47.7%,3.6,0.1,57-54-0,51.4%,-2.4,0.3,Mississippi,160-160-5,50.0%,1.6,-1.1,78-87-3,47.3%,5.9,-1.5,Mississippi,N/A,N/A,74-65-1,53.2%,-5.2,0.7,Colorado St,N/A,N/A,85-85-3,50.0%,9.1,0.4
4,87.7,4:00 PM,Williams Arena,101,Yale,77,Minnesota,Yale,Yale,Minnesota,Minnesota,N/A,N/A,False,N/A,N/A,False,Yale,2-1-0,66.7%,15.0,+2.2,1-1-0,50.0%,-10.0,-5.8,Minnesota,1-2-0,33.3%,8.0,-4.8,1-2-0,33.3%,8.0,-4.8,Minnesota,N/A,N/A,0,0,0.0,0.0,Yale,N/A,N/A,1-1-0,50.0%,7.0,0.0,4,87.7,4:00 PM,Williams Arena,101,Yale,77,Minnesota,Yale,Yale,Minnesota,Minnesota,N/A,N/A,False,N/A,N/A,False,Yale,309-248-16,55.5%,2.2,1.1,174-129-12,57.4%,-2.8,1.7,Minnesota,383-410-16,48.3%,2.0,-0.4,210-190-10,52.5%,8.3,0.2,Minnesota,N/A,N/A,187-217-7,46.3%,-7.0,-0.2,Yale,N/A,N/A,163-127-6,56.2%,7.8,0.8,4,87.7,4:00 PM,Williams Arena,101,Yale,77,Minnesota,Yale,Yale,Minnesota,Minnesota,N/A,N/A,False,N/A,N/A,False,Yale,131-100-8,56.7%,7.3,1.4,68-53-5,56.2%,1.3,1.3,Minnesota,151-159-6,48.7%,0.7,-0.2,89-76-4,53.9%,6.8,0.5,Minnesota,N/A,N/A,76-93-3,45.0%,-7.9,-0.7,Yale,N/A,N/A,97-61-5,61.4%,10.0,2.3
5,87.6,10:00 PM,Lawlor Events Center,116,Santa Clara,38,Nevada,Santa Clara,Santa Clara,Nevada,Nevada,N/A,N/A,False,N/A,N/A,False,Santa Clara,1-2-0,33.3%,-2.7,-10.3,0,0,0.0,0.0,Nevada,3-0-0,100.0%,18.7,+7.3,3-0-0,100.0%,18.7,+7.3,Nevada,N/A,N/A,0,0,0.0,0.0,Santa Clara,N/A,N/A,1-2-0,33.3%,-2.7,-10.3,5,87.6,10:00 PM,Lawlor Events Center,116,Santa Clara,38,Nevada,Santa Clara,Santa Clara,Nevada,Nevada,N/A,N/A,False,N/A,N/A,False,Santa Clara,382-369-19,50.9%,0.3,-0.4,161-142-6,53.1%,-5.0,0.2,Nevada,391-325-16,54.6%,3.7,0.9,180-147-7,55.1%,9.0,0.8,Nevada,N/A,N/A,132-117-6,53.0%,-5.5,1.1,Santa Clara,N/A,N/A,162-177-6,47.8%,6.6,-1.1,5,87.6,10:00 PM,Lawlor Events Center,116,Santa Clara,38,Nevada,Santa Clara,Santa Clara,Nevada,Nevada,N/A,N/A,False,N/A,N/A,False,Santa Clara,150-141-8,51.6%,0.2,0.0,58-44-3,56.9%,-4.7,1.2,Nevada,180-139-6,56.4%,5.4,1.2,87-56-3,60.8%,11.0,2.1,Nevada,N/A,N/A,51-49-1,51.0%,-6.4,0.2,Santa Clara,N/A,N/A,64-72-2,47.1%,7.5,-0.4
6,86.3,12:00 PM,Cameron Indoor Stadium,140,Wofford,4,Duke,,Wofford,Duke,Duke,N/A,N/A,False,N/A,N/A,False,Wofford,0-2-0,0.0%,14.0,-5.8,0-2-0,0.0%,-6.0,-5.8,Duke,2-1-0,66.7%,23.7,-0.3,2-0-0,100.0%,38.0,+4.8,Duke,N/A,N/A,0,0,0.0,0.0,Wofford,N/A,N/A,0-1-0,0.0%,-3.0,-8.0,6,86.3,12:00 PM,Cameron Indoor Stadium,140,Wofford,4,Duke,,Wofford,Duke,Duke,N/A,N/A,False,N/A,N/A,False,Wofford,338-309-9,52.2%,2.4,0.4,184-157-7,54.0%,-5.2,0.8,Duke,480-435-19,52.5%,13.9,0.5,225-184-13,55.0%,20.4,1.2,Duke,N/A,N/A,34-31-2,52.3%,-1.1,2.9,Wofford,N/A,N/A,159-153-6,51.0%,7.1,-0.3,6,86.3,12:00 PM,Cameron Indoor Stadium,140,Wofford,4,Duke,,Wofford,Duke,Duke,N/A,N/A,False,N/A,N/A,False,Wofford,153-139-3,52.4%,5.3,0.9,75-69-2,52.1%,-1.8,0.7,Duke,180-166-8,52.0%,12.0,0.2,85-76-4,52.8%,18.5,0.3,Duke,N/A,N/A,17-16-2,51.5%,-0.9,2.8,Wofford,N/A,N/A,88-78-3,53.0%,8.7,0.8
7,85.6,6:00 PM,TD Arena,74,Fla Atlantic,117,Liberty,Florida Atlantic,Florida Atlantic,Liberty,Liberty,N/A,N/A,False,N/A,N/A,False,Fla Atlantic,1-2-0,33.3%,18.5,+7.8,0-2-0,0.0%,-4.5,-1.3,Liberty,2-0-0,100.0%,19.3,+6.3,0-0-0,0.0%,36.0,--,Liberty,N/A,N/A,1-0-0,100.0%,2.0,3.0,Fla Atlantic,N/A,N/A,1-0-0,100.0%,33.0,26.0,7,85.6,6:00 PM,TD Arena,74,Fla Atlantic,117,Liberty,Florida Atlantic,Florida Atlantic,Liberty,Liberty,N/A,N/A,False,N/A,N/A,False,Fla Atlantic,241-256-10,48.5%,-1.7,0.3,110-127-8,46.4%,-7.8,-0.4,Liberty,136-138-5,49.6%,1.8,-0.5,64-55-3,53.8%,9.3,-0.1,Liberty,N/A,N/A,38-44-2,46.3%,-9.9,-1.2,Fla Atlantic,N/A,N/A,98-113-4,46.5%,6.5,0.0,7,85.6,6:00 PM,TD Arena,74,Fla Atlantic,117,Liberty,Florida Atlantic,Florida Atlantic,Liberty,Liberty,N/A,N/A,False,N/A,N/A,False,Fla Atlantic,145-142-5,50.5%,2.9,0.8,59-70-4,45.7%,-4.5,-0.5,Liberty,116-108-4,51.8%,7.7,-0.1,60-45-3,57.1%,15.4,0.7,Liberty,N/A,N/A,22-23-1,48.9%,-8.0,-0.5,Fla Atlantic,N/A,N/A,70-69-2,50.4%,8.2,1.0
7,85.6,1:00 PM,Capital One Arena,71,Notre Dame,125,Georgetown,Notre Dame,Notre Dame,Georgetown,Georgetown,N/A,N/A,False,N/A,N/A,False,Notre Dame,1-1-0,50.0%,19.0,-6.0,0,0,0.0,0.0,Georgetown,0-2-0,0.0%,10.0,-5.0,0-2-0,0.0%,10.0,-5.0,Georgetown,N/A,N/A,0,0,0.0,0.0,Notre Dame,N/A,N/A,1-1-0,50.0%,19.0,-6.0,7,85.6,1:00 PM,Capital One Arena,71,Notre Dame,125,Georgetown,Notre Dame,Notre Dame,Georgetown,Georgetown,N/A,N/A,False,N/A,N/A,False,Notre Dame,386-397-17,49.3%,5.1,0.1,144-133-6,52.0%,-2.6,0.9,Georgetown,370-401-16,48.0%,3.9,-0.3,155-211-8,42.4%,8.6,-1.6,Georgetown,N/A,N/A,168-165-7,50.5%,-6.2,0.6,Notre Dame,N/A,N/A,200-241-13,45.4%,8.1,-1.1,7,85.6,1:00 PM,Capital One Arena,71,Notre Dame,125,Georgetown,Notre Dame,Notre Dame,Georgetown,Georgetown,N/A,N/A,False,N/A,N/A,False,Notre Dame,154-159-7,49.2%,3.9,-0.3,55-48-4,53.4%,-3.0,0.8,Georgetown,138-172-5,44.5%,-0.8,-0.8,65-105-3,38.2%,3.0,-2.3,Georgetown,N/A,N/A,84-91-3,48.0%,-8.1,-0.2,Notre Dame,N/A,N/A,76-94-4,44.7%,8.0,-1.7
9,83.3,4:00 PM,Murphy Center,92,Murray St,123,Middle Tenn,Murray State,Murray St.,Middle Tennessee,Middle Tennessee St.,N/A,N/A,False,N/A,N/A,False,Murray St,0-1-0,0.0%,30.5,-2.0,0-1-0,0.0%,-15.0,-2.0,Middle Tenn,2-0-0,100.0%,28.7,+16.5,1-0-0,100.0%,31.5,+6.0,Middle Tenn,N/A,N/A,1-0-0,100.0%,23.0,27.0,Murray St,N/A,N/A,0,0,0.0,0.0,9,83.3,4:00 PM,Murphy Center,92,Murray St,123,Middle Tenn,Murray State,Murray St.,Middle Tennessee,Middle Tennessee St.,N/A,N/A,False,N/A,N/A,False,Murray St,330-339-19,49.3%,7.9,0.4,148-150-10,49.7%,2.3,0.5,Middle Tenn,357-337-12,51.4%,2.6,0.3,166-131-5,55.9%,9.2,1.1,Middle Tenn,N/A,N/A,163-164-4,49.9%,-7.0,0.1,Murray St,N/A,N/A,241-235-15,50.6%,10.0,0.5,9,83.3,4:00 PM,Murphy Center,92,Murray St,123,Middle Tenn,Murray State,Murray St.,Middle Tennessee,Middle Tennessee St.,N/A,N/A,False,N/A,N/A,False,Murray St,147-145-5,50.3%,8.1,0.5,61-67-2,47.7%,1.7,0.1,Middle Tenn,157-151-5,51.0%,1.9,0.2,75-53-1,58.6%,8.9,1.8,Middle Tenn,N/A,N/A,72-86-2,45.6%,-7.4,-0.7,Murray St,N/A,N/A,105-104-2,50.2%,9.3,0.3
10,79.8,7:00 PM,William D. Mullins Memorial Center,142,Hofstra,108,U Mass,Hofstra,Hofstra,Massachusetts,Massachusetts,N/A,N/A,False,N/A,N/A,False,Hofstra,2-0-0,100.0%,14.0,+7.8,0,0,0.0,0.0,U Mass,2-1-0,66.7%,4.3,+2.3,1-0-0,100.0%,29.0,+12.5,U Mass,N/A,N/A,1-1-0,50.0%,-8.0,-2.8,Hofstra,N/A,N/A,1-0-0,100.0%,14.0,9.5,10,79.8,7:00 PM,William D. Mullins Memorial Center,142,Hofstra,108,U Mass,Hofstra,Hofstra,Massachusetts,Massachusetts,N/A,N/A,False,N/A,N/A,False,Hofstra,338-314-20,51.8%,2.9,0.5,170-131-11,56.5%,-0.7,1.5,U Mass,371-389-12,48.8%,0.4,-0.3,165-183-6,47.4%,4.7,-0.7,U Mass,N/A,N/A,192-186-4,50.8%,-6.3,0.3,Hofstra,N/A,N/A,180-181-4,49.9%,6.6,-0.1,10,79.8,7:00 PM,William D. Mullins Memorial Center,142,Hofstra,108,U Mass,Hofstra,Hofstra,Massachusetts,Massachusetts,N/A,N/A,False,N/A,N/A,False,Hofstra,158-137-5,53.6%,5.7,0.6,84-50-4,62.7%,2.8,2.2,U Mass,145-149-6,49.3%,-0.7,-0.7,74-71-4,51.0%,4.1,-0.2,U Mass,N/A,N/A,80-75-1,51.6%,-6.3,0.2,Hofstra,N/A,N/A,108-103-2,51.2%,7.0,-0.1
