max_depth,learning_rate,n_estimators,subsample,colsample_bytree,reg_alpha,reg_lambda,scale_pos_weight,random_state,precision,f1_score,accuracy,brier_score,best_threshold,profit,timestamp
4,0.01,50,0.8,0.7,0.3,2.5,3.0,42,0.5263157894736842,0.5,0.550561797752809,0.31431814324262747,0.7311299,-10.727272727272727,2024-12-10 15:07:55
4,0.02,50,0.8,0.7,0.3,2.5,3.0,42,0.5263157894736842,0.5,0.550561797752809,0.31431814324262747,0.7311299,-10.727272727272727,2024-12-10 15:08:45
3,0.01,50,0.8,0.7,0.3,2.5,3.0,42,0.5263157894736842,0.5,0.550561797752809,0.31431814324262747,0.7311299,-10.727272727272727,2024-12-10 15:09:02
6,0.01,50,0.8,0.7,0.3,2.5,3.0,42,0.5263157894736842,0.5,0.550561797752809,0.31431814324262747,0.7311299,-10.727272727272727,2024-12-10 15:09:13
8,0.01,50,0.8,0.7,0.3,2.5,3.0,42,0.5263157894736842,0.5,0.550561797752809,0.31431814324262747,0.7311299,-10.727272727272727,2024-12-10 15:09:32
