,Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Home Team DraftKings,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Away Team is_fav_ATS Record,Away Team is_fav_Cover %,Away Team is_fav_MOV,Away Team is_fav_ATS +/-,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Home Team is_dog_ATS Record,Home Team is_dog_Cover %,Home Team is_dog_MOV,Home Team is_dog_ATS +/-
0,1,86.6,9:00 PM,Footprint Center,9,Orlando,13,Phoenix,ORL Magic,PHO Suns,7-7-0,50.0%,4.3,2.8,1-6-0,14.3%,-7.7,-3.6,6-2-0,75.0%,13.9,7.0,5-9-0,35.7%,-0.9,-2.0,1-5-0,16.7%,3.0,-1.6,3-3-0,50.0%,-6.0,-0.9
1,2,77.5,8:00 PM,Fiserv Forum,5,Houston,15,Milwaukee,HOU Rockets,MIL Bucks,9-5-0,64.3%,8.5,5.5,3-3-0,50.0%,4.5,4.7,7-4-0,63.6%,10.9,5.6,4-8-1,33.3%,-2.4,-4.8,2-3-1,40.0%,4.3,-1.1,1-3-0,25.0%,-10.3,-3.1
2,3,76.1,10:30 PM,Intuit Dome,4,Golden State,18,La Clippers,GS Warriors,,9-3-0,75.0%,10.6,8.7,6-1-0,85.7%,13.4,13.0,5-2-0,71.4%,15.0,8.4,8-6-0,57.1%,-0.1,1.6,4-4-0,50.0%,1.4,-0.4,5-4-0,55.6%,-3.9,2.1
3,4,63.4,7:30 PM,Scotiabank Arena,17,Indiana,26,Toronto,IND Pacers,TOR Raptors,7-6-0,53.9%,-2.6,-3.6,3-4-0,42.9%,-6.7,-6.9,3-4-0,42.9%,-3.1,-8.6,9-5-0,64.3%,-7.4,1.7,4-2-0,66.7%,-5.2,1.7,9-5-0,64.3%,-7.4,1.7
4,5,62.2,10:00 PM,Golden 1 Center,23,Atlanta,12,Sacramento,ATL Hawks,SAC Kings,5-9-0,35.7%,-3.7,-3.0,3-3-0,50.0%,-4.3,-1.3,2-6-0,25.0%,0.6,-4.6,6-7-1,46.2%,3.4,-1.2,2-4-1,33.3%,5.7,-0.5,2-3-0,40.0%,0.0,1.1
5,6,59.6,7:30 PM,Kaseya Center,20,Philadelphia,16,Miami,PHI 76ers,MIA Heat,3-9-0,25.0%,-8.3,-5.8,2-4-0,33.3%,-6.7,-3.0,0-4-0,0.0%,-8.3,-12.0,5-7-0,41.7%,-0.5,-0.8,0-4-0,0.0%,-5.3,-7.6,3-3-0,50.0%,-3.3,0.9
6,7,54.0,7:00 PM,Little Caesars Arena,27,Chicago,21,Detroit,CHI Bulls,DET Pistons,6-8-0,42.9%,-8.1,-2.3,4-4-0,50.0%,-3.9,2.6,0-1-0,0.0%,-9.0,-16.5,9-5-1,64.3%,-0.6,3.4,4-3-0,57.1%,-4.1,0.9,7-3-1,70.0%,-3.0,3.4
7,8,44.1,7:30 PM,Madison Square Garden,30,Washington,6,New York,WAS Wizards,NY Knicks,3-9-0,25.0%,-13.7,-4.4,2-4-0,33.3%,-14.2,-4.6,,,,,5-7-1,41.7%,4.0,-0.5,2-3-1,40.0%,8.7,1.8,0-1-0,0.0%,-23.0,-17.0
