Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-,all_games_ATS Record_numeric,equal_rest_ATS Record_numeric,four_plus_days_off_ATS Record_numeric,is_after_loss_ATS Record_numeric,is_after_win_ATS Record_numeric,is_away_ATS Record_numeric,is_dog_ATS Record_numeric,is_fav_ATS Record_numeric,is_home_ATS Record_numeric,no_rest_ATS Record_numeric,one_day_off_ATS Record_numeric,rest_advantage_ATS Record_numeric,rest_disadvantage_ATS Record_numeric,two_three_days_off_ATS Record_numeric,Home_Away_Advantage,Rest_Days_Advantage,Momentum_all_games_ATS Record_numeric_Last5,Matchup_Strength_Diff
Brooklyn,10-3-0,1.0,0.39615384615384613,0.6842105263157894,5-2-0,0.8031496062992126,0.3911439114391144,0.5505050505050505,1-0-0,1.0,0.4444444444444444,0.543859649122807,6-1-0,0.8570000000000001,0.5358361774744027,0.6505576208178439,3-2-0,0.6,0.15102040816326529,0.47395833333333337,6-1-0,1.0,0.4749163879598662,0.7773722627737227,8-2-0,0.8,0.5210526315789473,0.6794117647058824,2-1-0,0.8893333333333334,0.3208333333333333,0.5341365461847389,4-2-0,0.7782963827304551,0.3465346534653465,0.5193370165745856,3-0-0,1.0,0.5859154929577465,0.7746478873239437,5-3-0,0.7632575757575759,0.26609442060085836,0.54421768707483,2-1-0,0.667,0.12903225806451613,0.48993288590604034,3-0-0,1.0,0.7182662538699691,0.795221843003413,1-0-0,1.0,0.4,0.7878787878787878,7.0,3.0,1.0,5.0,1.0,5.0,6.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,-0.12838173449451967,-0.589233995805453,7.0,-0.20021929824561402
Golden State,9-3-0,0.9633911368015413,0.9115384615384615,1.0,8-1-0,1.0,1.0,1.0,1-0-0,1.0,1.0,1.0,2-0-0,1.0,0.9931740614334472,1.0,6-3-0,0.667,0.7591836734693878,0.8541666666666667,6-1-0,1.0,0.9933110367892977,1.0,4-1-0,0.8,0.7210526315789474,0.7676470588235293,5-2-0,0.9520000000000002,1.0,1.0,3-2-0,0.7001166861143524,0.6798679867986798,0.6353591160220995,1-0-0,1.0,0.9154929577464789,0.752112676056338,6-2-0,1.0,0.8197424892703862,1.0,1-2-0,0.33299999999999996,0.5258064516129032,0.4563758389261745,0,0.0,0.541795665634675,0.4368600682593857,1-1-0,0.5,0.6111111111111112,0.6363636363636364,6.0,7.0,1.0,2.0,3.0,5.0,3.0,3.0,1.0,1.0,4.0,-1.0,0.0,0.0,-0.3134430499906179,-0.01598921402177178,6.5,0.2789473684210526
Cleveland,10-4-0,0.8940269749518306,0.9692307692307692,0.7894736842105263,7-3-0,0.7874015748031495,0.992619926199262,0.6717171717171717,1-0-0,1.0,0.9166666666666666,0.9122807017543859,0,0.0,0.4982935153583618,0.31226765799256506,9-4-0,0.6920000000000001,0.9183673469387754,0.8489583333333334,5-2-0,0.8331388564760794,0.9230769230769231,0.7445255474452555,2-0-0,1.0,0.6973684210526315,0.6764705882352942,8-4-0,0.8893333333333334,0.9416666666666667,0.8835341365461847,5-2-0,0.8331388564760794,0.891089108910891,0.7734806629834254,2-1-0,0.667,0.7267605633802817,0.4619718309859155,7-3-0,0.9053030303030303,0.9656652360515021,0.870748299319728,0-1-0,0.0,0.7516129032258064,0.44630872483221484,3-0-0,1.0,0.8111455108359134,0.6825938566552902,0,0.0,0.48888888888888893,0.5,6.0,4.0,1.0,0.0,5.0,3.0,2.0,4.0,3.0,1.0,4.0,-1.0,3.0,0.0,-0.031987814166032136,-0.059532607610106925,6.333333333333333,0.24429824561403513
Okla City,9-4-0,0.8516377649325626,1.0,0.7236842105263157,5-2-0,0.8031496062992126,0.9003690036900369,0.5606060606060607,1-0-0,1.0,0.7083333333333333,0.7982456140350878,1-1-0,0.5,0.9249146757679181,0.516728624535316,7-3-0,0.7000000000000001,0.9999999999999999,0.7916666666666667,4-1-0,0.9334889148191365,1.0,0.7919708029197081,1-0-0,1.0,1.0,1.0,8-4-0,0.8893333333333334,0.9083333333333333,0.8032128514056225,5-3-0,0.7292882147024504,0.8745874587458744,0.6464088397790055,2-1-0,0.667,0.895774647887324,0.6056338028169014,6-2-0,1.0,1.0,0.7210884353741498,2-1-0,0.667,1.0,0.6812080536912752,2-1-0,0.667,0.9845201238390093,0.6689419795221844,0-1-0,0.0,0.7555555555555555,0.48484848484848486,5.0,3.0,1.0,0.0,4.0,3.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,-1.0,-0.1254125412541256,0.015479876160990669,6.0,-0.09166666666666667
Toronto,9-5-0,0.7572254335260116,0.21923076923076917,0.5394736842105263,5-3-0,0.7030371203599549,0.22140221402214022,0.4494949494949495,0-1-0,0.0,0.08333333333333337,0.08771929824561409,7-4-0,0.636,0.310580204778157,0.42750929368029744,2-0-0,1.0,0.21224489795918366,0.96875,5-3-0,0.7292882147024504,0.24414715719063546,0.5912408759124088,9-5-0,0.643,0.4105263157894737,0.55,0,0.0,0.375,0.6626506024096386,4-2-0,0.7782963827304551,0.2904290429042904,0.5856353591160222,3-1-0,0.75,0.2732394366197183,0.5577464788732395,5-2-0,0.9318181818181821,0.2532188841201717,0.7755102040816327,1-1-0,0.5,0.39677419354838706,0.5906040268456376,3-1-0,0.75,0.23839009287925694,0.5187713310580205,1-1-0,0.5,0.4222222222222223,0.5393939393939394,4.0,2.0,-1.0,3.0,2.0,2.0,4.0,0.0,2.0,2.0,3.0,0.0,2.0,0.0,0.046281885713654936,0.1583841006691301,5.6,-0.035526315789473684
Detroit,8-5-1,0.7032755298651252,0.4230769230769231,0.5921052631578947,4-5-1,0.499437570303712,0.30996309963099633,0.3434343434343435,0-1-0,0.0,0.4166666666666667,0.49122807017543857,6-2-0,0.75,0.5187713310580205,0.5018587360594795,2-2-1,0.5,0.24897959183673468,0.5833333333333334,4-2-1,0.7782963827304551,0.5451505016722408,0.6788321167883212,7-3-1,0.7000000000000001,0.5263157894736842,0.6,1-2-0,0.444,0.4291666666666667,0.642570281124498,4-3-0,0.6662777129521587,0.3267326732673267,0.5414364640883979,2-0-1,1.0,0.48450704225352115,0.6535211267605634,6-4-0,0.715909090909091,0.37768240343347637,0.6122448979591837,0,0.0,0.4935483870967742,0.5469798657718121,4-0-0,1.0,0.6965944272445821,0.7883959044368601,0,0.0,0.48888888888888893,0.5,3.5,-0.5,-1.0,4.0,0.5,2.5,4.5,-1.0,1.0,2.5,2.0,0.0,4.0,0.0,-0.21841782840491408,-0.20304604014780792,4.9,-0.09714912280701749
Memphis,8-5-0,0.7032755298651252,0.7807692307692308,0.8355263157894737,4-3-0,0.6422947131608548,0.7490774907749078,0.7070707070707071,0-1-0,0.0,0.5277777777777778,0.49122807017543857,4-1-0,0.8,0.7372013651877134,0.5464684014869888,4-3-0,0.5710000000000001,0.8040816326530611,1.0,4-3-0,0.6662777129521587,0.6989966555183946,0.7481751824817519,4-1-0,0.8,0.6578947368421053,0.7058823529411764,4-4-0,0.6666666666666667,0.8083333333333333,0.8955823293172691,4-2-0,0.7782963827304551,0.7986798679867986,0.839779005524862,2-0-0,1.0,1.0,1.0,5-4-0,0.6325757575757576,0.759656652360515,0.8231292517006803,0-2-0,0.0,0.25161290322580643,0.02684563758389269,4-0-0,1.0,1.0,1.0,1-0-0,1.0,0.3777777777777778,0.5606060606060606,3.0,1.0,-1.0,3.0,1.0,1.0,3.0,0.0,2.0,2.0,1.0,-2.0,4.0,1.0,0.09968321246840395,-0.7483870967741936,4.3,0.15043859649122804
Houston,8-5-0,0.7032755298651252,0.75,0.6578947368421053,6-3-0,0.7502812148481439,0.7933579335793357,0.5707070707070707,0-1-0,0.0,0.4305555555555556,0.2719298245614035,3-1-0,0.75,0.832764505119454,0.6022304832713754,5-3-0,0.625,0.7265306122448979,0.8125,2-3-0,0.46674445740956827,0.4849498327759197,0.5036496350364964,2-1-0,0.667,0.5973684210526315,0.6470588235294118,6-4-0,0.8,0.725,0.7871485943775101,6-2-0,0.8751458576429405,0.8415841584158414,0.8287292817679558,1-1-0,0.5,0.6619718309859155,0.39154929577464787,6-3-0,0.8428030303030305,0.8068669527896996,0.8979591836734695,1-0-0,1.0,0.6870967741935483,0.9664429530201343,1-2-0,0.33299999999999996,0.5727554179566564,0.4197952218430035,1-0-0,1.0,0.6222222222222222,0.8787878787878788,3.0,3.0,-1.0,2.0,2.0,-1.0,1.0,2.0,4.0,0.0,3.0,1.0,-1.0,1.0,0.35663432563992176,0.1143413562368919,3.7,0.12763157894736843
Charlotte,7-5-0,0.6416184971098264,0.33076923076923076,0.5197368421052632,6-3-0,0.7502812148481439,0.2767527675276753,0.4595959595959596,1-0-0,1.0,0.5694444444444444,0.7280701754385965,3-4-0,0.429,0.2218430034129693,0.1970260223048327,3-1-0,0.75,0.4571428571428571,0.96875,3-2-0,0.7001166861143524,0.22408026755852845,0.45620437956204385,7-4-0,0.636,0.4631578947368421,0.55,0-1-0,0.0,0.5833333333333333,0.6024096385542169,4-3-0,0.6662777129521587,0.43234323432343225,0.7016574585635359,1-1-0,0.5,0.23943661971830987,0.39154929577464787,4-3-0,0.6609848484848486,0.18454935622317598,0.5578231292517007,1-1-0,0.5,0.5903225806451613,0.6073825503355705,0-1-0,0.0,0.29411764705882354,0.3686006825938567,1-1-0,0.5,0.5555555555555556,0.5545454545454546,2.0,3.0,1.0,-1.0,2.0,1.0,3.0,-1.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.2082629667649038,0.29620493358633776,3.1,0.12017543859649116
Portland,7-5-1,0.6416184971098264,0.20769230769230768,0.4407894736842105,4-4-0,0.562429696287964,0.08856088560885611,0.22222222222222224,0-1-0,0.0,0.0,0.0,6-2-0,0.75,0.39931740614334477,0.4684014869888476,1-2-1,0.33299999999999996,0.057142857142857106,0.5885416666666667,3-2-1,0.7001166861143524,0.33444816053511706,0.6021897810218979,7-5-1,0.583,0.40263157894736845,0.5058823529411764,0,0.0,0.375,0.6626506024096386,4-3-0,0.6662777129521587,0.16831683168316824,0.4088397790055249,2-1-1,0.667,0.23943661971830987,0.49577464788732395,5-2-0,0.9318181818181821,0.38197424892703863,0.8095238095238095,1-1-0,0.5,0.5741935483870968,0.714765100671141,2-0-1,1.0,0.3560371517027864,0.6177474402730376,0-1-0,0.0,0.2,0.2272727272727273,2.5,0.0,-1.0,4.0,-0.5,1.5,2.5,0.0,1.0,1.5,3.0,0.0,2.5,-1.0,-0.1661313288519488,0.21815639668431042,2.8,-0.02763157894736845
