Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team DraftKings_current_season,Away Team Covers_current_season,Home Team DraftKings_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Odds_current_season,Home Team Underdog_current_season,Away Team Team_current_season,Away Team all_games_ATS Record_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_ATS Record_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team Team_current_season,Home Team all_games_ATS Record_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_ATS Record_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Odds_current_season,Underdog is_dog ATS Record_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Odds_current_season,Favorite is_fav ATS Record_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Rank_all_time,Hotness Score_all_time,Time_all_time,Location_all_time,Away Team Rank_all_time,Away Team_all_time,Home Team Rank_all_time,Home Team_all_time,Away Team DraftKings_all_time,Away Team Covers_all_time,Home Team DraftKings_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Away Team Odds_all_time,Away Team Underdog_all_time,Home Team Spread_all_time,Home Team Odds_all_time,Home Team Underdog_all_time,Away Team Team_all_time,Away Team all_games_ATS Record_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_ATS Record_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team Team_all_time,Home Team all_games_ATS Record_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_ATS Record_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Team_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Odds_all_time,Underdog is_dog ATS Record_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Team_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Odds_all_time,Favorite is_fav ATS Record_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Rank_last_10_seasons,Hotness Score_last_10_seasons,Time_last_10_seasons,Location_last_10_seasons,Away Team Rank_last_10_seasons,Away Team_last_10_seasons,Home Team Rank_last_10_seasons,Home Team_last_10_seasons,Away Team DraftKings_last_10_seasons,Away Team Covers_last_10_seasons,Home Team DraftKings_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Away Team Odds_last_10_seasons,Away Team Underdog_last_10_seasons,Home Team Spread_last_10_seasons,Home Team Odds_last_10_seasons,Home Team Underdog_last_10_seasons,Away Team Team_last_10_seasons,Away Team all_games_ATS Record_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_ATS Record_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team Team_last_10_seasons,Home Team all_games_ATS Record_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_ATS Record_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Team_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Odds_last_10_seasons,Underdog is_dog ATS Record_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Team_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Odds_last_10_seasons,Favorite is_fav ATS Record_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons
1,83.4,7:30 PM,Target Center,13,La Clippers,11,Minnesota,LA Clippers,L.A. Clippers,MIN Timberwolves,Minnesota,+6,−112,True,-6,−108,False,La Clippers,13-7-0,65.0%,2.4,4.2,6-3-0,66.7%,0.7,5.1,Minnesota,6-12-0,33.3%,0.8,-4.8,2-7-0,22.2%,4.3,-3.0,La Clippers,+6,−112,8-5-0,61.5%,-2.8,3.1,Minnesota,-6,−108,5-12-0,29.4%,1.0,-5.4,1,83.4,7:30 PM,Target Center,13,La Clippers,11,Minnesota,LA Clippers,L.A. Clippers,MIN Timberwolves,Minnesota,+6,−112,True,-6,−108,False,La Clippers,886-920-20,49.1%,0.8,-0.1,440-448-12,49.6%,-1.9,0.2,Minnesota,805-917-27,46.8%,-1.9,-0.4,380-484-10,44.0%,0.3,-1.0,La Clippers,+6,−112,374-428-7,46.6%,-6.0,-0.1,Minnesota,-6,−108,317-389-11,44.9%,4.6,-1.0,1,83.4,7:30 PM,Target Center,13,La Clippers,11,Minnesota,LA Clippers,L.A. Clippers,MIN Timberwolves,Minnesota,+6,−112,True,-6,−108,False,La Clippers,453-438-7,50.8%,2.9,0.2,228-204-5,52.8%,0.9,0.9,Minnesota,390-441-14,46.9%,-1.2,-0.1,184-230-7,44.4%,0.7,-0.7,La Clippers,+6,−112,149-154-1,49.2%,-4.7,0.5,Minnesota,-6,−108,157-194-7,44.7%,5.0,-0.9
2,78.0,7:30 PM,Barclays Center,10,Orlando,21,Brooklyn,ORL Magic,Orlando,BKN Nets,Brooklyn,-7,−115,False,+7,−105,True,Orlando,12-8-0,60.0%,4.8,2.5,4-7-0,36.4%,-3.9,-1.9,Brooklyn,13-5-1,72.2%,-1.9,5.0,4-3-0,57.1%,-2.9,0.4,Brooklyn,+7,−105,11-3-1,78.6%,-2.3,7.0,Orlando,-7,−115,10-3-0,76.9%,11.2,4.7,2,78.0,7:30 PM,Barclays Center,10,Orlando,21,Brooklyn,ORL Magic,Orlando,BKN Nets,Brooklyn,-7,−115,False,+7,−105,True,Orlando,872-878-37,49.8%,-1.4,-0.1,446-426-19,51.2%,-4.0,0.1,Brooklyn,867-896-35,49.2%,-2.1,-0.3,409-460-19,47.1%,0.0,-1.0,Brooklyn,+7,−105,525-534-21,49.6%,-6.2,0.2,Orlando,-7,−115,365-365-14,50.0%,5.2,-0.7,2,78.0,7:30 PM,Barclays Center,10,Orlando,21,Brooklyn,ORL Magic,Orlando,BKN Nets,Brooklyn,-7,−115,False,+7,−105,True,Orlando,419-406-13,50.8%,-3.5,-0.1,217-194-5,52.8%,-5.7,0.1,Brooklyn,418-421-16,49.8%,-2.0,0.0,187-221-10,45.8%,-0.3,-0.7,Brooklyn,+7,−105,270-246-12,52.3%,-5.9,0.7,Orlando,-7,−115,121-102-3,54.3%,4.9,-0.2
3,74.3,10:00 PM,Crypto.com Arena,1,Okla City,17,La Lakers,OKC Thunder,Oklahoma City,LA Lakers,L.A. Lakers,-3,−108,False,+3,−112,True,Okla City,10-8-0,55.6%,10.8,2.6,5-3-0,62.5%,10.9,4.7,La Lakers,8-10-0,44.4%,-0.9,-4.3,5-4-0,55.6%,3.7,-1.4,La Lakers,+3,−112,2-3-0,40.0%,-13.0,-9.8,Okla City,-3,−108,9-8-0,52.9%,10.6,1.8,3,74.3,10:00 PM,Crypto.com Arena,1,Okla City,17,La Lakers,OKC Thunder,Oklahoma City,LA Lakers,L.A. Lakers,-3,−108,False,+3,−112,True,Okla City,949-861-31,52.4%,1.0,0.3,469-423-17,52.6%,-2.1,0.2,La Lakers,872-978-32,47.1%,0.3,-0.5,426-482-18,46.9%,3.5,0.0,La Lakers,+3,−112,401-428-13,48.4%,-5.9,0.4,Okla City,-3,−108,510-474-10,51.8%,6.6,0.0,3,74.3,10:00 PM,Crypto.com Arena,1,Okla City,17,La Lakers,OKC Thunder,Oklahoma City,LA Lakers,L.A. Lakers,-3,−108,False,+3,−112,True,Okla City,447-410-14,52.2%,1.1,0.3,218-203-6,51.8%,-1.7,-0.2,La Lakers,405-452-12,47.3%,-1.8,-0.4,197-216-6,47.7%,0.7,0.2,La Lakers,+3,−112,233-253-6,47.9%,-6.5,0.4,Okla City,-3,−108,236-231-4,50.5%,6.9,0.3
4,69.1,12:00 PM,Spectrum Center,6,New York,25,Charlotte,NY Knicks,New York,CHA Hornets,Charlotte,-12.5,−112,False,+12.5,−108,True,New York,8-9-1,47.1%,5.2,0.3,5-6-0,45.5%,1.2,-1.8,Charlotte,11-7-0,61.1%,-4.9,0.8,6-4-0,60.0%,-1.9,2.5,Charlotte,+12.5,−108,11-6-0,64.7%,-5.5,0.9,New York,-12.5,−112,7-8-1,46.7%,5.6,-0.5,4,69.1,12:00 PM,Spectrum Center,6,New York,25,Charlotte,NY Knicks,New York,CHA Hornets,Charlotte,-12.5,−112,False,+12.5,−108,True,New York,876-852-24,50.7%,-2.1,0.1,451-411-14,52.3%,-4.2,0.7,Charlotte,789-810-33,49.3%,-3.5,-0.1,393-406-14,49.2%,-0.6,0.0,Charlotte,+12.5,−108,543-572-28,48.7%,-6.9,-0.1,New York,-12.5,−112,323-304-6,51.5%,4.4,-0.5,4,69.1,12:00 PM,Spectrum Center,6,New York,25,Charlotte,NY Knicks,New York,CHA Hornets,Charlotte,-12.5,−112,False,+12.5,−108,True,New York,416-410-15,50.4%,-2.3,0.4,217-195-8,52.7%,-4.0,0.9,Charlotte,390-412-18,48.6%,-2.7,-0.3,193-209-5,48.0%,-0.4,-0.4,Charlotte,+12.5,−108,240-265-16,47.5%,-6.9,-0.5,New York,-12.5,−112,150-126-4,54.4%,5.5,0.7
5,66.1,8:00 PM,Kaseya Center,22,Toronto,15,Miami,TOR Raptors,Toronto,MIA Heat,Miami,+8,−110,True,-8,−110,False,Toronto,13-6-0,68.4%,-4.1,4.0,7-4-0,63.6%,-5.6,3.7,Miami,7-9-0,43.8%,1.1,-0.1,2-5-0,28.6%,-0.3,-3.1,Toronto,+8,−110,13-6-0,68.4%,-4.1,4.0,Miami,-8,−110,4-6-0,40.0%,3.7,-0.7,5,66.1,8:00 PM,Kaseya Center,22,Toronto,15,Miami,TOR Raptors,Toronto,MIA Heat,Miami,+8,−110,True,-8,−110,False,Toronto,898-877-34,50.6%,0.4,0.3,455-422-16,51.9%,-2.3,0.6,Miami,978-930-43,51.3%,1.8,0.1,462-478-23,49.2%,4.5,-0.2,Toronto,+8,−110,447-437-22,50.6%,-4.8,0.7,Miami,-8,−110,599-577-26,50.9%,5.8,-0.4,5,66.1,8:00 PM,Kaseya Center,22,Toronto,15,Miami,TOR Raptors,Toronto,MIA Heat,Miami,+8,−110,True,-8,−110,False,Toronto,449-443-13,50.3%,2.3,0.3,220-214-7,50.7%,-0.1,0.4,Miami,456-432-23,51.4%,0.8,0.2,200-224-15,47.2%,2.8,-0.7,Toronto,+8,−110,172-164-9,51.2%,-4.1,0.8,Miami,-8,−110,242-246-17,49.6%,4.4,-0.9
6,64.2,8:00 PM,Gainbridge Fieldhouse,24,Detroit,19,Indiana,DET Pistons,Detroit,IND Pacers,Indiana,+5.5,−110,True,-5.5,−110,False,Detroit,9-10-1,47.4%,-2.5,0.8,5-5-1,50.0%,-1.2,2.4,Indiana,7-11-1,38.9%,-2.7,-4.5,4-4-1,50.0%,4.0,-0.6,Detroit,+5.5,−110,7-5-1,58.3%,-4.9,1.8,Indiana,-5.5,−110,3-7-1,30.0%,-0.9,-7.4,6,64.2,8:00 PM,Gainbridge Fieldhouse,24,Detroit,19,Indiana,DET Pistons,Detroit,IND Pacers,Indiana,+5.5,−110,True,-5.5,−110,False,Detroit,870-900-41,49.2%,-1.1,-0.2,434-446-25,49.3%,-3.7,-0.1,Indiana,915-882-43,50.9%,0.6,0.3,462-423-26,52.2%,4.1,0.8,Detroit,+5.5,−110,474-498-25,48.8%,-6.2,0.3,Indiana,-5.5,−110,468-451-19,50.9%,5.4,-0.3,6,64.2,8:00 PM,Gainbridge Fieldhouse,24,Detroit,19,Indiana,DET Pistons,Detroit,IND Pacers,Indiana,+5.5,−110,True,-5.5,−110,False,Detroit,391-409-22,48.9%,-3.6,-0.1,192-208-13,48.0%,-6.1,-0.3,Indiana,434-413-19,51.2%,0.3,0.4,215-196-13,52.3%,3.2,0.8,Detroit,+5.5,−110,273-285-19,48.9%,-6.7,0.3,Indiana,-5.5,−110,210-203-10,50.9%,5.1,-0.2
7,63.4,10:00 PM,Moda Center,16,Sacramento,28,Portland,SAC Kings,Sacramento,POR Trail Blazers,Portland,-7,−112,False,+7,−108,True,Sacramento,7-11-1,38.9%,0.8,-3.2,5-4-0,55.6%,0.3,-2.2,Portland,11-7-1,61.1%,-8.4,0.1,5-3-0,62.5%,-7.3,-0.3,Portland,+7,−108,11-7-1,61.1%,-8.4,0.1,Sacramento,-7,−112,4-7-1,36.4%,2.2,-5.3,7,63.4,10:00 PM,Moda Center,16,Sacramento,28,Portland,SAC Kings,Sacramento,POR Trail Blazers,Portland,-7,−112,False,+7,−108,True,Sacramento,836-860-41,49.3%,-2.4,-0.4,439-406-20,52.0%,-4.9,0.0,Portland,869-892-27,49.4%,-1.2,-0.3,434-436-13,49.9%,2.1,-0.1,Portland,+7,−108,455-491-15,48.1%,-6.7,-0.3,Sacramento,-7,−112,297-335-17,47.0%,3.8,-1.5,7,63.4,10:00 PM,Moda Center,16,Sacramento,28,Portland,SAC Kings,Sacramento,POR Trail Blazers,Portland,-7,−112,False,+7,−108,True,Sacramento,403-401-24,50.1%,-2.4,-0.3,217-181-12,54.5%,-3.6,0.6,Portland,421-434-18,49.2%,-1.4,-0.4,206-210-10,49.5%,1.6,-0.2,Portland,+7,−108,211-239-10,46.9%,-7.5,-0.8,Sacramento,-7,−112,140-158-8,47.0%,3.4,-1.6
8,63.1,8:00 PM,United Center,2,Boston,26,Chicago,BOS Celtics,Boston,CHI Bulls,Chicago,-11.5,−108,False,+11.5,−112,True,Boston,8-10-0,44.4%,10.7,0.2,5-4-0,55.6%,13.4,2.9,Chicago,9-11-0,45.0%,-5.6,-0.3,3-5-0,37.5%,-10.0,-5.4,Chicago,+11.5,−112,8-10-0,44.4%,-6.8,-0.2,Boston,-11.5,−108,8-10-0,44.4%,10.7,0.2,8,63.1,8:00 PM,United Center,2,Boston,26,Chicago,BOS Celtics,Boston,CHI Bulls,Chicago,-11.5,−108,False,+11.5,−112,True,Boston,994-923-38,51.9%,3.0,0.6,510-432-15,54.1%,0.6,1.1,Chicago,886-889-24,49.9%,-0.5,0.1,428-459-10,48.3%,1.6,-0.7,Chicago,+11.5,−112,479-474-12,50.3%,-5.1,0.6,Boston,-11.5,−108,618-610-23,50.3%,6.4,-0.1,8,63.1,8:00 PM,United Center,2,Boston,26,Chicago,BOS Celtics,Boston,CHI Bulls,Chicago,-11.5,−108,False,+11.5,−112,True,Boston,511-429-20,54.4%,4.4,1.0,253-200-8,55.9%,2.3,1.2,Chicago,404-423-13,48.9%,-1.9,-0.4,197-216-5,47.7%,-0.7,-1.4,Chicago,+11.5,−112,243-261-9,48.2%,-5.9,-0.1,Boston,-11.5,−108,355-319-15,52.7%,6.8,0.2
9,62.8,2:30 PM,State Farm Arena,3,Cleveland,23,Atlanta,CLE Cavaliers,Cleveland,ATL Hawks,Atlanta,-6,−108,False,+6,−112,True,Cleveland,14-5-0,73.7%,11.2,4.3,6-2-0,75.0%,9.5,5.7,Atlanta,7-12-0,36.8%,-4.6,-3.3,2-7-0,22.2%,-4.0,-5.2,Atlanta,+6,−112,5-4-0,55.6%,-7.6,0.4,Cleveland,-6,−108,11-5-0,68.8%,13.0,4.1,9,62.8,2:30 PM,State Farm Arena,3,Cleveland,23,Atlanta,CLE Cavaliers,Cleveland,ATL Hawks,Atlanta,-6,−108,False,+6,−112,True,Cleveland,902-931-36,49.2%,0.2,-0.3,443-464-24,48.8%,-2.8,-0.5,Atlanta,871-935-19,48.2%,-1.5,-0.4,446-455-8,49.5%,1.5,-0.4,Atlanta,+6,−112,482-524-9,47.9%,-6.0,0.1,Cleveland,-6,−108,482-490-22,49.6%,6.2,-0.4,9,62.8,2:30 PM,State Farm Arena,3,Cleveland,23,Atlanta,CLE Cavaliers,Cleveland,ATL Hawks,Atlanta,-6,−108,False,+6,−112,True,Cleveland,423-468-21,47.5%,0.6,-0.4,203-236-13,46.2%,-1.8,-0.5,Atlanta,421-450-8,48.3%,-1.0,-0.6,217-218-2,49.9%,1.8,-0.4,Atlanta,+6,−112,220-233-3,48.6%,-5.6,0.3,Cleveland,-6,−108,244-265-15,47.9%,6.2,-0.5
10,50.2,5:00 PM,FedExForum,27,New Orleans,8,Memphis,NO Pelicans,New Orleans,MEM Grizzlies,Memphis,+11,−105,True,-11,−115,False,New Orleans,6-13-0,31.6%,-11.8,-7.9,1-8-0,11.1%,-19.0,-13.8,Memphis,13-6-0,68.4%,8.3,6.1,8-3-0,72.7%,10.5,6.0,New Orleans,+11,−105,5-8-0,38.5%,-11.8,-4.5,Memphis,-11,−115,8-5-0,61.5%,10.9,5.4,10,50.2,5:00 PM,FedExForum,27,New Orleans,8,Memphis,NO Pelicans,New Orleans,MEM Grizzlies,Memphis,+11,−105,True,-11,−115,False,New Orleans,868-865-30,50.1%,-1.1,0.2,431-428-17,50.2%,-3.4,0.6,Memphis,912-864-31,51.4%,-0.4,0.3,464-421-15,52.4%,2.4,0.2,New Orleans,+11,−105,511-481-17,51.5%,-4.8,1.3,Memphis,-11,−115,428-404-16,51.4%,5.0,-0.4,10,50.2,5:00 PM,FedExForum,27,New Orleans,8,Memphis,NO Pelicans,New Orleans,MEM Grizzlies,Memphis,+11,−105,True,-11,−115,False,New Orleans,417-419-11,49.9%,-0.5,0.3,206-205-7,50.1%,-2.3,0.8,Memphis,436-418-13,51.1%,-0.5,0.3,228-196-7,53.8%,2.2,0.8,New Orleans,+11,−105,235-227-7,50.9%,-4.4,1.3,Memphis,-11,−115,202-191-8,51.4%,5.1,-0.2
