Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,83.4,7:30 PM,Target Center,13,La Clippers,11,Minnesota,LA Clippers,L.A. Clippers,MIN Timberwolves,Minnesota,+6,−112,True,-6,−108,False,La Clippers,13-7-0,65.0%,2.4,4.2,6-3-0,66.7%,0.7,5.1,Minnesota,6-12-0,33.3%,0.8,-4.8,2-7-0,22.2%,4.3,-3.0,La Clippers,+6,−112,8-5-0,61.5%,-2.8,3.1,Minnesota,-6,−108,5-12-0,29.4%,1.0,-5.4
2,78.0,7:30 PM,Barclays Center,10,Orlando,21,Brooklyn,ORL Magic,Orlando,BKN Nets,Brooklyn,-7,−115,False,+7,−105,True,Orlando,12-8-0,60.0%,4.8,2.5,4-7-0,36.4%,-3.9,-1.9,Brooklyn,13-5-1,72.2%,-1.9,5.0,4-3-0,57.1%,-2.9,0.4,Brooklyn,+7,−105,11-3-1,78.6%,-2.3,7.0,Orlando,-7,−115,10-3-0,76.9%,11.2,4.7
3,74.3,10:00 PM,Crypto.com Arena,1,Okla City,17,La Lakers,OKC Thunder,Oklahoma City,LA Lakers,L.A. Lakers,-3,−108,False,+3,−112,True,Okla City,10-8-0,55.6%,10.8,2.6,5-3-0,62.5%,10.9,4.7,La Lakers,8-10-0,44.4%,-0.9,-4.3,5-4-0,55.6%,3.7,-1.4,La Lakers,+3,−112,2-3-0,40.0%,-13.0,-9.8,Okla City,-3,−108,9-8-0,52.9%,10.6,1.8
4,69.1,12:00 PM,Spectrum Center,6,New York,25,Charlotte,NY Knicks,New York,CHA Hornets,Charlotte,-12.5,−112,False,+12.5,−108,True,New York,8-9-1,47.1%,5.2,0.3,5-6-0,45.5%,1.2,-1.8,Charlotte,11-7-0,61.1%,-4.9,0.8,6-4-0,60.0%,-1.9,2.5,Charlotte,+12.5,−108,11-6-0,64.7%,-5.5,0.9,New York,-12.5,−112,7-8-1,46.7%,5.6,-0.5
5,66.1,8:00 PM,Kaseya Center,22,Toronto,15,Miami,TOR Raptors,Toronto,MIA Heat,Miami,+8,−110,True,-8,−110,False,Toronto,13-6-0,68.4%,-4.1,4.0,7-4-0,63.6%,-5.6,3.7,Miami,7-9-0,43.8%,1.1,-0.1,2-5-0,28.6%,-0.3,-3.1,Toronto,+8,−110,13-6-0,68.4%,-4.1,4.0,Miami,-8,−110,4-6-0,40.0%,3.7,-0.7
6,64.2,8:00 PM,Gainbridge Fieldhouse,24,Detroit,19,Indiana,DET Pistons,Detroit,IND Pacers,Indiana,+5.5,−110,True,-5.5,−110,False,Detroit,9-10-1,47.4%,-2.5,0.8,5-5-1,50.0%,-1.2,2.4,Indiana,7-11-1,38.9%,-2.7,-4.5,4-4-1,50.0%,4.0,-0.6,Detroit,+5.5,−110,7-5-1,58.3%,-4.9,1.8,Indiana,-5.5,−110,3-7-1,30.0%,-0.9,-7.4
7,63.4,10:00 PM,Moda Center,16,Sacramento,28,Portland,SAC Kings,Sacramento,POR Trail Blazers,Portland,-7,−112,False,+7,−108,True,Sacramento,7-11-1,38.9%,0.8,-3.2,5-4-0,55.6%,0.3,-2.2,Portland,11-7-1,61.1%,-8.4,0.1,5-3-0,62.5%,-7.3,-0.3,Portland,+7,−108,11-7-1,61.1%,-8.4,0.1,Sacramento,-7,−112,4-7-1,36.4%,2.2,-5.3
8,63.1,8:00 PM,United Center,2,Boston,26,Chicago,BOS Celtics,Boston,CHI Bulls,Chicago,-11.5,−108,False,+11.5,−112,True,Boston,8-10-0,44.4%,10.7,0.2,5-4-0,55.6%,13.4,2.9,Chicago,9-11-0,45.0%,-5.6,-0.3,3-5-0,37.5%,-10.0,-5.4,Chicago,+11.5,−112,8-10-0,44.4%,-6.8,-0.2,Boston,-11.5,−108,8-10-0,44.4%,10.7,0.2
9,62.8,2:30 PM,State Farm Arena,3,Cleveland,23,Atlanta,CLE Cavaliers,Cleveland,ATL Hawks,Atlanta,-6,−108,False,+6,−112,True,Cleveland,14-5-0,73.7%,11.2,4.3,6-2-0,75.0%,9.5,5.7,Atlanta,7-12-0,36.8%,-4.6,-3.3,2-7-0,22.2%,-4.0,-5.2,Atlanta,+6,−112,5-4-0,55.6%,-7.6,0.4,Cleveland,-6,−108,11-5-0,68.8%,13.0,4.1
10,50.2,5:00 PM,FedExForum,27,New Orleans,8,Memphis,NO Pelicans,New Orleans,MEM Grizzlies,Memphis,+11,−105,True,-11,−115,False,New Orleans,6-13-0,31.6%,-11.8,-7.9,1-8-0,11.1%,-19.0,-13.8,Memphis,13-6-0,68.4%,8.3,6.1,8-3-0,72.7%,10.5,6.0,New Orleans,+11,−105,5-8-0,38.5%,-11.8,-4.5,Memphis,-11,−115,8-5-0,61.5%,10.9,5.4
