Team,ATS Record,Cover %,MOV,ATS +/-
Denver,233-204-13,53.3%,4.6,+0.5
Brooklyn,215-191-6,53.0%,0.1,+0.4
Golden State,240-215-13,52.8%,4.5,+0.4
San Antonio,218-196-8,52.7%,6.0,+0.8
Detroit,209-191-6,52.3%,1.4,+1.1
Chicago,236-218-4,52.0%,1.1,+0.3
Utah,221-209-9,51.4%,3.8,+0.2
Toronto,193-184-7,51.2%,2.1,+0.2
Dallas,209-200-8,51.1%,4.6,+0.2
Okla City,214-205-9,51.1%,2.6,+0.3
New Orleans,221-212-8,51.0%,1.0,+0.6
Atlanta,208-200-2,51.0%,0.4,+0.3
Miami,212-205-8,50.8%,3.1,+0.1
Boston,195-191-10,50.5%,5.2,+0.9
Memphis,209-207-7,50.2%,1.6,0.0
Indiana,206-205-10,50.1%,2.6,+0.5
Portland,218-220-6,49.8%,0.6,-0.1
New York,201-203-4,49.8%,-0.9,-0.2
Philadelphia,204-207-4,49.6%,-0.4,-0.4
Houston,208-214-4,49.3%,3.0,-0.1
Sacramento,203-209-16,49.3%,-0.1,+0.2
Phoenix,231-243-8,48.7%,2.3,-0.3
Cleveland,209-223-5,48.4%,2.0,0.0
LA Clippers,218-240-4,47.6%,2.2,-0.8
LA Lakers,201-222-4,47.5%,2.2,-0.2
Charlotte,183-203-7,47.4%,-2.8,-0.9
Washington,197-222-13,47.0%,-1.2,-0.5
Milwaukee,213-241-10,46.9%,1.6,-0.8
Minnesota,193-222-6,46.5%,-0.4,-0.4
Orlando,192-230-8,45.5%,-0.7,-1.2
