Rank,Hotness Score,Matchup,Time,Location
1,90.0,#7 New York  at  #13 Phoenix,10:00 PM,Footprint Center
2,81.5,#9 Orlando  at  #17 LA Clippers,10:30 PM,Intuit Dome
3,66.7,#18 Indiana  at  #6 Houston,8:00 PM,Toyota Center
4,62.0,#26 Chicago  at  #16 Milwaukee,7:30 PM,Fiserv Forum
5,59.7,#20 Philadelphia  at  #8 Memphis,8:00 PM,FedExForum
6,55.6,#22 Atlanta  at  #4 Golden State,10:00 PM,Chase Center
7,49.7,#28 Portland  at  #1 Okla City,8:00 PM,Paycom Center
8,48.7,#24 New Orleans  at  #3 Cleveland,7:30 PM,Rocket Mortgage FieldHouse
