Team,all_games_Over Record,all_games_Over %,all_games_Under %,all_games_Total +/-,equal_rest_Over Record,equal_rest_Over %,equal_rest_Under %,equal_rest_Total +/-,four_plus_days_off_Over Record,four_plus_days_off_Over %,four_plus_days_off_Under %,four_plus_days_off_Total +/-,is_after_loss_Over Record,is_after_loss_Over %,is_after_loss_Under %,is_after_loss_Total +/-,is_after_win_Over Record,is_after_win_Over %,is_after_win_Under %,is_after_win_Total +/-,is_away_Over Record,is_away_Over %,is_away_Under %,is_away_Total +/-,is_dog_Over Record,is_dog_Over %,is_dog_Under %,is_dog_Total +/-,is_fav_Over Record,is_fav_Over %,is_fav_Under %,is_fav_Total +/-,is_home_Over Record,is_home_Over %,is_home_Under %,is_home_Total +/-,no_rest_Over Record,no_rest_Over %,no_rest_Under %,no_rest_Total +/-,one_day_off_Over Record,one_day_off_Over %,one_day_off_Under %,one_day_off_Total +/-,rest_advantage_Over Record,rest_advantage_Over %,rest_advantage_Under %,rest_advantage_Total +/-,rest_disadvantage_Over Record,rest_disadvantage_Over %,rest_disadvantage_Under %,rest_disadvantage_Total +/-,two_three_days_off_Over Record,two_three_days_off_Over %,two_three_days_off_Under %,two_three_days_off_Total +/-
N Carolina,3-0-0,100.0%,0.0%,15.2,2-0-0,100.0%,0.0%,16.5,2-0-0,100.0%,0.0%,+12.5,1-0-0,100.0%,0.0%,+12.5,1-0-0,100.0%,0.0%,+20.5,1-0-0,100.0%,0.0%,20.5,1-0-0,100.0%,0.0%,20.5,2-0-0,100.0%,0.0%,12.5,2-0-0,100.0%,0.0%,+12.5,,,,,,,,,1-0-0,100.0%,0.0%,+12.5,,,,,1-0-0,100.0%,0.0%,+20.5
N Florida,5-0-0,100.0%,0.0%,14.8,3-0-0,100.0%,0.0%,7.0,2-0-0,100.0%,0.0%,+7.3,1-0-0,100.0%,0.0%,+9.5,3-0-0,100.0%,0.0%,+19.8,3-0-0,100.0%,0.0%,19.0,3-0-0,100.0%,0.0%,19.0,2-0-0,100.0%,0.0%,8.5,2-0-0,100.0%,0.0%,+8.5,,,,,1-0-0,100.0%,0.0%,+8.5,,,,,2-0-0,100.0%,0.0%,26.5,2-0-0,100.0%,0.0%,+25.5
Villanova,5-0-1,100.0%,0.0%,9.9,3-0-1,100.0%,0.0%,12.9,1-0-0,100.0%,0.0%,+10.5,2-0-1,100.0%,0.0%,+2.7,2-0-0,100.0%,0.0%,+20.5,1-0-0,100.0%,0.0%,18.0,,,,,5-0-1,100.0%,0.0%,9.9,3-0-1,100.0%,0.0%,+9.9,,,,,2-0-0,100.0%,0.0%,+14.5,,,,,2-0-0,100.0%,0.0%,4.0,2-0-1,100.0%,0.0%,+6.7
Sam Hous St,4-0-0,100.0%,0.0%,14.8,3-0-0,100.0%,0.0%,17.2,3-0-0,100.0%,0.0%,+12.7,2-0-0,100.0%,0.0%,+8.0,1-0-0,100.0%,0.0%,+21.0,4-0-0,100.0%,0.0%,14.8,2-0-0,100.0%,0.0%,21.5,2-0-0,100.0%,0.0%,8.0,,,,,,,,,,,,,,,,,1-0-0,100.0%,0.0%,7.5,1-0-0,100.0%,0.0%,+21.0
Davidson,2-0-0,100.0%,0.0%,16.3,1-0-0,100.0%,0.0%,29.5,1-0-0,100.0%,0.0%,+3.0,,,,,2-0-0,100.0%,0.0%,+16.3,1-0-0,100.0%,0.0%,29.5,,,,,2-0-0,100.0%,0.0%,16.3,1-0-0,100.0%,0.0%,+3.0,,,,,,,,,1-0-0,100.0%,0.0%,+3.0,,,,,1-0-0,100.0%,0.0%,+29.5
Montana St,4-0-0,100.0%,0.0%,5.5,,,,,2-0-0,100.0%,0.0%,+5.0,2-0-0,100.0%,0.0%,+6.0,1-0-0,100.0%,0.0%,+8.5,4-0-0,100.0%,0.0%,5.5,3-0-0,100.0%,0.0%,4.5,1-0-0,100.0%,0.0%,8.5,0-0-0,0.0%,0.0%,--,,,,,2-0-0,100.0%,0.0%,+6.0,2-0-0,100.0%,0.0%,+5.0,2-0-0,100.0%,0.0%,6.0,,,,
Cornell,2-0-1,100.0%,0.0%,6.5,1-0-1,100.0%,0.0%,3.3,0-0-0,0.0%,0.0%,--,0-0-1,0.0%,0.0%,0.0,2-0-0,100.0%,0.0%,+9.8,1-0-0,100.0%,0.0%,13.0,2-0-0,100.0%,0.0%,9.8,0-0-1,0.0%,0.0%,0.0,1-0-1,100.0%,0.0%,+3.3,,,,,,,,,1-0-0,100.0%,0.0%,+13.0,,,,,2-0-1,100.0%,0.0%,+6.5
SE Missouri,3-0-0,100.0%,0.0%,12.0,2-0-0,100.0%,0.0%,6.3,2-0-0,100.0%,0.0%,+6.3,1-0-0,100.0%,0.0%,+5.5,1-0-0,100.0%,0.0%,+23.5,2-0-0,100.0%,0.0%,6.3,3-0-0,100.0%,0.0%,12.0,,,,,1-0-0,100.0%,0.0%,+23.5,,,,,,,,,1-0-0,100.0%,0.0%,+23.5,,,,,1-0-0,100.0%,0.0%,+23.5
Wm & Mary,5-0-0,100.0%,0.0%,12.2,3-0-0,100.0%,0.0%,16.2,0-0-0,0.0%,0.0%,--,3-0-0,100.0%,0.0%,+10.5,2-0-0,100.0%,0.0%,+14.8,1-0-0,100.0%,0.0%,18.0,2-0-0,100.0%,0.0%,19.5,3-0-0,100.0%,0.0%,7.3,1-0-0,100.0%,0.0%,+1.0,2-0-0,100.0%,0.0%,+15.3,,,,,1-0-0,100.0%,0.0%,+1.0,1-0-0,100.0%,0.0%,11.5,3-0-0,100.0%,0.0%,+10.2
IL-Chicago,2-0-0,100.0%,0.0%,23.3,1-0-0,100.0%,0.0%,31.5,0-0-0,0.0%,0.0%,--,0-0-0,0.0%,0.0%,--,2-0-0,100.0%,0.0%,+23.3,1-0-0,100.0%,0.0%,15.0,2-0-0,100.0%,0.0%,23.3,,,,,1-0-0,100.0%,0.0%,+31.5,,,,,,,,,1-0-0,100.0%,0.0%,+15.0,,,,,2-0-0,100.0%,0.0%,+23.3
TX El Paso,1-0-0,100.0%,0.0%,5.5,1-0-0,100.0%,0.0%,5.5,1-0-0,100.0%,0.0%,+5.5,0-0-0,0.0%,0.0%,--,1-0-0,100.0%,0.0%,+5.5,1-0-0,100.0%,0.0%,5.5,1-0-0,100.0%,0.0%,5.5,,,,,0-0-0,0.0%,0.0%,--,,,,,,,,,0-0-0,0.0%,0.0%,--,,,,,0-0-0,0.0%,0.0%,--
TN State,4-0-0,100.0%,0.0%,12.4,2-0-0,100.0%,0.0%,11.8,0-0-0,0.0%,0.0%,--,3-0-0,100.0%,0.0%,+10.0,1-0-0,100.0%,0.0%,+19.5,2-0-0,100.0%,0.0%,10.8,3-0-0,100.0%,0.0%,15.2,1-0-0,100.0%,0.0%,4.0,1-0-0,100.0%,0.0%,+4.0,,,,,1-0-0,100.0%,0.0%,+2.0,1-0-0,100.0%,0.0%,+24.0,1-0-0,100.0%,0.0%,2.0,3-0-0,100.0%,0.0%,+15.8
Radford,4-0-0,100.0%,0.0%,19.6,2-0-0,100.0%,0.0%,15.3,1-0-0,100.0%,0.0%,+12.5,1-0-0,100.0%,0.0%,+18.0,2-0-0,100.0%,0.0%,+24.0,2-0-0,100.0%,0.0%,20.8,3-0-0,100.0%,0.0%,19.8,1-0-0,100.0%,0.0%,19.0,2-0-0,100.0%,0.0%,+18.5,,,,,0-0-0,0.0%,0.0%,--,2-0-0,100.0%,0.0%,+24.0,,,,,3-0-0,100.0%,0.0%,+22.0
Rhode Island,2-0-0,100.0%,0.0%,11.5,2-0-0,100.0%,0.0%,11.5,1-0-0,100.0%,0.0%,+5.5,,,,,1-0-0,100.0%,0.0%,+17.5,,,,,,,,,2-0-0,100.0%,0.0%,11.5,2-0-0,100.0%,0.0%,+11.5,,,,,,,,,0-0-0,0.0%,0.0%,--,,,,,1-0-0,100.0%,0.0%,+17.5
St Marys,4-0-0,100.0%,0.0%,17.5,2-0-0,100.0%,0.0%,20.3,3-0-0,100.0%,0.0%,+16.0,,,,,3-0-0,100.0%,0.0%,+17.2,,,,,,,,,4-0-0,100.0%,0.0%,17.5,3-0-0,100.0%,0.0%,+19.7,,,,,,,,,2-0-0,100.0%,0.0%,+14.8,,,,,1-0-0,100.0%,0.0%,+22.0
Murray St,1-0-1,100.0%,0.0%,4.5,0-0-1,0.0%,0.0%,0.0,1-0-0,100.0%,0.0%,+9.0,1-0-0,100.0%,0.0%,+9.0,0-0-1,0.0%,0.0%,0.0,1-0-1,100.0%,0.0%,4.5,1-0-1,100.0%,0.0%,4.5,,,,,0-0-0,0.0%,0.0%,--,,,,,,,,,1-0-0,100.0%,0.0%,+9.0,,,,,0-0-1,0.0%,0.0%,0.0
TX A&M-CC,3-0-0,100.0%,0.0%,18.8,2-0-0,100.0%,0.0%,19.3,1-0-0,100.0%,0.0%,+17.5,1-0-0,100.0%,0.0%,+18.0,1-0-0,100.0%,0.0%,+21.0,2-0-0,100.0%,0.0%,17.8,3-0-0,100.0%,0.0%,18.8,,,,,0-0-0,0.0%,0.0%,--,,,,,1-0-0,100.0%,0.0%,+18.0,0-0-0,0.0%,0.0%,--,1-0-0,100.0%,0.0%,18.0,1-0-0,100.0%,0.0%,+21.0
Ohio,3-0-1,100.0%,0.0%,8.1,1-0-1,100.0%,0.0%,8.5,1-0-1,100.0%,0.0%,+8.5,1-0-1,100.0%,0.0%,+1.3,1-0-0,100.0%,0.0%,+13.0,3-0-0,100.0%,0.0%,10.8,2-0-0,100.0%,0.0%,9.8,1-0-1,100.0%,0.0%,6.5,0-0-1,0.0%,0.0%,0.0,,,,,,,,,,,,,2-0-0,100.0%,0.0%,7.8,2-0-0,100.0%,0.0%,+7.8
E Tenn St,2-0-0,100.0%,0.0%,6.3,1-0-0,100.0%,0.0%,9.5,0-0-0,0.0%,0.0%,--,0-0-0,0.0%,0.0%,--,2-0-0,100.0%,0.0%,+6.3,1-0-0,100.0%,0.0%,3.0,1-0-0,100.0%,0.0%,3.0,1-0-0,100.0%,0.0%,9.5,1-0-0,100.0%,0.0%,+9.5,,,,,,,,,0-0-0,0.0%,0.0%,--,1-0-0,100.0%,0.0%,3.0,2-0-0,100.0%,0.0%,+6.3
Elon,2-0-0,100.0%,0.0%,10.8,1-0-0,100.0%,0.0%,12.5,2-0-0,100.0%,0.0%,+10.8,0-0-0,0.0%,0.0%,--,1-0-0,100.0%,0.0%,+9.0,2-0-0,100.0%,0.0%,10.8,2-0-0,100.0%,0.0%,10.8,,,,,0-0-0,0.0%,0.0%,--,,,,,,,,,1-0-0,100.0%,0.0%,+9.0,,,,,,,,
Akron,2-0-0,100.0%,0.0%,12.5,1-0-0,100.0%,0.0%,6.5,1-0-0,100.0%,0.0%,+6.5,0-0-0,0.0%,0.0%,--,1-0-0,100.0%,0.0%,+18.5,2-0-0,100.0%,0.0%,12.5,2-0-0,100.0%,0.0%,12.5,,,,,0-0-0,0.0%,0.0%,--,,,,,,,,,0-0-0,0.0%,0.0%,--,1-0-0,100.0%,0.0%,18.5,1-0-0,100.0%,0.0%,+18.5
Fla Atlantic,4-0-0,100.0%,0.0%,30.8,2-0-0,100.0%,0.0%,24.3,1-0-0,100.0%,0.0%,+9.5,2-0-0,100.0%,0.0%,+37.3,1-0-0,100.0%,0.0%,+39.0,2-0-0,100.0%,0.0%,55.0,3-0-0,100.0%,0.0%,37.8,1-0-0,100.0%,0.0%,9.5,0-0-0,0.0%,0.0%,--,1-0-0,100.0%,0.0%,+3.5,,,,,0-0-0,0.0%,0.0%,--,2-0-0,100.0%,0.0%,37.3,2-0-0,100.0%,0.0%,+55.0
Tulsa,3-0-0,100.0%,0.0%,34.8,,,,,1-0-0,100.0%,0.0%,+21.0,,,,,3-0-0,100.0%,0.0%,+34.8,1-0-0,100.0%,0.0%,74.0,,,,,3-0-0,100.0%,0.0%,34.8,2-0-0,100.0%,0.0%,+15.3,,,,,,,,,1-0-0,100.0%,0.0%,+21.0,2-0-0,100.0%,0.0%,41.8,2-0-0,100.0%,0.0%,+41.8
Utah,4-0-0,100.0%,0.0%,7.0,2-0-0,100.0%,0.0%,7.8,3-0-0,100.0%,0.0%,+5.5,,,,,3-0-0,100.0%,0.0%,+5.2,,,,,1-0-0,100.0%,0.0%,3.0,3-0-0,100.0%,0.0%,8.3,3-0-0,100.0%,0.0%,+8.3,,,,,,,,,2-0-0,100.0%,0.0%,+6.3,,,,,1-0-0,100.0%,0.0%,+11.5
Texas Tech,3-0-1,100.0%,0.0%,3.8,1-0-0,100.0%,0.0%,7.5,2-0-1,100.0%,0.0%,+4.2,,,,,2-0-1,100.0%,0.0%,+2.5,,,,,,,,,3-0-1,100.0%,0.0%,3.8,3-0-1,100.0%,0.0%,+3.8,,,,,,,,,1-0-1,100.0%,0.0%,+2.5,1-0-0,100.0%,0.0%,2.5,1-0-0,100.0%,0.0%,+2.5
Dayton,3-0-0,100.0%,0.0%,3.3,2-0-0,100.0%,0.0%,4.0,2-0-0,100.0%,0.0%,+4.0,,,,,2-0-0,100.0%,0.0%,+1.3,,,,,,,,,3-0-0,100.0%,0.0%,3.3,3-0-0,100.0%,0.0%,+3.3,,,,,,,,,0-0-0,0.0%,0.0%,--,1-0-0,100.0%,0.0%,2.0,1-0-0,100.0%,0.0%,+2.0
Holy Cross,4-1-0,80.0%,20.0%,5.1,3-1-0,75.0%,25.0%,5.0,2-0-0,100.0%,0.0%,+5.5,2-0-0,100.0%,0.0%,+11.5,1-1-0,50.0%,50.0%,-1.5,2-1-0,66.7%,33.3%,4.8,3-1-0,75.0%,25.0%,5.0,1-0-0,100.0%,0.0%,5.5,,,,,1-1-0,50.0%,50.0%,-1.5,,,,,1-0-0,100.0%,0.0%,+5.5,,,,,1-0-0,100.0%,0.0%,+17.5
N Alabama,4-1-0,80.0%,20.0%,10.4,1-1-0,50.0%,50.0%,-2.8,0-1-0,0.0%,100.0%,-10.5,1-0-0,100.0%,0.0%,+20.0,3-0-0,100.0%,0.0%,+14.2,1-1-0,50.0%,50.0%,4.8,2-1-0,66.7%,33.3%,13.5,2-0-0,100.0%,0.0%,5.8,3-0-0,100.0%,0.0%,+14.2,,,,,,,,,2-0-0,100.0%,0.0%,+18.8,1-0-0,100.0%,0.0%,20.0,4-0-0,100.0%,0.0%,+15.6
TX-Pan Am,4-1-0,80.0%,20.0%,8.7,1-1-0,50.0%,50.0%,-3.3,2-0-0,100.0%,0.0%,+4.5,1-0-0,100.0%,0.0%,+29.0,2-1-0,66.7%,33.3%,+3.0,3-0-0,100.0%,0.0%,17.3,3-0-0,100.0%,0.0%,17.3,1-1-0,50.0%,50.0%,-4.3,0-0-0,0.0%,0.0%,--,0-1-0,0.0%,100.0%,-12.0,2-0-0,100.0%,0.0%,+23.3,1-0-0,100.0%,0.0%,+3.5,2-0-0,100.0%,0.0%,23.3,0-0-0,0.0%,0.0%,--
S Methodist,4-1-0,80.0%,20.0%,10.6,2-1-0,66.7%,33.3%,11.7,1-0-0,100.0%,0.0%,+16.0,1-0-0,100.0%,0.0%,+17.0,2-1-0,66.7%,33.3%,+6.7,0-1-0,0.0%,100.0%,-6.5,,,,,4-1-0,80.0%,20.0%,10.6,4-0-0,100.0%,0.0%,+14.9,,,,,,,,,,,,,2-0-0,100.0%,0.0%,9.0,3-1-0,75.0%,25.0%,+9.3
Arizona St,4-1-0,80.0%,20.0%,-1.8,0-1-0,0.0%,100.0%,-41.5,0-1-0,0.0%,100.0%,-41.5,1-0-0,100.0%,0.0%,+15.0,3-0-0,100.0%,0.0%,+5.8,1-0-0,100.0%,0.0%,11.5,3-0-0,100.0%,0.0%,10.3,1-1-0,50.0%,50.0%,-20.0,1-1-0,50.0%,50.0%,-20.0,,,,,1-0-0,100.0%,0.0%,+11.5,1-0-0,100.0%,0.0%,+1.5,3-0-0,100.0%,0.0%,10.3,3-0-0,100.0%,0.0%,+7.0
Bucknell,4-1-0,80.0%,20.0%,17.0,2-1-0,66.7%,33.3%,10.2,1-0-0,100.0%,0.0%,+16.5,2-0-0,100.0%,0.0%,+26.5,1-1-0,50.0%,50.0%,+7.8,2-1-0,66.7%,33.3%,10.7,3-0-0,100.0%,0.0%,16.7,1-1-0,50.0%,50.0%,17.5,2-0-0,100.0%,0.0%,+26.5,,,,,1-0-0,100.0%,0.0%,+17.5,,,,,2-0-0,100.0%,0.0%,27.3,2-1-0,66.7%,33.3%,+17.0
E Washingtn,3-1-0,75.0%,25.0%,5.8,0-1-0,0.0%,100.0%,-21.0,2-1-0,66.7%,33.3%,-3.3,2-0-0,100.0%,0.0%,+17.3,1-0-0,100.0%,0.0%,+9.5,1-1-0,50.0%,50.0%,-5.8,2-1-0,66.7%,33.3%,7.2,1-0-0,100.0%,0.0%,1.5,2-0-0,100.0%,0.0%,+17.3,,,,,1-0-0,100.0%,0.0%,+33.0,2-0-0,100.0%,0.0%,+5.5,1-0-0,100.0%,0.0%,33.0,,,,
Notre Dame,3-1-0,75.0%,25.0%,3.4,,,,,3-0-0,100.0%,0.0%,+8.7,,,,,2-1-0,66.7%,33.3%,+2.2,1-0-0,100.0%,0.0%,3.5,,,,,3-1-0,75.0%,25.0%,3.4,2-1-0,66.7%,33.3%,+3.3,,,,,,,,,2-0-0,100.0%,0.0%,+11.3,1-1-0,50.0%,50.0%,-4.5,0-1-0,0.0%,100.0%,-12.5
Loyola-MD,3-1-0,75.0%,25.0%,0.9,1-0-0,100.0%,0.0%,14.5,1-0-0,100.0%,0.0%,+14.5,1-0-0,100.0%,0.0%,+8.0,1-1-0,50.0%,50.0%,-9.5,2-1-0,66.7%,33.3%,-3.7,3-0-0,100.0%,0.0%,7.8,0-1-0,0.0%,100.0%,-20.0,1-0-0,100.0%,0.0%,+14.5,,,,,,,,,1-0-0,100.0%,0.0%,+1.0,1-1-0,50.0%,50.0%,-6.0,2-1-0,66.7%,33.3%,-3.7
S Carolina,3-1-0,75.0%,25.0%,4.9,2-1-0,66.7%,33.3%,1.5,1-0-0,100.0%,0.0%,+5.0,1-0-0,100.0%,0.0%,+1.5,1-1-0,50.0%,50.0%,+6.5,1-0-0,100.0%,0.0%,15.0,1-0-0,100.0%,0.0%,15.0,2-1-0,66.7%,33.3%,1.5,2-1-0,66.7%,33.3%,+1.5,,,,,,,,,,,,,1-0-0,100.0%,0.0%,15.0,2-1-0,66.7%,33.3%,+4.8
Gonzaga,3-1-0,75.0%,25.0%,4.4,1-0-0,100.0%,0.0%,6.5,3-0-0,100.0%,0.0%,+6.7,,,,,2-1-0,66.7%,33.3%,+3.7,0-1-0,0.0%,100.0%,-2.5,,,,,3-1-0,75.0%,25.0%,4.4,3-0-0,100.0%,0.0%,+6.7,,,,,,,,,1-0-0,100.0%,0.0%,+11.5,1-1-0,50.0%,50.0%,-0.3,0-1-0,0.0%,100.0%,-2.5
Missouri,3-1-0,75.0%,25.0%,2.4,1-1-0,50.0%,50.0%,-5.5,1-0-0,100.0%,0.0%,+3.5,0-1-0,0.0%,100.0%,-14.5,2-0-0,100.0%,0.0%,+10.3,1-0-0,100.0%,0.0%,3.5,1-0-0,100.0%,0.0%,3.5,2-1-0,66.7%,33.3%,2.0,2-1-0,66.7%,33.3%,+2.0,,,,,,,,,,,,,2-0-0,100.0%,0.0%,10.3,2-1-0,66.7%,33.3%,+2.0
Siena,3-1-0,75.0%,25.0%,5.6,2-0-0,100.0%,0.0%,16.0,1-0-0,100.0%,0.0%,+2.5,,,,,2-1-0,66.7%,33.3%,+6.7,1-1-0,50.0%,50.0%,6.3,3-1-0,75.0%,25.0%,5.6,,,,,2-0-0,100.0%,0.0%,+5.0,,,,,,,,,1-1-0,50.0%,50.0%,-4.8,,,,,2-1-0,66.7%,33.3%,+6.7
Central Mich,3-1-0,75.0%,25.0%,-0.9,3-0-0,100.0%,0.0%,4.7,1-0-0,100.0%,0.0%,+5.5,1-1-0,50.0%,50.0%,-8.3,1-0-0,100.0%,0.0%,+7.5,2-1-0,66.7%,33.3%,-3.7,2-1-0,66.7%,33.3%,-3.7,1-0-0,100.0%,0.0%,7.5,1-0-0,100.0%,0.0%,+7.5,,,,,1-0-0,100.0%,0.0%,+1.0,0-1-0,0.0%,100.0%,-17.5,,,,,1-1-0,50.0%,50.0%,-5.0
Maryland ES,3-1-0,75.0%,25.0%,15.5,3-1-0,75.0%,25.0%,15.5,1-0-0,100.0%,0.0%,+18.0,1-1-0,50.0%,50.0%,+13.5,1-0-0,100.0%,0.0%,+17.0,3-1-0,75.0%,25.0%,15.5,3-1-0,75.0%,25.0%,15.5,,,,,0-0-0,0.0%,0.0%,--,,,,,0-0-0,0.0%,0.0%,--,0-0-0,0.0%,0.0%,--,,,,,2-1-0,66.7%,33.3%,+14.7
Cal Baptist,3-1-0,75.0%,25.0%,10.8,1-0-0,100.0%,0.0%,17.0,2-0-0,100.0%,0.0%,+15.8,1-0-0,100.0%,0.0%,+19.0,1-1-0,50.0%,50.0%,+3.5,,,,,,,,,3-1-0,75.0%,25.0%,10.8,3-1-0,75.0%,25.0%,+10.8,,,,,,,,,1-0-0,100.0%,0.0%,+14.5,1-1-0,50.0%,50.0%,5.8,1-1-0,50.0%,50.0%,+5.8
Buffalo,3-1-0,75.0%,25.0%,6.6,1-0-0,100.0%,0.0%,18.5,2-0-0,100.0%,0.0%,+11.8,1-1-0,50.0%,50.0%,-3.8,1-0-0,100.0%,0.0%,+15.5,3-0-0,100.0%,0.0%,13.0,3-1-0,75.0%,25.0%,6.6,,,,,0-1-0,0.0%,100.0%,-12.5,,,,,,,,,1-0-0,100.0%,0.0%,+5.0,1-1-0,50.0%,50.0%,1.5,1-1-0,50.0%,50.0%,+1.5
Yale,3-1-0,75.0%,25.0%,11.5,3-1-0,75.0%,25.0%,11.5,1-0-0,100.0%,0.0%,+6.5,1-0-0,100.0%,0.0%,+31.5,1-1-0,50.0%,50.0%,+4.0,2-1-0,66.7%,33.3%,13.2,1-1-0,50.0%,50.0%,4.0,2-0-0,100.0%,0.0%,19.0,1-0-0,100.0%,0.0%,+6.5,,,,,0-0-0,0.0%,0.0%,--,0-0-0,0.0%,0.0%,--,,,,,2-1-0,66.7%,33.3%,+13.2
