Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team DraftKings_current_season,Away Team Covers_current_season,Home Team DraftKings_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Odds_current_season,Home Team Underdog_current_season,Away Team Team_current_season,Away Team all_games_ATS Record_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_ATS Record_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team Team_current_season,Home Team all_games_ATS Record_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_ATS Record_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Odds_current_season,Underdog is_dog ATS Record_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Odds_current_season,Favorite is_fav ATS Record_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Rank_all_time,Hotness Score_all_time,Time_all_time,Location_all_time,Away Team Rank_all_time,Away Team_all_time,Home Team Rank_all_time,Home Team_all_time,Away Team DraftKings_all_time,Away Team Covers_all_time,Home Team DraftKings_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Away Team Odds_all_time,Away Team Underdog_all_time,Home Team Spread_all_time,Home Team Odds_all_time,Home Team Underdog_all_time,Away Team Team_all_time,Away Team all_games_ATS Record_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_ATS Record_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team Team_all_time,Home Team all_games_ATS Record_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_ATS Record_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Team_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Odds_all_time,Underdog is_dog ATS Record_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Team_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Odds_all_time,Favorite is_fav ATS Record_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Rank_last_10_seasons,Hotness Score_last_10_seasons,Time_last_10_seasons,Location_last_10_seasons,Away Team Rank_last_10_seasons,Away Team_last_10_seasons,Home Team Rank_last_10_seasons,Home Team_last_10_seasons,Away Team DraftKings_last_10_seasons,Away Team Covers_last_10_seasons,Home Team DraftKings_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Away Team Odds_last_10_seasons,Away Team Underdog_last_10_seasons,Home Team Spread_last_10_seasons,Home Team Odds_last_10_seasons,Home Team Underdog_last_10_seasons,Away Team Team_last_10_seasons,Away Team all_games_ATS Record_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_ATS Record_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team Team_last_10_seasons,Home Team all_games_ATS Record_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_ATS Record_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Team_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Odds_last_10_seasons,Underdog is_dog ATS Record_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Team_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Odds_last_10_seasons,Favorite is_fav ATS Record_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons
1,94.2,9:00 PM,Bramlage Coliseum,43,Lsu,61,Kansas St,LSU,Louisiana State,Kansas State,Kansas State,N/A,N/A,False,N/A,N/A,False,Lsu,1-1-0,50.0%,24.0,+3.3,0,0,0.0,0.0,Kansas St,0-2-0,0.0%,18.5,-8.3,0-2-0,0.0%,18.5,-8.3,Kansas St,N/A,N/A,0,0,0.0,0.0,Lsu,N/A,N/A,1-1-0,50.0%,24.0,3.3,1,94.2,9:00 PM,Bramlage Coliseum,43,Lsu,61,Kansas St,LSU,Louisiana State,Kansas State,Kansas State,N/A,N/A,False,N/A,N/A,False,Lsu,357-394-16,47.5%,3.2,-0.5,135-145-6,48.2%,-5.4,-0.4,Kansas St,386-371-16,51.0%,3.5,0.4,185-169-6,52.3%,10.0,1.0,Kansas St,N/A,N/A,182-174-7,51.1%,-6.3,0.7,Lsu,N/A,N/A,186-209-9,47.1%,8.1,-0.5,1,94.2,9:00 PM,Bramlage Coliseum,43,Lsu,61,Kansas St,LSU,Louisiana State,Kansas State,Kansas State,N/A,N/A,False,N/A,N/A,False,Lsu,147-170-6,46.4%,3.3,-0.3,49-53-3,48.0%,-4.2,-0.1,Kansas St,165-153-5,51.9%,1.9,0.1,72-79-4,47.7%,6.9,-0.2,Kansas St,N/A,N/A,86-67-1,56.2%,-5.8,1.2,Lsu,N/A,N/A,88-93-4,48.6%,10.2,0.2
2,90.9,9:00 PM,Footprint Center,73,Grd Canyon,74,Arizona St,Grand Canyon,Grand Canyon,Arizona State,Arizona State,N/A,N/A,False,N/A,N/A,False,Grd Canyon,0-2-0,0.0%,6.0,-9.5,0,0,0.0,0.0,Arizona St,2-1-0,66.7%,2.0,+5.0,0-1-0,0.0%,7.0,-11.0,Arizona St,N/A,N/A,2-0-0,100.0%,-0.5,13.0,Grd Canyon,N/A,N/A,0-2-0,0.0%,6.0,-9.5,2,90.9,9:00 PM,Footprint Center,73,Grd Canyon,74,Arizona St,Grand Canyon,Grand Canyon,Arizona State,Arizona State,N/A,N/A,False,N/A,N/A,False,Grd Canyon,126-114-3,52.5%,6.0,0.8,41-44-0,48.2%,-2.0,-0.4,Arizona St,372-405-18,47.9%,1.9,-0.4,193-202-6,48.9%,7.6,-0.2,Arizona St,N/A,N/A,181-185-13,49.5%,-6.9,-0.1,Grd Canyon,N/A,N/A,81-72-3,52.9%,11.4,1.3,2,90.9,9:00 PM,Footprint Center,73,Grd Canyon,74,Arizona St,Grand Canyon,Grand Canyon,Arizona State,Arizona State,N/A,N/A,False,N/A,N/A,False,Grd Canyon,118-108-3,52.2%,6.9,0.8,36-40-0,47.4%,-1.0,-0.5,Arizona St,144-167-10,46.3%,0.9,-0.5,74-79-4,48.4%,7.1,0.5,Arizona St,N/A,N/A,72-72-6,50.0%,-6.8,-0.2,Grd Canyon,N/A,N/A,81-71-3,53.3%,11.4,1.3
3,82.3,7:30 PM,Charles Koch Arena,137,N Iowa,82,Wichita St,,Northern Iowa,Wichita State,Wichita St.,N/A,N/A,False,N/A,N/A,False,N Iowa,1-1-0,50.0%,13.7,-5.5,0,0,0.0,0.0,Wichita St,2-0-0,100.0%,13.5,+8.0,1-0-0,100.0%,20.0,+10.0,Wichita St,N/A,N/A,0,0,0.0,0.0,N Iowa,N/A,N/A,1-1-0,50.0%,-0.5,-5.5,3,82.3,7:30 PM,Charles Koch Arena,137,N Iowa,82,Wichita St,,Northern Iowa,Wichita State,Wichita St.,N/A,N/A,False,N/A,N/A,False,N Iowa,386-383-18,50.2%,2.6,-0.1,157-165-7,48.8%,-2.9,-0.2,Wichita St,398-367-20,52.0%,6.0,0.5,175-170-11,50.7%,10.9,0.3,Wichita St,N/A,N/A,123-119-9,50.8%,-5.4,0.4,N Iowa,N/A,N/A,201-217-12,48.1%,5.9,-1.0,3,82.3,7:30 PM,Charles Koch Arena,137,N Iowa,82,Wichita St,,Northern Iowa,Wichita State,Wichita St.,N/A,N/A,False,N/A,N/A,False,N Iowa,144-151-11,48.8%,3.2,-0.6,51-66-4,43.6%,-1.7,-0.7,Wichita St,159-147-9,52.0%,7.8,0.3,74-69-5,51.8%,12.7,0.5,Wichita St,N/A,N/A,41-32-4,56.2%,-5.0,0.5,N Iowa,N/A,N/A,88-85-9,50.9%,6.2,-0.8
4,76.1,8:00 PM,Gallagher-Iba Arena,181,S Illinois,85,Oklahoma St,Southern Illinois,Southern Illinois,Oklahoma State,Oklahoma State,N/A,N/A,False,N/A,N/A,False,S Illinois,0-1-0,0.0%,6.0,-6.0,0,0,0.0,0.0,Oklahoma St,0-2-0,0.0%,11.0,-4.0,0-2-0,0.0%,11.0,-4.0,Oklahoma St,N/A,N/A,0,0,0.0,0.0,S Illinois,N/A,N/A,0,0,0.0,0.0,4,76.1,8:00 PM,Gallagher-Iba Arena,181,S Illinois,85,Oklahoma St,Southern Illinois,Southern Illinois,Oklahoma State,Oklahoma State,N/A,N/A,False,N/A,N/A,False,S Illinois,394-392-24,50.1%,2.0,-0.2,174-164-10,51.5%,-2.9,-0.3,Oklahoma St,392-391-15,50.1%,5.4,0.4,179-173-7,50.9%,11.9,0.9,Oklahoma St,N/A,N/A,140-168-5,45.5%,-6.4,-0.2,S Illinois,N/A,N/A,217-216-16,50.1%,6.9,-0.1,4,76.1,8:00 PM,Gallagher-Iba Arena,181,S Illinois,85,Oklahoma St,Southern Illinois,Southern Illinois,Oklahoma State,Oklahoma State,N/A,N/A,False,N/A,N/A,False,S Illinois,146-142-11,50.7%,1.3,-0.1,62-62-3,50.0%,-4.0,-0.3,Oklahoma St,149-163-6,47.8%,2.1,0.1,71-84-3,45.8%,6.7,-0.7,Oklahoma St,N/A,N/A,75-79-2,48.7%,-5.4,1.1,S Illinois,N/A,N/A,81-69-6,54.0%,6.9,0.5
5,70.4,9:00 PM,Summit Arena,169,N Colorado,158,S Dakota St,Northern Colorado,Northern Colorado,South Dakota State,South Dakota State,N/A,N/A,False,N/A,N/A,False,N Colorado,1-0-0,100.0%,25.0,+11.0,1-0-0,100.0%,-2.0,11.0,S Dakota St,1-1-0,50.0%,4.0,+4.5,0-1-0,0.0%,1.0,-8.5,S Dakota St,N/A,N/A,1-0-0,100.0%,7.0,17.5,N Colorado,N/A,N/A,0,0,0.0,0.0,5,70.4,9:00 PM,Summit Arena,169,N Colorado,158,S Dakota St,Northern Colorado,Northern Colorado,South Dakota State,South Dakota State,N/A,N/A,False,N/A,N/A,False,N Colorado,238-236-11,50.2%,0.3,0.1,131-105-7,55.5%,-6.2,1.3,S Dakota St,239-195-6,55.1%,3.7,1.2,97-66-1,59.5%,12.1,2.9,S Dakota St,N/A,N/A,69-65-3,51.5%,-5.8,1.0,N Colorado,N/A,N/A,121-130-5,48.2%,5.6,-0.6,5,70.4,9:00 PM,Summit Arena,169,N Colorado,158,S Dakota St,Northern Colorado,Northern Colorado,South Dakota State,South Dakota State,N/A,N/A,False,N/A,N/A,False,N Colorado,142-141-7,50.2%,2.3,0.0,79-60-4,56.8%,-2.9,1.8,S Dakota St,167-135-4,55.3%,7.1,1.3,68-45-1,60.2%,16.2,3.2,S Dakota St,N/A,N/A,49-36-2,57.7%,-5.3,1.6,N Colorado,N/A,N/A,76-78-3,49.4%,5.7,-0.5
6,67.0,7:00 PM,Truist Arena,165,Nicholls,183,N Kentucky,Nicholls State,Nicholls State,Northern Kentucky,Northern Kentucky,N/A,N/A,False,N/A,N/A,False,Nicholls,1-1-0,50.0%,12.0,-0.5,1-0-0,100.0%,-7.0,10.5,N Kentucky,0-2-0,0.0%,-17.0,-3.0,0,0,0.0,0,N Kentucky,N/A,N/A,0-2-0,0.0%,-17.0,-3.0,Nicholls,N/A,N/A,0-1-0,0.0%,-6.0,-11.5,6,67.0,7:00 PM,Truist Arena,165,Nicholls,183,N Kentucky,Nicholls State,Nicholls State,Northern Kentucky,Northern Kentucky,N/A,N/A,False,N/A,N/A,False,Nicholls,95-107-2,47.0%,-3.1,-0.4,53-54-1,49.5%,-10.9,-0.2,N Kentucky,146-141-2,50.9%,2.9,0.7,62-62-1,50.0%,9.5,0.8,N Kentucky,N/A,N/A,59-55-0,51.8%,-6.6,1.3,Nicholls,N/A,N/A,43-50-1,46.2%,6.9,-0.2,6,67.0,7:00 PM,Truist Arena,165,Nicholls,183,N Kentucky,Nicholls State,Nicholls State,Northern Kentucky,Northern Kentucky,N/A,N/A,False,N/A,N/A,False,Nicholls,86-91-1,48.6%,0.8,0.1,49-50-1,49.5%,-8.5,0.0,N Kentucky,140-133-2,51.3%,4.2,0.6,59-60-1,49.6%,10.9,0.5,N Kentucky,N/A,N/A,55-49-0,52.9%,-6.3,1.3,Nicholls,N/A,N/A,41-50-1,45.1%,6.8,-0.4
7,65.8,9:30 PM,Pan American Center,193,Tx A&M-Cc,162,N Mex State,A&M-Corpus Christi,Texas A&M CC,New Mexico State,New Mexico St.,N/A,N/A,False,N/A,N/A,False,Tx A&M-Cc,1-1-0,50.0%,5.0,+2.5,1-0-0,100.0%,-17.0,8.0,N Mex State,1-0-0,100.0%,24.0,+8.5,0-0-0,0.0%,36.0,--,N Mex State,N/A,N/A,0,0,0.0,0.0,Tx A&M-Cc,N/A,N/A,0,0,0.0,0.0,7,65.8,9:30 PM,Pan American Center,193,Tx A&M-Cc,162,N Mex State,A&M-Corpus Christi,Texas A&M CC,New Mexico State,New Mexico St.,N/A,N/A,False,N/A,N/A,False,Tx A&M-Cc,124-107-5,53.7%,1.4,0.6,63-46-1,57.8%,-5.4,1.8,N Mex State,325-332-18,49.5%,5.5,0.1,132-142-10,48.2%,12.1,0.0,N Mex State,N/A,N/A,130-149-6,46.6%,-6.6,0.1,Tx A&M-Cc,N/A,N/A,53-47-3,53.0%,5.6,-0.5,7,65.8,9:30 PM,Pan American Center,193,Tx A&M-Cc,162,N Mex State,A&M-Corpus Christi,Texas A&M CC,New Mexico State,New Mexico St.,N/A,N/A,False,N/A,N/A,False,Tx A&M-Cc,112-94-1,54.4%,2.3,0.9,58-44-1,56.9%,-3.6,1.8,N Mex State,113-108-4,51.1%,8.0,0.0,41-37-2,52.6%,15.4,1.0,N Mex State,N/A,N/A,37-39-0,48.7%,-7.0,-0.5,Tx A&M-Cc,N/A,N/A,49-42-1,53.9%,6.2,-0.1
8,57.9,10:00 PM,Thomas & Mack Center,284,Neb Omaha,105,Unlv,Omaha,Nebraska Omaha,UNLV,UNLV,N/A,N/A,False,N/A,N/A,False,Neb Omaha,2-0-0,100.0%,5.0,+12.0,2-0-0,100.0%,-0.5,12.0,Unlv,0-1-1,0.0%,4.0,-3.8,0-1-1,0.0%,4.0,-3.8,Unlv,N/A,N/A,0,0,0.0,0.0,Neb Omaha,N/A,N/A,0,0,0.0,0.0,8,57.9,10:00 PM,Thomas & Mack Center,284,Neb Omaha,105,Unlv,Omaha,Nebraska Omaha,UNLV,UNLV,N/A,N/A,False,N/A,N/A,False,Neb Omaha,171-166-2,50.7%,-3.3,-0.4,95-91-2,51.1%,-10.2,-0.8,Unlv,361-350-14,50.8%,4.5,0.0,188-196-8,49.0%,9.3,-0.5,Unlv,N/A,N/A,135-126-6,51.7%,-5.7,0.3,Neb Omaha,N/A,N/A,50-59-0,45.9%,4.2,-0.7,8,57.9,10:00 PM,Thomas & Mack Center,284,Neb Omaha,105,Unlv,Omaha,Nebraska Omaha,UNLV,UNLV,N/A,N/A,False,N/A,N/A,False,Neb Omaha,146-143-2,50.5%,-3.3,-0.6,78-79-2,49.7%,-10.1,-1.2,Unlv,150-156-7,49.0%,2.6,-0.3,81-87-3,48.2%,7.4,-0.3,Unlv,N/A,N/A,65-67-4,49.2%,-7.2,-0.3,Neb Omaha,N/A,N/A,45-53-0,45.9%,4.0,-0.8
9,54.6,1:00 PM,Betty Engelstad Sioux Center,118,Utah Valley,296,North Dakota,Utah Valley,Utah Valley,North Dakota,North Dakota,N/A,N/A,False,N/A,N/A,False,Utah Valley,1-0-0,100.0%,32.0,+28.0,0,0,0.0,0.0,North Dakota,0-1-0,0.0%,2.5,-9.0,0-0-0,0.0%,31.0,--,North Dakota,N/A,N/A,0-1-0,0.0%,-26.0,-9.0,Utah Valley,N/A,N/A,1-0-0,100.0%,29.0,28.0,9,54.6,1:00 PM,Betty Engelstad Sioux Center,118,Utah Valley,296,North Dakota,Utah Valley,Utah Valley,North Dakota,North Dakota,N/A,N/A,False,N/A,N/A,False,Utah Valley,138-116-2,54.3%,3.3,1.5,66-56-2,54.1%,-4.7,1.2,North Dakota,169-187-6,47.5%,-1.7,-0.2,62-67-4,48.1%,6.5,-0.7,North Dakota,N/A,N/A,119-124-4,49.0%,-8.4,-0.1,Utah Valley,N/A,N/A,71-55-1,56.4%,8.2,1.4,9,54.6,1:00 PM,Betty Engelstad Sioux Center,118,Utah Valley,296,North Dakota,Utah Valley,Utah Valley,North Dakota,North Dakota,N/A,N/A,False,N/A,N/A,False,Utah Valley,125-101-2,55.3%,3.2,1.8,63-48-2,56.8%,-3.5,1.7,North Dakota,136-149-4,47.7%,-1.2,-0.1,50-54-3,48.1%,6.2,-0.6,North Dakota,N/A,N/A,97-101-3,49.0%,-8.3,-0.1,Utah Valley,N/A,N/A,65-48-1,57.5%,8.6,1.8
10,46.4,8:00 PM,McKenzie Arena,291,Morehead St,187,Chattanooga,Morehead State,Morehead St.,Chattanooga,Chattanooga,N/A,N/A,False,N/A,N/A,False,Morehead St,1-1-0,50.0%,-11.3,-12.5,1-1-0,50.0%,-37.5,-12.5,Chattanooga,1-2-0,33.3%,-14.7,-5.0,0,0,0.0,0,Chattanooga,N/A,N/A,1-1-0,50.0%,-19.0,-3.3,Morehead St,N/A,N/A,0,0,0.0,0.0,10,46.4,8:00 PM,McKenzie Arena,291,Morehead St,187,Chattanooga,Morehead State,Morehead St.,Chattanooga,Chattanooga,N/A,N/A,False,N/A,N/A,False,Morehead St,325-321-19,50.3%,1.1,0.2,169-170-11,49.9%,-6.2,0.1,Chattanooga,318-333-15,48.9%,2.4,-0.5,132-142-8,48.2%,9.5,-0.8,Chattanooga,N/A,N/A,156-161-5,49.2%,-7.9,0.1,Morehead St,N/A,N/A,150-149-5,50.2%,6.9,0.2,10,46.4,8:00 PM,McKenzie Arena,291,Morehead St,187,Chattanooga,Morehead State,Morehead St.,Chattanooga,Chattanooga,N/A,N/A,False,N/A,N/A,False,Morehead St,156-135-9,53.6%,2.8,0.4,82-72-5,53.3%,-4.7,0.5,Chattanooga,145-145-6,50.0%,4.1,0.1,53-62-4,46.1%,10.4,-0.8,Chattanooga,N/A,N/A,67-59-0,53.2%,-6.7,0.8,Morehead St,N/A,N/A,77-68-4,53.1%,6.8,0.1
