Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,94.2,9:00 PM,Bramlage Coliseum,43,Lsu,61,Kansas St,LSU,Louisiana State,Kansas State,Kansas State,N/A,N/A,False,N/A,N/A,False,Lsu,357-394-16,47.5%,3.2,-0.5,135-145-6,48.2%,-5.4,-0.4,Kansas St,386-371-16,51.0%,3.5,0.4,185-169-6,52.3%,10.0,1.0,Kansas St,N/A,N/A,182-174-7,51.1%,-6.3,0.7,Lsu,N/A,N/A,186-209-9,47.1%,8.1,-0.5
2,90.9,9:00 PM,Footprint Center,73,Grd Canyon,74,Arizona St,Grand Canyon,Grand Canyon,Arizona State,Arizona State,N/A,N/A,False,N/A,N/A,False,Grd Canyon,126-114-3,52.5%,6.0,0.8,41-44-0,48.2%,-2.0,-0.4,Arizona St,372-405-18,47.9%,1.9,-0.4,193-202-6,48.9%,7.6,-0.2,Arizona St,N/A,N/A,181-185-13,49.5%,-6.9,-0.1,Grd Canyon,N/A,N/A,81-72-3,52.9%,11.4,1.3
3,82.3,7:30 PM,Charles Koch Arena,137,N Iowa,82,Wichita St,,Northern Iowa,Wichita State,Wichita St.,N/A,N/A,False,N/A,N/A,False,N Iowa,386-383-18,50.2%,2.6,-0.1,157-165-7,48.8%,-2.9,-0.2,Wichita St,398-367-20,52.0%,6.0,0.5,175-170-11,50.7%,10.9,0.3,Wichita St,N/A,N/A,123-119-9,50.8%,-5.4,0.4,N Iowa,N/A,N/A,201-217-12,48.1%,5.9,-1.0
4,76.1,8:00 PM,Gallagher-Iba Arena,181,S Illinois,85,Oklahoma St,Southern Illinois,Southern Illinois,Oklahoma State,Oklahoma State,N/A,N/A,False,N/A,N/A,False,S Illinois,394-392-24,50.1%,2.0,-0.2,174-164-10,51.5%,-2.9,-0.3,Oklahoma St,392-391-15,50.1%,5.4,0.4,179-173-7,50.9%,11.9,0.9,Oklahoma St,N/A,N/A,140-168-5,45.5%,-6.4,-0.2,S Illinois,N/A,N/A,217-216-16,50.1%,6.9,-0.1
5,70.4,9:00 PM,Summit Arena,169,N Colorado,158,S Dakota St,Northern Colorado,Northern Colorado,South Dakota State,South Dakota State,N/A,N/A,False,N/A,N/A,False,N Colorado,238-236-11,50.2%,0.3,0.1,131-105-7,55.5%,-6.2,1.3,S Dakota St,239-195-6,55.1%,3.7,1.2,97-66-1,59.5%,12.1,2.9,S Dakota St,N/A,N/A,69-65-3,51.5%,-5.8,1.0,N Colorado,N/A,N/A,121-130-5,48.2%,5.6,-0.6
6,67.0,7:00 PM,Truist Arena,165,Nicholls,183,N Kentucky,Nicholls State,Nicholls State,Northern Kentucky,Northern Kentucky,N/A,N/A,False,N/A,N/A,False,Nicholls,95-107-2,47.0%,-3.1,-0.4,53-54-1,49.5%,-10.9,-0.2,N Kentucky,146-141-2,50.9%,2.9,0.7,62-62-1,50.0%,9.5,0.8,N Kentucky,N/A,N/A,59-55-0,51.8%,-6.6,1.3,Nicholls,N/A,N/A,43-50-1,46.2%,6.9,-0.2
7,65.8,9:30 PM,Pan American Center,193,Tx A&M-Cc,162,N Mex State,A&M-Corpus Christi,Texas A&M CC,New Mexico State,New Mexico St.,N/A,N/A,False,N/A,N/A,False,Tx A&M-Cc,124-107-5,53.7%,1.4,0.6,63-46-1,57.8%,-5.4,1.8,N Mex State,325-332-18,49.5%,5.5,0.1,132-142-10,48.2%,12.1,0.0,N Mex State,N/A,N/A,130-149-6,46.6%,-6.6,0.1,Tx A&M-Cc,N/A,N/A,53-47-3,53.0%,5.6,-0.5
8,57.9,10:00 PM,Thomas & Mack Center,284,Neb Omaha,105,Unlv,Omaha,Nebraska Omaha,UNLV,UNLV,N/A,N/A,False,N/A,N/A,False,Neb Omaha,171-166-2,50.7%,-3.3,-0.4,95-91-2,51.1%,-10.2,-0.8,Unlv,361-350-14,50.8%,4.5,0.0,188-196-8,49.0%,9.3,-0.5,Unlv,N/A,N/A,135-126-6,51.7%,-5.7,0.3,Neb Omaha,N/A,N/A,50-59-0,45.9%,4.2,-0.7
9,54.6,1:00 PM,Betty Engelstad Sioux Center,118,Utah Valley,296,North Dakota,Utah Valley,Utah Valley,North Dakota,North Dakota,N/A,N/A,False,N/A,N/A,False,Utah Valley,138-116-2,54.3%,3.3,1.5,66-56-2,54.1%,-4.7,1.2,North Dakota,169-187-6,47.5%,-1.7,-0.2,62-67-4,48.1%,6.5,-0.7,North Dakota,N/A,N/A,119-124-4,49.0%,-8.4,-0.1,Utah Valley,N/A,N/A,71-55-1,56.4%,8.2,1.4
10,46.4,8:00 PM,McKenzie Arena,291,Morehead St,187,Chattanooga,Morehead State,Morehead St.,Chattanooga,Chattanooga,N/A,N/A,False,N/A,N/A,False,Morehead St,325-321-19,50.3%,1.1,0.2,169-170-11,49.9%,-6.2,0.1,Chattanooga,318-333-15,48.9%,2.4,-0.5,132-142-8,48.2%,9.5,-0.8,Chattanooga,N/A,N/A,156-161-5,49.2%,-7.9,0.1,Morehead St,N/A,N/A,150-149-5,50.2%,6.9,0.2
11,44.1,7:30 PM,Mizzou Arena,364,Miss Val St,77,Missouri,Mississippi Valley,Mississippi Valley State,Missouri,Missouri,N/A,N/A,False,N/A,N/A,False,Miss Val St,123-122-1,50.2%,-8.8,-1.2,76-83-1,47.8%,-15.6,-2.3,Missouri,371-404-20,47.9%,3.2,-0.5,184-181-15,50.4%,10.4,0.4,Missouri,N/A,N/A,166-189-10,46.8%,-7.8,-0.8,Miss Val St,N/A,N/A,3-7-0,30.0%,1.6,-3.6
12,42.9,10:00 PM,Mott Athletics Center,157,Seattle,334,Cal Poly,Seattle,Seattle,Cal Poly,Cal Poly SLO,N/A,N/A,False,N/A,N/A,False,Seattle,153-149-1,50.7%,1.0,0.6,55-56-0,49.6%,-6.2,0.2,Cal Poly,315-363-21,46.5%,-3.4,-0.7,126-154-6,45.0%,2.3,-1.3,Cal Poly,N/A,N/A,226-248-16,47.7%,-8.7,-0.1,Seattle,N/A,N/A,87-73-1,54.4%,9.3,1.4
13,41.4,7:00 PM,Alumni Arena,174,Bryant,329,Buffalo,Bryant,Bryant,Buffalo,Buffalo,N/A,N/A,False,N/A,N/A,False,Bryant,100-120-4,45.5%,-3.6,-0.9,51-66-2,43.6%,-8.9,-1.1,Buffalo,374-359-12,51.0%,0.9,0.4,158-156-4,50.3%,6.4,0.6,Buffalo,N/A,N/A,183-180-6,50.4%,-7.8,0.6,Bryant,N/A,N/A,52-55-1,48.6%,6.3,-0.6
14,40.5,10:00 PM,Alex G. Spanos Center,254,N Arizona,267,Pacific,Northern Arizona,Northern Arizona,Pacific,Pacific,N/A,N/A,False,N/A,N/A,False,N Arizona,315-323-14,49.4%,-1.0,-0.5,168-161-8,51.1%,-7.8,-0.2,Pacific,355-387-19,47.8%,1.0,-0.3,165-166-6,49.9%,6.1,-0.4,Pacific,N/A,N/A,166-194-8,46.1%,-8.5,-0.5,N Arizona,N/A,N/A,111-112-2,49.8%,5.6,-0.3
15,38.9,7:00 PM,Swisher Gymnasium,269,S Car State,257,Jacksonville,South Carolina State,South Carolina State,Jacksonville,Jacksonville,N/A,N/A,False,N/A,N/A,False,S Car State,121-107-5,53.1%,-3.7,0.5,68-68-0,50.0%,-10.2,-0.6,Jacksonville,124-125-5,49.8%,-1.1,0.2,44-48-3,47.8%,6.0,1.0,Jacksonville,N/A,N/A,83-77-2,51.9%,-8.7,0.4,S Car State,N/A,N/A,22-29-0,43.1%,4.5,-0.9
16,19.3,7:00 PM,Chesapeake Employers Insurance Arena,361,Coppin St,270,Maryland Bc,Coppin State,Coppin St.,UMBC,UMBC,N/A,N/A,False,N/A,N/A,False,Coppin St,119-130-4,47.8%,-6.1,-0.9,75-67-4,52.8%,-11.3,-0.4,Maryland Bc,122-112-3,52.1%,-2.3,1.1,50-45-0,52.6%,2.5,0.9,Maryland Bc,N/A,N/A,68-63-2,51.9%,-7.4,1.5,Coppin St,N/A,N/A,19-25-1,43.2%,2.0,-3.0
17,13.0,6:30 PM,Indiana Farmers Coliseum,331,E Michigan,341,Iu Indy,Eastern Michigan,Eastern Michigan,0,0,N/A,N/A,False,N/A,N/A,False,E Michigan,336-375-8,47.3%,-2.0,-0.8,160-194-2,45.2%,-9.2,-0.9,Iu Indy,195-234-6,45.5%,-2.1,-1.2,67-93-1,41.9%,4.2,-1.7,Iu Indy,N/A,N/A,149-158-4,48.5%,-11.0,-0.9,E Michigan,N/A,N/A,120-103-3,53.8%,5.8,0.1
18,12.3,7:00 PM,UPMC Events Center,358,Stonehill,311,Rob Morris,,Stonehill,Robert Morris,Robert Morris,N/A,N/A,False,N/A,N/A,False,Stonehill,26-36-0,41.9%,-8.1,-1.7,15-24-0,38.5%,-13.9,-1.8,Rob Morris,139-126-2,52.5%,0.1,-0.2,47-54-1,46.5%,5.3,-0.9,Rob Morris,N/A,N/A,87-75-2,53.7%,-8.6,0.0,Stonehill,N/A,N/A,7-5-0,58.3%,2.8,-1.4
19,9.0,4:00 PM,UPMC Events Center,337,Lindenwood,355,New Orleans,,Lindenwood,New Orleans,New Orleans,N/A,N/A,False,N/A,N/A,False,Lindenwood,26-31-1,45.6%,-6.2,-1.1,12-19-1,38.7%,-16.4,-1.5,New Orleans,243-258-8,48.5%,-1.5,-0.7,94-105-1,47.2%,6.8,-0.3,New Orleans,N/A,N/A,147-152-7,49.2%,-10.3,-0.8,Lindenwood,N/A,N/A,2-3-0,40.0%,-1.0,-3.0
20,--,10:00 PM,SRC Arena,0,La Sierra University,143,Uc Riverside,0,0,UC Riverside,UC Riverside,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0.0,0,0,0.0,0.0,Uc Riverside,301-302-15,49.9%,-3.1,-0.2,118-135-4,46.6%,3.4,-0.6,Uc Riverside,N/A,N/A,222-212-13,51.2%,-8.4,0.3,La Sierra University,N/A,N/A,0,0,0.0,0.0
20,--,7:00 PM,Ocean Bank Convocation Center (FIU),0,Florida National,287,Florida Intl,0,0,FIU,Florida International,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0.0,0,0,0.0,0.0,Florida Intl,313-341-14,47.9%,-2.5,-0.6,132-153-8,46.3%,3.0,-1.0,Florida Intl,N/A,N/A,224-225-13,49.9%,-8.8,-0.1,Florida National,N/A,N/A,0,0,0.0,0.0
20,--,7:00 PM,Sanford Coyote Sports Center,0,Dakota Wesleyan,233,South Dakota,0,0,,South Dakota,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0.0,0,0,0.0,0.0,South Dakota,189-175-5,51.9%,1.3,0.1,81-60-2,57.5%,9.9,1.3,South Dakota,N/A,N/A,108-99-3,52.2%,-7.6,0.3,Dakota Wesleyan,N/A,N/A,0,0,0.0,0.0
20,--,9:00 PM,Hamilton Gymnasium,0,Colorado Christian,306,Denver,0,0,Denver,Denver,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0.0,0,0,0.0,0.0,Denver,329-340-16,49.2%,-1.5,-0.4,159-137-6,53.7%,5.1,0.9,Denver,N/A,N/A,185-211-11,46.7%,-8.3,-0.6,Colorado Christian,N/A,N/A,0,0,0.0,0.0
20,--,7:00 PM,McAlister Field House,0,North Greenville,297,Citadel,0,0,,The Citadel,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0.0,0,0,0.0,0.0,Citadel,272-299-15,47.6%,-3.9,-0.7,106-133-7,44.4%,3.1,-1.3,Citadel,N/A,N/A,230-244-11,48.5%,-11.3,-0.4,North Greenville,N/A,N/A,0,0,0.0,0.0
20,--,8:00 PM,Wisdom Gym,0,Tabor College,318,Tarleton St,0,0,Tarleton State,Tarleton State,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0.0,0,0,0.0,0.0,Tarleton St,54-53-1,50.5%,3.7,0.9,21-19-1,52.5%,14.3,0.3,Tarleton St,N/A,N/A,33-34-0,49.3%,-7.1,1.3,Tabor College,N/A,N/A,0,0,0.0,0.0
20,--,7:30 PM,Fant-Ewing Coliseum,0,Ecclesia College,323,Ul Monroe,0,0,ULM,UL Monroe,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0.0,0,0,0.0,0.0,Ul Monroe,247-242-8,50.5%,-3.0,-0.1,102-97-3,51.3%,5.3,0.2,Ul Monroe,N/A,N/A,184-183-7,50.1%,-9.5,-0.2,Ecclesia College,N/A,N/A,0,0,0.0,0.0
