Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-
Boston,510-426-20,54.5%,4.3,1.0,294-241-10,55.0%,3.7,0.4,23-14-1,62.2%,6.9,3.6,195-156-4,55.6%,3.3,1.0,308-267-15,53.6%,4.9,0.9,253-199-8,56.0%,2.3,1.2,152-108-5,58.5%,-1.9,2.9,354-316-15,52.8%,6.7,0.2,242-216-11,52.8%,6.2,0.5,84-63-3,57.1%,3.2,1.9,314-267-10,54.0%,4.5,0.7,96-84-4,53.3%,7.6,2.0,120-101-6,54.3%,3.2,1.5,89-82-6,52.1%,4.0,0.5
Okla City,446-406-14,52.4%,1.1,0.4,235-213-5,52.5%,0.9,0.2,16-12-1,57.1%,1.3,1.3,193-189-9,50.5%,-0.8,0.2,245-214-5,53.4%,2.7,0.4,217-201-6,51.9%,-1.8,-0.2,209-178-10,54.0%,-5.7,0.4,235-227-4,50.9%,6.9,0.3,221-197-8,52.9%,4.2,1.0,75-69-3,52.1%,-1.8,-0.2,276-255-6,52.0%,1.5,0.2,90-94-5,48.9%,3.0,0.4,121-99-4,55.0%,0.0,0.6,79-70-4,53.0%,2.5,1.3
Philadelphia,451-413-17,52.2%,-0.1,0.4,254-205-8,55.3%,0.5,0.7,15-15-0,50.0%,1.2,1.5,227-194-9,53.9%,-2.5,0.8,219-213-8,50.7%,2.4,0.1,209-215-11,49.3%,-2.9,0.1,216-212-8,50.5%,-6.8,0.4,232-197-9,54.1%,6.7,0.4,238-189-6,55.7%,2.9,0.8,71-74-4,49.0%,-2.9,0.0,285-239-9,54.4%,0.8,0.7,93-104-2,47.2%,-0.4,-0.8,104-104-7,50.0%,-1.1,0.9,80-85-4,48.5%,-0.3,-0.4
Indiana,433-408-18,51.5%,0.3,0.4,243-228-10,51.6%,0.5,0.3,19-12-0,61.3%,3.4,0.7,225-188-9,54.5%,1.0,1.6,201-216-9,48.2%,-0.5,-0.7,212-206-6,50.7%,-2.3,0.1,220-204-9,51.9%,-4.3,1.0,209-200-9,51.1%,5.1,-0.2,214-194-12,52.5%,3.2,0.9,70-76-2,48.0%,-2.5,-0.3,268-261-11,50.7%,0.4,0.1,100-88-5,53.2%,2.6,1.3,90-92-3,49.5%,-2.2,-0.1,76-59-5,56.3%,2.4,2.5
Utah,433-409-21,51.4%,2.2,0.5,239-210-9,53.2%,2.4,1.0,13-14-1,48.2%,1.9,-1.0,186-193-9,49.1%,0.2,-0.4,242-210-12,53.5%,3.7,1.1,214-203-8,51.3%,-1.0,0.0,178-166-7,51.7%,-5.0,0.7,251-241-14,51.0%,7.0,0.2,213-196-13,52.1%,5.4,0.9,73-69-7,51.4%,1.0,0.8,274-245-8,52.8%,2.4,0.7,95-104-5,47.7%,3.4,-0.6,99-95-7,51.0%,0.3,0.4,73-81-5,47.4%,2.3,-0.4
Miami,454-429-23,51.4%,0.8,0.2,250-242-10,50.8%,0.9,0.1,21-10-0,67.7%,5.7,3.8,225-173-10,56.5%,1.8,1.6,224-250-13,47.3%,-0.2,-1.0,235-196-8,54.5%,-1.2,0.8,212-184-6,53.5%,-3.7,1.6,240-244-17,49.6%,4.4,-1.0,198-223-15,47.0%,2.8,-0.7,73-60-7,54.9%,-1.4,0.3,271-288-14,48.5%,0.6,-0.4,108-102-6,51.4%,2.6,0.4,96-85-7,53.0%,-1.5,0.2,89-71-2,55.6%,2.6,1.5
Dallas,440-419-20,51.2%,0.6,0.4,249-226-11,52.4%,0.7,0.9,12-18-0,40.0%,-3.1,-2.4,230-186-12,55.3%,1.2,1.8,205-227-8,47.5%,0.1,-0.9,229-195-8,54.0%,-1.6,0.8,219-204-9,51.8%,-4.3,1.2,218-211-11,50.8%,5.4,-0.4,205-215-11,48.8%,3.0,0.0,73-71-4,50.7%,-1.4,0.8,283-250-12,53.1%,1.3,0.5,90-95-4,48.7%,2.5,-0.2,101-98-5,50.8%,-1.4,-0.1,72-80-4,47.4%,0.8,0.3
Golden State,472-455-21,50.9%,5.3,0.1,259-252-9,50.7%,5.1,0.1,17-19-0,47.2%,3.9,-1.5,160-150-4,51.6%,3.9,1.1,307-299-17,50.7%,6.0,-0.4,226-234-9,49.1%,2.3,-0.4,113-112-2,50.2%,-5.1,0.2,358-341-19,51.2%,8.6,0.1,245-221-12,52.6%,8.1,0.5,76-72-5,51.4%,3.7,-0.1,268-271-10,49.7%,5.4,0.0,112-107-8,51.1%,6.9,-0.2,101-96-4,51.3%,4.0,0.3,111-93-6,54.4%,6.4,0.6
Memphis,431-417-13,50.8%,-0.6,0.3,226-231-8,49.5%,-0.5,0.4,9-17-0,34.6%,-4.1,-4.5,212-206-6,50.7%,-1.7,0.1,216-203-7,51.6%,0.7,0.7,204-216-6,48.6%,-3.2,-0.2,228-226-5,50.2%,-5.5,0.7,198-190-8,51.0%,5.1,-0.2,224-195-7,53.5%,2.1,0.7,79-74-0,51.6%,-2.6,-0.4,267-246-8,52.1%,-0.1,0.6,101-100-4,50.3%,1.4,0.1,104-86-1,54.7%,-2.9,0.2,76-80-5,48.7%,0.3,0.8
LA Clippers,447-437-7,50.6%,2.8,0.1,228-214-4,51.6%,2.6,0.5,23-9-0,71.9%,3.4,2.1,179-176-2,50.4%,2.2,0.2,259-259-5,50.0%,3.3,0.0,226-203-5,52.7%,0.9,0.9,146-153-1,48.8%,-4.7,0.5,300-280-6,51.7%,6.8,0.1,209-225-2,48.2%,4.7,-0.5,75-81-1,48.1%,2.6,1.3,270-262-4,50.8%,3.1,0.2,108-106-2,50.5%,4.2,-0.7,111-117-1,48.7%,2.0,0.3,79-85-2,48.2%,2.0,-1.6
