Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,98.0,4:00 PM,T-Mobile Center,33,Arkansas,16,Illinois,Arkansas,Arkansas,Illinois,Illinois,+2.5,−112,True,-2.5,−108,False,Arkansas,368-397-15,48.1%,5.1,-0.4,111-155-4,41.7%,-5.6,-1.7,Illinois,419-413-25,50.4%,6.5,0.5,193-181-14,51.6%,12.8,1.1,Arkansas,+2.5,−112,134-167-6,44.5%,-6.9,-1.0,Illinois,-2.5,−108,284-262-20,52.0%,10.5,0.4
2,97.3,5:00 PM,Imperial Arena,48,Oklahoma,11,Arizona,Oklahoma,Oklahoma,Arizona,Arizona,+6.5,−108,True,-6.5,−112,False,Oklahoma,392-399-14,49.6%,5.9,0.2,125-148-9,45.8%,-3.1,-0.8,Arizona,450-439-14,50.6%,9.6,0.6,206-214-6,49.1%,15.2,0.9,Oklahoma,+6.5,−108,148-147-5,50.2%,-5.4,0.4,Arizona,-6.5,−112,359-369-13,49.3%,12.0,0.5
3,96.8,5:30 PM,LionTree Arena,29,Byu,41,Mississippi,BYU,Brigham Young,Ole Miss,Mississippi,-3,−115,False,+3,−105,True,Byu,415-386-18,51.8%,7.6,1.0,148-152-6,49.3%,0.8,0.6,Mississippi,389-387-14,50.1%,3.4,-0.6,189-179-9,51.4%,9.6,-0.2,Mississippi,+3,−105,174-174-4,50.0%,-6.4,-0.3,Byu,-3,−115,323-247-9,56.7%,12.1,1.8
3,96.8,2:30 PM,Imperial Arena,45,Indiana,4,Gonzaga,Indiana,Indiana,Gonzaga,Gonzaga,+9.5,−112,True,-9.5,−108,False,Indiana,413-423-16,49.4%,4.6,-0.1,119-162-8,42.4%,-4.2,-1.2,Gonzaga,457-411-20,52.7%,14.2,1.2,195-164-9,54.3%,22.0,1.6,Indiana,+9.5,−112,149-169-6,46.9%,-6.8,-0.2,Gonzaga,-9.5,−108,393-361-20,52.1%,15.5,1.1
5,95.9,3:00 PM,LionTree Arena,19,Purdue,55,Nc State,Purdue,Purdue,North Carolina State,NC State,-7,−110,False,N/A,N/A,False,Purdue,419-418-21,50.1%,6.8,0.4,126-149-8,45.8%,-1.3,-0.5,Nc State,394-406-23,49.3%,3.9,0.3,187-213-13,46.8%,9.5,-0.3,Nc State,N/A,N/A,187-184-11,50.4%,-6.0,0.8,Purdue,-7,−110,300-282-15,51.6%,11.0,0.6
6,95.6,12:00 PM,Imperial Arena,52,W Virginia,40,Louisville,West Virginia,West Virginia,Louisville,Louisville,+4,−115,True,-4,−105,False,W Virginia,408-417-10,49.5%,4.5,0.1,123-164-5,42.9%,-3.9,-1.2,Louisville,422-410-23,50.7%,7.3,0.4,208-213-15,49.4%,12.1,0.0,W Virginia,+4,−115,153-183-7,45.5%,-6.6,-0.5,Louisville,-4,−105,305-286-16,51.6%,11.6,0.6
7,94.9,12:30 AM,MGM Grand Arena,69,Notre Dame,3,Houston,Notre Dame,Notre Dame,Houston,Houston,N/A,N/A,False,N/A,N/A,False,Notre Dame,388-399-18,49.3%,5.1,0.1,145-133-6,52.2%,-2.5,1.0,Houston,402-361-15,52.7%,4.8,1.1,194-149-10,56.6%,11.0,2.1,Houston,N/A,N/A,162-167-4,49.2%,-7.7,0.6,Notre Dame,N/A,N/A,201-243-13,45.3%,8.1,-1.1
8,93.3,11:30 PM,Acrisure Arena,46,New Mexico,70,Arizona St,New Mexico,New Mexico,Arizona State,Arizona State,-4,−110,False,+4,−110,True,New Mexico,407-364-19,52.8%,5.0,0.1,150-143-8,51.2%,-3.0,-0.3,Arizona St,374-406-18,48.0%,1.9,-0.4,194-203-6,48.9%,7.6,-0.2,Arizona St,+4,−110,182-185-13,49.6%,-6.8,0.0,New Mexico,-4,−110,265-220-11,54.6%,9.4,0.4
9,93.0,7:00 PM,Mullett Arena,57,Northwestern,68,Butler,Northwestern,Northwestern,Butler,Butler,-2.5,−108,False,+2.5,−112,True,Northwestern,369-376-15,49.5%,0.0,0.0,150-140-6,51.7%,-8.0,0.5,Butler,427-393-21,52.1%,5.8,0.7,197-178-10,52.5%,11.6,1.1,Butler,+2.5,−112,142-128-7,52.6%,-5.3,0.3,Northwestern,-2.5,−108,143-143-5,50.0%,8.3,-0.2
10,91.6,2:30 PM,Wide World of Sports Complex,87,Wake Forest,24,Florida,Wake Forest,Wake Forest,Florida,Florida,+7,−112,True,-7,−108,False,Wake Forest,371-407-16,47.7%,1.9,-0.2,137-165-3,45.4%,-5.4,-0.4,Florida,419-407-17,50.7%,9.4,0.5,177-185-2,48.9%,16.0,0.7,Wake Forest,+7,−112,181-209-4,46.4%,-8.3,-0.4,Florida,-7,−108,325-312-12,51.0%,10.4,0.4
11,91.1,9:00 PM,Acrisure Arena,58,St Marys,78,Usc,Saint Marys,Saint Mary'S,USC,Southern California,-4.5,−108,False,+4.5,−112,True,St Marys,400-381-14,51.2%,6.7,0.3,159-127-5,55.6%,1.1,1.1,Usc,420-417-10,50.2%,2.6,0.1,192-216-8,47.1%,7.0,-0.4,Usc,+4.5,−112,187-176-2,51.5%,-5.7,0.7,St Marys,-4.5,−108,295-247-13,54.4%,11.5,0.8
