,Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team Covers_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Implied Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Implied Odds_current_season,Home Team Underdog_current_season,Away Team all_games_Sample Size_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_Sample Size_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team all_games_Sample Size_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_Sample Size_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Implied Odds_current_season,Underdog is_dog Sample Size_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Implied Odds_current_season,Favorite is_fav Sample Size_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Away Team Covers_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Home Team Spread_all_time,Away Team all_games_Sample Size_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_Sample Size_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team all_games_Sample Size_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_Sample Size_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Sample Size_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Sample Size_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Away Team Covers_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Home Team Spread_last_10_seasons,Away Team all_games_Sample Size_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_Sample Size_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team all_games_Sample Size_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_Sample Size_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Sample Size_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Sample Size_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons,Away Team_current_season_map,Home Team_current_season_map,Favorite is_fav Team_current_season_map,Underdog is_dog Team_current_season_map,Away Team,Home Team,Home Cover
0,1,98.0,4:00 PM,T-Mobile Center,33,Arkansas,16,Illinois,Arkansas,Illinois,2.5,0.5283,True,-2.5,0.5192,False,6,0.333,22.0,5.0,0,0.0,0.0,0.0,6,0.667,30.2,9.1,5,0.8,38.8,11.8,Arkansas,2.5,0.5283,0,0.0,-5.0,-0.5,Illinois,-2.5,0.5192,5,0.8,38.8,11.8,Arkansas,Illinois,2.5,-2.5,780,0.481,5.1,-0.4,270,0.417,-5.6,-1.7,857,0.504,6.5,0.5,388,0.516,12.8,1.1,2.5,307,0.445,-6.9,-1.0,-2.5,566,0.52,10.5,0.4,Arkansas,Illinois,2.5,-2.5,341,0.51,5.6,0.2,106,0.519,-2.9,-0.1,329,0.5,5.3,0.4,161,0.52,12.2,1.3,2.5,112,0.482,-6.6,-1.1,-2.5,207,0.528,11.2,0.6,14.0,119.0,119.0,14.0,Arkansas,Illinois,True
1,2,97.3,5:00 PM,Imperial Arena,48,Oklahoma,11,Arizona,Oklahoma,Arizona,6.5,0.5192,True,-6.5,0.5283,False,5,0.4,20.0,-1.5,0,0.0,0.0,0.0,5,0.4,18.2,0.4,3,0.333,24.3,1.3,Oklahoma,6.5,0.5192,0,0.0,0.0,0.0,Arizona,-6.5,0.5283,5,0.4,18.2,0.4,Oklahoma,Arizona,6.5,-6.5,805,0.496,5.9,0.2,282,0.458,-3.1,-0.8,903,0.506,9.6,0.6,426,0.491,15.2,0.9,6.5,300,0.502,-5.4,0.4,-6.5,741,0.493,12.0,0.5,Oklahoma,Arizona,6.5,-6.5,327,0.48,4.4,0.1,109,0.419,-4.5,-1.4,347,0.507,11.3,0.7,170,0.509,17.9,2.2,6.5,133,0.519,-4.2,0.9,-6.5,307,0.513,13.2,0.7,224.0,11.0,11.0,224.0,Oklahoma,Arizona,False
2,3,96.8,2:30 PM,Imperial Arena,45,Indiana,4,Gonzaga,Indiana,Gonzaga,9.5,0.5283,True,-9.5,0.5192,False,5,0.4,10.6,-6.2,0,0.0,0.0,0.0,6,0.667,25.5,6.3,4,0.75,37.0,14.6,Indiana,9.5,0.5283,0,0.0,0.0,0.0,Gonzaga,-9.5,0.5192,6,0.667,25.5,6.3,Indiana,Gonzaga,9.5,-9.5,852,0.494,4.6,-0.1,289,0.424,-4.2,-1.2,888,0.527,14.2,1.2,368,0.543,22.0,1.6,9.5,324,0.469,-6.8,-0.2,-9.5,774,0.521,15.5,1.1,Indiana,Gonzaga,9.5,-9.5,333,0.5,4.6,-0.3,105,0.386,-4.6,-1.1,355,0.526,18.1,1.5,152,0.574,25.9,2.1,9.5,125,0.472,-6.2,-0.4,-9.5,335,0.534,18.9,1.8,122.0,104.0,104.0,122.0,Indiana,Gonzaga,True
3,6,95.6,12:00 PM,Imperial Arena,52,W Virginia,40,Louisville,West Virginia,Louisville,4.0,0.5349,True,-4.0,0.5122,False,5,0.6,12.2,8.7,0,0.0,-24.0,-16.5,5,0.6,20.2,6.0,4,0.5,18.3,-0.6,W Virginia,4.0,0.5349,0,0.5,-8.0,3.3,Louisville,-4.0,0.5122,4,0.5,18.3,-0.6,West Virginia,Louisville,4.0,-4.0,835,0.495,4.5,0.1,292,0.429,-3.9,-1.2,855,0.507,7.3,0.4,436,0.494,12.1,0.0,4.0,343,0.455,-6.6,-0.5,-4.0,607,0.516,11.6,0.6,West Virginia,Louisville,4.0,-4.0,336,0.494,5.3,0.0,103,0.412,-4.3,-2.1,314,0.472,4.0,-0.6,171,0.473,9.4,-0.6,4.0,117,0.431,-7.4,-1.3,-4.0,189,0.492,11.2,-0.1,344.0,152.0,152.0,344.0,,,
4,8,93.3,11:30 PM,Acrisure Arena,46,New Mexico,70,Arizona St,New Mexico,Arizona State,-4.0,0.5238,False,4.0,0.5238,True,6,0.5,12.2,0.4,0,0.0,-14.0,-7.0,6,0.667,6.0,3.7,3,0.333,8.7,-7.0,Arizona St,4.0,0.5238,0,1.0,3.3,14.3,New Mexico,-4.0,0.5238,4,0.5,19.8,-0.8,New Mexico,Arizona State,-4.0,4.0,790,0.528,5.0,0.1,301,0.512,-3.0,-0.3,798,0.48,1.9,-0.4,403,0.489,7.6,-0.2,4.0,380,0.496,-6.8,0.0,-4.0,496,0.546,9.4,0.4,New Mexico,Arizona State,-4.0,4.0,308,0.498,2.6,-0.4,115,0.447,-4.7,-1.4,324,0.465,1.0,-0.5,159,0.484,7.1,0.4,4.0,151,0.503,-6.7,-0.1,-4.0,169,0.521,8.4,-0.2,209.0,12.0,209.0,12.0,New Mexico,Arizona State,True
5,9,93.0,7:00 PM,Mullett Arena,57,Northwestern,68,Butler,Northwestern,Butler,-2.5,0.5192,False,2.5,0.5283,True,6,0.2,13.0,-0.7,0,0.0,-5.0,-0.5,5,0.6,15.0,2.5,5,0.6,15.0,2.5,Butler,2.5,0.5283,0,1.0,11.0,12.5,Northwestern,-2.5,0.5192,5,0.25,16.6,-0.7,Northwestern,Butler,-2.5,2.5,760,0.495,0.0,0.0,296,0.517,-8.0,0.5,841,0.521,5.8,0.7,385,0.525,11.6,1.1,2.5,277,0.526,-5.3,0.3,-2.5,291,0.5,8.3,-0.2,Northwestern,Butler,-2.5,2.5,317,0.508,2.4,0.4,110,0.551,-5.0,1.0,325,0.509,3.5,0.1,162,0.528,10.1,1.0,2.5,134,0.455,-7.6,-1.7,-2.5,153,0.51,10.9,0.6,218.0,34.0,218.0,34.0,,,
6,10,91.6,2:30 PM,Wide World of Sports Complex,87,Wake Forest,24,Florida,Wake Forest,Florida,7.0,0.5283,True,-7.0,0.5192,False,7,0.143,6.6,-11.7,0,0.0,-15.0,-7.5,6,0.5,20.3,0.1,4,0.25,23.5,-2.8,Wake Forest,7.0,0.5283,0,0.5,-6.5,-1.8,Florida,-7.0,0.5192,6,0.5,20.3,0.1,Wake Forest,Florida,7.0,-7.0,794,0.477,1.9,-0.2,305,0.454,-5.4,-0.4,843,0.507,9.4,0.5,364,0.489,16.0,0.7,7.0,394,0.464,-8.3,-0.4,-7.0,649,0.51,10.4,0.4,Wake Forest,Florida,7.0,-7.0,312,0.487,0.5,0.1,116,0.435,-6.7,-0.4,338,0.472,5.8,-0.1,150,0.443,10.6,-0.4,7.0,169,0.464,-8.1,-0.5,-7.0,242,0.5,9.8,0.0,346.0,89.0,89.0,346.0,,,
7,13,89.8,5:30 PM,Wide World of Sports Complex,36,Utah St,107,St Bonavent,Utah St.,St. Bonaventure,-6.0,0.5192,False,6.0,0.5283,True,4,0.75,33.6,12.1,0,0.0,0.0,0.0,5,1.0,14.7,4.5,3,1.0,17.5,5.0,St Bonavent,6.0,0.5283,0,0.0,0.0,0.0,Utah St,-6.0,0.5192,3,0.667,32.0,12.7,Utah St.,St. Bonaventure,-6.0,6.0,782,0.531,7.7,1.2,311,0.477,1.2,0.4,755,0.51,0.6,-0.1,328,0.509,5.3,-0.2,6.0,367,0.501,-7.9,-0.4,-6.0,553,0.552,10.9,1.5,Utah St.,St. Bonaventure,-6.0,6.0,314,0.521,6.9,1.3,117,0.412,-0.5,-0.6,305,0.532,4.0,0.6,134,0.564,8.9,1.2,6.0,104,0.5,-4.9,0.0,-6.0,204,0.582,11.3,2.0,328.0,279.0,328.0,279.0,Utah St.,St. Bonaventure,True
8,15,87.8,12:00 PM,Wide World of Sports Complex,75,Wichita St,97,Minnesota,Wichita St.,Minnesota,-2.0,0.5192,False,2.0,0.5283,True,5,0.6,12.4,4.7,0,1.0,7.0,6.0,6,0.167,6.8,-4.8,6,0.167,6.8,-4.8,Minnesota,2.0,0.5283,0,0.0,0.0,0.0,Wichita St,-2.0,0.5192,5,0.6,12.4,4.7,Wichita St.,Minnesota,-2.0,2.0,788,0.52,6.0,0.5,299,0.557,0.4,0.8,812,0.481,2.0,-0.5,413,0.521,8.3,0.1,2.0,411,0.463,-7.0,-0.2,-2.0,520,0.527,9.8,0.6,Wichita St.,Minnesota,-2.0,2.0,318,0.518,7.8,0.3,107,0.606,3.5,1.1,319,0.482,0.7,-0.3,172,0.53,6.8,0.4,2.0,172,0.45,-7.9,-0.7,-2.0,233,0.509,11.2,0.3,352.0,175.0,352.0,175.0,,,
9,16,84.7,6:30 PM,Acrisure Arena,103,Colorado St,104,Washington,Colorado St.,Washington,2.0,0.5122,True,-2.0,0.5349,False,5,0.2,5.2,-8.3,0,0.0,0.0,0.0,4,0.0,6.6,-7.4,3,0.0,10.8,-8.7,Colorado St,2.0,0.5122,0,0.0,-15.0,-9.5,Washington,-2.0,0.5349,3,0.0,9.3,-8.7,Colorado St.,Washington,2.0,-2.0,749,0.483,2.7,0.2,310,0.488,-4.7,-0.3,843,0.494,2.3,-0.1,426,0.475,7.6,-0.1,2.0,370,0.438,-7.5,-0.5,-2.0,457,0.493,9.4,0.3,Colorado St.,Washington,2.0,-2.0,309,0.474,3.5,0.1,111,0.514,-2.4,0.3,321,0.48,0.5,-0.3,165,0.448,5.1,-0.8,2.0,130,0.422,-7.1,-0.7,-2.0,148,0.48,9.3,0.2,57.0,348.0,348.0,57.0,,,
