Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,99.4,9:00 PM,State Farm Arena,15,Kentucky,3,Duke,Kentucky,Kentucky,Duke,Duke,N/A,N/A,False,N/A,N/A,False,Kentucky,450-434-21,50.9%,10.1,0.4,143-138-3,50.9%,3.6,1.0,Duke,480-434-19,52.5%,13.9,0.5,225-184-13,55.0%,20.4,+1.2,Duke,N/A,N/A,34-31-2,52.3%,-1.1,2.9,Kentucky,N/A,N/A,368-363-19,50.3%,11.6,0.1
2,99.3,6:30 PM,State Farm Arena,8,Kansas,17,Michigan St,Kansas,Kansas,Michigan State,Michigan St.,N/A,N/A,False,N/A,N/A,False,Kansas,467-438-14,51.6%,11.8,0.7,142-135-5,51.3%,4.3,-0.3,Michigan St,468-412-13,53.2%,8.7,0.5,218-170-4,56.2%,15.5,+1.2,Michigan St,N/A,N/A,102-96-3,51.5%,-4.2,0.7,Kansas,N/A,N/A,414-386-12,51.8%,12.7,0.8
3,92.7,7:00 PM,Addition Financial Arena,71,Fla Atlantic,53,Ucf,Florida Atlantic,Florida Atlantic,UCF,Central Florida,N/A,N/A,False,N/A,N/A,False,Fla Atlantic,241-254-10,48.7%,-1.7,0.3,110-125-8,46.8%,-7.9,-0.4,Ucf,274-253-8,52.0%,2.6,0.2,130-118-7,52.4%,7.8,+0.5,Ucf,N/A,N/A,131-133-2,49.6%,-7.2,-0.1,Fla Atlantic,N/A,N/A,98-113-4,46.5%,6.5,0.0
4,90.3,8:00 PM,Paul and Alejandra Foster Pavilion,103,Sam Hous St,36,Baylor,Sam Houston,Sam Houston St.,Baylor,Baylor,N/A,N/A,False,N/A,N/A,False,Sam Hous St,136-107-6,56.0%,4.9,1.1,63-50-4,55.8%,-3.1,0.8,Baylor,378-348-15,52.1%,5.3,0.6,163-162-9,50.2%,11.8,+0.7,Baylor,N/A,N/A,163-149-8,52.2%,-7.1,0.7,Sam Hous St,N/A,N/A,75-47-3,61.5%,9.5,2.5
5,86.3,7:00 PM,Colonial Life Arena,110,Towson,75,S Carolina,Towson,Towson,South Carolina,South Carolina,N/A,N/A,False,N/A,N/A,False,Towson,310-296-13,51.2%,-2.4,0.2,151-129-8,53.9%,-6.7,0.9,S Carolina,383-393-10,49.4%,1.4,-0.4,168-198-6,45.9%,6.5,-1.0,S Carolina,N/A,N/A,206-199-4,50.9%,-7.1,0.2,Towson,N/A,N/A,106-105-3,50.2%,5.8,-0.1
6,86.1,5:00 PM,Michael J. Hagan Arena,62,Villanova,129,St Josephs,Villanova,Villanova,Saint Josephs,Saint Joseph'S,N/A,N/A,False,N/A,N/A,False,Villanova,457-392-12,53.8%,7.0,0.6,156-146-6,51.7%,1.4,0.0,St Josephs,399-383-20,51.0%,1.6,0.3,155-169-7,47.8%,5.1,-0.4,St Josephs,N/A,N/A,188-174-12,51.9%,-6.0,0.6,Villanova,N/A,N/A,332-278-7,54.4%,10.2,0.3
6,86.1,7:00 PM,Welsh-Ryan Arena,141,Il-Chicago,27,Northwestern,UIC,Illinois-Chicago,Northwestern,Northwestern,N/A,N/A,False,N/A,N/A,False,Il-Chicago,406-361-17,52.9%,-1.3,-0.1,181-182-9,49.9%,-6.8,-0.9,Northwestern,369-373-14,49.7%,-0.1,0.0,176-192-6,47.8%,5.4,-0.4,Northwestern,N/A,N/A,221-230-10,49.0%,-8.4,0.1,Il-Chicago,N/A,N/A,157-124-8,55.9%,6.1,0.0
8,83.7,10:00 PM,University Credit Union Pavilion,145,Akron,55,St Marys,Akron,Akron,Saint Marys,Saint Mary'S,N/A,N/A,False,N/A,N/A,False,Akron,396-367-15,51.9%,5.2,0.3,166-167-5,49.9%,-1.2,0.0,St Marys,399-379-14,51.3%,6.7,0.3,192-187-5,50.7%,12.3,+0.3,St Marys,N/A,N/A,102-130-1,44.0%,-8.8,-1.3,Akron,N/A,N/A,258-234-12,52.4%,8.2,0.6
9,82.6,8:00 PM,Ed and Rae Schollmaier Arena,158,Texas St,44,Tx Christian,Texas State,Texas State,TCU,Texas Christian,N/A,N/A,False,N/A,N/A,False,Texas St,167-173-10,49.1%,1.0,0.2,82-75-6,52.2%,-5.6,0.6,Tx Christian,351-400-12,46.7%,1.5,-0.3,159-205-5,43.7%,7.5,-0.3,Tx Christian,N/A,N/A,188-222-8,45.9%,-8.8,-0.7,Texas St,N/A,N/A,85-80-5,51.5%,5.4,0.1
10,82.4,7:00 PM,Stegeman Coliseum,151,N Florida,74,Georgia,North Florida,North Florida,Georgia,Georgia,N/A,N/A,False,N/A,N/A,False,N Florida,140-115-2,54.9%,-3.2,1.2,75-66-1,53.2%,-10.5,0.2,Georgia,391-388-11,50.2%,0.2,0.1,186-198-4,48.4%,5.6,0.0,Georgia,N/A,N/A,226-222-5,50.5%,-7.0,0.5,N Florida,N/A,N/A,47-47-0,50.0%,7.1,0.1
