Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,99.4,9:00 PM,State Farm Arena,15,Kentucky,3,Duke,Kentucky,Kentucky,Duke,Duke,N/A,N/A,False,N/A,N/A,False,Kentucky,1-1-0,50.0%,34.5,+9.5,0,0,0.0,0.0,Duke,2-0-0,100.0%,38.0,+4.8,2-0-0,100.0%,38.0,+4.8,Duke,N/A,N/A,0,0,0.0,0.0,Kentucky,N/A,N/A,1-1-0,50.0%,34.5,9.5
2,99.3,6:30 PM,State Farm Arena,8,Kansas,17,Michigan St,Kansas,Kansas,Michigan State,Michigan St.,N/A,N/A,False,N/A,N/A,False,Kansas,1-1-0,50.0%,16.5,-1.3,0,0,0.0,0.0,Michigan St,2-0-0,100.0%,30.0,+5.0,2-0-0,100.0%,30.0,+5.0,Michigan St,N/A,N/A,0,0,0.0,0.0,Kansas,N/A,N/A,1-1-0,50.0%,16.5,-1.3
3,92.7,7:00 PM,Addition Financial Arena,71,Fla Atlantic,53,Ucf,Florida Atlantic,Florida Atlantic,UCF,Central Florida,N/A,N/A,False,N/A,N/A,False,Fla Atlantic,1-0-0,100.0%,41.5,+26.0,0,0,0.0,0.0,Ucf,1-1-0,50.0%,5.0,+2.5,1-1-0,50.0%,5.0,+2.5,Ucf,N/A,N/A,1-0-0,100.0%,3.0,9.5,Fla Atlantic,N/A,N/A,1-0-0,100.0%,33.0,26.0
4,90.3,8:00 PM,Paul and Alejandra Foster Pavilion,103,Sam Hous St,36,Baylor,Sam Houston,Sam Houston St.,Baylor,Baylor,N/A,N/A,False,N/A,N/A,False,Sam Hous St,1-1-0,50.0%,6.5,+9.0,1-1-0,50.0%,6.5,9.0,Baylor,1-1-0,50.0%,-16.5,-15.5,0,0,0.0,0,Baylor,N/A,N/A,0-1-0,0.0%,-38.0,-31.5,Sam Hous St,N/A,N/A,1-0-0,100.0%,29.0,23.5
5,86.3,7:00 PM,Colonial Life Arena,110,Towson,75,S Carolina,Towson,Towson,South Carolina,South Carolina,N/A,N/A,False,N/A,N/A,False,Towson,1-0-0,100.0%,24.0,+4.0,1-0-0,100.0%,-7.0,4.0,S Carolina,1-1-0,50.0%,9.5,-9.8,1-1-0,50.0%,9.5,-9.8,S Carolina,N/A,N/A,0,0,0.0,0.0,Towson,N/A,N/A,0,0,0.0,0.0
6,86.1,5:00 PM,Michael J. Hagan Arena,62,Villanova,129,St Josephs,Villanova,Villanova,Saint Josephs,Saint Joseph'S,N/A,N/A,False,N/A,N/A,False,Villanova,1-2-0,33.3%,13.0,-6.3,0,0,0.0,0.0,St Josephs,0-2-0,0.0%,0.5,-16.0,0-2-0,0.0%,0.5,-16.0,St Josephs,N/A,N/A,0,0,0.0,0.0,Villanova,N/A,N/A,1-2-0,33.3%,13.0,-6.3
6,86.1,7:00 PM,Welsh-Ryan Arena,141,Il-Chicago,27,Northwestern,UIC,Illinois-Chicago,Northwestern,Northwestern,N/A,N/A,False,N/A,N/A,False,Il-Chicago,1-0-0,100.0%,30.0,+18.0,0,0,0.0,0.0,Northwestern,1-1-0,50.0%,19.5,+14.0,1-0-0,100.0%,44.0,+28.5,Northwestern,N/A,N/A,0-1-0,0.0%,-5.0,-0.5,Il-Chicago,N/A,N/A,0,0,0.0,0.0
8,83.7,10:00 PM,University Credit Union Pavilion,145,Akron,55,St Marys,Akron,Akron,Saint Marys,Saint Mary'S,N/A,N/A,False,N/A,N/A,False,Akron,1-0-0,100.0%,13.0,+0.5,1-0-0,100.0%,-5.0,0.5,St Marys,0-2-0,0.0%,9.5,-4.3,0-2-0,0.0%,9.5,-4.3,St Marys,N/A,N/A,0,0,0.0,0.0,Akron,N/A,N/A,0,0,0.0,0.0
9,82.6,8:00 PM,Ed and Rae Schollmaier Arena,158,Texas St,44,Tx Christian,Texas State,Texas State,TCU,Texas Christian,N/A,N/A,False,N/A,N/A,False,Texas St,1-0-0,100.0%,30.0,+11.5,0,0,0.0,0.0,Tx Christian,1-1-0,50.0%,31.0,+8.5,1-1-0,50.0%,31.0,+8.5,Tx Christian,N/A,N/A,0,0,0.0,0.0,Texas St,N/A,N/A,1-0-0,100.0%,20.0,11.5
10,82.4,7:00 PM,Stegeman Coliseum,151,N Florida,74,Georgia,North Florida,North Florida,Georgia,Georgia,N/A,N/A,False,N/A,N/A,False,N Florida,3-0-0,100.0%,13.0,+21.5,2-0-0,100.0%,7.5,24.0,Georgia,1-1-0,50.0%,16.5,-5.0,1-1-0,50.0%,16.5,-5.0,Georgia,N/A,N/A,0,0,0.0,0.0,N Florida,N/A,N/A,1-0-0,100.0%,24.0,16.5
