Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,99.4,9:00 PM,State Farm Arena,15,Kentucky,3,Duke,Kentucky,Kentucky,Duke,Duke,N/A,N/A,False,N/A,N/A,False,Kentucky,171-169-6,50.3%,10.6,0.4,51-50-1,50.5%,3.3,0.6,Duke,180-165-8,52.2%,12.0,0.2,85-76-4,52.8%,18.5,+0.3,Duke,N/A,N/A,17-16-2,51.5%,-0.9,2.8,Kentucky,N/A,N/A,142-145-5,49.5%,12.9,0.1
2,99.3,6:30 PM,State Farm Arena,8,Kansas,17,Michigan St,Kansas,Kansas,Michigan State,Michigan St.,N/A,N/A,False,N/A,N/A,False,Kansas,178-169-5,51.3%,9.1,-0.1,54-52-1,50.9%,2.1,-0.7,Michigan St,185-159-3,53.8%,8.0,0.4,96-61-1,61.2%,15.3,+1.4,Michigan St,N/A,N/A,38-44-1,46.3%,-5.0,-0.2,Kansas,N/A,N/A,155-141-4,52.4%,11.3,0.5
3,92.7,7:00 PM,Addition Financial Arena,71,Fla Atlantic,53,Ucf,Florida Atlantic,Florida Atlantic,UCF,Central Florida,N/A,N/A,False,N/A,N/A,False,Fla Atlantic,145-140-5,50.9%,3.0,0.9,59-68-4,46.5%,-4.5,-0.5,Ucf,159-142-3,52.8%,1.9,0.8,81-71-3,53.3%,6.7,+1.2,Ucf,N/A,N/A,74-73-0,50.3%,-6.6,0.2,Fla Atlantic,N/A,N/A,70-69-2,50.4%,8.2,1.0
4,90.3,8:00 PM,Paul and Alejandra Foster Pavilion,103,Sam Hous St,36,Baylor,Sam Houston,Sam Houston St.,Baylor,Baylor,N/A,N/A,False,N/A,N/A,False,Sam Hous St,117-86-5,57.6%,6.5,1.6,61-43-3,58.7%,-2.0,1.4,Baylor,172-139-7,55.3%,9.0,0.8,78-72-2,52.0%,15.5,+1.3,Baylor,N/A,N/A,45-39-1,53.6%,-3.0,1.1,Sam Hous St,N/A,N/A,66-40-3,62.3%,9.9,2.6
5,86.3,7:00 PM,Colonial Life Arena,110,Towson,75,S Carolina,Towson,Towson,South Carolina,South Carolina,N/A,N/A,False,N/A,N/A,False,Towson,142-135-7,51.3%,2.9,0.4,68-49-4,58.1%,0.0,1.7,S Carolina,160-146-4,52.3%,1.8,0.0,77-74-0,51.0%,6.7,-0.2,S Carolina,N/A,N/A,78-72-2,52.0%,-6.4,0.5,Towson,N/A,N/A,71-73-3,49.3%,6.2,0.0
6,86.1,5:00 PM,Michael J. Hagan Arena,62,Villanova,129,St Josephs,Villanova,Villanova,Saint Josephs,Saint Joseph'S,N/A,N/A,False,N/A,N/A,False,Villanova,194-153-5,55.9%,10.1,0.6,61-52-3,54.0%,4.1,-0.6,St Josephs,154-146-7,51.3%,-1.2,-0.1,67-66-2,50.4%,3.1,-0.5,St Josephs,N/A,N/A,90-78-6,53.6%,-6.9,0.5,Villanova,N/A,N/A,170-131-3,56.5%,12.3,0.8
6,86.1,7:00 PM,Welsh-Ryan Arena,141,Il-Chicago,27,Northwestern,UIC,Illinois-Chicago,Northwestern,Northwestern,N/A,N/A,False,N/A,N/A,False,Il-Chicago,155-148-6,51.2%,-2.0,0.0,67-71-4,48.6%,-7.7,-0.9,Northwestern,156-148-9,51.3%,2.4,0.5,77-81-5,48.7%,8.0,+0.4,Northwestern,N/A,N/A,79-78-6,50.3%,-6.5,0.3,Il-Chicago,N/A,N/A,53-46-3,53.5%,5.8,0.1
8,83.7,10:00 PM,University Credit Union Pavilion,145,Akron,55,St Marys,Akron,Akron,Saint Marys,Saint Mary'S,N/A,N/A,False,N/A,N/A,False,Akron,152-145-5,51.2%,6.0,0.7,58-60-2,49.2%,-0.6,0.1,St Marys,169-145-7,53.8%,10.0,1.0,88-73-4,54.7%,15.2,+1.6,St Marys,N/A,N/A,24-32-1,42.9%,-7.8,-1.6,Akron,N/A,N/A,100-99-3,50.3%,8.2,0.7
9,82.6,8:00 PM,Ed and Rae Schollmaier Arena,158,Texas St,44,Tx Christian,Texas State,Texas State,TCU,Texas Christian,N/A,N/A,False,N/A,N/A,False,Texas St,134-138-10,49.3%,3.6,0.4,66-62-6,51.6%,-2.6,0.4,Tx Christian,156-161-7,49.2%,3.5,0.0,78-83-4,48.5%,9.3,+0.2,Tx Christian,N/A,N/A,69-71-4,49.3%,-7.0,-0.4,Texas St,N/A,N/A,76-73-5,51.0%,5.7,0.2
10,82.4,7:00 PM,Stegeman Coliseum,151,N Florida,74,Georgia,North Florida,North Florida,Georgia,Georgia,N/A,N/A,False,N/A,N/A,False,N Florida,122-98-2,55.5%,0.5,1.3,65-58-1,52.9%,-8.2,0.2,Georgia,158-159-5,49.8%,-0.6,-0.6,78-91-2,46.2%,4.5,-0.8,Georgia,N/A,N/A,94-83-3,53.1%,-7.3,-0.1,N Florida,N/A,N/A,45-42-0,51.7%,7.3,0.1
