Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team DraftKings_current_season,Away Team Covers_current_season,Home Team DraftKings_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Odds_current_season,Home Team Underdog_current_season,Away Team Team_current_season,Away Team all_games_ATS Record_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_ATS Record_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team Team_current_season,Home Team all_games_ATS Record_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_ATS Record_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Odds_current_season,Underdog is_dog ATS Record_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Odds_current_season,Favorite is_fav ATS Record_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Rank_all_time,Hotness Score_all_time,Time_all_time,Location_all_time,Away Team Rank_all_time,Away Team_all_time,Home Team Rank_all_time,Home Team_all_time,Away Team DraftKings_all_time,Away Team Covers_all_time,Home Team DraftKings_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Away Team Odds_all_time,Away Team Underdog_all_time,Home Team Spread_all_time,Home Team Odds_all_time,Home Team Underdog_all_time,Away Team Team_all_time,Away Team all_games_ATS Record_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_ATS Record_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team Team_all_time,Home Team all_games_ATS Record_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_ATS Record_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Team_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Odds_all_time,Underdog is_dog ATS Record_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Team_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Odds_all_time,Favorite is_fav ATS Record_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Rank_last_10_seasons,Hotness Score_last_10_seasons,Time_last_10_seasons,Location_last_10_seasons,Away Team Rank_last_10_seasons,Away Team_last_10_seasons,Home Team Rank_last_10_seasons,Home Team_last_10_seasons,Away Team DraftKings_last_10_seasons,Away Team Covers_last_10_seasons,Home Team DraftKings_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Away Team Odds_last_10_seasons,Away Team Underdog_last_10_seasons,Home Team Spread_last_10_seasons,Home Team Odds_last_10_seasons,Home Team Underdog_last_10_seasons,Away Team Team_last_10_seasons,Away Team all_games_ATS Record_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_ATS Record_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team Team_last_10_seasons,Home Team all_games_ATS Record_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_ATS Record_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Team_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Odds_last_10_seasons,Underdog is_dog ATS Record_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Team_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Odds_last_10_seasons,Favorite is_fav ATS Record_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons
1,99.4,9:00 PM,State Farm Arena,15,Kentucky,3,Duke,Kentucky,Kentucky,Duke,Duke,N/A,N/A,False,N/A,N/A,False,Kentucky,1-1-0,50.0%,34.5,+9.5,0,0,0.0,0.0,Duke,2-0-0,100.0%,38.0,+4.8,2-0-0,100.0%,38.0,+4.8,Duke,N/A,N/A,0,0,0.0,0.0,Kentucky,N/A,N/A,1-1-0,50.0%,34.5,9.5,1,99.4,9:00 PM,State Farm Arena,15,Kentucky,3,Duke,Kentucky,Kentucky,Duke,Duke,N/A,N/A,False,N/A,N/A,False,Kentucky,450-434-21,50.9%,10.1,0.4,143-138-3,50.9%,3.6,1.0,Duke,480-434-19,52.5%,13.9,0.5,225-184-13,55.0%,20.4,+1.2,Duke,N/A,N/A,34-31-2,52.3%,-1.1,2.9,Kentucky,N/A,N/A,368-363-19,50.3%,11.6,0.1,1,99.4,9:00 PM,State Farm Arena,15,Kentucky,3,Duke,Kentucky,Kentucky,Duke,Duke,N/A,N/A,False,N/A,N/A,False,Kentucky,171-169-6,50.3%,10.6,0.4,51-50-1,50.5%,3.3,0.6,Duke,180-165-8,52.2%,12.0,0.2,85-76-4,52.8%,18.5,+0.3,Duke,N/A,N/A,17-16-2,51.5%,-0.9,2.8,Kentucky,N/A,N/A,142-145-5,49.5%,12.9,0.1
2,99.3,6:30 PM,State Farm Arena,8,Kansas,17,Michigan St,Kansas,Kansas,Michigan State,Michigan St.,N/A,N/A,False,N/A,N/A,False,Kansas,1-1-0,50.0%,16.5,-1.3,0,0,0.0,0.0,Michigan St,2-0-0,100.0%,30.0,+5.0,2-0-0,100.0%,30.0,+5.0,Michigan St,N/A,N/A,0,0,0.0,0.0,Kansas,N/A,N/A,1-1-0,50.0%,16.5,-1.3,2,99.3,6:30 PM,State Farm Arena,8,Kansas,17,Michigan St,Kansas,Kansas,Michigan State,Michigan St.,N/A,N/A,False,N/A,N/A,False,Kansas,467-438-14,51.6%,11.8,0.7,142-135-5,51.3%,4.3,-0.3,Michigan St,468-412-13,53.2%,8.7,0.5,218-170-4,56.2%,15.5,+1.2,Michigan St,N/A,N/A,102-96-3,51.5%,-4.2,0.7,Kansas,N/A,N/A,414-386-12,51.8%,12.7,0.8,2,99.3,6:30 PM,State Farm Arena,8,Kansas,17,Michigan St,Kansas,Kansas,Michigan State,Michigan St.,N/A,N/A,False,N/A,N/A,False,Kansas,178-169-5,51.3%,9.1,-0.1,54-52-1,50.9%,2.1,-0.7,Michigan St,185-159-3,53.8%,8.0,0.4,96-61-1,61.2%,15.3,+1.4,Michigan St,N/A,N/A,38-44-1,46.3%,-5.0,-0.2,Kansas,N/A,N/A,155-141-4,52.4%,11.3,0.5
3,92.7,7:00 PM,Addition Financial Arena,71,Fla Atlantic,53,Ucf,Florida Atlantic,Florida Atlantic,UCF,Central Florida,N/A,N/A,False,N/A,N/A,False,Fla Atlantic,1-0-0,100.0%,41.5,+26.0,0,0,0.0,0.0,Ucf,1-1-0,50.0%,5.0,+2.5,1-1-0,50.0%,5.0,+2.5,Ucf,N/A,N/A,1-0-0,100.0%,3.0,9.5,Fla Atlantic,N/A,N/A,1-0-0,100.0%,33.0,26.0,3,92.7,7:00 PM,Addition Financial Arena,71,Fla Atlantic,53,Ucf,Florida Atlantic,Florida Atlantic,UCF,Central Florida,N/A,N/A,False,N/A,N/A,False,Fla Atlantic,241-254-10,48.7%,-1.7,0.3,110-125-8,46.8%,-7.9,-0.4,Ucf,274-253-8,52.0%,2.6,0.2,130-118-7,52.4%,7.8,+0.5,Ucf,N/A,N/A,131-133-2,49.6%,-7.2,-0.1,Fla Atlantic,N/A,N/A,98-113-4,46.5%,6.5,0.0,3,92.7,7:00 PM,Addition Financial Arena,71,Fla Atlantic,53,Ucf,Florida Atlantic,Florida Atlantic,UCF,Central Florida,N/A,N/A,False,N/A,N/A,False,Fla Atlantic,145-140-5,50.9%,3.0,0.9,59-68-4,46.5%,-4.5,-0.5,Ucf,159-142-3,52.8%,1.9,0.8,81-71-3,53.3%,6.7,+1.2,Ucf,N/A,N/A,74-73-0,50.3%,-6.6,0.2,Fla Atlantic,N/A,N/A,70-69-2,50.4%,8.2,1.0
4,90.3,8:00 PM,Paul and Alejandra Foster Pavilion,103,Sam Hous St,36,Baylor,Sam Houston,Sam Houston St.,Baylor,Baylor,N/A,N/A,False,N/A,N/A,False,Sam Hous St,1-1-0,50.0%,6.5,+9.0,1-1-0,50.0%,6.5,9.0,Baylor,1-1-0,50.0%,-16.5,-15.5,0,0,0.0,0,Baylor,N/A,N/A,0-1-0,0.0%,-38.0,-31.5,Sam Hous St,N/A,N/A,1-0-0,100.0%,29.0,23.5,4,90.3,8:00 PM,Paul and Alejandra Foster Pavilion,103,Sam Hous St,36,Baylor,Sam Houston,Sam Houston St.,Baylor,Baylor,N/A,N/A,False,N/A,N/A,False,Sam Hous St,136-107-6,56.0%,4.9,1.1,63-50-4,55.8%,-3.1,0.8,Baylor,378-348-15,52.1%,5.3,0.6,163-162-9,50.2%,11.8,+0.7,Baylor,N/A,N/A,163-149-8,52.2%,-7.1,0.7,Sam Hous St,N/A,N/A,75-47-3,61.5%,9.5,2.5,4,90.3,8:00 PM,Paul and Alejandra Foster Pavilion,103,Sam Hous St,36,Baylor,Sam Houston,Sam Houston St.,Baylor,Baylor,N/A,N/A,False,N/A,N/A,False,Sam Hous St,117-86-5,57.6%,6.5,1.6,61-43-3,58.7%,-2.0,1.4,Baylor,172-139-7,55.3%,9.0,0.8,78-72-2,52.0%,15.5,+1.3,Baylor,N/A,N/A,45-39-1,53.6%,-3.0,1.1,Sam Hous St,N/A,N/A,66-40-3,62.3%,9.9,2.6
5,86.3,7:00 PM,Colonial Life Arena,110,Towson,75,S Carolina,Towson,Towson,South Carolina,South Carolina,N/A,N/A,False,N/A,N/A,False,Towson,1-0-0,100.0%,24.0,+4.0,1-0-0,100.0%,-7.0,4.0,S Carolina,1-1-0,50.0%,9.5,-9.8,1-1-0,50.0%,9.5,-9.8,S Carolina,N/A,N/A,0,0,0.0,0.0,Towson,N/A,N/A,0,0,0.0,0.0,5,86.3,7:00 PM,Colonial Life Arena,110,Towson,75,S Carolina,Towson,Towson,South Carolina,South Carolina,N/A,N/A,False,N/A,N/A,False,Towson,310-296-13,51.2%,-2.4,0.2,151-129-8,53.9%,-6.7,0.9,S Carolina,383-393-10,49.4%,1.4,-0.4,168-198-6,45.9%,6.5,-1.0,S Carolina,N/A,N/A,206-199-4,50.9%,-7.1,0.2,Towson,N/A,N/A,106-105-3,50.2%,5.8,-0.1,5,86.3,7:00 PM,Colonial Life Arena,110,Towson,75,S Carolina,Towson,Towson,South Carolina,South Carolina,N/A,N/A,False,N/A,N/A,False,Towson,142-135-7,51.3%,2.9,0.4,68-49-4,58.1%,0.0,1.7,S Carolina,160-146-4,52.3%,1.8,0.0,77-74-0,51.0%,6.7,-0.2,S Carolina,N/A,N/A,78-72-2,52.0%,-6.4,0.5,Towson,N/A,N/A,71-73-3,49.3%,6.2,0.0
6,86.1,5:00 PM,Michael J. Hagan Arena,62,Villanova,129,St Josephs,Villanova,Villanova,Saint Josephs,Saint Joseph'S,N/A,N/A,False,N/A,N/A,False,Villanova,1-2-0,33.3%,13.0,-6.3,0,0,0.0,0.0,St Josephs,0-2-0,0.0%,0.5,-16.0,0-2-0,0.0%,0.5,-16.0,St Josephs,N/A,N/A,0,0,0.0,0.0,Villanova,N/A,N/A,1-2-0,33.3%,13.0,-6.3,6,86.1,5:00 PM,Michael J. Hagan Arena,62,Villanova,129,St Josephs,Villanova,Villanova,Saint Josephs,Saint Joseph'S,N/A,N/A,False,N/A,N/A,False,Villanova,457-392-12,53.8%,7.0,0.6,156-146-6,51.7%,1.4,0.0,St Josephs,399-383-20,51.0%,1.6,0.3,155-169-7,47.8%,5.1,-0.4,St Josephs,N/A,N/A,188-174-12,51.9%,-6.0,0.6,Villanova,N/A,N/A,332-278-7,54.4%,10.2,0.3,6,86.1,5:00 PM,Michael J. Hagan Arena,62,Villanova,129,St Josephs,Villanova,Villanova,Saint Josephs,Saint Joseph'S,N/A,N/A,False,N/A,N/A,False,Villanova,194-153-5,55.9%,10.1,0.6,61-52-3,54.0%,4.1,-0.6,St Josephs,154-146-7,51.3%,-1.2,-0.1,67-66-2,50.4%,3.1,-0.5,St Josephs,N/A,N/A,90-78-6,53.6%,-6.9,0.5,Villanova,N/A,N/A,170-131-3,56.5%,12.3,0.8
6,86.1,7:00 PM,Welsh-Ryan Arena,141,Il-Chicago,27,Northwestern,UIC,Illinois-Chicago,Northwestern,Northwestern,N/A,N/A,False,N/A,N/A,False,Il-Chicago,1-0-0,100.0%,30.0,+18.0,0,0,0.0,0.0,Northwestern,1-1-0,50.0%,19.5,+14.0,1-0-0,100.0%,44.0,+28.5,Northwestern,N/A,N/A,0-1-0,0.0%,-5.0,-0.5,Il-Chicago,N/A,N/A,0,0,0.0,0.0,6,86.1,7:00 PM,Welsh-Ryan Arena,141,Il-Chicago,27,Northwestern,UIC,Illinois-Chicago,Northwestern,Northwestern,N/A,N/A,False,N/A,N/A,False,Il-Chicago,406-361-17,52.9%,-1.3,-0.1,181-182-9,49.9%,-6.8,-0.9,Northwestern,369-373-14,49.7%,-0.1,0.0,176-192-6,47.8%,5.4,-0.4,Northwestern,N/A,N/A,221-230-10,49.0%,-8.4,0.1,Il-Chicago,N/A,N/A,157-124-8,55.9%,6.1,0.0,6,86.1,7:00 PM,Welsh-Ryan Arena,141,Il-Chicago,27,Northwestern,UIC,Illinois-Chicago,Northwestern,Northwestern,N/A,N/A,False,N/A,N/A,False,Il-Chicago,155-148-6,51.2%,-2.0,0.0,67-71-4,48.6%,-7.7,-0.9,Northwestern,156-148-9,51.3%,2.4,0.5,77-81-5,48.7%,8.0,+0.4,Northwestern,N/A,N/A,79-78-6,50.3%,-6.5,0.3,Il-Chicago,N/A,N/A,53-46-3,53.5%,5.8,0.1
8,83.7,10:00 PM,University Credit Union Pavilion,145,Akron,55,St Marys,Akron,Akron,Saint Marys,Saint Mary'S,N/A,N/A,False,N/A,N/A,False,Akron,1-0-0,100.0%,13.0,+0.5,1-0-0,100.0%,-5.0,0.5,St Marys,0-2-0,0.0%,9.5,-4.3,0-2-0,0.0%,9.5,-4.3,St Marys,N/A,N/A,0,0,0.0,0.0,Akron,N/A,N/A,0,0,0.0,0.0,8,83.7,10:00 PM,University Credit Union Pavilion,145,Akron,55,St Marys,Akron,Akron,Saint Marys,Saint Mary'S,N/A,N/A,False,N/A,N/A,False,Akron,396-367-15,51.9%,5.2,0.3,166-167-5,49.9%,-1.2,0.0,St Marys,399-379-14,51.3%,6.7,0.3,192-187-5,50.7%,12.3,+0.3,St Marys,N/A,N/A,102-130-1,44.0%,-8.8,-1.3,Akron,N/A,N/A,258-234-12,52.4%,8.2,0.6,8,83.7,10:00 PM,University Credit Union Pavilion,145,Akron,55,St Marys,Akron,Akron,Saint Marys,Saint Mary'S,N/A,N/A,False,N/A,N/A,False,Akron,152-145-5,51.2%,6.0,0.7,58-60-2,49.2%,-0.6,0.1,St Marys,169-145-7,53.8%,10.0,1.0,88-73-4,54.7%,15.2,+1.6,St Marys,N/A,N/A,24-32-1,42.9%,-7.8,-1.6,Akron,N/A,N/A,100-99-3,50.3%,8.2,0.7
9,82.6,8:00 PM,Ed and Rae Schollmaier Arena,158,Texas St,44,Tx Christian,Texas State,Texas State,TCU,Texas Christian,N/A,N/A,False,N/A,N/A,False,Texas St,1-0-0,100.0%,30.0,+11.5,0,0,0.0,0.0,Tx Christian,1-1-0,50.0%,31.0,+8.5,1-1-0,50.0%,31.0,+8.5,Tx Christian,N/A,N/A,0,0,0.0,0.0,Texas St,N/A,N/A,1-0-0,100.0%,20.0,11.5,9,82.6,8:00 PM,Ed and Rae Schollmaier Arena,158,Texas St,44,Tx Christian,Texas State,Texas State,TCU,Texas Christian,N/A,N/A,False,N/A,N/A,False,Texas St,167-173-10,49.1%,1.0,0.2,82-75-6,52.2%,-5.6,0.6,Tx Christian,351-400-12,46.7%,1.5,-0.3,159-205-5,43.7%,7.5,-0.3,Tx Christian,N/A,N/A,188-222-8,45.9%,-8.8,-0.7,Texas St,N/A,N/A,85-80-5,51.5%,5.4,0.1,9,82.6,8:00 PM,Ed and Rae Schollmaier Arena,158,Texas St,44,Tx Christian,Texas State,Texas State,TCU,Texas Christian,N/A,N/A,False,N/A,N/A,False,Texas St,134-138-10,49.3%,3.6,0.4,66-62-6,51.6%,-2.6,0.4,Tx Christian,156-161-7,49.2%,3.5,0.0,78-83-4,48.5%,9.3,+0.2,Tx Christian,N/A,N/A,69-71-4,49.3%,-7.0,-0.4,Texas St,N/A,N/A,76-73-5,51.0%,5.7,0.2
10,82.4,7:00 PM,Stegeman Coliseum,151,N Florida,74,Georgia,North Florida,North Florida,Georgia,Georgia,N/A,N/A,False,N/A,N/A,False,N Florida,3-0-0,100.0%,13.0,+21.5,2-0-0,100.0%,7.5,24.0,Georgia,1-1-0,50.0%,16.5,-5.0,1-1-0,50.0%,16.5,-5.0,Georgia,N/A,N/A,0,0,0.0,0.0,N Florida,N/A,N/A,1-0-0,100.0%,24.0,16.5,10,82.4,7:00 PM,Stegeman Coliseum,151,N Florida,74,Georgia,North Florida,North Florida,Georgia,Georgia,N/A,N/A,False,N/A,N/A,False,N Florida,140-115-2,54.9%,-3.2,1.2,75-66-1,53.2%,-10.5,0.2,Georgia,391-388-11,50.2%,0.2,0.1,186-198-4,48.4%,5.6,0.0,Georgia,N/A,N/A,226-222-5,50.5%,-7.0,0.5,N Florida,N/A,N/A,47-47-0,50.0%,7.1,0.1,10,82.4,7:00 PM,Stegeman Coliseum,151,N Florida,74,Georgia,North Florida,North Florida,Georgia,Georgia,N/A,N/A,False,N/A,N/A,False,N Florida,122-98-2,55.5%,0.5,1.3,65-58-1,52.9%,-8.2,0.2,Georgia,158-159-5,49.8%,-0.6,-0.6,78-91-2,46.2%,4.5,-0.8,Georgia,N/A,N/A,94-83-3,53.1%,-7.3,-0.1,N Florida,N/A,N/A,45-42-0,51.7%,7.3,0.1
