Team,Over Record,Over %,Under %,Total +/-
Indiana,15-8-0,65.2%,34.8%,-0.2
Atlanta,15-8-0,65.2%,34.8%,+1.5
Memphis,14-8-0,63.6%,36.4%,+4.1
Denver,12-7-0,63.2%,36.8%,+8.0
Chicago,13-9-0,59.1%,40.9%,+7.5
Cleveland,13-9-0,59.1%,40.9%,+4.4
New York,12-9-0,57.1%,42.9%,+5.3
Phoenix,11-9-0,55.0%,45.0%,-0.7
Miami,11-9-0,55.0%,45.0%,+0.2
Dallas,12-10-0,54.6%,45.5%,-0.1
Houston,11-10-1,52.4%,47.6%,-1.6
Toronto,11-11-0,50.0%,50.0%,+2.1
Sacramento,11-11-0,50.0%,50.0%,+0.8
Philadelphia,10-10-0,50.0%,50.0%,-0.7
Boston,11-11-0,50.0%,50.0%,+2.4
Golden State,10-10-0,50.0%,50.0%,-1.6
Brooklyn,11-12-0,47.8%,52.2%,+3.6
San Antonio,10-11-0,47.6%,52.4%,-2.4
New Orleans,10-11-1,47.6%,52.4%,-2.6
Minnesota,10-11-0,47.6%,52.4%,-1.9
Okla City,10-11-0,47.6%,52.4%,-5.4
Washington,9-10-0,47.4%,52.6%,-2.4
Detroit,11-13-0,45.8%,54.2%,+0.9
Orlando,11-13-0,45.8%,54.2%,-4.5
LA Lakers,10-12-0,45.5%,54.6%,-0.6
Milwaukee,9-12-0,42.9%,57.1%,-1.7
Utah,9-12-0,42.9%,57.1%,-1.2
Portland,9-12-1,42.9%,57.1%,-1.5
LA Clippers,9-14-1,39.1%,60.9%,-2.9
Charlotte,8-13-0,38.1%,61.9%,-3.3
