Team,Over Record,Over %,Under %,Total +/-
W Georgia,4-0-0,100.0%,0.0%,+9.0
Mercyhurst,3-1-0,75.0%,25.0%,+6.0
Central Mich,36-19-0,65.5%,34.6%,+3.9
S Indiana,16-9-0,64.0%,36.0%,+5.9
Hsn Christian,40-23-0,63.5%,36.5%,+5.6
San Jose St,43-26-2,62.3%,37.7%,+4.5
NW State,39-24-2,61.9%,38.1%,+4.5
Denver,65-40-1,61.9%,38.1%,+4.1
Samford,50-32-0,61.0%,39.0%,+7.9
Queens,14-9-1,60.9%,39.1%,+2.2
Miami (OH),31-20-0,60.8%,39.2%,+4.9
Montana St,79-51-0,60.8%,39.2%,+4.1
Neb Omaha,65-42-0,60.8%,39.3%,+2.8
New Orleans,40-26-2,60.6%,39.4%,+2.9
South Dakota,60-39-2,60.6%,39.4%,+4.4
Wisconsin,58-38-1,60.4%,39.6%,+2.4
E Illinois,66-44-1,60.0%,40.0%,+2.0
Stetson,39-26-1,60.0%,40.0%,+2.7
Lipscomb,46-31-0,59.7%,40.3%,+4.4
Boston Col,40-27-2,59.7%,40.3%,+2.7
Toledo,37-25-2,59.7%,40.3%,+4.7
Baylor,57-39-1,59.4%,40.6%,+2.9
CS Bakersfld,59-41-0,59.0%,41.0%,+1.8
Lafayette,27-19-2,58.7%,41.3%,+2.3
NC-Wilmgton,63-45-0,58.3%,41.7%,+3.4
Temple,49-35-0,58.3%,41.7%,+2.4
Rice,67-48-0,58.3%,41.7%,+4.4
U Mass,43-31-0,58.1%,41.9%,+4.7
Mercer,47-34-2,58.0%,42.0%,+3.0
Bucknell,29-21-0,58.0%,42.0%,+2.1
Boston U,33-24-0,57.9%,42.1%,+2.2
McNeese St,34-25-2,57.6%,42.4%,+4.8
Ball St,34-25-1,57.6%,42.4%,+1.5
N Florida,42-31-0,57.5%,42.5%,+4.1
Oklahoma,50-37-2,57.5%,42.5%,+1.7
Georgetown,47-35-0,57.3%,42.7%,+4.7
Pepperdine,71-53-1,57.3%,42.7%,+3.8
Villanova,56-42-2,57.1%,42.9%,+2.3
NC-Asheville,36-27-4,57.1%,42.9%,+1.8
Idaho St,68-51-1,57.1%,42.9%,+2.5
Indiana St,36-27-0,57.1%,42.9%,+1.1
SIU Edward,53-40-1,57.0%,43.0%,+2.7
Charl South,29-22-1,56.9%,43.1%,+2.0
Miss Val St,54-41-0,56.8%,43.2%,+2.9
Grd Canyon,59-45-0,56.7%,43.3%,+1.8
Detroit,56-43-1,56.6%,43.4%,+4.5
Loyola-MD,26-20-0,56.5%,43.5%,+5.6
Wofford,48-37-0,56.5%,43.5%,+2.9
Tulane,48-37-0,56.5%,43.5%,+5.3
Longwood,35-27-1,56.5%,43.6%,+0.5
Geo Wshgtn,44-34-1,56.4%,43.6%,+2.0
Lehigh,31-24-0,56.4%,43.6%,+0.8
Columbia,58-45-2,56.3%,43.7%,+1.0
IPFW,54-42-4,56.3%,43.8%,+2.1
Clemson,51-40-0,56.0%,44.0%,+1.6
Morgan St,42-33-2,56.0%,44.0%,+1.7
Prairie View,47-37-0,56.0%,44.1%,+2.2
Santa Clara,66-52-4,55.9%,44.1%,+1.5
Lg Beach St,62-49-0,55.9%,44.1%,+3.0
Rhode Island,43-34-0,55.8%,44.2%,+2.3
Boise St,48-38-0,55.8%,44.2%,+0.3
S Dakota St,63-50-1,55.8%,44.3%,+1.1
Montana,73-58-1,55.7%,44.3%,+2.8
Vanderbilt,39-31-1,55.7%,44.3%,+1.6
Belmont,59-47-2,55.7%,44.3%,+1.4
Sam Hous St,40-32-0,55.6%,44.4%,-0.1
Binghamton,30-24-1,55.6%,44.4%,+0.5
E Washingtn,75-60-0,55.6%,44.4%,+3.3
Wyoming,36-29-1,55.4%,44.6%,+3.8
Texas St,62-50-3,55.4%,44.6%,+1.8
North Dakota,63-51-1,55.3%,44.7%,+2.3
Loyola Mymt,69-56-2,55.2%,44.8%,+0.8
Alabama,43-35-2,55.1%,44.9%,+1.4
Weber St,70-57-3,55.1%,44.9%,+0.3
La Salle,38-31-0,55.1%,44.9%,+0.9
Wright St,61-50-1,55.0%,45.1%,+2.5
W Illinois,56-46-1,54.9%,45.1%,-0.1
Gonzaga,84-69-0,54.9%,45.1%,+1.0
Michigan St,57-47-2,54.8%,45.2%,+2.4
San Francisco,69-57-2,54.8%,45.2%,+1.8
Cleveland St,60-50-3,54.6%,45.5%,+1.2
VMI,42-35-0,54.6%,45.5%,+5.1
Tulsa,55-46-1,54.5%,45.5%,+0.7
Brown,61-51-0,54.5%,45.5%,+1.9
SE Missouri,56-47-3,54.4%,45.6%,+3.4
Army,25-21-0,54.4%,45.7%,+2.8
S Methodist,44-37-2,54.3%,45.7%,+2.0
Illinois St,38-32-1,54.3%,45.7%,+2.2
Saint Louis,38-32-0,54.3%,45.7%,+1.9
Michigan,51-43-1,54.3%,45.7%,+2.4
Minnesota,51-43-0,54.3%,45.7%,+1.8
Mass Lowell,32-27-0,54.2%,45.8%,+2.8
Richmond,39-33-1,54.2%,45.8%,+1.0
TX Southern,52-44-1,54.2%,45.8%,+2.8
