Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-
NC A&T,2-0-0,100.0%,10.3,+10.5,1-0-0,100.0%,-16.0,10.5,1-0-0,100.0%,23.5,+10.5,1-0-0,100.0%,-5.0,+10.5,1-0-0,100.0%,-16.0,+10.5,2-0-0,100.0%,-10.5,10.5,2-0-0,100.0%,-10.5,10.5,,,,,0-0-0,0.0%,52.0,--,,,,,,,,,1-0-0,100.0%,23.5,+10.5,,,,,1-0-0,100.0%,-16.0,+10.5
VMI,1-0-0,100.0%,33.3,+15.5,1-0-0,100.0%,5.0,15.5,1-0-0,100.0%,27.0,+15.5,,,,,1-0-0,100.0%,25.5,+15.5,1-0-0,100.0%,5.0,15.5,1-0-0,100.0%,5.0,15.5,,,,,0-0-0,0.0%,47.5,--,,,,,,,,,0-0-0,0.0%,47.5,--,,,,,0-0-0,0.0%,46.0,--
California,1-0-1,100.0%,15.5,+1.8,0-0-1,0.0%,13.0,0.0,0-0-1,0.0%,13.0,0.0,,,,,1-0-0,100.0%,18.0,+3.5,,,,,,,,,1-0-1,100.0%,15.5,1.8,1-0-1,100.0%,15.5,+1.8,,,,,,,,,1-0-0,100.0%,18.0,+3.5,,,,,1-0-0,100.0%,18.0,+3.5
Troy,2-0-0,100.0%,13.5,+4.3,1-0-0,100.0%,10.0,4.0,2-0-0,100.0%,13.5,+4.3,,,,,1-0-0,100.0%,17.0,+4.5,1-0-0,100.0%,17.0,4.5,,,,,2-0-0,100.0%,13.5,4.3,1-0-0,100.0%,10.0,+4.0,,,,,,,,,1-0-0,100.0%,17.0,+4.5,,,,,,,,
IPFW,2-0-0,100.0%,22.3,+6.8,1-0-0,100.0%,-7.0,4.5,0-0-0,0.0%,52.0,--,1-0-0,100.0%,22.0,+9.0,1-0-0,100.0%,-7.0,+4.5,1-0-0,100.0%,-7.0,4.5,1-0-0,100.0%,-7.0,4.5,1-0-0,100.0%,22.0,9.0,1-0-0,100.0%,37.0,+9.0,,,,,,,,,1-0-0,100.0%,37.0,+9.0,,,,,2-0-0,100.0%,7.5,+6.8
Ohio St,2-0-0,100.0%,21.0,+12.3,1-0-0,100.0%,8.0,9.5,2-0-0,100.0%,21.0,+12.3,,,,,1-0-0,100.0%,34.0,+15.0,,,,,1-0-0,100.0%,8.0,9.5,1-0-0,100.0%,34.0,15.0,1-0-0,100.0%,34.0,+15.0,,,,,,,,,1-0-0,100.0%,34.0,+15.0,,,,,,,,
E Kentucky,2-0-0,100.0%,6.7,+12.5,2-0-0,100.0%,-4.5,12.5,0-0-0,0.0%,29.0,--,,,,,2-0-0,100.0%,-4.5,+12.5,2-0-0,100.0%,-4.5,12.5,2-0-0,100.0%,-4.5,12.5,,,,,0-0-0,0.0%,29.0,--,,,,,,,,,0-0-0,0.0%,29.0,--,,,,,2-0-0,100.0%,-4.5,+12.5
UCSB,1-0-0,100.0%,45.0,+34.0,,,,,1-0-0,100.0%,45.0,+34.0,,,,,1-0-0,100.0%,41.0,+34.0,1-0-0,100.0%,41.0,34.0,,,,,1-0-0,100.0%,41.0,34.0,0-0-0,0.0%,49.0,--,,,,,,,,,1-0-0,100.0%,45.0,+34.0,,,,,,,,
Austin Peay,2-0-0,100.0%,9.3,+14.0,1-0-0,100.0%,2.0,19.5,0-0-0,0.0%,20.0,--,,,,,2-0-0,100.0%,4.0,+14.0,1-0-0,100.0%,2.0,19.5,2-0-0,100.0%,4.0,14.0,,,,,1-0-0,100.0%,13.0,+8.5,,,,,,,,,0-0-0,0.0%,20.0,--,1-0-0,100.0%,6.0,8.5,2-0-0,100.0%,4.0,+14.0
NW State,2-0-0,100.0%,1.3,+11.3,,,,,0-0-0,0.0%,41.0,--,1-0-0,100.0%,-16.0,+9.5,1-0-0,100.0%,-21.0,+13.0,2-0-0,100.0%,-18.5,11.3,2-0-0,100.0%,-18.5,11.3,,,,,0-0-0,0.0%,41.0,--,,,,,,,,,1-0-0,100.0%,10.0,+13.0,1-0-0,100.0%,-16.0,9.5,2-0-0,100.0%,-18.5,+11.3
