Rank,Hotness Score,Matchup,Time,Location
1,97.9,#37 Wisconsin  at  #12 Illinois,9:00 PM,State Farm Center
2,97.3,#36 Arkansas  vs.  #22 Michigan,9:00 PM,Madison Square Garden
3,94.5,#25 Penn St  at  #67 Rutgers,7:00 PM,Jersey Mike's Arena
4,92.4,#84 Miami  vs.  #5 Tennessee,6:30 PM,Madison Square Garden
5,89.6,#81 Providence  at  #79 DePaul,8:30 PM,Wintrust Arena
6,88.8,#123 Troy  at  #4 Houston,8:00 PM,Fertitta Center
7,80.1,#146 Col Charlestn  at  #102 St Josephs,7:00 PM,Michael J. Hagan Arena
8,79.7,#129 Cornell  at  #121 California,10:00 PM,Haas Pavilion
9,78.0,#181 N Dakota St  at  #64 Butler,6:30 PM,Hinkle Fieldhouse
10,75.9,#89 Rhode Island  at  #184 Brown,7:00 PM,Pizzitola Sports Center
11,69.5,#239 NC Central  at  #51 W Virginia,7:00 PM,WVU Coliseum
12,67.3,#237 Jacksonville  at  #94 Fla Atlantic,7:00 PM,Eleanor R. Baldwin Arena
13,66.4,#216 Charlotte  at  #127 Davidson,7:00 PM,McKillop Court at John M. Belk Arena
14,65.9,#274 Incar Word  at  #2 Duke,7:00 PM,Cameron Indoor Stadium
15,65.2,#247 Albany  at  #96 Syracuse,7:00 PM,JMA Wireless Dome
16,62.2,#256 E Washingtn  at  #108 Washington,11:00 PM,Alaska Airlines Arena at Hec Edmundson Pavilion
17,56.8,#192 Wyoming  at  #228 South Dakota,8:00 PM,Sanford Coyote Sports Center
18,54.4,#293 Monmouth  at  #115 Princeton,7:00 PM,Jadwin Gymnasium
19,52.9,#301 TN State  at  #112 W Kentucky,8:00 PM,E.A. Diddle Arena
20,49.7,#343 Morgan St  at  #63 Xavier,7:00 PM,Cintas Center
21,49.4,#250 S Mississippi  at  #217 Tulane,8:30 PM,Avron B. Fogelman Arena in Devlin Fieldhouse
22,45.8,#362 Coppin St  at  #62 NC State,7:00 PM,Reynolds Coliseum
23,31.5,#246 Kansas City  at  #321 Portland,10:00 PM,Chiles Center
24,20.9,#306 Lg Beach St  at  #324 San Diego,10:00 PM,Jenny Craig Pavilion
25,--,Holy Family  at  #136 Temple,7:00 PM,The Liacouras Center
25,--,Chestnut Hill  at  #221 Delaware,6:30 PM,Bob Carpenter Center
25,--,The Apprentice School  at  #257 Hampton,7:00 PM,Hampton Convocation Center
25,--,La Sierra University  at  #305 CS Fullerton,9:00 PM,Titan Gym
25,--,Piedmont International  at  #294 Queens,7:00 PM,Curry Arena
25,--,Colorado-Colorado Springs  at  #327 Denver,9:00 PM,Hamilton Gymnasium
25,--,Montana Tech  at  #204 Montana,9:00 PM,Dahlberg Arena/Robin Selvig Court
25,--,Harris-Stowe State  at  #345 Lindenwood,7:00 PM,Robert F. Hyland Arena
25,--,Penn State Altoona  at  #353 Mercyhurst,7:00 PM,Owen McCormick Court at the Mercyhurst Athletic
25,--,Ouachita Baptist  at  #238 AR Lit Rock,8:00 PM,Jack Stephens Center
25,--,Southern-New Orleans  at  #218 Nicholls,7:30 PM,Stopher Gymnasium
25,--,Philadelphia Biblical  at  #240 Maryland BC,6:00 PM,Chesapeake Employers Insurance Arena
25,--,Lindsey Wilson  at  #191 Southern,12:00 PM,F. G. Clark Activity Center
