Rank,Hotness Score,Matchup,Time,Location
1,97.2,#6 Iowa St  at  #41 Iowa,7:30 PM,Carver-Hawkeye Arena
2,78.3,#193 N Mex State  at  #34 Texas,8:00 PM,Moody Center
3,73.3,#182 TX-Arlington  at  #112 Arkansas St,8:00 PM,First National Bank Arena
4,57.7,#279 Beth-Cook  at  #109 Virginia,7:00 PM,John Paul Jones Arena
5,51.1,#309 NC A&T  at  #122 VA Tech,7:00 PM,Cassell Coliseum
6,48.0,#213 Chattanooga  at  #261 Evansville,8:00 PM,Ford Center
7,23.6,#276 Campbell  at  #337 Citadel,7:00 PM,McAlister Field House
8,--,Regent University  at  #342 VMI,6:00 PM,Cameron Hall
8,--,Bob Jones  at  #145 Winthrop,6:30 PM,Winthrop Coliseum
8,--,St. Ambrose  at  #82 Drake,8:30 PM,Knapp Center
