Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-
Boston,511-429-20,54.4%,4.4,1.0,295-241-10,55.0%,3.8,0.4,23-14-1,62.2%,6.9,3.6,195-156-4,55.6%,3.3,1.0,309-270-15,53.4%,4.9,0.9,253-200-8,55.9%,2.3,1.2,152-108-5,58.5%,-1.9,2.9,355-319-15,52.7%,6.8,0.2,243-218-11,52.7%,6.3,0.6,85-63-3,57.4%,3.4,2.1,314-268-10,54.0%,4.5,0.7,96-85-4,53.0%,7.6,1.9,120-103-6,53.8%,3.2,1.4,89-84-6,51.5%,4.1,0.4
Okla City,447-410-14,52.2%,1.1,0.3,235-214-5,52.3%,0.9,0.2,17-12-1,58.6%,1.9,1.8,193-191-9,50.3%,-0.8,0.1,246-216-5,53.3%,2.7,0.4,218-203-6,51.8%,-1.7,-0.2,209-178-10,54.0%,-5.7,0.4,236-231-4,50.5%,6.9,0.3,221-199-8,52.6%,4.2,1.0,75-70-3,51.7%,-1.7,-0.2,276-258-6,51.7%,1.5,0.2,91-95-5,48.9%,3.0,0.4,121-101-4,54.5%,0.0,0.5,79-70-4,53.0%,2.5,1.3
Philadelphia,452-417-17,52.0%,-0.1,0.4,254-206-8,55.2%,0.5,0.7,15-15-0,50.0%,1.2,1.5,228-197-9,53.7%,-2.5,0.7,219-214-8,50.6%,2.3,0.1,209-217-11,49.1%,-2.9,0.0,216-215-8,50.1%,-6.9,0.3,233-198-9,54.1%,6.7,0.4,239-191-6,55.6%,2.8,0.8,71-74-4,49.0%,-2.9,0.0,286-241-9,54.3%,0.7,0.7,93-107-2,46.5%,-0.5,-0.9,105-104-7,50.2%,-1.0,0.9,80-87-4,47.9%,-0.5,-0.4
Dallas,445-420-20,51.5%,0.7,0.5,251-226-11,52.6%,0.7,0.9,12-18-0,40.0%,-3.1,-2.4,231-186-12,55.4%,1.3,1.9,209-228-8,47.8%,0.2,-0.8,232-196-8,54.2%,-1.5,0.9,223-205-9,52.1%,-4.1,1.3,219-211-11,50.9%,5.4,-0.3,207-215-11,49.1%,3.1,0.2,75-71-4,51.4%,-1.3,0.9,285-251-12,53.2%,1.4,0.5,90-95-4,48.7%,2.5,-0.2,104-99-5,51.2%,-1.1,0.1,73-80-4,47.7%,0.8,0.4
Miami,456-432-23,51.4%,0.8,0.2,250-243-10,50.7%,0.9,0.1,22-10-0,68.8%,5.7,3.7,226-174-10,56.5%,1.9,1.7,225-252-13,47.2%,-0.2,-1.0,235-198-8,54.3%,-1.2,0.8,212-185-6,53.4%,-3.7,1.6,242-246-17,49.6%,4.4,-0.9,200-224-15,47.2%,2.8,-0.7,74-61-7,54.8%,-1.2,0.4,271-290-14,48.3%,0.5,-0.4,109-102-6,51.7%,2.6,0.4,97-87-7,52.7%,-1.4,0.2,89-71-2,55.6%,2.6,1.5
Utah,435-413-21,51.3%,2.1,0.5,239-212-9,53.0%,2.4,0.9,13-14-1,48.2%,1.9,-1.0,188-196-9,49.0%,0.2,-0.4,242-211-12,53.4%,3.7,1.1,215-205-8,51.2%,-1.0,0.0,180-170-7,51.4%,-5.0,0.7,251-241-14,51.0%,7.0,0.2,214-198-13,51.9%,5.3,0.9,73-71-7,50.7%,0.8,0.7,276-246-8,52.9%,2.4,0.7,95-104-5,47.7%,3.4,-0.6,101-97-7,51.0%,0.1,0.5,73-82-5,47.1%,2.2,-0.5
Indiana,434-413-19,51.2%,0.3,0.4,244-231-11,51.4%,0.4,0.3,19-12-0,61.3%,3.4,0.7,226-190-10,54.3%,1.0,1.5,201-219-9,47.9%,-0.5,-0.8,212-209-6,50.4%,-2.4,0.0,220-206-9,51.6%,-4.3,1.0,210-203-10,50.9%,5.1,-0.2,215-196-13,52.3%,3.2,0.8,70-78-2,47.3%,-2.5,-0.5,269-264-12,50.5%,0.4,0.1,100-88-5,53.2%,2.6,1.3,90-94-3,48.9%,-2.3,-0.2,76-59-5,56.3%,2.4,2.5
Memphis,436-418-13,51.1%,-0.5,0.3,229-232-8,49.7%,-0.4,0.4,9-17-0,34.6%,-4.1,-4.5,214-206-6,51.0%,-1.7,0.2,219-204-7,51.8%,0.8,0.7,205-216-6,48.7%,-3.2,-0.1,229-226-5,50.3%,-5.5,0.7,202-191-8,51.4%,5.1,-0.2,228-196-7,53.8%,2.2,0.8,80-74-0,52.0%,-2.6,-0.3,270-247-8,52.2%,0.0,0.6,102-100-4,50.5%,1.4,0.1,105-86-1,55.0%,-2.8,0.3,77-80-5,49.0%,0.3,0.9
LA Clippers,453-438-7,50.8%,2.9,0.2,230-215-4,51.7%,2.6,0.5,23-9-0,71.9%,3.4,2.1,181-176-2,50.7%,2.2,0.3,263-260-5,50.3%,3.3,0.1,228-204-5,52.8%,0.9,0.9,149-154-1,49.2%,-4.7,0.5,303-280-6,52.0%,6.9,0.1,213-225-2,48.6%,4.8,-0.4,76-82-1,48.1%,2.4,1.2,275-262-4,51.2%,3.3,0.4,110-106-2,50.9%,4.3,-0.6,113-117-1,49.1%,2.1,0.4,79-85-2,48.2%,2.0,-1.6
Golden State,474-459-21,50.8%,5.2,0.0,261-253-9,50.8%,5.1,0.1,17-19-0,47.2%,3.9,-1.5,162-151-4,51.8%,3.9,1.1,307-302-17,50.4%,6.0,-0.4,226-237-9,48.8%,2.3,-0.4,114-112-2,50.4%,-5.1,0.2,359-345-19,51.0%,8.6,0.0,247-222-12,52.7%,8.1,0.5,76-73-5,51.0%,3.6,-0.2,270-273-10,49.7%,5.4,0.0,112-109-8,50.7%,6.8,-0.3,101-97-4,51.0%,3.9,0.2,111-94-6,54.2%,6.3,0.5
