Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,91.8,10:00 PM,Lawlor Events Center,89,Wash State,36,Nevada,Washington State,Washington St.,Nevada,Nevada,+12.5,−112,True,-12.5,−108,False,Wash State,373-406-12,47.9%,-0.4,0.0,135-166-8,44.9%,-7.5,-0.6,Nevada,394-326-16,54.7%,3.7,0.9,181-147-7,55.2%,9.0,0.8,Wash State,+12.5,−112,211-240-10,46.8%,-8.6,-0.4,Nevada,-12.5,−108,259-208-10,55.5%,8.8,0.8
2,85.6,7:00 PM,Thomas M. Ryan Center,99,Yale,95,Rhode Island,Yale,Yale,Rhode Island,Rhode Island,+2.5,−112,True,-2.5,−108,False,Yale,312-249-16,55.6%,2.3,1.1,176-129-12,57.7%,-2.7,1.8,Rhode Island,364-416-13,46.7%,0.7,-0.5,153-198-5,43.6%,4.8,-1.3,Yale,+2.5,−112,145-116-10,55.6%,-7.4,1.5,Rhode Island,-2.5,−108,178-212-8,45.6%,7.0,-0.9
3,68.5,7:00 PM,Daskalakis Athletic Center,172,Bryant,166,Drexel,Bryant,Bryant,Drexel,Drexel,+2,−115,True,-2,−105,False,Bryant,102-124-4,45.1%,-3.6,-0.9,52-70-2,42.6%,-8.8,-1.1,Drexel,321-324-21,49.8%,1.0,-0.1,135-133-11,50.4%,6.2,0.1,Bryant,+2,−115,48-66-3,42.1%,-10.8,-1.2,Drexel,-2,−105,152-160-11,48.7%,6.3,-0.4
4,63.4,6:30 PM,Capital One Arena,249,Maryland Bc,103,Georgetown,UMBC,UMBC,Georgetown,Georgetown,+17,−108,True,-17,−112,False,Maryland Bc,125-115-3,52.1%,-2.2,1.1,64-59-2,52.0%,-6.6,1.1,Georgetown,373-403-16,48.1%,3.9,-0.3,158-213-8,42.6%,8.7,-1.5,Maryland Bc,+17,−108,69-64-2,51.9%,-7.2,1.5,Georgetown,-17,−112,200-233-9,46.2%,8.1,-0.9
5,59.6,9:00 PM,CU Events Center,287,Pacific,75,Colorado,Pacific,Pacific,Colorado,Colorado,+14,−110,True,-14,−110,False,Pacific,357-390-19,47.8%,0.9,-0.4,166-183-9,47.6%,-4.2,-0.1,Colorado,388-410-12,48.6%,2.8,0.0,201-173-9,53.7%,9.6,1.1,Pacific,+14,−110,167-195-8,46.1%,-8.6,-0.5,Colorado,-14,−110,220-209-8,51.3%,8.8,0.4
6,51.0,7:30 PM,Avron B. Fogelman Arena in Devlin Fieldhouse,242,Se Louisiana,215,Tulane,Southeastern Louisiana,Southeastern Louisiana,Tulane,Tulane,N/A,N/A,False,-8.5,−110,False,Se Louisiana,121-94-2,56.3%,-1.3,0.2,68-48-0,58.6%,-8.4,0.5,Tulane,317-364-13,46.6%,-1.7,-0.9,139-171-3,44.8%,3.9,-1.2,Tulane,-8.5,−110,206-245-11,45.7%,-9.5,-0.9,Se Louisiana,N/A,N/A,38-39-2,49.4%,4.5,-0.6
7,43.7,7:00 PM,Millett Hall,285,Air Force,207,Miami (Oh),Air Force,Air Force,Miami OH,Miami (OH),+6.5,−110,True,-6.5,−110,False,Air Force,335-333-10,50.2%,-1.1,-0.1,151-144-8,51.2%,-8.4,-0.1,Miami (Oh),377-396-17,48.8%,-0.1,-0.2,167-172-5,49.3%,5.6,-0.4,Air Force,+6.5,−110,220-216-7,50.5%,-9.4,-0.1,Miami (Oh),-6.5,−110,149-183-4,44.9%,5.0,-1.4
8,40.4,7:30 PM,Fant-Ewing Coliseum,198,Tx-Arlington,314,Ul Monroe,UT Arlington,Texas-Arlington,ULM,UL Monroe,-7.5,−112,False,+7.5,−108,True,Tx-Arlington,200-165-9,54.8%,1.7,0.7,100-83-3,54.6%,-4.5,1.6,Ul Monroe,249-245-8,50.4%,-2.9,0.0,103-99-3,51.0%,5.3,0.4,Ul Monroe,+7.5,−108,185-186-7,49.9%,-9.4,-0.2,Tx-Arlington,-7.5,−112,94-90-5,51.1%,5.4,-0.9
9,40.2,8:00 PM,Chaifetz Arena,348,Jackson St,147,Saint Louis,Jackson State,Jackson State,Saint Louis,Saint Louis,+22,−108,True,-22,−112,False,Jackson St,118-115-3,50.6%,-3.1,-0.4,78-63-2,55.3%,-8.6,0.4,Saint Louis,411-378-10,52.1%,1.9,0.1,213-175-5,54.9%,7.3,0.5,Jackson St,+22,−108,79-64-3,55.2%,-12.1,0.5,Saint Louis,-22,−112,205-191-8,51.8%,7.6,-0.3
10,36.2,8:00 PM,Schoenecker Arena,360,Chicago St,155,St. Thomas,Chicago State,Chicago St.,Saint Thomas MN,St. Thomas (MN),+21.5,−112,True,-21.5,−108,False,Chicago St,107-126-4,45.9%,-11.0,-1.8,62-74-3,45.6%,-18.0,-2.2,St. Thomas,52-40-2,56.5%,4.3,1.8,19-14-0,57.6%,14.7,2.9,Chicago St,+21.5,−112,100-116-3,46.3%,-18.4,-1.6,St. Thomas,-21.5,−108,29-17-0,63.0%,7.4,2.0
11,34.9,7:00 PM,Chartway Arena at the Ted Constant Convocation Cen,196,Wm & Mary,342,Old Dominion,,William & Mary,Old Dominion,Old Dominion,N/A,N/A,False,+7,−108,True,Wm & Mary,331-342-19,49.2%,-1.4,-0.2,167-174-10,49.0%,-6.9,0.0,Old Dominion,358-424-19,45.8%,3.2,-0.4,168-185-7,47.6%,8.4,0.1,Old Dominion,+7,−108,125-168-6,42.7%,-6.2,-0.4,Wm & Mary,N/A,N/A,118-119-6,49.8%,4.2,-0.9
12,10.4,7:00 PM,Physical Education Complex,315,Loyola-Md,362,Coppin St,,Loyola MD,Coppin State,Coppin St.,N/A,N/A,False,+8,−108,True,Loyola-Md,254-275-7,48.0%,-3.8,-0.4,156-127-4,55.1%,-7.4,0.8,Coppin St,121-132-4,47.8%,-6.2,-0.9,28-41-0,40.6%,2.0,-1.3,Coppin St,+8,−108,102-106-3,49.0%,-13.8,-0.4,Loyola-Md,N/A,N/A,75-102-2,42.4%,4.3,-1.5
13,--,7:00 PM,Harrison HPER Complex,0,Oakwood,364,Miss Val St,0,0,Mississippi Valley,Mississippi Valley State,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0.0,0,0,0.0,0.0,Miss Val St,125-126-1,49.8%,-9.1,-1.3,34-26-0,56.7%,2.6,1.2,Miss Val St,N/A,N/A,121-119-1,50.4%,-20.1,-1.2,Oakwood,N/A,N/A,0,0,0.0,0.0
