Team,all_games_Over Record,all_games_Over %,all_games_Under %,all_games_Total +/-,equal_rest_Over Record,equal_rest_Over %,equal_rest_Under %,equal_rest_Total +/-,four_plus_days_off_Over Record,four_plus_days_off_Over %,four_plus_days_off_Under %,four_plus_days_off_Total +/-,is_after_loss_Over Record,is_after_loss_Over %,is_after_loss_Under %,is_after_loss_Total +/-,is_after_win_Over Record,is_after_win_Over %,is_after_win_Under %,is_after_win_Total +/-,is_away_Over Record,is_away_Over %,is_away_Under %,is_away_Total +/-,is_dog_Over Record,is_dog_Over %,is_dog_Under %,is_dog_Total +/-,is_fav_Over Record,is_fav_Over %,is_fav_Under %,is_fav_Total +/-,is_home_Over Record,is_home_Over %,is_home_Under %,is_home_Total +/-,no_rest_Over Record,no_rest_Over %,no_rest_Under %,no_rest_Total +/-,one_day_off_Over Record,one_day_off_Over %,one_day_off_Under %,one_day_off_Total +/-,rest_advantage_Over Record,rest_advantage_Over %,rest_advantage_Under %,rest_advantage_Total +/-,rest_disadvantage_Over Record,rest_disadvantage_Over %,rest_disadvantage_Under %,rest_disadvantage_Total +/-,two_three_days_off_Over Record,two_three_days_off_Over %,two_three_days_off_Under %,two_three_days_off_Total +/-
Okla City,906-911-26,49.9%,50.1%,0.3,480-459-12,51.1%,48.9%,0.8,22-40-1,35.5%,64.5%,-4.4,415-414-13,50.1%,49.9%,0.6,482-484-13,49.9%,50.1%,0.2,441-461-9,48.9%,51.1%,0.1,393-438-8,47.3%,52.7%,-0.4,507-471-18,51.8%,48.2%,0.9,456-441-17,50.8%,49.2%,0.6,181-159-5,53.2%,46.8%,1.8,551-539-16,50.6%,49.5%,0.6,195-228-7,46.1%,53.9%,-1.1,231-224-7,50.8%,49.2%,0.8,152-173-4,46.8%,53.2%,-1.1
Boston,963-974-21,49.7%,50.3%,0.5,544-558-6,49.4%,50.6%,0.0,40-30-2,57.1%,42.9%,3.1,412-389-5,51.4%,48.6%,0.6,538-576-16,48.3%,51.7%,0.3,458-493-8,48.2%,51.8%,0.5,329-359-6,47.8%,52.2%,0.3,630-609-14,50.9%,49.2%,0.6,492-468-12,51.3%,48.8%,0.4,183-174-6,51.3%,48.7%,1.7,559-590-8,48.7%,51.4%,0.0,194-199-6,49.4%,50.6%,0.6,225-217-9,50.9%,49.1%,1.5,181-180-5,50.1%,49.9%,0.4
Indiana,901-912-29,49.7%,50.3%,0.2,488-510-16,48.9%,51.1%,0.1,33-27-2,55.0%,45.0%,4.7,455-406-16,52.9%,47.2%,0.7,432-498-13,46.5%,53.6%,-0.5,455-447-13,50.4%,49.6%,0.2,449-424-14,51.4%,48.6%,0.8,448-476-15,48.5%,51.5%,-0.1,441-455-16,49.2%,50.8%,0.4,187-195-7,49.0%,51.1%,0.1,507-514-13,49.7%,50.3%,0.0,205-209-7,49.5%,50.5%,-0.1,208-193-6,51.9%,48.1%,1.0,174-176-7,49.7%,50.3%,0.4
San Antonio,937-950-27,49.7%,50.3%,0.3,519-502-13,50.8%,49.2%,0.5,46-25-0,64.8%,35.2%,5.3,365-337-13,52.0%,48.0%,1.3,554-609-14,47.6%,52.4%,-0.4,465-466-19,50.0%,50.1%,-0.1,309-277-11,52.7%,47.3%,0.4,621-670-16,48.1%,51.9%,0.2,463-479-8,49.2%,50.9%,0.5,170-176-6,49.1%,50.9%,0.3,562-559-14,50.1%,49.9%,0.2,196-220-9,47.1%,52.9%,0.1,222-228-5,49.3%,50.7%,0.1,159-190-7,45.6%,54.4%,-0.2
Charlotte,800-812-22,49.6%,50.4%,0.3,425-457-13,48.2%,51.8%,0.0,29-22-0,56.9%,43.1%,1.0,475-488-18,49.3%,50.7%,0.5,311-317-4,49.5%,50.5%,0.0,412-396-10,51.0%,49.0%,0.8,553-576-16,49.0%,51.0%,-0.1,244-232-5,51.3%,48.7%,1.4,388-415-12,48.3%,51.7%,-0.1,200-173-4,53.6%,46.4%,1.4,420-460-13,47.7%,52.3%,-0.2,195-196-5,49.9%,50.1%,0.0,180-159-4,53.1%,46.9%,1.7,151-157-5,49.0%,51.0%,0.5
LA Lakers,926-941-18,49.6%,50.4%,-0.1,458-479-8,48.9%,51.1%,-0.2,36-40-1,47.4%,52.6%,0.4,448-422-6,51.5%,48.5%,0.3,468-507-12,48.0%,52.0%,-0.5,472-445-10,51.5%,48.5%,0.7,421-415-8,50.4%,49.6%,-0.2,498-521-10,48.9%,51.1%,-0.1,441-478-8,48.0%,52.0%,-0.9,174-162-5,51.8%,48.2%,1.2,563-572-9,49.6%,50.4%,-0.3,213-213-5,50.0%,50.0%,-0.3,255-249-5,50.6%,49.4%,0.3,153-167-3,47.8%,52.2%,-1.1
Golden State,914-934-23,49.5%,50.5%,0.2,467-470-13,49.8%,50.2%,-0.5,40-28-0,58.8%,41.2%,1.1,399-403-4,49.8%,50.3%,0.7,502-522-19,49.0%,51.0%,-0.1,439-484-9,47.6%,52.4%,0.2,384-374-7,50.7%,49.3%,0.6,527-555-16,48.7%,51.3%,0.0,474-450-14,51.3%,48.7%,0.2,175-184-6,48.8%,51.3%,0.9,512-545-13,48.4%,51.6%,-0.4,226-241-4,48.4%,51.6%,1.0,221-223-6,49.8%,50.2%,0.9,187-177-4,51.4%,48.6%,1.2
New York,859-879-16,49.4%,50.6%,0.4,467-452-9,50.8%,49.2%,1.2,33-18-3,64.7%,35.3%,5.5,482-517-7,48.3%,51.8%,0.0,364-355-7,50.6%,49.4%,0.7,440-427-10,50.8%,49.3%,0.2,551-544-9,50.3%,49.7%,0.5,302-328-5,47.9%,52.1%,0.2,419-450-6,48.2%,51.8%,0.7,182-175-1,51.0%,49.0%,0.9,497-515-8,49.1%,50.9%,0.4,190-214-5,47.0%,53.0%,-0.5,202-213-2,48.7%,51.3%,-0.5,147-171-4,46.2%,53.8%,-1.0
LA Clippers,888-909-31,49.4%,50.6%,0.2,419-447-15,48.4%,51.6%,-0.6,32-30-2,51.6%,48.4%,3.0,419-423-11,49.8%,50.2%,0.5,457-476-20,49.0%,51.0%,-0.1,465-422-14,52.4%,47.6%,0.8,398-394-19,50.3%,49.8%,0.7,485-507-12,48.9%,51.1%,-0.2,412-476-16,46.4%,53.6%,-0.5,200-185-2,52.0%,48.1%,0.0,495-510-23,49.3%,50.8%,0.2,220-235-9,48.4%,51.7%,1.1,249-227-7,52.3%,47.7%,0.7,161-184-4,46.7%,53.3%,-0.2
Philadelphia,881-902-25,49.4%,50.6%,-0.1,441-501-12,46.8%,53.2%,-0.9,37-21-1,63.8%,36.2%,4.2,457-477-15,48.9%,51.1%,-0.1,412-415-10,49.8%,50.2%,-0.1,441-443-16,49.9%,50.1%,0.2,482-495-16,49.3%,50.7%,-0.1,395-400-9,49.7%,50.3%,0.0,433-453-9,48.9%,51.1%,-0.4,195-178-2,52.3%,47.7%,1.2,456-544-19,45.6%,54.4%,-1.4,220-194-5,53.1%,46.9%,0.5,220-207-8,51.5%,48.5%,1.3,193-159-3,54.8%,45.2%,1.7
Detroit,879-903-31,49.3%,50.7%,0.0,469-483-19,49.3%,50.7%,0.0,30-33-2,47.6%,52.4%,-3.2,476-491-10,49.2%,50.8%,0.1,393-400-21,49.6%,50.4%,0.0,419-476-11,46.8%,53.2%,-0.3,476-509-14,48.3%,51.7%,-0.2,400-385-17,51.0%,49.0%,0.3,459-426-20,51.9%,48.1%,0.2,176-204-9,46.3%,53.7%,-0.3,500-500-15,50.0%,50.0%,-0.2,203-201-4,50.3%,49.8%,-0.3,207-219-8,48.6%,51.4%,0.2,173-166-5,51.0%,49.0%,1.5
Dallas,909-939-25,49.2%,50.8%,0.2,480-503-11,48.8%,51.2%,0.2,31-34-0,47.7%,52.3%,0.0,382-388-10,49.6%,50.4%,0.5,514-542-15,48.7%,51.3%,-0.1,451-470-12,49.0%,51.0%,-0.3,356-352-8,50.3%,49.7%,0.7,546-582-17,48.4%,51.6%,-0.1,447-464-13,49.1%,50.9%,0.5,169-176-5,49.0%,51.0%,-0.5,532-560-16,48.7%,51.3%,0.1,205-206-7,49.9%,50.1%,0.9,224-230-7,49.3%,50.7%,-0.3,177-169-4,51.2%,48.8%,1.3
Miami,951-984-19,49.2%,50.9%,-0.3,532-530-13,50.1%,49.9%,0.1,45-26-0,63.4%,36.6%,4.5,405-408-9,49.8%,50.2%,-0.6,531-569-10,48.3%,51.7%,-0.2,457-493-9,48.1%,51.9%,-1.2,346-393-5,46.8%,53.2%,-1.3,605-585-14,50.8%,49.2%,0.4,480-475-9,50.3%,49.7%,0.6,169-170-5,49.9%,50.2%,-0.1,571-578-11,49.7%,50.3%,-0.3,194-232-1,45.5%,54.5%,-1.2,225-222-5,50.3%,49.7%,-0.3,166-210-3,44.2%,55.9%,-1.2
New Orleans,856-886-24,49.1%,50.9%,0.1,443-446-13,49.8%,50.2%,0.7,32-24-0,57.1%,42.9%,1.4,468-461-8,50.4%,49.6%,0.3,378-413-16,47.8%,52.2%,-0.1,408-458-13,47.1%,52.9%,-0.3,471-527-14,47.2%,52.8%,-0.2,376-352-10,51.7%,48.4%,0.4,446-421-11,51.4%,48.6%,0.5,175-183-8,48.9%,51.1%,0.1,488-509-10,49.0%,51.1%,0.2,211-227-5,48.2%,51.8%,-0.2,202-213-6,48.7%,51.3%,-0.9,161-170-6,48.6%,51.4%,-0.5
Cleveland,908-945-18,49.0%,51.0%,0.2,464-522-7,47.1%,52.9%,-0.3,27-37-2,42.2%,57.8%,-1.2,425-440-9,49.1%,50.9%,0.0,473-493-9,49.0%,51.0%,0.5,461-465-6,49.8%,50.2%,0.3,412-449-5,47.9%,52.2%,-0.3,491-492-13,50.0%,50.1%,0.7,447-479-12,48.3%,51.7%,0.2,185-198-3,48.3%,51.7%,0.2,501-521-10,49.0%,51.0%,0.2,226-208-6,52.1%,47.9%,1.1,218-215-5,50.4%,49.7%,0.6,195-189-3,50.8%,49.2%,0.6
Brooklyn,872-909-20,49.0%,51.0%,0.5,450-495-14,47.6%,52.4%,0.1,36-23-0,61.0%,39.0%,6.0,473-494-15,48.9%,51.1%,0.4,386-406-5,48.7%,51.3%,0.5,430-452-13,48.8%,51.3%,1.0,520-549-14,48.6%,51.4%,0.6,347-353-6,49.6%,50.4%,0.3,434-449-7,49.2%,50.9%,-0.1,185-192-3,49.1%,50.9%,1.9,495-500-14,49.8%,50.3%,0.0,203-208-3,49.4%,50.6%,0.4,219-206-3,51.5%,48.5%,1.6,156-194-3,44.6%,55.4%,-0.3
Houston,878-925-27,48.7%,51.3%,0.2,458-497-14,48.0%,52.0%,-0.1,24-31-1,43.6%,56.4%,0.8,413-390-15,51.4%,48.6%,1.0,457-522-11,46.7%,53.3%,-0.4,439-450-12,49.4%,50.6%,1.2,372-397-8,48.4%,51.6%,1.0,500-525-19,48.8%,51.2%,-0.4,432-461-15,48.4%,51.6%,-0.6,182-182-4,50.0%,50.0%,0.7,506-529-15,48.9%,51.1%,0.1,210-209-9,50.1%,49.9%,0.6,210-219-4,49.0%,51.1%,0.5,166-183-7,47.6%,52.4%,-0.1
Chicago,868-915-18,48.7%,51.3%,0.5,457-486-10,48.5%,51.5%,0.0,32-23-1,58.2%,41.8%,2.5,433-449-11,49.1%,50.9%,0.5,423-457-6,48.1%,51.9%,0.4,460-428-12,51.8%,48.2%,1.6,478-476-12,50.1%,49.9%,0.7,390-434-5,47.3%,52.7%,0.3,408-485-6,45.7%,54.3%,-0.6,189-198-2,48.8%,51.2%,0.4,464-507-12,47.8%,52.2%,0.1,219-235-6,48.2%,51.8%,0.3,192-194-2,49.7%,50.3%,1.7,183-187-3,49.5%,50.5%,1.2
Orlando,845-916-28,48.0%,52.0%,-0.4,450-502-14,47.3%,52.7%,-0.3,32-29-0,52.5%,47.5%,0.1,462-493-18,48.4%,51.6%,-0.4,374-410-10,47.7%,52.3%,-0.2,417-461-15,47.5%,52.5%,-0.6,497-522-16,48.8%,51.2%,0.0,343-391-12,46.7%,53.3%,-1.0,418-448-13,48.3%,51.7%,-0.1,186-168-8,52.5%,47.5%,0.6,463-559-14,45.3%,54.7%,-0.8,213-213-6,50.0%,50.0%,0.0,182-201-8,47.5%,52.5%,-0.7,164-160-6,50.6%,49.4%,-0.2
Memphis,857-930-22,48.0%,52.0%,-0.2,478-488-7,49.5%,50.5%,0.5,27-23-1,54.0%,46.0%,3.3,419-463-9,47.5%,52.5%,-0.4,426-458-12,48.2%,51.8%,0.0,439-449-10,49.4%,50.6%,0.1,469-470-6,50.0%,50.1%,0.1,384-451-15,46.0%,54.0%,-0.3,415-475-12,46.6%,53.4%,-0.4,173-201-7,46.3%,53.7%,-0.6,472-522-10,47.5%,52.5%,-0.2,189-229-6,45.2%,54.8%,-1.4,190-213-9,47.2%,52.9%,-0.2,185-184-4,50.1%,49.9%,0.0
