Rank,Hotness Score,Matchup,Time,Location
1,93.2,#6 Houston  at  #8 Golden State,10:00 PM,Chase Center
2,81.8,#11 Denver  at  #3 Cleveland,7:00 PM,Rocket Mortgage FieldHouse
3,77.0,#16 Sacramento  at  #7 Memphis,8:00 PM,FedExForum
4,63.9,#1 Okla City  at  #22 Toronto,7:30 PM,Scotiabank Arena
5,62.6,#23 Chicago  at  #17 San Antonio,8:00 PM,Frost Bank Center
6,60.0,#25 Charlotte  at  #4 New York,7:30 PM,Madison Square Garden
7,53.8,#15 Phoenix  at  #28 New Orleans,8:00 PM,Smoothie King Center
8,43.2,#5 Dallas  at  #30 Washington,7:00 PM,Capital One Arena
