Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-
Okla City,953-862-31,52.5%,1.0,0.3,505-435-14,53.7%,1.5,0.5,36-25-2,59.0%,1.1,0.2,436-388-19,52.9%,-0.6,0.5,505-465-11,52.1%,2.4,0.2,472-424-17,52.7%,-2.0,0.2,432-386-21,52.8%,-5.7,0.5,514-475-10,52.0%,6.6,0.1,471-430-14,52.3%,4.1,0.4,174-164-7,51.5%,-1.7,0.1,571-523-15,52.2%,1.6,0.3,215-206-9,51.1%,2.6,0.3,233-221-8,51.3%,-1.4,-0.2,172-150-7,53.4%,1.9,0.6
San Antonio,980-900-38,52.1%,3.7,0.5,531-483-21,52.4%,3.3,0.3,39-32-0,54.9%,5.2,2.2,366-334-18,52.3%,2.1,0.8,602-556-20,52.0%,4.6,0.3,473-461-17,50.6%,0.6,0.3,293-298-8,49.6%,-5.6,0.0,683-596-30,53.4%,8.0,0.7,502-431-20,53.8%,6.9,0.7,175-170-8,50.7%,2.3,0.4,584-531-23,52.4%,3.8,0.4,221-197-8,52.9%,6.0,0.9,228-220-9,50.9%,2.5,0.5,182-167-7,52.2%,4.5,0.5
Boston,995-928-38,51.7%,3.0,0.6,566-524-19,51.9%,2.4,0.3,38-33-1,53.5%,4.1,2.5,424-374-8,53.1%,1.7,0.7,557-547-29,50.5%,3.9,0.5,510-434-15,54.0%,0.6,1.1,371-308-15,54.6%,-3.1,2.0,619-614-23,50.2%,6.4,-0.1,470-483-22,49.3%,5.2,0.1,196-162-6,54.8%,2.2,1.7,583-558-18,51.1%,3.1,0.3,195-195-10,50.0%,5.3,0.9,234-209-9,52.8%,2.5,1.2,178-175-13,50.4%,3.1,0.2
Golden State,950-887-38,51.7%,2.3,0.3,490-442-20,52.6%,2.4,0.4,31-37-0,45.6%,0.4,-2.7,432-364-13,54.3%,1.2,1.4,507-512-25,49.8%,3.1,-0.5,454-460-19,49.7%,-1.2,-0.2,396-356-16,52.7%,-5.3,0.6,551-526-22,51.2%,7.6,0.1,495-427-19,53.7%,5.7,0.7,186-172-8,52.0%,-0.2,0.6,536-514-22,51.1%,2.7,0.2,241-218-13,52.5%,4.5,0.3,219-227-5,49.1%,-0.5,-0.1,197-164-8,54.6%,3.8,0.7
Dallas,948-889-39,51.6%,2.1,0.2,501-475-21,51.3%,1.7,0.2,29-35-1,45.3%,0.1,-1.1,421-339-20,55.4%,2.4,1.4,516-539-19,48.9%,2.0,-0.7,503-418-14,54.6%,-0.5,0.5,387-319-10,54.8%,-3.8,1.3,556-563-29,49.7%,5.8,-0.5,439-462-24,48.7%,4.9,-0.1,178-165-7,51.9%,0.4,0.3,559-528-24,51.4%,2.5,0.1,210-200-8,51.2%,4.7,0.2,237-214-10,52.6%,0.6,0.0,182-161-7,53.1%,3.0,0.6
Memphis,916-866-31,51.4%,-0.3,0.3,471-486-19,49.2%,-0.5,0.1,16-34-1,32.0%,-4.4,-4.0,443-436-13,50.4%,-1.6,0.2,468-413-18,53.1%,1.1,0.7,447-438-16,50.5%,-3.1,0.5,477-455-15,51.2%,-5.2,1.0,431-405-16,51.6%,5.1,-0.3,466-422-15,52.5%,2.4,0.2,207-173-2,54.5%,-2.0,0.3,507-479-21,51.4%,0.2,0.5,211-207-7,50.5%,1.6,0.1,234-173-5,57.5%,-2.0,1.2,186-180-7,50.8%,0.6,0.6
Denver,933-885-35,51.3%,1.9,0.2,482-439-13,52.3%,1.8,0.4,43-23-2,65.2%,4.4,3.4,406-367-10,52.5%,1.7,0.6,513-511-24,50.1%,2.0,-0.2,448-445-20,50.2%,-2.0,-0.3,383-351-16,52.2%,-4.3,0.9,544-531-19,50.6%,6.1,-0.4,468-430-14,52.1%,5.8,0.5,164-187-7,46.7%,-1.9,-1.1,565-503-20,52.9%,2.8,0.5,234-206-13,53.2%,4.6,0.5,217-240-9,47.5%,-0.7,-0.6,161-172-6,48.4%,2.2,-0.4
Miami,982-932-43,51.3%,1.9,0.2,545-510-22,51.7%,2.1,0.3,41-30-0,57.8%,3.6,1.0,437-368-18,54.3%,1.5,1.0,534-553-25,49.1%,2.1,-0.4,495-444-20,52.7%,-0.9,0.3,377-351-17,51.8%,-4.6,0.9,602-578-26,51.0%,5.8,-0.3,466-478-23,49.4%,4.6,-0.1,169-163-13,50.9%,-0.5,-0.4,577-561-23,50.7%,2.2,0.1,215-205-8,51.2%,3.2,0.2,222-217-13,50.6%,0.1,-0.1,195-178-7,52.3%,2.8,0.6
Indiana,916-887-43,50.8%,0.6,0.3,510-476-29,51.7%,0.8,0.5,39-20-3,66.1%,4.6,2.3,457-399-24,53.4%,0.7,1.1,444-481-19,48.0%,0.4,-0.6,447-454-17,49.6%,-2.8,-0.2,438-425-24,50.8%,-4.5,0.9,469-455-19,50.8%,5.3,-0.3,462-425-26,52.1%,4.0,0.7,175-210-5,45.5%,-2.1,-1.0,507-505-25,50.1%,0.8,0.2,207-206-10,50.1%,2.6,0.4,199-205-4,49.3%,-2.2,-0.5,195-152-10,56.2%,2.3,1.6
New York,879-855-24,50.7%,-2.0,0.2,471-447-13,51.3%,-1.9,0.1,29-24-1,54.7%,-4.1,-0.9,498-495-14,50.2%,-3.0,0.1,369-351-9,51.3%,-0.7,0.2,451-413-14,52.2%,-4.2,0.7,543-543-18,50.0%,-5.9,0.5,326-307-6,51.5%,4.5,-0.5,427-441-10,49.2%,0.1,-0.3,175-176-7,49.9%,-3.5,0.2,520-492-12,51.4%,-1.4,0.4,201-204-4,49.6%,-0.9,-0.2,207-204-7,50.4%,-3.5,0.6,155-163-4,48.7%,-2.0,-0.5
