Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-
Boston,512-434-20,54.1%,4.4,0.9,296-243-10,54.9%,3.8,0.5,23-14-1,62.2%,6.9,3.6,196-156-4,55.7%,3.4,1.0,309-275-15,52.9%,4.9,0.8,253-202-8,55.6%,2.3,1.2,152-109-5,58.2%,-1.9,2.9,356-323-15,52.4%,6.8,0.2,244-221-11,52.5%,6.3,0.5,86-64-3,57.3%,3.5,2.0,314-271-10,53.7%,4.5,0.7,96-87-4,52.5%,7.6,1.9,120-104-6,53.6%,3.2,1.4,89-85-6,51.2%,4.1,0.4
Okla City,451-411-14,52.3%,1.2,0.4,239-214-5,52.8%,1.1,0.3,17-12-1,58.6%,1.9,1.8,194-191-9,50.4%,-0.7,0.2,249-217-5,53.4%,2.8,0.5,221-204-6,52.0%,-1.6,-0.1,209-178-10,54.0%,-5.7,0.4,240-232-4,50.9%,7.0,0.4,222-199-8,52.7%,4.3,1.0,75-70-3,51.7%,-1.7,-0.2,280-259-6,52.0%,1.6,0.2,91-95-5,48.9%,3.0,0.4,121-102-4,54.3%,0.0,0.5,79-70-4,53.0%,2.5,1.3
Philadelphia,457-417-17,52.3%,-0.1,0.4,258-206-8,55.6%,0.5,0.7,15-15-0,50.0%,1.2,1.5,230-197-9,53.9%,-2.4,0.8,222-214-8,50.9%,2.3,0.1,212-217-11,49.4%,-2.9,0.1,218-215-8,50.4%,-6.9,0.4,236-198-9,54.4%,6.7,0.5,241-191-6,55.8%,2.8,0.8,72-74-4,49.3%,-3.0,0.0,288-241-9,54.4%,0.8,0.7,94-107-2,46.8%,-0.5,-0.8,105-104-7,50.2%,-1.0,0.9,82-87-4,48.5%,-0.3,-0.4
Dallas,449-421-20,51.6%,0.7,0.5,254-227-11,52.8%,0.9,1.0,12-18-0,40.0%,-3.1,-2.4,231-186-12,55.4%,1.3,1.9,213-229-8,48.2%,0.3,-0.7,235-197-8,54.4%,-1.4,0.9,223-205-9,52.1%,-4.1,1.3,223-212-11,51.3%,5.5,-0.2,208-215-11,49.2%,3.1,0.2,76-71-4,51.7%,-1.3,0.9,287-252-12,53.3%,1.5,0.6,90-95-4,48.7%,2.5,-0.2,105-99-5,51.5%,-1.1,0.1,74-80-4,48.1%,0.9,0.4
Miami,460-434-23,51.5%,0.9,0.2,253-245-10,50.8%,0.9,0.2,22-10-0,68.8%,5.7,3.7,227-175-10,56.5%,1.9,1.7,228-253-13,47.4%,-0.1,-1.0,235-200-8,54.0%,-1.3,0.8,213-186-6,53.4%,-3.7,1.6,245-247-17,49.8%,4.5,-0.9,204-224-15,47.7%,2.9,-0.5,75-62-7,54.7%,-1.2,0.4,273-291-14,48.4%,0.6,-0.4,110-102-6,51.9%,2.6,0.4,97-87-7,52.7%,-1.4,0.2,90-71-2,55.9%,2.6,1.5
Utah,437-416-21,51.2%,2.0,0.5,240-215-9,52.8%,2.3,0.9,13-14-1,48.2%,1.9,-1.0,190-198-9,49.0%,0.2,-0.3,242-212-12,53.3%,3.6,1.0,216-207-8,51.1%,-1.1,0.0,182-173-7,51.3%,-5.1,0.7,251-241-14,51.0%,7.0,0.2,215-199-13,51.9%,5.3,0.9,74-71-7,51.0%,0.8,0.8,276-248-8,52.7%,2.3,0.6,95-104-5,47.7%,3.4,-0.6,102-97-7,51.3%,0.1,0.5,74-83-5,47.1%,2.4,-0.2
Memphis,440-420-13,51.2%,-0.4,0.4,232-234-8,49.8%,-0.3,0.5,9-17-0,34.6%,-4.1,-4.5,215-206-6,51.1%,-1.6,0.2,222-206-7,51.9%,0.9,0.8,207-217-6,48.8%,-3.1,-0.1,230-227-5,50.3%,-5.5,0.7,205-192-8,51.6%,5.2,-0.1,230-197-7,53.9%,2.2,0.8,81-74-0,52.3%,-2.4,-0.2,273-249-8,52.3%,0.1,0.6,103-100-4,50.7%,1.5,0.2,105-86-1,55.0%,-2.8,0.3,77-80-5,49.0%,0.3,0.9
Indiana,435-418-19,51.0%,0.3,0.3,244-234-11,51.1%,0.3,0.2,19-12-0,61.3%,3.4,0.7,227-193-10,54.1%,0.9,1.4,201-221-9,47.6%,-0.5,-0.9,213-212-6,50.1%,-2.4,-0.1,220-207-9,51.5%,-4.3,0.9,211-207-10,50.5%,4.9,-0.4,215-198-13,52.1%,3.2,0.7,70-79-2,47.0%,-2.5,-0.5,270-268-12,50.2%,0.3,0.0,101-89-5,53.2%,2.6,1.2,90-95-3,48.7%,-2.3,-0.2,76-59-5,56.3%,2.4,2.5
LA Clippers,456-440-7,50.9%,2.9,0.2,232-215-4,51.9%,2.6,0.6,23-9-0,71.9%,3.4,2.1,182-177-2,50.7%,2.2,0.3,265-261-5,50.4%,3.3,0.1,229-204-5,52.9%,0.9,0.9,151-156-1,49.2%,-4.7,0.5,304-280-6,52.1%,6.9,0.2,215-227-2,48.6%,4.7,-0.4,76-83-1,47.8%,2.2,1.0,278-262-4,51.5%,3.3,0.4,110-107-2,50.7%,4.2,-0.7,114-118-1,49.1%,2.0,0.4,79-86-2,47.9%,1.9,-1.6
Golden State,477-461-21,50.9%,5.2,0.0,263-254-9,50.9%,5.0,0.2,17-19-0,47.2%,3.9,-1.5,165-152-4,52.1%,3.9,1.1,307-303-17,50.3%,5.9,-0.5,227-238-9,48.8%,2.3,-0.5,116-114-2,50.4%,-5.1,0.1,360-345-19,51.1%,8.6,0.0,249-223-12,52.8%,8.0,0.5,76-74-5,50.7%,3.5,-0.3,272-273-10,49.9%,5.4,0.0,113-109-8,50.9%,6.8,-0.3,101-98-4,50.8%,3.8,0.1,112-95-6,54.1%,6.2,0.5
Orlando,422-409-13,50.8%,-3.4,-0.1,252-219-6,53.5%,-2.8,0.4,16-14-0,53.3%,-0.1,2.1,245-247-10,49.8%,-4.1,0.1,171-157-3,52.1%,-2.6,-0.4,219-197-5,52.6%,-5.6,0.0,295-304-10,49.3%,-6.7,-0.1,124-104-3,54.4%,4.9,-0.1,194-204-8,48.7%,-1.2,-0.3,77-73-4,51.3%,-5.7,-0.3,261-251-9,51.0%,-2.8,0.2,77-100-2,43.5%,-3.8,-1.6,93-90-5,50.8%,-4.7,0.3,68-71-0,48.9%,-4.0,-1.4
San Antonio,432-423-15,50.5%,0.9,0.2,238-225-7,51.4%,0.5,0.0,15-14-0,51.7%,0.2,1.9,206-191-11,51.9%,-0.9,0.6,221-226-4,49.4%,2.5,-0.3,209-210-11,49.9%,-1.7,0.1,198-202-8,49.5%,-6.6,-0.2,233-219-7,51.6%,7.6,0.5,218-205-3,51.5%,3.7,0.3,75-74-3,50.3%,-0.4,0.2,270-255-9,51.4%,1.0,0.0,99-97-3,50.5%,3.3,0.8,95-101-5,48.5%,-0.6,0.0,72-80-3,47.4%,2.1,0.2
Toronto,453-445-13,50.5%,2.3,0.2,248-250-6,49.8%,2.0,-0.2,16-14-0,53.3%,-0.6,-3.4,192-187-5,50.7%,1.3,0.4,254-254-8,50.0%,3.0,0.2,220-215-7,50.6%,-0.1,0.4,176-166-9,51.5%,-4.1,0.8,275-277-4,49.8%,6.3,-0.1,222-221-6,50.1%,4.5,0.0,85-66-3,56.3%,0.9,1.5,278-278-8,50.0%,2.8,0.3,94-107-3,46.8%,3.3,-0.1,111-88-4,55.8%,1.8,1.7,74-87-2,46.0%,2.2,-0.4
New York,419-413-15,50.4%,-2.2,0.4,233-216-10,51.9%,-1.8,0.7,10-14-1,41.7%,-7.0,-2.6,240-242-8,49.8%,-3.0,0.7,174-166-6,51.2%,-1.0,0.2,217-197-8,52.4%,-4.0,0.9,262-281-11,48.3%,-6.3,0.3,153-129-4,54.3%,5.6,0.7,201-215-7,48.3%,-0.5,0.0,69-73-3,48.6%,-3.9,0.7,267-247-11,52.0%,-1.5,0.7,98-99-2,49.8%,-1.8,-0.4,88-98-3,47.3%,-3.7,0.7,73-79-0,48.0%,-2.4,0.0
Sacramento,406-404-24,50.1%,-2.3,-0.3,200-208-8,49.0%,-2.4,-0.6,18-9-0,66.7%,0.6,2.1,240-211-15,53.2%,-2.0,0.4,160-188-9,46.0%,-2.6,-1.3,218-183-12,54.4%,-3.6,0.6,262-242-16,52.0%,-5.8,0.4,143-160-8,47.2%,3.6,-1.5,184-216-12,46.0%,-1.0,-1.2,81-75-7,51.9%,-5.1,-0.2,243-239-11,50.4%,-1.3,-0.2,97-106-11,47.8%,-0.8,-0.3,109-90-5,54.8%,-3.6,0.2,64-81-6,44.1%,-3.0,-1.1
