Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-
Cleveland,18-7-0,72.0%,9.9,3.0,11-5-0,68.8%,10.6,3.3,1-0-0,100.0%,30.0,23.5,2-1-0,66.7%,5.3,-1.7,15-6-0,71.4%,9.6,2.7,7-4-0,63.6%,5.9,1.2,3-0-0,100.0%,1.3,5.2,15-7-0,68.2%,11.1,2.7,11-3-0,78.6%,13.1,4.4,3-2-0,60.0%,8.8,1.5,13-4-0,76.5%,10.1,3.6,2-2-0,50.0%,6.3,-4.1,5-0-0,100.0%,10.8,8.0,1-1-0,50.0%,1.5,-8.8
Memphis,17-8-0,68.0%,8.7,6.3,10-6-0,62.5%,9.4,5.7,0-1-0,0.0%,2.0,-0.5,7-1-0,87.5%,7.6,6.7,10-6-0,62.5%,9.7,6.5,7-4-0,63.6%,6.5,7.3,6-2-0,75.0%,2.1,7.3,11-6-0,64.7%,11.8,5.8,10-4-0,71.4%,10.4,5.5,4-0-0,100.0%,17.5,17.6,11-7-0,61.1%,7.8,4.4,2-2-0,50.0%,0.5,-2.8,5-0-0,100.0%,13.0,15.4,2-0-0,100.0%,3.0,4.5
Toronto,17-8-0,68.0%,-4.9,2.9,10-5-0,66.7%,-5.1,2.4,0-1-0,0.0%,-30.0,-23.5,13-4-0,76.5%,-2.0,5.2,4-3-0,57.1%,-8.3,1.1,7-5-0,58.3%,-6.0,3.2,17-8-0,68.0%,-4.9,2.9,,,,,10-3-0,76.9%,-3.8,2.7,4-1-0,80.0%,-6.6,4.5,11-4-0,73.3%,-2.9,4.2,2-1-0,66.7%,1.7,5.5,5-2-0,71.4%,-7.1,3.0,2-2-0,50.0%,-3.8,3.0
Houston,16-8-0,66.7%,7.0,4.0,9-6-0,60.0%,8.9,3.9,0-1-0,0.0%,-5.0,-13.0,6-2-0,75.0%,8.4,6.2,10-5-0,66.7%,7.1,3.9,7-5-0,58.3%,2.9,2.7,5-2-0,71.4%,-0.3,3.4,11-6-0,64.7%,10.1,4.2,9-3-0,75.0%,11.2,5.3,3-2-0,60.0%,2.4,-3.0,9-5-0,64.3%,9.7,6.4,3-0-0,100.0%,5.0,8.7,4-2-0,66.7%,3.3,1.8,4-0-0,100.0%,6.5,8.5
Brooklyn,15-8-1,65.2%,-3.8,3.0,6-5-1,54.6%,-4.5,1.9,1-0-0,100.0%,-4.0,2.5,8-4-1,66.7%,-1.6,5.5,6-4-0,60.0%,-6.5,-0.1,9-3-1,75.0%,-3.3,5.7,13-6-1,68.4%,-4.4,4.2,2-2-0,50.0%,-0.8,-2.5,6-5-0,54.6%,-4.3,0.0,4-1-0,80.0%,-1.6,8.2,8-6-1,57.1%,-3.6,2.1,5-2-0,71.4%,-5.0,2.3,4-1-0,80.0%,-0.2,6.8,2-1-0,66.7%,-8.0,-0.5
LA Clippers,16-9-0,64.0%,1.3,3.2,8-3-0,72.7%,2.2,4.5,1-0-0,100.0%,-3.0,2.0,5-5-0,50.0%,-0.5,0.6,10-4-0,71.4%,2.9,5.1,7-3-0,70.0%,0.5,5.1,10-7-0,58.8%,-4.3,1.2,6-2-0,75.0%,13.3,7.3,9-6-0,60.0%,1.9,1.9,2-4-0,33.3%,-8.8,-4.3,12-3-0,80.0%,6.4,7.1,4-3-0,57.1%,1.4,0.9,4-3-0,57.1%,-0.1,3.3,1-2-0,33.3%,-2.3,-1.5
Dallas,14-9-1,60.9%,7.7,3.7,7-4-1,63.6%,8.4,4.4,1-0-0,100.0%,11.0,2.5,4-3-1,57.1%,8.9,3.6,9-6-0,60.0%,6.8,3.8,7-5-1,58.3%,4.5,3.0,5-2-1,71.4%,3.3,6.9,9-7-0,56.3%,9.9,2.1,7-4-0,63.6%,11.5,4.5,4-1-0,80.0%,3.4,4.3,6-8-1,42.9%,7.9,2.3,2-1-0,66.7%,9.3,1.5,5-4-0,55.6%,6.1,3.4,3-0-0,100.0%,12.7,9.8
Okla City,14-9-0,60.9%,11.9,3.9,9-3-0,75.0%,13.7,6.0,2-0-0,100.0%,18.0,17.3,2-3-0,40.0%,11.2,1.1,11-6-0,64.7%,11.9,3.9,8-4-0,66.7%,11.6,5.5,1-0-0,100.0%,15.0,17.0,13-9-0,59.1%,11.8,3.3,6-5-0,54.6%,12.3,2.1,2-2-0,50.0%,13.3,4.4,10-6-0,62.5%,10.8,2.4,3-2-0,60.0%,13.2,4.0,2-4-0,33.3%,7.3,-0.5,0-1-0,0.0%,12.0,-0.5
Golden State,14-9-0,60.9%,5.0,2.9,12-3-0,80.0%,10.2,8.8,1-0-0,100.0%,36.0,28.5,7-2-0,77.8%,4.7,4.8,6-7-0,46.2%,2.8,-0.4,7-5-0,58.3%,6.1,4.7,7-3-0,70.0%,-0.5,3.5,7-6-0,53.9%,9.2,2.4,7-4-0,63.6%,3.7,0.9,1-2-0,33.3%,-4.0,-5.7,10-4-0,71.4%,6.7,4.3,2-4-0,33.3%,-2.0,-6.1,0-2-0,0.0%,-13.5,-14.5,2-3-0,40.0%,-0.8,-1.1
Charlotte,14-10-0,58.3%,-5.5,1.4,9-7-0,56.3%,-7.0,0.8,1-0-0,100.0%,5.0,13.0,9-8-0,52.9%,-6.8,-0.3,4-2-0,66.7%,-3.7,4.0,6-4-0,60.0%,-8.9,-0.5,14-9-0,60.9%,-6.0,1.5,0-1-0,0.0%,5.0,-1.5,8-6-0,57.1%,-3.1,2.7,3-2-0,60.0%,-6.2,2.6,9-6-0,60.0%,-7.1,0.3,3-1-0,75.0%,-1.0,1.5,2-2-0,50.0%,-4.0,3.5,1-2-0,33.3%,0.0,0.8
