Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,95.7,11:00 AM,Imperial Arena,14,Marquette,53,Georgia,Marquette,Marquette,Georgia,Georgia,-4.5,−115,False,+4.5,−115,True,Marquette,169-158-4,51.7%,4.7,0.4,60-47-2,56.1%,-1.6,1.0,Georgia,160-160-5,50.0%,-0.4,-0.5,79-92-2,46.2%,4.8,-0.7,Georgia,+4.5,−115,94-83-3,53.1%,-7.3,-0.1,Marquette,-4.5,−115,105-97-1,52.0%,10.6,0.5
2,90.0,2:00 PM,McCamish Pavilion,11,Cincinnati,111,Ga Tech,Cincinnati,Cincinnati,Georgia Tech,Georgia Tech,-7,−112,False,+7,−108,True,Cincinnati,157-167-6,48.5%,8.3,0.4,51-59-3,46.4%,1.0,-0.7,Ga Tech,165-142-4,53.8%,-0.2,0.4,83-75-2,52.5%,4.1,-0.3,Ga Tech,+7,−108,107-92-3,53.8%,-6.3,0.7,Cincinnati,-7,−112,122-129-5,48.6%,11.9,0.7
3,87.1,10:00 PM,Leavey Center,67,Stanford,108,Santa Clara,Stanford,Stanford,Santa Clara,Santa Clara,-1,−110,False,+1,−110,True,Stanford,154-159-9,49.2%,1.5,-0.3,45-62-5,42.1%,-5.7,-1.8,Santa Clara,151-142-8,51.5%,0.3,0.1,69-80-3,46.3%,4.2,-1.2,Santa Clara,+1,−110,83-70-6,54.3%,-8.3,0.2,Stanford,-1,−110,88-79-3,52.7%,8.5,-0.2
4,81.9,12:30 AM,SimpliFi Arena at Stan Sheriff Center,8,N Carolina,176,Hawaii,North Carolina,North Carolina,Hawaii,Hawaii,N/A,N/A,False,N/A,N/A,False,N Carolina,187-168-11,52.7%,8.8,0.7,53-56-3,48.6%,3.1,0.1,Hawaii,140-141-3,49.8%,3.9,0.3,75-81-1,48.1%,6.8,-0.3,Hawaii,N/A,N/A,53-59-2,47.3%,-4.7,0.9,N Carolina,N/A,N/A,160-134-9,54.4%,11.5,0.8
5,80.9,5:00 PM,Mohegan Sun Arena,123,Temple,121,U Mass,Temple,Temple,Massachusetts,Massachusetts,+1.5,−112,True,N/A,N/A,False,Temple,156-146-9,51.7%,0.7,0.0,63-49-5,56.3%,-3.1,0.1,U Mass,145-150-6,49.2%,-0.7,-0.7,74-72-4,50.7%,4.1,-0.3,Temple,+1.5,−112,80-59-5,57.6%,-5.5,1.3,U Mass,N/A,N/A,64-73-5,46.7%,5.1,-1.7
6,80.4,12:00 PM,Mackey Arena,180,Marshall,22,Purdue,Marshall,Marshall,Purdue,Purdue,+20.5,−108,True,-20.5,−112,False,Marshall,154-155-4,49.8%,1.8,-0.3,63-72-0,46.7%,-5.0,-1.6,Purdue,173-158-11,52.3%,10.0,1.0,84-66-5,56.0%,17.4,2.7,Marshall,+20.5,−108,54-75-2,41.9%,-9.1,-1.8,Purdue,-20.5,−112,141-128-9,52.4%,12.3,1.0
7,73.3,7:00 PM,Thomas & Mack Center,191,N Mex State,95,Unlv,New Mexico State,New Mexico St.,UNLV,UNLV,+11,−108,True,-11,−112,False,N Mex State,113-110-4,50.7%,7.8,0.0,46-52-2,46.9%,0.6,-1.2,Unlv,151-157-7,49.0%,2.7,-0.3,82-88-3,48.2%,7.5,-0.3,N Mex State,+11,−108,37-40-0,48.1%,-7.2,-0.5,Unlv,-11,−112,85-90-3,48.6%,7.8,-0.4
8,71.6,1:00 PM,Alico Arena,149,Northeastrn,164,Fla Gulf Cst,,Northeastern,FGCU,Florida Gulf Coast,N/A,N/A,False,N/A,N/A,False,Northeastrn,141-156-8,47.5%,0.8,-0.3,65-72-3,47.5%,-3.0,-0.4,Fla Gulf Cst,105-111-1,48.6%,3.2,-0.2,49-48-1,50.5%,9.0,-0.2,Fla Gulf Cst,N/A,N/A,49-54-0,47.6%,-7.2,0.8,Northeastrn,N/A,N/A,82-84-3,49.4%,6.4,0.4
9,70.5,6:00 PM,Joseph J. Gentile Arena,212,Tulsa,94,Loyola-Chi,Tulsa,Tulsa,Loyola Chicago,Loyola-Chicago,+10.5,−110,True,-10.5,−110,False,Tulsa,138-156-8,46.9%,0.3,-0.6,45-67-1,40.2%,-7.1,-2.3,Loyola-Chi,164-155-4,51.4%,5.7,0.4,71-76-0,48.3%,11.5,0.2,Tulsa,+10.5,−110,68-88-3,43.6%,-7.7,-0.8,Loyola-Chi,-10.5,−110,108-108-3,50.0%,9.1,0.1
10,69.9,4:00 PM,UW-Milwaukee Panther Arena,159,Wofford,172,Wi-Milwkee,,Wofford,Milwaukee,Milwaukee,N/A,N/A,False,-3,−105,False,Wofford,154-140-3,52.4%,5.1,0.9,75-70-2,51.7%,-2.1,0.5,Wi-Milwkee,140-158-5,47.0%,-0.7,-0.6,56-71-2,44.1%,4.5,-1.0,Wi-Milwkee,-3,−105,84-80-3,51.2%,-6.9,0.5,Wofford,N/A,N/A,89-78-3,53.3%,8.7,0.8
