Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,95.7,11:00 AM,Imperial Arena,14,Marquette,53,Georgia,Marquette,Marquette,Georgia,Georgia,-4.5,−115,False,+4.5,−115,True,Marquette,418-377-13,52.6%,5.5,0.4,163-120-4,57.6%,-1.8,0.8,Georgia,393-389-11,50.3%,0.3,0.1,187-199-4,48.5%,5.7,0.0,Georgia,+4.5,−115,226-222-5,50.5%,-7.0,0.5,Marquette,-4.5,−115,243-235-8,50.8%,9.5,0.2
2,90.0,2:00 PM,McCamish Pavilion,11,Cincinnati,111,Ga Tech,Cincinnati,Cincinnati,Georgia Tech,Georgia Tech,-7,−112,False,+7,−108,True,Cincinnati,387-424-20,47.7%,8.1,0.2,135-146-7,48.0%,0.7,-0.1,Ga Tech,396-379-9,51.1%,1.5,0.0,192-179-4,51.8%,7.1,-0.4,Ga Tech,+7,−108,237-212-7,52.8%,-6.5,0.6,Cincinnati,-7,−112,281-311-16,47.5%,11.1,0.2
3,87.1,10:00 PM,Leavey Center,67,Stanford,108,Santa Clara,Stanford,Stanford,Santa Clara,Santa Clara,-1,−110,False,+1,−110,True,Stanford,432-396-20,52.2%,5.2,0.3,153-147-6,51.0%,-0.7,0.2,Santa Clara,383-370-19,50.9%,0.4,-0.3,177-194-8,47.7%,4.7,-1.1,Santa Clara,+1,−110,209-191-13,52.3%,-8.0,0.0,Stanford,-1,−110,286-244-12,54.0%,10.1,0.5
4,81.9,12:30 AM,SimpliFi Arena at Stan Sheriff Center,8,N Carolina,176,Hawaii,North Carolina,North Carolina,Hawaii,Hawaii,N/A,N/A,False,N/A,N/A,False,N Carolina,475-434-18,52.3%,9.3,0.5,144-151-5,48.8%,3.0,0.0,Hawaii,357-373-9,48.9%,2.6,0.0,200-208-4,49.0%,6.6,-0.1,Hawaii,N/A,N/A,162-158-3,50.6%,-5.8,0.9,N Carolina,N/A,N/A,397-332-14,54.5%,12.3,0.7
5,80.9,5:00 PM,Mohegan Sun Arena,123,Temple,121,U Mass,Temple,Temple,Massachusetts,Massachusetts,+1.5,−112,True,N/A,N/A,False,Temple,441-402-19,52.3%,3.1,0.3,187-153-8,55.0%,0.1,0.7,U Mass,371-390-12,48.8%,0.4,-0.3,165-184-6,47.3%,4.6,-0.7,Temple,+1.5,−112,166-143-8,53.7%,-5.3,1.0,U Mass,N/A,N/A,175-200-8,46.7%,6.0,-0.9
6,80.4,12:00 PM,Mackey Arena,180,Marshall,22,Purdue,Marshall,Marshall,Purdue,Purdue,+20.5,−108,True,-20.5,−112,False,Marshall,344-391-15,46.8%,1.4,-0.6,149-185-4,44.6%,-6.0,-1.6,Purdue,418-418-21,50.0%,6.8,0.4,204-177-10,53.5%,13.9,1.7,Marshall,+20.5,−108,156-201-4,43.7%,-8.6,-1.2,Purdue,-20.5,−112,299-282-15,51.5%,11.0,0.6
7,73.3,7:00 PM,Thomas & Mack Center,191,N Mex State,95,Unlv,New Mexico State,New Mexico St.,UNLV,UNLV,+11,−108,True,-11,−112,False,N Mex State,325-334-18,49.3%,5.5,0.1,142-153-8,48.1%,-1.8,-0.3,Unlv,362-351-14,50.8%,4.5,0.0,189-197-8,49.0%,9.3,-0.5,N Mex State,+11,−108,130-150-6,46.4%,-6.6,0.0,Unlv,-11,−112,225-225-8,50.0%,8.3,-0.3
8,71.6,1:00 PM,Alico Arena,149,Northeastrn,164,Fla Gulf Cst,,Northeastern,FGCU,Florida Gulf Coast,N/A,N/A,False,N/A,N/A,False,Northeastrn,269-288-14,48.3%,-0.3,-0.3,132-134-5,49.6%,-4.3,0.0,Fla Gulf Cst,124-125-2,49.8%,0.9,0.1,55-52-1,51.4%,7.3,0.0,Fla Gulf Cst,N/A,N/A,61-62-1,49.6%,-7.1,1.2,Northeastrn,N/A,N/A,139-147-7,48.6%,5.9,-0.4
9,70.5,6:00 PM,Joseph J. Gentile Arena,212,Tulsa,94,Loyola-Chi,Tulsa,Tulsa,Loyola Chicago,Loyola-Chicago,+10.5,−110,True,-10.5,−110,False,Tulsa,389-368-18,51.4%,3.3,0.1,147-153-8,49.0%,-3.7,-0.4,Loyola-Chi,368-369-25,49.9%,1.3,0.0,162-165-15,49.5%,6.9,-0.1,Tulsa,+10.5,−110,161-168-9,48.9%,-6.6,0.2,Loyola-Chi,-10.5,−110,181-177-9,50.6%,7.3,-0.3
10,69.9,4:00 PM,UW-Milwaukee Panther Arena,159,Wofford,172,Wi-Milwkee,,Wofford,Milwaukee,Milwaukee,N/A,N/A,False,-3,−105,False,Wofford,339-310-9,52.2%,2.3,0.3,184-158-7,53.8%,-5.3,0.8,Wi-Milwkee,376-358-22,51.2%,0.1,0.0,156-161-7,49.2%,5.4,-0.4,Wi-Milwkee,-3,−105,207-184-11,52.9%,-7.5,0.7,Wofford,N/A,N/A,160-153-6,51.1%,7.1,-0.2
