Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,95.7,11:00 AM,Imperial Arena,14,Marquette,53,Georgia,Marquette,Marquette,Georgia,Georgia,-4.5,−115,False,+4.5,−115,True,Marquette,4-1-0,80.0%,17.8,4.6,1-0-0,100.0%,4.0,6.5,Georgia,3-2-0,60.0%,20.4,3.1,2-2-0,50.0%,23.5,+2.4,Georgia,+4.5,−115,0,0,0.0,0.0,Marquette,-4.5,−115,3-1-0,75.0%,21.3,4.1
2,90.0,2:00 PM,McCamish Pavilion,11,Cincinnati,111,Ga Tech,Cincinnati,Cincinnati,Georgia Tech,Georgia Tech,-7,−112,False,+7,−108,True,Cincinnati,3-1-0,75.0%,33.8,7.4,1-0-0,100.0%,16.0,2.5,Ga Tech,1-3-0,25.0%,5.5,-7.5,1-3-0,25.0%,5.5,-7.5,Ga Tech,+7,−108,0-1-0,0.0%,-8.0,-6.0,Cincinnati,-7,−112,3-1-0,75.0%,33.8,7.4
3,87.1,10:00 PM,Leavey Center,67,Stanford,108,Santa Clara,Stanford,Stanford,Santa Clara,Santa Clara,-1,−110,False,+1,−110,True,Stanford,4-1-0,80.0%,19.4,2.3,0,0,0.0,0.0,Santa Clara,2-3-0,40.0%,1.6,-3.3,1-1-0,50.0%,17.0,+4.8,Santa Clara,+1,−110,0-1-0,0.0%,-26.0,-18.5,Stanford,-1,−110,4-1-0,80.0%,19.4,2.3
4,81.9,12:30 AM,SimpliFi Arena at Stan Sheriff Center,8,N Carolina,176,Hawaii,North Carolina,North Carolina,Hawaii,Hawaii,N/A,N/A,False,N/A,N/A,False,N Carolina,3-1-0,75.0%,20.3,5.1,2-0-0,100.0%,7.5,3.5,Hawaii,2-2-0,50.0%,8.6,2.6,2-2-0,50.0%,8.6,+2.6,Hawaii,N/A,N/A,0-1-0,0.0%,-18.0,-2.0,N Carolina,N/A,N/A,2-1-0,66.7%,28.0,5.2
5,80.9,5:00 PM,Mohegan Sun Arena,123,Temple,121,U Mass,Temple,Temple,Massachusetts,Massachusetts,+1.5,−112,True,N/A,N/A,False,Temple,1-4-0,20.0%,7.2,1.5,0-1-0,0.0%,-3.0,-4.5,U Mass,2-2-0,50.0%,2.3,-0.8,1-1-0,50.0%,12.5,+1.3,Temple,+1.5,−112,0-1-0,0.0%,-9.0,-4.5,U Mass,N/A,N/A,1-1-0,50.0%,12.5,1.3
6,80.4,12:00 PM,Mackey Arena,180,Marshall,22,Purdue,Marshall,Marshall,Purdue,Purdue,+20.5,−108,True,-20.5,−112,False,Marshall,2-1-0,66.7%,14.5,2.2,0,0,0.0,0.0,Purdue,2-3-0,40.0%,7.6,-2.5,2-2-0,50.0%,14.0,0.0,Marshall,+20.5,−108,0-1-0,0.0%,-10.0,-9.0,Purdue,-20.5,−112,1-2-0,33.3%,15.7,-4.3
7,73.3,7:00 PM,Thomas & Mack Center,191,N Mex State,95,Unlv,New Mexico State,New Mexico St.,UNLV,UNLV,+11,−108,True,-11,−112,False,N Mex State,1-2-0,33.3%,7.0,-0.2,1-1-0,50.0%,-4.5,1.5,Unlv,1-2-1,33.3%,10.0,-1.5,1-2-1,33.3%,10.0,-1.5,N Mex State,+11,−108,0-1-0,0.0%,-21.0,-5.5,Unlv,-11,−112,1-2-1,33.3%,10.0,-1.5
8,71.6,1:00 PM,Alico Arena,149,Northeastrn,164,Fla Gulf Cst,,Northeastern,FGCU,Florida Gulf Coast,N/A,N/A,False,N/A,N/A,False,Northeastrn,4-1-0,80.0%,9.4,9.6,1-0-0,100.0%,8.0,10.5,Fla Gulf Cst,3-2-0,60.0%,-3.2,2.8,1-1-0,50.0%,5.5,+3.8,Fla Gulf Cst,N/A,N/A,2-2-0,50.0%,-9.0,0.1,Northeastrn,N/A,N/A,2-1-0,66.7%,14.0,11.0
9,70.5,6:00 PM,Joseph J. Gentile Arena,212,Tulsa,94,Loyola-Chi,Tulsa,Tulsa,Loyola Chicago,Loyola-Chicago,+10.5,−110,True,-10.5,−110,False,Tulsa,1-3-0,25.0%,5.4,-8.6,0-1-0,0.0%,-5.0,-8.5,Loyola-Chi,1-3-0,25.0%,18.0,-5.1,0-3-0,0.0%,21.3,-9.2,Tulsa,+10.5,−110,0,0,0.0,0.0,Loyola-Chi,-10.5,−110,0-3-0,0.0%,11.0,-9.2
10,69.9,4:00 PM,UW-Milwaukee Panther Arena,159,Wofford,172,Wi-Milwkee,,Wofford,Milwaukee,Milwaukee,N/A,N/A,False,-3,−105,False,Wofford,1-3-0,25.0%,-0.2,-7.8,0-3-0,0.0%,-21.0,-12.3,Wi-Milwkee,2-2-0,50.0%,9.2,0.4,1-0-0,100.0%,36.5,+12.0,Wi-Milwkee,-3,−105,1-2-0,33.3%,-9.0,-3.5,Wofford,N/A,N/A,1-1-0,50.0%,2.5,-1.0
