Team,ATS Record,Cover %,MOV,ATS +/-
Southern,42-20-0,67.7%,13.5,+3.8
Furman,74-44-2,62.7%,15.1,+2.0
N Florida,55-33-1,62.5%,11.9,+3.3
Sam Hous St,42-26-1,61.8%,16.3,+2.3
Beth-Cook,35-22-1,61.4%,8.5,+1.7
Nevada,89-57-3,61.0%,11.0,+2.1
S Dakota St,70-45-1,60.9%,16.5,+3.4
Queens,14-9-1,60.9%,11.6,+1.2
Michigan St,97-63-1,60.6%,15.4,+1.5
Houston,91-60-6,60.3%,18.8,+3.7
Longwood,47-31-2,60.3%,6.7,+2.0
St. Thomas,21-14-0,60.0%,14.7,+2.9
Alab A&M,44-30-0,59.5%,1.2,+1.9
Utah St,82-56-2,59.4%,13.8,+2.4
Norfolk St,35-24-1,59.3%,15.8,+4.1
NC Central,36-25-2,59.0%,20.4,+1.7
UCSD,27-19-2,58.7%,8.4,+0.4
VA Tech,90-64-0,58.4%,11.6,+1.7
Bradley,80-57-5,58.4%,8.7,+2.6
Indiana St,74-53-5,58.3%,7.8,+1.7
Middle Tenn,75-54-1,58.1%,9.0,+1.6
Iowa,95-69-5,57.9%,13.3,+1.4
Belmont,74-54-4,57.8%,13.5,+1.2
Indiana,104-76-0,57.8%,11.7,+0.9
Liberty,61-45-3,57.6%,15.7,+0.8
Utah,92-68-7,57.5%,14.1,+2.9
Colgate,54-40-1,57.5%,11.1,+2.0
Utah Tech,27-20-0,57.5%,5.0,+0.7
Gonzaga,85-63-4,57.4%,25.9,+2.1
Auburn,86-64-5,57.3%,11.9,+2.3
South Dakota,63-47-3,57.3%,10.6,+1.2
Drake,76-57-1,57.1%,10.7,+2.0
Colorado,91-69-6,56.9%,10.9,+1.8
TX-Arlington,67-51-3,56.8%,10.0,+0.4
Lamar,38-29-3,56.7%,10.2,+1.3
Miss State,89-68-3,56.7%,9.6,+1.3
Purdue,86-66-5,56.6%,17.4,+2.8
Utah Valley,52-40-0,56.5%,10.8,+2.7
Charlotte,78-60-3,56.5%,4.4,+1.2
UC Irvine,61-47-4,56.5%,15.4,+1.2
Oregon,97-75-1,56.4%,13.4,+2.0
UAB,81-63-5,56.3%,12.8,+0.6
Miss Val St,32-25-0,56.1%,-5.3,+1.0
Clemson,87-68-3,56.1%,10.2,+1.5
S Mississippi,65-51-2,56.0%,5.2,+1.8
NC-Asheville,42-33-0,56.0%,11.8,+1.2
St Bonavent,75-59-1,56.0%,8.9,+1.2
S Car State,33-26-3,55.9%,4.9,+2.7
Villanova,81-64-1,55.9%,14.8,+0.7
LA Tech,72-57-1,55.8%,14.7,+0.8
Ohio,77-61-2,55.8%,9.6,+1.0
Tulsa,82-65-6,55.8%,6.3,+0.9
Abl Christian,39-31-2,55.7%,13.8,+1.8
Arkansas St,69-55-2,55.7%,5.9,+0.2
BYU,84-67-6,55.6%,13.9,+1.1
Florida St,87-70-4,55.4%,10.0,+1.2
Oregon St,89-72-1,55.3%,4.9,+1.4
Presbyterian,37-30-3,55.2%,5.1,+0.3
Central Ark,37-30-2,55.2%,2.3,-0.1
Kansas City,48-39-1,55.2%,10.4,+1.3
Wm & Mary,60-49-3,55.1%,8.2,0.0
U Penn,61-50-1,55.0%,5.0,-0.1
Creighton,92-76-2,54.8%,13.6,+1.7
S Alabama,75-62-0,54.7%,7.2,+1.5
Akron,71-59-1,54.6%,13.5,+1.5
New Mexico,77-64-4,54.6%,9.3,+0.7
Maryland ES,24-20-2,54.6%,6.3,-0.3
Hampton,42-35-1,54.6%,6.1,+0.6
UTSA,66-55-3,54.6%,5.4,+1.5
Cornell,49-41-1,54.4%,7.5,+1.3
Stanford,86-72-3,54.4%,7.7,+1.0
Murray St,69-58-1,54.3%,15.7,+1.1
St Marys,89-75-4,54.3%,15.3,+1.4
Iowa St,83-70-2,54.3%,12.1,+1.3
UCLA,90-76-3,54.2%,13.0,+1.2
Morehead St,60-51-4,54.1%,11.6,+0.3
Vermont,54-46-3,54.0%,15.3,+1.4
San Diego St,77-66-5,53.9%,14.3,+0.9
Texas Tech,91-78-2,53.9%,14.5,+1.6
Le Moyne,7-6-0,53.9%,12.9,+3.5
Fla Atlantic,64-55-1,53.8%,9.8,+1.8
Nebraska,86-74-3,53.8%,5.9,0.0
Boise St,72-62-3,53.7%,14.7,+2.0
W Virginia,87-75-0,53.7%,11.8,+1.5
E Washingtn,58-50-1,53.7%,13.6,+1.9
TN Martin,58-50-0,53.7%,8.0,+0.3
Yale,44-38-3,53.7%,15.7,+0.9
Tarleton St,22-19-1,53.7%,15.0,+0.6
TN Tech,60-52-5,53.6%,5.6,+0.4
IL-Chicago,77-67-2,53.5%,3.3,+0.2
Rutgers,85-74-4,53.5%,6.2,+0.5
North Texas,70-61-1,53.4%,9.7,+0.9
Connecticut,81-71-5,53.3%,13.7,+0.7
GA Southern,57-50-7,53.3%,11.0,+1.1
Arkansas,91-80-3,53.2%,12.3,+0.9
TX A&M-CC,42-37-0,53.2%,9.7,+0.7
N Alabama,34-30-1,53.1%,10.5,+0.6
Penn St,81-72-1,52.9%,7.9,+1.0
Florida A&M,36-32-0,52.9%,0.9,+0.9
VMI,55-49-0,52.9%,6.0,+0.2
UCF,83-74-3,52.9%,6.8,+1.0
E Carolina,77-69-2,52.7%,2.2,-0.5
Duke,87-78-4,52.7%,18.6,+0.4
Davidson,69-62-1,52.7%,12.0,+1.1
Minnesota,89-80-5,52.7%,6.7,+0.3
Maryland BC,50-45-0,52.6%,5.8,+1.1
Wofford,61-55-1,52.6%,13.6,+1.6
S Illinois,72-65-4,52.6%,6.6,+0.1
Ohio St,93-84-3,52.5%,12.9,+1.1
UL Monroe,65-59-2,52.4%,7.9,+1.7
Delaware St,33-30-1,52.4%,1.1,-0.3
Lindenwood,11-10-0,52.4%,8.5,-1.6
Wagner,45-41-1,52.3%,8.1,-0.9
N Carolina,79-72-4,52.3%,13.4,+0.1
Seattle,68-62-1,52.3%,9.5,+1.1
Baylor,81-74-2,52.3%,16.1,+1.6
Butler,84-77-3,52.2%,10.1,+0.9
Saint Louis,84-77-2,52.2%,6.0,-0.3
GA Tech,84-77-2,52.2%,4.2,-0.4
High Point,51-47-0,52.0%,8.9,-0.1
TN State,56-52-2,51.9%,6.8,-0.2
Austin Peay,58-54-3,51.8%,8.3,+0.7
Central Mich,60-56-3,51.7%,8.4,+0.4
Marshall,76-71-3,51.7%,7.8,+0.5
Wake Forest,78-73-5,51.7%,5.8,+0.5
AR Lit Rock,63-59-4,51.6%,6.3,+0.6
Illinois,80-75-7,51.6%,12.2,+1.3
Oklahoma,80-75-2,51.6%,11.2,+0.8
SE Louisiana,32-30-2,51.6%,7.2,-0.8
Merrimack,32-30-0,51.6%,6.1,-0.8
Dayton,82-77-3,51.6%,12.6,+1.1
Michigan,83-78-2,51.6%,11.1,0.0
NW State,34-32-1,51.5%,3.2,+0.9
Cincinnati,85-80-3,51.5%,14.9,+1.5
Wichita St,75-71-6,51.4%,12.6,+0.4
Towson,57-54-2,51.4%,8.3,+0.1
N Mex State,41-39-2,51.3%,15.1,+0.8
Wash State,83-79-1,51.2%,5.0,+1.3
Arizona,85-81-5,51.2%,18.0,+2.2
W Kentucky,68-65-4,51.1%,9.3,-0.3
Alabama,76-73-5,51.0%,10.7,+1.9
Virginia,78-75-4,51.0%,14.0,-0.1
Oral Roberts,53-51-2,51.0%,11.4,+1.4
LIU,27-26-1,50.9%,5.9,+0.4
Providence,86-83-2,50.9%,8.6,+0.5
Marquette,89-86-1,50.9%,10.3,+0.4
Louisiana,59-57-5,50.9%,11.1,-0.1
Montana,60-58-6,50.9%,12.2,+0.6
Coastal Car,60-58-4,50.9%,9.7,+0.6
Maine,31-30-2,50.8%,0.2,+0.6
IPFW,63-61-2,50.8%,12.2,+0.5
Manhattan,63-61-3,50.8%,0.2,-0.6
Kent St,65-63-6,50.8%,10.6,0.0
Evansville,68-66-2,50.8%,4.6,+0.5
New Orleans,34-33-1,50.8%,8.5,+0.3
TX El Paso,70-68-1,50.7%,7.2,0.0
S Methodist,77-75-5,50.7%,13.0,+0.8
Jacksonville,39-38-2,50.7%,8.4,+1.3
S Carolina,78-76-0,50.7%,6.8,-0.2
Tennessee,81-79-3,50.6%,13.4,+1.1
UC Davis,54-53-3,50.5%,6.9,-0.5
NC-Wilmgton,55-54-3,50.5%,9.8,+0.5
UC Riverside,59-58-3,50.4%,6.7,+0.5
Drexel,60-59-4,50.4%,4.7,+0.4
St Peters,63-62-1,50.4%,5.0,+0.1
N Iowa,63-62-6,50.4%,8.9,-0.8
Old Dominion,70-69-1,50.4%,8.9,+1.1
Toledo,70-69-0,50.4%,11.9,+0.6
Geo Wshgtn,75-74-1,50.3%,4.5,+0.2
Rhode Island,74-73-1,50.3%,7.6,-0.4
Memphis,80-79-2,50.3%,10.8,+0.8
St Johns,80-79-6,50.3%,7.5,+0.2
VCU,83-82-4,50.3%,11.7,+0.7
Oakland,64-64-1,50.0%,6.7,-1.5
Ark Pine Bl,27-27-1,50.0%,4.0,-0.2
Detroit,64-64-2,50.0%,3.3,+0.5
Monmouth,61-61-3,50.0%,3.9,-0.1
SC Upstate,39-39-1,50.0%,5.6,-0.2
Alcorn St,27-27-0,50.0%,8.8,+0.9
Grd Canyon,56-56-2,50.0%,12.7,+1.0
E Michigan,60-60-1,50.0%,7.3,-0.2
Lg Beach St,55-55-3,50.0%,6.6,-0.3
Mercyhurst,1-1-0,50.0%,22.2,+5.5
USC,86-86-0,50.0%,9.3,0.0
W Georgia,1-1-0,50.0%,-7.0,+1.8
Stonehill,12-12-0,50.0%,3.0,-0.3
Kansas,76-77-4,49.7%,14.9,+0.2
U Mass,74-75-4,49.7%,4.0,-0.5
St Josephs,68-69-2,49.6%,3.2,-0.6
WI-Grn Bay,62-63-3,49.6%,5.8,-0.4
N Kentucky,61-62-1,49.6%,10.8,+0.5
W Carolina,53-54-3,49.5%,6.5,+0.6
Kentucky,88-90-2,49.4%,16.6,+0.5
Syracuse,83-85-3,49.4%,8.9,+0.2
Wisconsin,81-83-5,49.4%,11.1,-0.2
Illinois St,69-71-4,49.3%,5.9,+0.6
Temple,67-69-4,49.3%,4.6,-0.2
Valparaiso,66-68-2,49.3%,7.6,-0.4
NC-Grnsboro,64-66-3,49.2%,11.4,+0.7
Florida Intl,60-62-4,49.2%,5.3,-0.3
Georgia St,58-60-4,49.2%,10.9,-0.2
Xavier,85-88-3,49.1%,10.6,+0.4
SIU Edward,56-58-1,49.1%,2.4,-0.5
Prairie View,28-29-5,49.1%,8.6,+0.8
SE Missouri,54-56-2,49.1%,2.7,-0.3
Lipscomb,53-55-1,49.1%,10.4,-0.9
North Dakota,52-54-3,49.1%,6.2,-0.4
Fla Gulf Cst,49-51-1,49.0%,8.8,-0.3
Wright St,67-70-3,48.9%,11.1,+1.3
Missouri St,66-69-4,48.9%,7.3,-0.5
Miami (OH),66-69-2,48.9%,5.5,-0.2
Bryant,43-45-1,48.9%,5.9,-0.1
Siena,61-64-4,48.8%,1.3,-0.9
App State,59-62-1,48.8%,10.3,0.0
Denver,59-62-1,48.8%,3.5,-0.3
St Fran (PA),39-41-2,48.8%,6.8,-1.0
Arizona St,76-80-4,48.7%,7.3,+0.5
Seton Hall,75-79-2,48.7%,9.0,+0.4
Loyola-Chi,73-77-0,48.7%,11.7,+0.4
Rider,55-58-1,48.7%,5.0,-0.1
California,84-89-4,48.6%,2.2,-0.7
Cleveland St,64-68-5,48.5%,5.2,-0.1
