Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
Miami (OH),Michigan,Michigan,-23.0,150.5.,161,True
Bryant,Delaware,Delaware,3.5,160.5.,169,True
American U.,High Point,American U.,14.0,137.5.,153,False
UNC Asheville,North Florida,UNC Asheville,6.5,155.,164,False
North Texas,McNeese St.,McNeese St.,-3.0,129.,129 pushed the pre-game total of 129.,True
NJIT,George Washington,NJIT,20.5,142.,148,False
VMI,Pittsburgh,Pittsburgh,-34.5,156.5.,141,True
Colgate,NC State,NC State,-12.5,149.5.,121,True
Howard,Florida International,Howard,3.5,155.,145,False
Southeastern Louisiana,UL Monroe,Southeastern Louisiana,-1.5,138.5.,137,False
Monmouth-NJ,Wichita St.,Monmouth-NJ,17.0,154.5.,136,False
IUPUI,Iowa State,Iowa State,-34.0,145.5.,139,True
Arkansas-Pine Bluff,Texas Tech,Arkansas-Pine Bluff,41.0,157.5.,162,False
Prairie View A&M,Southern Methodist,Southern Methodist,-32.0,162.,179,True
North Dakota State,Southern Illinois,Southern Illinois,-7.0,151.5.,113,True
Texas Rio Grande Valley,Wisconsin,Texas Rio Grande Valley,21.0,154.,171,False
Pacific,Arkansas,Pacific,22.0,148.5.,163,False
Montana,Utah St.,Montana,16.5,151.5.,178,False
North Alabama,Auburn,Auburn,-29.0,151.5.,171,True
Northern Colorado,Washington St.,Washington St.,-11.5,158.,152,True
Gonzaga,San Diego St.,Gonzaga,-10.5,149.5.,147,False
Idaho State,CSU Fullerton,Idaho State,2.0,134.,123,False
