Team,ATS Record,Cover %,MOV,ATS +/-
Philadelphia,1-0-0,100.0%,-8.0,+3.0
Memphis,3-0-0,100.0%,14.0,+17.5
Brooklyn,4-0-0,100.0%,4.5,+14.9
Toronto,4-1-0,80.0%,-6.6,+4.5
Dallas,3-1-0,75.0%,2.8,+5.1
Cleveland,3-1-0,75.0%,13.3,+4.8
Portland,3-1-1,75.0%,-6.0,+5.9
LA Lakers,2-1-0,66.7%,9.0,+5.3
Detroit,2-1-1,66.7%,-2.8,+2.9
Denver,2-1-0,66.7%,18.7,+14.5
Boston,2-1-0,66.7%,22.3,+12.0
Houston,3-2-0,60.0%,2.4,-3.0
San Antonio,2-2-0,50.0%,-1.0,+1.4
Orlando,2-2-0,50.0%,-6.0,-1.6
Miami,1-1-0,50.0%,10.5,+7.0
Okla City,2-2-0,50.0%,13.3,+4.4
New York,1-1-0,50.0%,13.5,+2.0
Golden State,1-1-0,50.0%,2.5,-0.8
LA Clippers,2-3-0,40.0%,-5.0,-0.4
Charlotte,1-2-0,33.3%,-10.7,-1.8
Indiana,1-2-0,33.3%,-3.7,-5.5
New Orleans,1-3-0,25.0%,-16.5,-10.5
Atlanta,1-3-0,25.0%,-10.8,-9.8
Minnesota,1-3-0,25.0%,-1.0,-8.0
Phoenix,1-3-0,25.0%,-7.8,-6.1
Sacramento,1-4-0,20.0%,-4.6,-9.0
Chicago,1-4-0,20.0%,-10.0,-2.6
Milwaukee,0-3-1,0.0%,-5.0,-4.9
Utah,0-3-0,0.0%,-15.7,-6.8
Washington,0-3-0,0.0%,-22.7,-10.8
