Team,ATS Record,Cover %,MOV,ATS +/-
Stonehill,2-0-0,100.0%,7.5,+15.3
S Car State,9-2-1,81.8%,-6.6,+3.1
St. Thomas,8-2-0,80.0%,4.4,+8.2
Ohio St,11-3-0,78.6%,2.4,+5.7
Incar Word,7-2-0,77.8%,2.0,+3.1
Jksnville St,9-3-1,75.0%,4.1,+3.4
Memphis,15-5-0,75.0%,4.0,+4.2
Michigan,18-6-0,75.0%,8.1,+6.7
Lindenwood,3-1-0,75.0%,1.0,+8.6
Liberty,17-6-0,73.9%,10.5,+3.0
Iowa St,14-5-0,73.7%,7.8,+7.1
Arkansas St,11-4-0,73.3%,1.8,+4.6
E Tenn St,16-6-1,72.7%,4.4,+3.5
Alabama St,8-3-1,72.7%,-6.5,+2.5
Samford,8-3-1,72.7%,3.5,+5.1
Kentucky,8-3-0,72.7%,11.5,+2.5
Cleveland St,13-5-0,72.2%,0.1,+2.3
San Jose St,5-2-0,71.4%,5.5,+4.0
N Hampshire,5-2-2,71.4%,-2.8,-2.3
New Mexico,12-5-0,70.6%,3.8,+3.6
Maryland BC,7-3-0,70.0%,3.6,+1.0
Manhattan,14-6-1,70.0%,-0.3,+3.5
Colgate,7-3-0,70.0%,9.7,+2.9
Vanderbilt,11-5-0,68.8%,1.3,+3.3
Stony Brook,11-5-0,68.8%,1.7,+4.3
NC A&T,11-5-1,68.8%,-4.3,+2.2
CS Bakersfld,15-7-0,68.2%,4.6,+2.8
Sacred Hrt,10-5-0,66.7%,3.2,+6.2
Howard,8-4-0,66.7%,2.2,+5.1
Texas,10-5-1,66.7%,2.6,+3.7
NW State,10-5-0,66.7%,-9.5,+3.4
App State,14-7-0,66.7%,6.1,+4.4
WI-Grn Bay,16-8-0,66.7%,1.4,+4.6
Richmond,10-5-0,66.7%,-1.5,+3.4
Navy,8-4-1,66.7%,3.8,+2.2
VA Tech,12-6-0,66.7%,2.7,+3.9
Utah Tech,6-3-0,66.7%,-0.6,+1.2
Drake,21-11-2,65.6%,5.0,+3.2
