Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-
Okla City,946-856-31,52.5%,0.9,0.3,499-434-14,53.5%,1.4,0.5,35-25-2,58.3%,0.8,-0.1,435-385-19,53.1%,-0.6,0.5,499-462-11,51.9%,2.3,0.1,468-421-17,52.6%,-2.1,0.2,432-386-21,52.8%,-5.7,0.5,507-469-10,52.0%,6.6,0.0,468-427-14,52.3%,4.1,0.4,174-162-7,51.8%,-1.8,0.1,565-519-15,52.1%,1.5,0.3,214-205-9,51.1%,2.6,0.3,233-217-8,51.8%,-1.5,-0.1,172-150-7,53.4%,1.9,0.6
San Antonio,974-892-38,52.2%,3.7,0.5,529-479-21,52.5%,3.3,0.3,39-32-0,54.9%,5.2,2.2,363-330-18,52.4%,2.2,0.8,599-552-20,52.0%,4.6,0.3,471-459-17,50.7%,0.6,0.3,289-293-8,49.7%,-5.6,0.0,681-593-30,53.5%,8.0,0.7,498-425-20,54.0%,7.0,0.8,175-167-8,51.2%,2.5,0.5,581-526-23,52.5%,3.8,0.4,217-196-8,52.5%,6.0,0.8,228-217-9,51.2%,2.6,0.6,179-167-7,51.7%,4.5,0.4
Boston,992-918-38,51.9%,3.0,0.6,564-522-19,51.9%,2.3,0.3,38-33-1,53.5%,4.1,2.5,422-374-8,53.0%,1.7,0.7,556-537-29,50.9%,3.8,0.6,509-431-15,54.2%,0.6,1.1,371-307-15,54.7%,-3.1,2.0,616-605-23,50.5%,6.4,-0.1,468-476-22,49.6%,5.2,0.1,193-161-6,54.5%,2.0,1.7,583-553-18,51.3%,3.1,0.3,195-191-10,50.5%,5.2,0.9,233-205-9,53.2%,2.5,1.3,178-171-13,51.0%,3.1,0.3
Golden State,944-880-38,51.8%,2.3,0.3,485-440-20,52.4%,2.4,0.4,31-37-0,45.6%,0.4,-2.7,427-362-13,54.1%,1.2,1.4,506-507-25,50.0%,3.1,-0.5,453-456-19,49.8%,-1.2,-0.1,393-354-16,52.6%,-5.3,0.6,548-521-22,51.3%,7.6,0.1,490-424-19,53.6%,5.7,0.7,186-170-8,52.3%,-0.1,0.6,531-512-22,50.9%,2.7,0.2,240-215-13,52.8%,4.5,0.4,219-225-5,49.3%,-0.4,0.0,196-161-8,54.9%,3.9,0.8
Dallas,938-885-39,51.5%,2.1,0.1,496-472-21,51.2%,1.7,0.2,29-35-1,45.3%,0.1,-1.1,419-337-20,55.4%,2.4,1.4,508-537-19,48.6%,1.9,-0.8,497-414-14,54.6%,-0.6,0.4,383-317-10,54.7%,-3.8,1.3,550-561-29,49.5%,5.7,-0.6,435-462-24,48.5%,4.9,-0.2,175-165-7,51.5%,0.3,0.2,554-524-24,51.4%,2.4,0.0,209-200-8,51.1%,4.6,0.2,233-213-10,52.2%,0.5,-0.1,180-161-7,52.8%,3.0,0.6
Denver,929-877-35,51.4%,1.9,0.2,481-434-13,52.6%,1.9,0.4,43-22-2,66.2%,4.6,3.6,402-364-10,52.5%,1.6,0.5,513-506-24,50.3%,2.0,-0.2,444-440-20,50.2%,-2.0,-0.3,380-349-16,52.1%,-4.4,0.8,543-525-19,50.8%,6.2,-0.3,468-427-14,52.3%,5.9,0.6,162-187-7,46.4%,-2.0,-1.2,563-498-20,53.1%,2.9,0.6,233-204-13,53.3%,4.6,0.5,215-239-9,47.4%,-0.9,-0.7,161-170-6,48.6%,2.3,-0.4
Miami,975-926-43,51.3%,1.8,0.1,542-506-22,51.7%,2.0,0.2,40-30-0,57.1%,3.6,1.0,434-366-18,54.3%,1.5,0.9,530-549-25,49.1%,2.1,-0.4,494-439-20,53.0%,-0.9,0.3,375-349-17,51.8%,-4.6,0.9,597-574-26,51.0%,5.8,-0.4,460-477-23,49.1%,4.5,-0.2,167-161-13,50.9%,-0.6,-0.4,575-557-23,50.8%,2.1,0.1,212-205-8,50.8%,3.1,0.1,221-215-13,50.7%,0.1,-0.1,193-178-7,52.0%,2.7,0.5
Memphis,905-863-31,51.2%,-0.4,0.3,464-483-19,49.0%,-0.6,0.1,16-34-1,32.0%,-4.4,-4.0,439-436-13,50.2%,-1.6,0.1,461-410-18,52.9%,1.0,0.7,442-437-16,50.3%,-3.1,0.4,473-454-15,51.0%,-5.2,0.9,424-403-16,51.3%,5.0,-0.4,460-420-15,52.3%,2.4,0.2,205-173-2,54.2%,-2.1,0.2,500-476-21,51.2%,0.1,0.4,209-207-7,50.2%,1.6,0.0,232-173-5,57.3%,-2.0,1.1,184-180-7,50.6%,0.6,0.6
Indiana,914-875-42,51.1%,0.6,0.3,509-470-28,52.0%,0.9,0.6,39-20-3,66.1%,4.6,2.3,455-393-23,53.7%,0.7,1.2,444-475-19,48.3%,0.4,-0.5,446-447-17,49.9%,-2.7,-0.1,438-421-24,51.0%,-4.5,0.9,467-447-18,51.1%,5.4,-0.2,461-420-25,52.3%,4.1,0.8,175-207-5,45.8%,-2.1,-0.9,505-497-24,50.4%,0.8,0.3,206-204-10,50.2%,2.7,0.5,199-201-4,49.8%,-2.2,-0.4,195-151-10,56.4%,2.3,1.6
New York,872-848-23,50.7%,-2.1,0.1,464-443-12,51.2%,-2.1,0.1,29-24-1,54.7%,-4.1,-0.9,496-492-14,50.2%,-3.1,0.1,364-347-8,51.2%,-0.8,0.2,448-409-14,52.3%,-4.3,0.7,542-543-18,50.0%,-5.9,0.5,320-300-5,51.6%,4.4,-0.5,423-438-9,49.1%,0.0,-0.4,174-175-7,49.9%,-3.6,0.2,514-487-11,51.4%,-1.6,0.4,201-203-4,49.8%,-0.9,-0.2,207-202-7,50.6%,-3.5,0.6,155-162-4,48.9%,-2.0,-0.5
