Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-
Miss Val St,1-0-0,100.0%,-11.0,+5.5,1-0-0,100.0%,-39.0,5.5,1-0-0,100.0%,-39.0,+5.5,0-0-0,0.0%,17.0,--,,,,,1-0-0,100.0%,-39.0,5.5,1-0-0,100.0%,-39.0,5.5,,,,,0-0-0,0.0%,17.0,--,,,,,,,,,0-0-0,0.0%,17.0,--,,,,,0-0-0,0.0%,17.0,--
St Peters,2-0-0,100.0%,-5.5,+6.5,2-0-0,100.0%,-5.5,6.5,1-0-0,100.0%,-4.0,+9.5,1-0-0,100.0%,-7.0,+3.5,,,,,2-0-0,100.0%,-5.5,6.5,2-0-0,100.0%,-5.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,,1-0-0,100.0%,-7.0,+3.5
Dartmouth,1-0-0,100.0%,43.5,+2.5,,,,,1-0-0,100.0%,43.5,+2.5,,,,,1-0-0,100.0%,5.0,+2.5,,,,,,,,,1-0-0,100.0%,5.0,2.5,1-0-0,100.0%,43.5,+2.5,,,,,,,,,1-0-0,100.0%,43.5,+2.5,,,,,,,,
Nevada,2-0-0,100.0%,13.0,+4.5,1-0-0,100.0%,16.0,5.5,2-0-0,100.0%,13.0,+4.5,,,,,1-0-0,100.0%,10.0,+3.5,,,,,,,,,2-0-0,100.0%,13.0,4.5,2-0-0,100.0%,13.0,+4.5,,,,,,,,,1-0-0,100.0%,10.0,+3.5,,,,,,,,
Penn St,2-0-0,100.0%,45.5,+24.0,2-0-0,100.0%,45.5,24.0,1-0-0,100.0%,42.0,+21.5,,,,,1-0-0,100.0%,49.0,+26.5,,,,,,,,,2-0-0,100.0%,45.5,24.0,2-0-0,100.0%,45.5,+24.0,,,,,,,,,,,,,,,,,1-0-0,100.0%,49.0,+26.5
Texas St,1-0-0,100.0%,30.0,+11.5,1-0-0,100.0%,20.0,11.5,1-0-0,100.0%,20.0,+11.5,,,,,0-0-0,0.0%,40.0,--,,,,,,,,,1-0-0,100.0%,20.0,11.5,1-0-0,100.0%,30.0,+11.5,,,,,,,,,0-0-0,0.0%,40.0,--,,,,,0-0-0,0.0%,40.0,--
Utah Valley,1-0-0,100.0%,32.0,+28.0,1-0-0,100.0%,29.0,28.0,1-0-0,100.0%,32.0,+28.0,,,,,1-0-0,100.0%,29.0,+28.0,,,,,,,,,1-0-0,100.0%,29.0,28.0,1-0-0,100.0%,32.0,+28.0,,,,,,,,,0-0-0,0.0%,35.0,--,,,,,,,,
Lg Beach St,1-0-0,100.0%,22.0,+8.5,1-0-0,100.0%,-1.0,8.5,0-0-0,0.0%,45.0,--,,,,,1-0-0,100.0%,-1.0,+8.5,1-0-0,100.0%,-1.0,8.5,1-0-0,100.0%,-1.0,8.5,,,,,0-0-0,0.0%,45.0,--,,,,,,,,,0-0-0,0.0%,45.0,--,,,,,1-0-0,100.0%,-1.0,+8.5
Cornell,1-0-0,100.0%,21.5,+4.5,1-0-0,100.0%,2.0,4.5,0-0-0,0.0%,41.0,--,,,,,1-0-0,100.0%,2.0,+4.5,,,,,1-0-0,100.0%,2.0,4.5,,,,,1-0-0,100.0%,21.5,+4.5,,,,,,,,,0-0-0,0.0%,41.0,--,,,,,1-0-0,100.0%,2.0,+4.5
California,1-0-1,100.0%,15.5,+1.8,0-0-1,0.0%,13.0,0.0,0-0-1,0.0%,13.0,0.0,,,,,1-0-0,100.0%,18.0,+3.5,,,,,,,,,1-0-1,100.0%,15.5,1.8,1-0-1,100.0%,15.5,+1.8,,,,,,,,,1-0-0,100.0%,18.0,+3.5,,,,,1-0-0,100.0%,18.0,+3.5
UCSB,1-0-0,100.0%,45.0,+34.0,,,,,1-0-0,100.0%,45.0,+34.0,,,,,1-0-0,100.0%,41.0,+34.0,1-0-0,100.0%,41.0,34.0,,,,,1-0-0,100.0%,41.0,34.0,0-0-0,0.0%,49.0,--,,,,,,,,,1-0-0,100.0%,45.0,+34.0,,,,,,,,
U Mass,2-0-0,100.0%,11.5,+7.8,2-0-0,100.0%,11.5,7.8,1-0-0,100.0%,29.0,+12.5,,,,,1-0-0,100.0%,-6.0,+3.0,1-0-0,100.0%,-6.0,3.0,1-0-0,100.0%,-6.0,3.0,1-0-0,100.0%,29.0,12.5,1-0-0,100.0%,29.0,+12.5,,,,,,,,,,,,,,,,,1-0-0,100.0%,-6.0,+3.0
Wichita St,2-0-0,100.0%,13.5,+8.0,1-0-0,100.0%,7.0,6.0,2-0-0,100.0%,13.5,+8.0,,,,,1-0-0,100.0%,20.0,+10.0,1-0-0,100.0%,7.0,6.0,,,,,2-0-0,100.0%,13.5,8.0,1-0-0,100.0%,20.0,+10.0,,,,,,,,,1-0-0,100.0%,20.0,+10.0,,,,,,,,
Buffalo,1-0-0,100.0%,5.0,+11.5,1-0-0,100.0%,1.0,11.5,1-0-0,100.0%,1.0,+11.5,,,,,0-0-0,0.0%,9.0,--,1-0-0,100.0%,1.0,11.5,1-0-0,100.0%,1.0,11.5,,,,,0-0-0,0.0%,9.0,--,,,,,,,,,0-0-0,0.0%,9.0,--,,,,,0-0-0,0.0%,9.0,--
Central Conn,2-0-0,100.0%,1.0,+19.0,2-0-0,100.0%,1.0,19.0,1-0-0,100.0%,-4.0,+15.0,1-0-0,100.0%,6.0,+23.0,,,,,2-0-0,100.0%,1.0,19.0,2-0-0,100.0%,1.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,1-0-0,100.0%,6.0,+23.0
Pacific,1-0-0,100.0%,31.0,+14.5,1-0-0,100.0%,13.0,14.5,0-0-0,0.0%,27.0,--,,,,,1-0-0,100.0%,33.0,+14.5,,,,,1-0-0,100.0%,13.0,14.5,,,,,0-0-0,0.0%,27.0,--,,,,,0-0-0,0.0%,53.0,--,0-0-0,0.0%,40.0,--,,,,,1-0-0,100.0%,13.0,+14.5
Oregon St,2-0-0,100.0%,25.5,+18.3,2-0-0,100.0%,25.5,18.3,1-0-0,100.0%,23.0,+13.5,,,,,1-0-0,100.0%,28.0,+23.0,,,,,,,,,2-0-0,100.0%,25.5,18.3,2-0-0,100.0%,25.5,+18.3,,,,,,,,,,,,,,,,,1-0-0,100.0%,28.0,+23.0
Oklahoma,1-0-0,100.0%,33.0,+6.0,1-0-0,100.0%,33.0,6.0,1-0-0,100.0%,33.0,+6.0,,,,,,,,,,,,,,,,,1-0-0,100.0%,33.0,6.0,1-0-0,100.0%,33.0,+6.0,,,,,,,,,,,,,,,,,,,,
TX-Pan Am,2-0-0,100.0%,5.7,+9.5,1-0-0,100.0%,-20.0,3.0,1-0-0,100.0%,-20.0,+3.0,1-0-0,100.0%,18.5,+16.0,,,,,2-0-0,100.0%,-16.5,9.5,2-0-0,100.0%,-16.5,9.5,,,,,0-0-0,0.0%,50.0,--,,,,,1-0-0,100.0%,-13.0,+16.0,0-0-0,0.0%,50.0,--,1-0-0,100.0%,-13.0,16.0,0-0-0,0.0%,50.0,--
TN Tech,1-0-0,100.0%,5.0,+20.5,1-0-0,100.0%,-5.0,20.5,1-0-0,100.0%,-5.0,+20.5,0-0-0,0.0%,15.0,--,,,,,1-0-0,100.0%,-5.0,20.5,1-0-0,100.0%,-5.0,20.5,,,,,0-0-0,0.0%,15.0,--,,,,,,,,,0-0-0,0.0%,15.0,--,,,,,0-0-0,0.0%,15.0,--
Navy,2-0-0,100.0%,-1.0,+6.0,2-0-0,100.0%,-1.0,6.0,1-0-0,100.0%,-7.0,+9.0,1-0-0,100.0%,5.0,+3.0,,,,,1-0-0,100.0%,-7.0,9.0,1-0-0,100.0%,-7.0,9.0,1-0-0,100.0%,5.0,3.0,1-0-0,100.0%,5.0,+3.0,,,,,,,,,,,,,,,,,1-0-0,100.0%,5.0,+3.0
Queens,1-0-0,100.0%,32.0,+8.5,1-0-0,100.0%,13.0,8.5,0-0-0,0.0%,51.0,--,,,,,1-0-0,100.0%,13.0,+8.5,,,,,,,,,1-0-0,100.0%,13.0,8.5,1-0-0,100.0%,32.0,+8.5,,,,,,,,,0-0-0,0.0%,51.0,--,,,,,1-0-0,100.0%,13.0,+8.5
Coastal Car,1-0-1,100.0%,0.0,+4.3,1-0-1,100.0%,0.0,4.3,1-0-1,100.0%,0.0,+4.3,,,,,1-0-0,100.0%,-4.0,+8.5,1-0-0,100.0%,-4.0,8.5,1-0-0,100.0%,-4.0,8.5,0-0-1,0.0%,4.0,0.0,0-0-1,0.0%,4.0,0.0,,,,,,,,,,,,,,,,,,,,
N Colorado,1-0-0,100.0%,9.0,+11.0,1-0-0,100.0%,-2.0,11.0,0-0-0,0.0%,20.0,--,,,,,1-0-0,100.0%,-2.0,+11.0,1-0-0,100.0%,-2.0,11.0,1-0-0,100.0%,-2.0,11.0,,,,,0-0-0,0.0%,20.0,--,,,,,,,,,0-0-0,0.0%,20.0,--,,,,,1-0-0,100.0%,-2.0,+11.0
Grambling St,1-0-0,100.0%,24.0,+22.0,1-0-0,100.0%,-2.0,22.0,0-0-0,0.0%,50.0,--,,,,,1-0-0,100.0%,-2.0,+22.0,1-0-0,100.0%,-2.0,22.0,1-0-0,100.0%,-2.0,22.0,,,,,0-0-0,0.0%,50.0,--,,,,,,,,,0-0-0,0.0%,50.0,--,,,,,1-0-0,100.0%,-2.0,+22.0
Loyola-MD,1-0-0,100.0%,19.0,+3.5,1-0-0,100.0%,-3.0,3.5,1-0-0,100.0%,19.0,+3.5,0-0-0,0.0%,41.0,--,,,,,,,,,1-0-0,100.0%,-3.0,3.5,,,,,1-0-0,100.0%,19.0,+3.5,,,,,,,,,0-0-0,0.0%,41.0,--,,,,,,,,
Davidson,1-0-0,100.0%,23.5,+0.5,1-0-0,100.0%,6.0,0.5,0-0-0,0.0%,41.0,--,,,,,1-0-0,100.0%,6.0,+0.5,1-0-0,100.0%,6.0,0.5,,,,,1-0-0,100.0%,6.0,0.5,0-0-0,0.0%,41.0,--,,,,,,,,,0-0-0,0.0%,41.0,--,,,,,1-0-0,100.0%,6.0,+0.5
Pittsburgh,2-0-0,100.0%,27.5,+10.5,2-0-0,100.0%,27.5,10.5,1-0-0,100.0%,40.0,+19.0,,,,,1-0-0,100.0%,15.0,+2.0,,,,,,,,,2-0-0,100.0%,27.5,10.5,2-0-0,100.0%,27.5,+10.5,,,,,,,,,,,,,,,,,1-0-0,100.0%,15.0,+2.0
Idaho St,2-0-0,100.0%,-6.5,+14.3,1-0-0,100.0%,-7.0,11.0,1-0-0,100.0%,-7.0,+11.0,1-0-0,100.0%,-6.0,+17.5,,,,,2-0-0,100.0%,-6.5,14.3,2-0-0,100.0%,-6.5,14.3,,,,,,,,,,,,,1-0-0,100.0%,-6.0,+17.5,,,,,1-0-0,100.0%,-6.0,17.5,,,,
Sac State,1-0-1,100.0%,27.5,+20.3,,,,,1-0-0,100.0%,62.0,+40.5,,,,,0-0-1,0.0%,-7.0,0.0,0-0-1,0.0%,-7.0,0.0,0-0-1,0.0%,-7.0,0.0,1-0-0,100.0%,62.0,40.5,1-0-0,100.0%,62.0,+40.5,,,,,,,,,1-0-0,100.0%,62.0,+40.5,0-0-1,0.0%,-7.0,0.0,0-0-1,0.0%,-7.0,0.0
Austin Peay,1-0-0,100.0%,11.0,+19.5,1-0-0,100.0%,2.0,19.5,0-0-0,0.0%,20.0,--,,,,,1-0-0,100.0%,2.0,+19.5,1-0-0,100.0%,2.0,19.5,1-0-0,100.0%,2.0,19.5,,,,,0-0-0,0.0%,20.0,--,,,,,,,,,0-0-0,0.0%,20.0,--,,,,,1-0-0,100.0%,2.0,+19.5
LA Tech,1-0-0,100.0%,21.0,+16.5,1-0-0,100.0%,15.0,16.5,1-0-0,100.0%,21.0,+16.5,,,,,1-0-0,100.0%,15.0,+16.5,1-0-0,100.0%,15.0,16.5,1-0-0,100.0%,15.0,16.5,,,,,0-0-0,0.0%,27.0,--,,,,,,,,,0-0-0,0.0%,27.0,--,,,,,,,,
Longwood,1-0-0,100.0%,14.5,+8.5,,,,,1-0-0,100.0%,14.5,+8.5,,,,,1-0-0,100.0%,18.0,+8.5,,,,,,,,,1-0-0,100.0%,18.0,8.5,1-0-0,100.0%,14.5,+8.5,,,,,,,,,1-0-0,100.0%,14.5,+8.5,,,,,,,,
Col Charlestn,2-0-0,100.0%,12.5,+8.0,2-0-0,100.0%,12.5,8.0,1-0-0,100.0%,10.0,+6.0,,,,,1-0-0,100.0%,15.0,+10.0,,,,,,,,,2-0-0,100.0%,12.5,8.0,1-0-0,100.0%,15.0,+10.0,,,,,,,,,,,,,,,,,1-0-0,100.0%,15.0,+10.0
Elon,1-0-0,100.0%,11.5,+14.0,1-0-0,100.0%,-14.0,14.0,1-0-0,100.0%,11.5,+14.0,0-0-0,0.0%,37.0,--,,,,,1-0-0,100.0%,-14.0,14.0,1-0-0,100.0%,-14.0,14.0,,,,,0-0-0,0.0%,37.0,--,,,,,,,,,0-0-0,0.0%,37.0,--,,,,,,,,
IPFW,1-0-0,100.0%,22.5,+4.5,1-0-0,100.0%,-7.0,4.5,0-0-0,0.0%,52.0,--,,,,,1-0-0,100.0%,-7.0,+4.5,1-0-0,100.0%,-7.0,4.5,1-0-0,100.0%,-7.0,4.5,,,,,0-0-0,0.0%,52.0,--,,,,,,,,,0-0-0,0.0%,52.0,--,,,,,1-0-0,100.0%,-7.0,+4.5
Marquette,2-0-0,100.0%,29.5,+11.3,2-0-0,100.0%,29.5,11.3,1-0-0,100.0%,40.0,+17.0,,,,,1-0-0,100.0%,19.0,+5.5,,,,,,,,,2-0-0,100.0%,29.5,11.3,2-0-0,100.0%,29.5,+11.3,,,,,,,,,,,,,,,,,1-0-0,100.0%,19.0,+5.5
NC A&T,1-0-0,100.0%,18.0,+10.5,1-0-0,100.0%,-16.0,10.5,0-0-0,0.0%,52.0,--,,,,,1-0-0,100.0%,-16.0,+10.5,1-0-0,100.0%,-16.0,10.5,1-0-0,100.0%,-16.0,10.5,,,,,0-0-0,0.0%,52.0,--,,,,,,,,,0-0-0,0.0%,52.0,--,,,,,1-0-0,100.0%,-16.0,+10.5
Kennesaw St,1-0-0,100.0%,22.5,+6.5,,,,,0-0-0,0.0%,49.0,--,,,,,1-0-0,100.0%,-4.0,+6.5,1-0-0,100.0%,-4.0,6.5,1-0-0,100.0%,-4.0,6.5,,,,,0-0-0,0.0%,49.0,--,,,,,,,,,0-0-0,0.0%,49.0,--,1-0-0,100.0%,-4.0,6.5,1-0-0,100.0%,-4.0,+6.5
Norfolk St,1-0-0,100.0%,37.7,+18.5,,,,,0-0-0,0.0%,55.0,--,,,,,1-0-0,100.0%,29.0,+18.5,,,,,1-0-0,100.0%,14.0,18.5,,,,,1-0-0,100.0%,37.7,+18.5,,,,,0-0-0,0.0%,44.0,--,0-0-0,0.0%,49.5,--,1-0-0,100.0%,14.0,18.5,1-0-0,100.0%,14.0,+18.5
Illinois,2-0-0,100.0%,38.5,+12.8,1-0-0,100.0%,45.0,20.5,1-0-0,100.0%,45.0,+20.5,,,,,1-0-0,100.0%,32.0,+5.0,,,,,,,,,2-0-0,100.0%,38.5,12.8,2-0-0,100.0%,38.5,+12.8,,,,,,,,,1-0-0,100.0%,32.0,+5.0,,,,,1-0-0,100.0%,32.0,+5.0
Jacksonville,1-0-0,100.0%,-4.0,+3.5,1-0-0,100.0%,-21.0,3.5,0-0-0,0.0%,13.0,--,,,,,1-0-0,100.0%,-21.0,+3.5,1-0-0,100.0%,-21.0,3.5,1-0-0,100.0%,-21.0,3.5,,,,,0-0-0,0.0%,13.0,--,,,,,,,,,0-0-0,0.0%,13.0,--,,,,,1-0-0,100.0%,-21.0,+3.5
Alabama St,1-0-1,100.0%,-13.5,+3.0,0-0-1,0.0%,-14.0,0.0,1-0-1,100.0%,-13.5,+3.0,1-0-0,100.0%,-13.0,+6.0,,,,,1-0-1,100.0%,-13.5,3.0,1-0-1,100.0%,-13.5,3.0,,,,,,,,,,,,,,,,,1-0-0,100.0%,-13.0,+6.0,,,,,,,,
