Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-
Villanova,194-153-5,55.9%,10.1,0.6,85-79-4,51.8%,10.3,0.4,54-42-1,56.3%,12.0,0.4,40-34-1,54.1%,7.7,-0.7,150-113-4,57.0%,10.2,+1.0,61-52-3,54.0%,4.1,-0.6,23-21-2,52.3%,-4.1,-0.2,170-131-3,56.5%,12.3,0.8,78-63-1,55.3%,14.6,+0.5,13-12-1,52.0%,6.3,0.3,15-10-0,60.0%,7.5,-0.2,50-40-1,55.6%,10.2,-0.2,59-34-0,63.4%,9.6,+1.7,112-89-3,55.7%,10.0,+0.8
N Florida,122-98-2,55.5%,0.5,1.3,71-62-2,53.4%,-0.7,1.2,40-30-0,57.1%,0.1,1.4,54-46-0,54.0%,0.2,1.6,64-48-2,57.1%,1.6,+1.2,65-58-1,52.9%,-8.2,0.2,74-55-2,57.4%,-9.3,1.9,45-42-0,51.7%,7.3,0.1,55-32-1,63.2%,11.7,+3.6,4-9-0,30.8%,-3.9,-1.5,29-24-0,54.7%,-0.8,0.2,22-14-0,61.1%,8.0,+1.9,29-22-0,56.9%,-3.8,+1.5,49-35-2,58.3%,2.4,+2.5
S Alabama,161-130-4,55.3%,0.9,0.6,106-85-2,55.5%,-1.9,0.0,65-48-3,57.5%,1.7,1.4,78-57-2,57.8%,1.0,1.7,80-70-2,53.3%,0.3,-0.6,73-59-4,55.3%,-6.3,-0.5,98-69-2,58.7%,-5.0,1.7,60-61-2,49.6%,4.0,-1.1,73-59-0,55.3%,7.0,+1.6,11-12-0,47.8%,0.0,-1.8,47-41-1,53.4%,0.6,0.6,25-23-2,52.1%,9.4,+2.5,30-22-0,57.7%,-1.1,+1.0,38-29-0,56.7%,0.2,-0.1
Utah Valley,125-101-2,55.3%,3.2,1.8,81-63-2,56.3%,0.8,2.4,56-44-0,56.0%,2.4,1.8,51-37-1,58.0%,4.6,2.7,73-62-1,54.1%,2.3,+1.3,63-48-2,56.8%,-3.5,1.7,60-51-1,54.1%,-5.9,2.0,65-48-1,57.5%,8.6,1.8,51-40-0,56.0%,10.7,+2.6,5-10-0,33.3%,-5.9,-2.5,31-17-0,64.6%,7.2,3.3,24-22-0,52.2%,9.4,+0.3,20-16-0,55.6%,2.3,+1.6,33-30-2,52.4%,3.1,+1.9
Baylor,172-139-7,55.3%,9.0,0.8,95-70-3,57.6%,7.4,1.4,50-42-1,54.4%,11.2,0.0,47-34-3,58.0%,6.5,1.2,121-101-4,54.5%,9.2,+0.8,60-41-3,59.4%,0.4,0.6,45-39-1,53.6%,-3.0,1.1,127-100-6,56.0%,12.0,0.7,78-72-2,52.0%,15.5,+1.3,8-6-0,57.1%,9.6,-0.1,27-18-1,60.0%,10.0,2.0,38-42-2,47.5%,10.1,-1.1,39-27-2,59.1%,11.8,+1.8,87-73-5,54.4%,7.5,+1.1
S Dakota St,167-135-4,55.3%,7.1,1.3,87-81-2,51.8%,5.8,1.1,62-51-1,54.9%,6.5,0.3,46-36-0,56.1%,6.2,2.0,114-95-4,54.6%,7.8,+1.2,70-58-1,54.7%,-0.7,0.0,49-36-2,57.7%,-5.3,1.6,117-97-2,54.7%,10.1,1.3,68-45-1,60.2%,16.2,+3.2,16-15-2,51.6%,4.9,1.4,34-24-1,58.6%,9.2,2.1,40-28-0,58.8%,12.1,+1.1,40-26-2,60.6%,4.2,+2.0,55-45-0,55.0%,7.1,+1.9
Colgate,121-98-3,55.3%,4.8,1.3,69-46-3,60.0%,5.0,2.5,30-29-3,50.9%,2.9,0.6,34-24-1,58.6%,3.7,1.3,85-70-1,54.8%,5.5,+1.2,62-52-2,54.4%,-0.4,0.9,30-24-2,55.6%,-7.1,1.8,87-73-1,54.4%,10.0,1.0,54-39-1,58.1%,11.4,+2.3,7-3-0,70.0%,9.7,2.9,13-10-0,56.5%,10.5,6.0,28-29-0,49.1%,7.2,+0.1,24-23-0,51.1%,1.1,-0.3,71-56-0,55.9%,4.3,+0.7
St Peters,166-135-2,55.2%,0.5,1.0,71-66-2,51.8%,0.9,1.2,65-44-0,59.6%,-1.0,0.7,73-61-2,54.5%,0.6,0.9,87-70-0,55.4%,0.8,+1.1,82-65-1,55.8%,-3.6,1.1,90-56-1,61.6%,-4.6,2.5,74-76-1,49.3%,4.9,-0.2,63-61-1,50.8%,4.6,+0.2,9-10-1,47.4%,0.9,-1.5,46-31-1,59.7%,2.4,2.5,53-38-0,58.2%,1.2,+0.9,42-31-0,57.5%,-1.2,+0.8,46-50-0,47.9%,0.7,+0.6
Penn St,172-140-7,55.1%,2.1,1.1,76-50-2,60.3%,3.6,2.0,40-35-2,53.3%,5.1,1.2,77-64-1,54.6%,0.9,1.4,90-73-6,55.2%,2.1,+0.5,56-51-3,52.3%,-4.9,0.7,98-64-2,60.5%,-4.4,2.1,73-74-5,49.7%,8.4,0.0,80-69-1,53.7%,7.6,+1.0,12-7-1,63.2%,-3.0,0.4,12-11-0,52.2%,7.4,2.0,51-51-2,50.0%,1.5,-0.1,45-39-3,53.6%,0.7,+1.0,108-87-4,55.4%,0.8,+1.0
SE Louisiana,106-88-2,54.6%,-1.8,-0.3,56-53-2,51.4%,-2.4,-0.7,35-28-1,55.6%,-1.6,-1.3,60-37-2,61.9%,-2.1,0.5,44-49-0,47.3%,-2.0,-1.0,61-47-0,56.5%,-8.4,0.2,71-50-0,58.7%,-10.1,0.1,35-38-2,48.0%,4.3,-0.9,32-30-2,51.6%,7.2,-0.8,5-7-0,41.7%,-5.0,-2.9,20-19-1,51.3%,-3.3,0.6,30-16-0,65.2%,3.5,+1.4,20-19-0,51.3%,-7.4,-1.1,46-34-0,57.5%,-0.9,+0.5
TX A&M-CC,112-93-1,54.6%,2.4,0.9,63-55-1,53.4%,1.3,1.4,37-29-0,56.1%,3.2,0.2,48-39-0,55.2%,1.5,1.1,63-52-1,54.8%,2.4,+0.9,58-44-1,56.9%,-3.6,1.8,63-50-0,55.8%,-7.4,1.8,49-42-1,53.9%,6.2,-0.1,39-35-0,52.7%,9.2,+0.4,8-5-0,61.5%,0.9,4.1,24-19-1,55.8%,1.1,-0.8,18-23-0,43.9%,7.3,-2.3,31-15-0,67.4%,-2.5,+2.5,43-40-0,51.8%,2.5,+1.8
North Texas,156-131-5,54.4%,3.9,0.8,97-87-5,52.7%,1.1,0.4,71-52-2,57.7%,5.3,1.5,62-57-2,52.1%,0.1,-0.2,91-74-3,55.2%,5.2,+1.4,66-55-4,54.6%,-3.4,0.7,68-60-2,53.1%,-6.7,1.0,88-70-3,55.7%,8.5,0.7,70-60-1,53.9%,9.8,+1.0,8-13-0,38.1%,0.3,-2.7,49-30-3,62.0%,2.4,1.8,33-22-0,60.0%,11.3,+2.0,26-22-0,54.2%,2.3,+1.3,28-36-0,43.8%,3.9,-0.6
Queens,32-27-3,54.2%,1.6,0.0,21-17-1,55.3%,-0.2,0.5,11-10-1,52.4%,-0.8,0.2,16-12-3,57.1%,0.4,0.4,15-14-0,51.7%,2.0,-0.2,14-19-2,42.4%,-7.3,-1.5,17-19-1,47.2%,-7.5,-0.8,15-8-2,65.2%,5.2,1.2,14-8-1,63.6%,11.4,+1.3,1-2-0,33.3%,-7.7,-0.8,7-9-1,43.8%,3.1,-0.5,6-2-2,75.0%,15.2,+1.5,5-8-0,38.5%,-7.4,-2.6,13-6-1,68.4%,4.3,+0.3
Florida A&M,103-87-0,54.2%,-8.6,0.8,56-50-0,52.8%,-7.9,0.1,47-43-0,52.2%,-7.4,0.5,70-52-0,57.4%,-9.1,1.6,31-30-0,50.8%,-5.9,-0.5,62-52-0,54.4%,-13.7,0.7,86-62-0,58.1%,-11.4,1.8,16-25-0,39.0%,2.9,-3.1,34-32-0,51.5%,-0.2,+0.7,6-5-0,54.6%,-13.3,1.0,30-27-0,52.6%,-7.6,0.2,20-22-0,47.6%,-7.1,-0.3,27-15-0,64.3%,-11.7,+3.7,20-12-0,62.5%,-11.4,+2.4
S Car State,104-88-4,54.2%,-6.4,0.7,58-43-3,57.4%,-6.1,0.8,43-34-1,55.8%,-3.3,0.7,65-56-3,53.7%,-7.1,0.3,35-29-1,54.7%,-5.8,+0.6,63-56-0,52.9%,-13.7,0.4,85-60-4,58.6%,-12.2,1.7,19-27-0,41.3%,3.6,-1.8,30-26-3,53.6%,4.5,+1.9,8-2-1,80.0%,-7.7,2.9,27-27-1,50.0%,-6.0,0.6,16-17-0,48.5%,-1.9,+0.3,30-28-1,51.7%,-10.9,+0.9,26-25-1,51.0%,-11.6,+0.4
Stony Brook,117-99-7,54.2%,2.0,0.1,74-53-4,58.3%,1.2,0.9,36-30-1,54.6%,0.6,0.5,54-36-3,60.0%,2.4,1.6,61-58-4,51.3%,2.4,-0.7,66-50-2,56.9%,-2.6,0.4,60-50-1,54.6%,-7.7,0.9,54-47-6,53.5%,5.9,-0.8,42-44-5,48.8%,7.5,-0.6,11-5-0,68.8%,1.7,4.3,15-17-0,46.9%,0.8,-0.7,19-23-0,45.2%,4.0,-2.3,24-23-3,51.1%,2.0,+0.1,55-47-6,53.9%,3.1,-0.5
TX-Arlington,157-133-7,54.1%,3.0,0.8,95-95-5,50.0%,0.8,-0.1,63-56-2,52.9%,4.9,1.3,68-54-4,55.7%,1.3,1.1,84-77-3,52.2%,4.2,+0.6,77-72-3,51.7%,-3.0,1.2,74-56-3,56.9%,-5.6,2.7,81-75-4,51.9%,5.7,-0.8,67-51-3,56.8%,9.9,+0.4,6-12-1,33.3%,-3.1,-4.4,47-40-4,54.0%,1.8,-0.1,30-20-1,60.0%,11.3,+2.6,32-18-1,64.0%,0.3,+2.5,41-25-0,62.1%,2.8,+2.6
Connecticut,176-150-5,54.0%,7.3,0.9,74-64-3,53.6%,7.2,1.0,53-36-1,59.6%,9.9,1.7,45-64-1,41.3%,3.6,-1.1,125-84-4,59.8%,8.3,+1.8,52-52-0,50.0%,-0.5,-0.4,43-49-2,46.7%,-7.1,-1.1,131-99-3,57.0%,12.9,1.6,79-70-4,53.0%,13.2,+0.6,10-14-1,41.7%,-0.2,-0.6,13-10-0,56.5%,6.0,1.7,49-42-2,53.9%,7.7,+0.4,53-44-0,54.6%,7.1,+1.1,100-90-3,52.6%,7.1,+0.5
Oakland,168-144-4,53.9%,1.6,-0.1,101-76-4,57.1%,1.6,0.0,60-50-1,54.6%,1.3,0.7,60-73-1,45.1%,-1.5,-1.1,102-69-3,59.7%,3.7,+0.5,85-67-3,55.9%,-2.8,0.7,81-54-2,60.0%,-7.4,0.9,87-89-2,49.4%,6.0,-0.9,63-63-1,50.0%,6.8,-1.5,18-14-1,56.3%,1.0,-0.4,42-44-2,48.8%,0.6,-1.5,34-35-0,49.3%,4.8,+0.5,33-33-0,50.0%,-2.0,-1.1,48-36-0,57.1%,3.2,+0.3
St Marys,169-145-7,53.8%,10.0,1.0,95-87-3,52.2%,8.3,0.7,76-60-3,55.9%,11.6,1.2,42-28-1,60.0%,8.8,1.5,125-111-6,53.0%,10.1,+1.1,56-39-2,59.0%,6.6,1.9,24-32-1,42.9%,-7.8,-1.6,143-113-6,55.9%,12.9,1.4,88-73-4,54.7%,15.2,+1.6,5-8-0,38.5%,0.0,-1.6,43-50-2,46.2%,6.4,-0.5,41-30-2,57.8%,13.3,+1.6,33-28-2,54.1%,11.1,+1.4,45-27-2,62.5%,13.4,+3.2
NW State,99-85-5,53.8%,-4.5,0.6,61-53-2,53.5%,-5.4,1.6,35-24-2,59.3%,-1.6,0.3,55-47-2,53.9%,-6.1,0.3,42-35-3,54.6%,-1.9,+1.5,61-44-3,58.1%,-11.0,0.8,73-64-2,53.3%,-12.5,0.2,25-21-3,54.4%,6.4,1.5,33-31-1,51.6%,3.2,+0.8,10-5-0,66.7%,-9.5,3.4,15-18-3,45.5%,-5.9,0.1,16-16-2,50.0%,1.0,-1.8,22-16-1,57.9%,-9.2,-0.2,39-38-0,50.7%,-5.5,+0.6
Michigan St,185-159-3,53.8%,8.0,0.4,66-74-0,47.1%,4.6,-0.7,53-49-0,52.0%,9.1,0.0,59-38-1,60.8%,7.9,1.5,123-112-2,52.3%,8.1,+0.3,49-54-2,47.6%,0.7,-1.2,38-44-1,46.3%,-5.0,-0.2,147-114-2,56.3%,11.9,0.7,96-61-1,61.2%,15.3,+1.4,10-12-0,45.5%,2.3,0.1,15-11-1,57.7%,7.7,1.1,54-45-1,54.6%,9.4,+1.0,65-40-2,61.9%,11.0,+1.4,107-87-2,55.2%,8.1,+0.6
GA Tech,164-141-4,53.8%,-0.2,0.4,77-68-2,53.1%,-2.8,0.3,40-30-1,57.1%,4.7,2.0,85-67-0,55.9%,-1.1,0.5,72-71-4,50.4%,-0.3,+0.1,67-50-1,57.3%,-5.8,1.7,107-91-3,54.0%,-6.3,0.8,56-50-1,52.8%,8.5,-0.3,82-74-2,52.6%,4.1,-0.3,1-5-0,16.7%,-7.3,-2.2,15-16-0,48.4%,-0.9,-1.0,38-30-1,55.9%,4.8,+0.7,49-43-1,53.3%,-0.3,+0.4,108-90-3,54.6%,-1.6,+0.1
Longwood,108-93-3,53.7%,-1.0,1.1,64-58-3,52.5%,-3.4,0.9,33-28-1,54.1%,-1.1,1.0,40-46-2,46.5%,-4.2,0.5,66-45-1,59.5%,2.8,+1.6,50-56-1,47.2%,-7.3,0.1,53-48-2,52.5%,-7.2,2.2,55-43-1,56.1%,6.7,0.2,46-29-2,61.3%,6.0,+2.2,14-11-0,56.0%,0.7,2.3,18-15-1,54.6%,-1.3,0.3,24-20-0,54.6%,5.2,+1.0,20-15-0,57.1%,-2.9,+1.6,43-39-1,52.4%,-1.2,+1.1
Morehead St,156-135-9,53.6%,2.8,0.4,86-89-8,49.1%,-0.7,-0.1,65-51-3,56.0%,2.7,1.5,61-52-6,54.0%,2.8,0.1,93-77-3,54.7%,3.6,+1.1,82-72-5,53.3%,-4.7,0.5,77-65-5,54.2%,-8.3,0.8,77-68-4,53.1%,6.8,0.1,59-51-4,53.6%,11.6,+0.3,8-5-0,61.5%,3.3,1.7,51-40-6,56.0%,2.3,0.3,35-21-1,62.5%,14.3,+1.8,35-25-0,58.3%,-1.9,+0.8,32-39-0,45.1%,3.8,-1.5
Boise St,164-142-6,53.6%,7.2,1.4,77-72-3,51.7%,4.6,0.6,40-42-1,48.8%,7.3,-0.1,56-41-2,57.7%,7.4,1.9,104-98-4,51.5%,6.4,+1.2,69-54-2,56.1%,1.2,1.4,57-42-2,57.6%,-3.0,1.9,105-98-4,51.7%,10.0,1.2,71-61-3,53.8%,14.5,+2.0,10-6-1,62.5%,3.1,2.8,15-11-0,57.7%,8.6,1.7,45-42-0,51.7%,9.7,+0.6,42-28-3,60.0%,9.2,+3.9,99-83-4,54.4%,7.4,+1.9
Maine,99-86-4,53.5%,-7.6,-0.2,54-44-2,55.1%,-9.3,1.0,20-31-0,39.2%,-10.9,-2.3,67-53-2,55.8%,-6.6,0.8,28-29-2,49.1%,-8.7,-2.7,65-55-1,54.2%,-13.0,-0.6,83-71-4,53.9%,-10.9,0.2,16-14-0,53.3%,2.0,-2.3,30-30-2,50.0%,-0.5,+0.3,4-3-1,57.1%,-5.8,0.3,13-6-0,68.4%,-1.4,1.5,16-22-0,42.1%,-1.5,-2.6,29-20-2,59.2%,-9.9,-0.8,62-46-3,57.4%,-7.7,+0.4
Oregon,185-161-3,53.5%,6.9,0.6,102-97-0,51.3%,4.7,0.1,64-57-2,52.9%,7.8,0.4,52-43-1,54.7%,6.6,1.9,129-113-2,53.3%,6.4,+0.1,50-53-1,48.5%,-1.1,-1.4,47-41-1,53.4%,-3.8,0.9,136-120-2,53.1%,10.1,0.5,96-73-1,56.8%,13.5,+2.2,12-14-1,46.2%,-0.9,-0.9,38-40-0,48.7%,4.7,0.3,47-35-2,57.3%,11.8,+2.3,36-29-1,55.4%,6.8,+0.1,71-50-0,58.7%,9.0,+1.3
Creighton,178-155-4,53.5%,6.9,1.0,80-62-2,56.3%,5.9,1.0,42-41-0,50.6%,8.2,0.1,64-47-0,57.7%,5.8,1.9,112-101-4,52.6%,6.9,+0.9,57-56-2,50.4%,-1.0,0.4,51-52-2,49.5%,-4.4,0.9,125-103-2,54.8%,11.5,1.0,89-74-2,54.6%,13.6,+1.7,10-8-0,55.6%,-0.4,-1.2,14-10-1,58.3%,12.7,2.0,59-52-0,53.2%,9.1,+1.3,39-41-2,48.8%,5.8,+0.7,112-96-3,53.9%,6.3,+1.4
Norfolk St,109-95-4,53.4%,4.2,1.2,53-57-0,48.2%,2.0,1.2,44-38-2,53.7%,5.3,1.7,40-32-0,55.6%,3.4,2.1,67-63-4,51.5%,3.9,+0.5,52-50-1,51.0%,-4.4,0.0,48-42-0,53.3%,-9.7,0.1,60-53-4,53.1%,9.6,2.0,35-23-1,60.3%,16.0,+4.4,8-12-1,40.0%,-2.9,-2.5,33-25-0,56.9%,7.3,1.2,29-19-0,60.4%,12.7,+1.4,27-19-4,58.7%,-2.8,+1.0,24-20-1,54.6%,0.8,+1.9
Virginia,172-150-7,53.4%,9.0,-0.2,90-71-5,55.9%,8.5,-0.4,48-52-1,48.0%,11.0,-0.2,36-29-3,55.4%,7.5,-1.1,130-117-4,52.6%,8.9,0.0,65-44-3,59.6%,3.4,0.3,25-25-1,50.0%,-5.5,-1.8,147-125-6,54.0%,11.1,0.1,77-73-4,51.3%,13.9,-0.1,8-11-0,42.1%,4.5,-0.9,23-18-1,56.1%,7.8,0.2,41-48-2,46.1%,10.2,-0.8,41-31-0,56.9%,8.3,+1.0,93-69-5,57.4%,8.5,-0.2
Hofstra,157-137-5,53.4%,5.7,0.6,97-109-3,47.1%,3.7,-0.8,62-46-1,57.4%,5.3,1.0,48-44-2,52.2%,5.6,0.6,105-92-2,53.3%,5.5,+0.6,84-50-4,62.7%,2.8,2.2,47-34-3,58.0%,-4.2,1.8,108-103-2,51.2%,7.0,-0.1,53-64-1,45.3%,9.9,-1.1,10-15-0,40.0%,1.2,-2.2,37-35-3,51.4%,6.2,0.5,35-19-1,64.8%,10.5,+2.7,25-9-1,73.5%,8.3,+5.4,48-41-1,53.9%,7.0,+0.9
Lipscomb,128-112-2,53.3%,3.1,0.3,75-70-1,51.7%,1.1,-0.6,35-39-1,47.3%,4.6,-1.0,47-42-1,52.8%,2.5,-0.5,79-67-1,54.1%,2.8,+0.7,69-51-1,57.5%,-2.8,1.6,64-39-1,62.1%,-5.9,2.7,61-73-1,45.5%,6.0,-1.8,51-54-1,48.6%,10.3,-0.9,8-8-0,50.0%,-1.4,-1.6,33-23-1,58.9%,1.1,1.2,17-18-1,48.6%,10.8,0.0,36-24-0,60.0%,0.2,+2.7,52-42-0,55.3%,3.6,+1.1
Davidson,160-140-3,53.3%,5.3,0.5,74-65-2,53.2%,5.2,0.7,38-40-0,48.7%,4.9,-1.3,55-53-2,50.9%,4.8,0.9,103-83-1,55.4%,4.7,+0.4,64-55-1,53.8%,0.5,0.7,44-49-2,47.3%,-6.4,-0.8,115-88-1,56.7%,9.1,1.2,67-60-1,52.8%,12.0,+1.2,8-11-1,42.1%,-1.0,-4.1,8-5-0,61.5%,5.2,1.4,52-38-1,57.8%,6.6,+0.1,34-37-0,47.9%,3.5,+0.5,106-84-2,55.8%,6.2,+1.6
Stetson,105-92-7,53.3%,-2.2,0.8,67-53-5,55.8%,-3.7,2.0,30-29-2,50.9%,-0.9,1.5,56-45-5,55.5%,-2.6,1.1,48-47-2,50.5%,-3.5,+0.2,59-46-5,56.2%,-9.3,0.7,79-63-6,55.6%,-8.1,1.3,26-27-1,49.1%,4.9,-0.3,38-41-2,48.1%,5.5,+0.4,7-8-0,46.7%,0.2,0.5,25-19-1,56.8%,0.5,1.9,18-19-1,48.7%,6.6,-2.1,20-20-1,50.0%,-8.4,-0.5,43-36-4,54.4%,-5.5,-0.4
