,Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team Covers_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Implied Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Implied Odds_current_season,Home Team Underdog_current_season,Away Team all_games_Sample Size_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_Sample Size_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team all_games_Sample Size_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_Sample Size_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Implied Odds_current_season,Underdog is_dog Sample Size_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Implied Odds_current_season,Favorite is_fav Sample Size_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Away Team Covers_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Home Team Spread_all_time,Away Team all_games_Sample Size_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_Sample Size_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team all_games_Sample Size_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_Sample Size_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Sample Size_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Sample Size_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Away Team Covers_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Home Team Spread_last_10_seasons,Away Team all_games_Sample Size_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_Sample Size_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team all_games_Sample Size_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_Sample Size_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Sample Size_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Sample Size_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons,Away Team_current_season_map,Home Team_current_season_map,Favorite is_fav Team_current_season_map,Underdog is_dog Team_current_season_map,Away Team,Home Team,Home Cover
0,1,99.7,9:15 PM,Cameron Indoor Stadium,2,Auburn,3,Duke,Auburn,Duke,2.5,0.5122,True,-2.5,0.5349,False,0,0.833,20.1,8.8,0,0.0,0.0,0.0,7,0.571,22.1,3.9,4,0.75,37.3,+7.5,Auburn,2.5,0.5122,0,1.0,5.0,10.5,Duke,-2.5,0.5349,0,0.5,23.5,2.0,Auburn,Duke,2.5,-2.5,0,0.516,3.4,0.3,0,0.493,-5.0,-0.7,938,0.525,13.9,0.5,424,0.55,20.5,1.2,2.5,357,0.503,-7.8,-0.4,-2.5,0,0.523,14.2,0.3,Auburn,Duke,2.5,-2.5,0,0.531,5.4,0.9,0,0.455,-2.5,-0.7,358,0.52,12.1,0.3,167,0.528,18.7,0.4,2.5,107,0.462,-7.5,-0.5,-2.5,0,0.519,13.5,0.0,17.0,75.0,75.0,17.0,Auburn,Duke,True
1,2,99.4,7:15 PM,Dean E. Smith Center,7,Alabama,13,N Carolina,Alabama,North Carolina,2.0,0.5192,True,-2.0,0.5283,False,0,0.375,10.6,-1.5,0,0.0,-9.0,-13.0,7,0.429,9.6,-0.6,2,0.5,33.0,+6.8,Alabama,2.0,0.5192,0,1.0,5.0,9.0,N Carolina,-2.0,0.5283,0,0.4,16.6,0.0,Alabama,North Carolina,2.0,-2.0,0,0.496,4.5,0.2,0,0.478,-4.1,-1.1,930,0.521,9.3,0.5,400,0.541,14.5,0.5,2.0,320,0.498,-5.7,0.1,-2.0,0,0.543,12.2,0.7,Alabama,North Carolina,2.0,-2.0,0,0.505,4.8,0.9,0,0.491,-1.8,0.0,369,0.522,8.7,0.6,153,0.53,13.7,0.3,2.0,120,0.504,-4.5,1.2,-2.0,0,0.541,11.4,0.7,4.0,190.0,190.0,4.0,Alabama,North Carolina,False
2,3,99.3,8:00 PM,James H. Hilton Coliseum,10,Marquette,8,Iowa St,Marquette,Iowa State,5.5,0.5192,True,-5.5,0.5283,False,0,0.857,20.9,3.6,0,1.0,4.0,6.5,6,0.5,21.8,0.8,3,0.333,33.3,-2.3,Marquette,5.5,0.5192,0,1.0,4.0,6.5,Iowa St,-5.5,0.5283,0,0.4,26.6,0.6,Marquette,Iowa State,5.5,-5.5,0,0.527,5.6,0.5,0,0.576,-1.8,0.8,790,0.529,4.2,0.6,371,0.555,11.1,1.2,5.5,313,0.558,-4.8,0.8,-5.5,0,0.547,10.6,1.1,Marquette,Iowa State,5.5,-5.5,0,0.52,4.9,0.4,0,0.561,-1.6,1.0,326,0.527,5.0,0.8,153,0.536,11.9,1.2,5.5,123,0.517,-5.4,0.3,-5.5,0,0.539,12.0,1.0,160.0,126.0,126.0,160.0,Marquette,Iowa State,True
3,4,98.8,6:30 PM,Xfinity Center,12,Ohio St,24,Maryland,Ohio St.,Maryland,4.0,0.5192,True,-4.0,0.5283,False,0,0.714,22.0,8.8,0,0.0,-14.0,-8.5,8,0.5,28.1,5.6,7,0.571,32.0,+7.1,Ohio St,4.0,0.5192,0,0.5,-3.0,0.5,Maryland,-4.0,0.5283,0,0.5,28.1,5.6,Ohio St.,Maryland,4.0,-4.0,0,0.514,7.4,0.6,0,0.486,-1.8,-0.3,819,0.51,7.2,0.1,393,0.521,13.7,0.1,4.0,269,0.494,-5.2,0.5,-4.0,0,0.516,10.0,-0.2,Ohio St.,Maryland,4.0,-4.0,0,0.485,6.1,0.3,0,0.394,-3.3,-1.4,331,0.492,5.9,0.1,175,0.471,11.3,-0.4,4.0,114,0.438,-5.8,-0.5,-4.0,0,0.485,10.6,-0.3,223.0,162.0,162.0,223.0,Ohio St.,Maryland,True
4,5,98.7,6:30 PM,Harry A. Gampel Pavilion,20,Baylor,17,Connecticut,Baylor,Connecticut,2.5,0.5192,True,-2.5,0.5283,False,0,0.429,12.0,0.4,0,0.0,-38.0,-31.5,8,0.5,23.0,-4.2,5,0.8,41.0,+3.5,Baylor,2.5,0.5192,0,0.0,-26.5,-21.0,Connecticut,-2.5,0.5283,0,0.5,23.0,-4.2,Baylor,Connecticut,2.5,-2.5,0,0.52,5.4,0.6,0,0.528,-4.8,0.0,860,0.521,8.8,0.4,384,0.523,14.9,0.3,2.5,321,0.521,-7.2,0.7,-2.5,0,0.519,10.7,0.3,Baylor,Connecticut,2.5,-2.5,0,0.551,9.2,0.9,0,0.594,0.4,0.6,337,0.536,7.5,0.7,156,0.533,13.7,0.7,2.5,86,0.529,-3.2,1.0,-2.5,0,0.564,13.0,1.4,20.0,59.0,59.0,20.0,Baylor,Connecticut,True
5,6,98.2,9:15 PM,Humphrey Coliseum,16,Pittsburgh,29,Miss State,Pittsburgh,Mississippi State,5.5,0.5192,True,-5.5,0.5283,False,0,0.75,18.6,5.9,0,1.0,1.0,6.5,7,0.571,16.1,1.6,3,0.667,30.3,+5.3,Pittsburgh,5.5,0.5192,0,1.0,1.0,6.5,Miss State,-5.5,0.5283,0,0.571,16.1,1.6,Pittsburgh,Mississippi State,5.5,-5.5,0,0.501,5.4,0.2,0,0.52,-1.9,1.0,799,0.524,4.0,0.5,370,0.548,9.9,0.9,5.5,311,0.498,-6.1,0.7,-5.5,0,0.522,9.1,0.6,Pittsburgh,Mississippi State,5.5,-5.5,0,0.495,1.1,0.0,0,0.515,-5.7,1.2,327,0.53,3.9,0.7,158,0.568,9.5,1.4,5.5,168,0.488,-7.8,-0.2,-5.5,0,0.541,10.0,0.8,233.0,176.0,176.0,233.0,Pittsburgh,Mississippi State,True
6,7,96.1,8:30 PM,CHI Health Center Omaha,6,Kansas,53,Creighton,Kansas,Creighton,-4.5,0.5192,False,4.5,0.5283,True,0,0.571,16.9,1.1,0,0.0,0.0,0.0,8,0.143,8.5,-8.9,5,0.2,17.2,-9.1,Creighton,4.5,0.5283,0,0.0,-4.0,0.0,Kansas,-4.5,0.5192,0,0.5,19.2,0.1,Kansas,Creighton,-4.5,4.5,0,0.517,11.8,0.7,0,0.513,4.3,-0.3,850,0.53,7.2,0.6,398,0.53,13.3,0.9,4.5,227,0.543,-3.2,1.8,-4.5,0,0.517,12.8,0.8,Kansas,Creighton,-4.5,4.5,0,0.514,9.2,0.0,0,0.509,2.1,-0.7,343,0.53,6.9,0.9,168,0.542,13.6,1.6,4.5,106,0.495,-4.4,0.9,-4.5,0,0.523,11.4,0.5,133.0,62.0,133.0,62.0,Kansas,Creighton,True
7,10,90.6,8:30 PM,Williams Arena,32,Michigan St,102,Minnesota,Michigan St.,Minnesota,-5.0,0.5192,False,5.0,0.5283,True,0,0.5,10.6,-0.6,0,0.0,0.0,0.0,9,0.143,5.6,-3.6,7,0.167,8.3,-4.1,Minnesota,5.0,0.5283,0,0.0,-4.0,-1.5,Michigan St,-5.0,0.5192,0,0.5,15.0,-1.9,Michigan St.,Minnesota,-5.0,5.0,0,0.531,8.7,0.5,0,0.504,1.9,-0.1,815,0.481,2.0,-0.5,414,0.521,8.3,0.1,5.0,413,0.462,-7.0,-0.2,-5.0,0,0.541,11.3,0.5,Michigan St.,Minnesota,-5.0,5.0,0,0.534,7.9,0.4,0,0.476,0.7,-1.2,322,0.481,0.7,-0.3,173,0.53,6.8,0.4,5.0,174,0.447,-7.9,-0.7,-5.0,0,0.559,11.8,0.6,173.0,175.0,173.0,175.0,Michigan St.,Minnesota,False
8,12,90.0,7:15 PM,Exactech Arena at the Stephen C. O'Connell Center,106,Virginia,14,Florida,Virginia,Florida,16.5,0.5238,True,-16.5,0.5238,False,0,0.286,3.4,-3.1,0,0.0,0.0,0.0,8,0.625,22.0,4.6,4,0.25,23.5,-2.8,Virginia,16.5,0.5238,0,0.333,-12.3,-3.3,Florida,-16.5,0.5238,0,0.625,22.0,4.6,Virginia,Florida,16.5,-16.5,0,0.504,5.2,-0.3,0,0.498,-2.6,-0.7,845,0.509,9.4,0.6,364,0.489,16.0,0.7,16.5,265,0.483,-8.4,-1.1,-16.5,0,0.512,10.4,0.5,Virginia,Florida,16.5,-16.5,0,0.531,8.9,-0.2,0,0.596,3.4,0.3,340,0.475,5.9,0.0,150,0.443,10.6,-0.4,16.5,54,0.491,-5.8,-1.9,-16.5,0,0.504,9.9,0.1,338.0,89.0,89.0,338.0,Virginia,Florida,True
9,17,74.1,8:00 PM,Bank of Colorado Arena,148,St. Thomas,144,N Colorado,St. Thomas (MN),Northern Colorado,4.5,0.5192,True,-4.5,0.5283,False,0,0.571,11.0,4.2,0,0.5,-3.5,2.5,6,0.5,12.7,5.0,1,0.0,33.8,-3.5,St. Thomas,4.5,0.5192,0,0.25,-9.0,-1.6,N Colorado,-4.5,0.5283,0,0.0,16.0,-3.5,St. Thomas (MN),Northern Colorado,4.5,-4.5,0,0.57,4.5,1.8,0,0.511,-4.9,0.0,490,0.501,0.4,0.2,197,0.44,7.5,-1.5,4.5,48,0.5,-6.1,1.7,-4.5,0,0.48,5.6,-0.6,St. Thomas (MN),Northern Colorado,4.5,-4.5,0,0.57,4.5,1.8,0,0.511,-4.9,0.0,295,0.5,2.4,0.0,116,0.407,8.5,-2.4,4.5,48,0.5,-6.1,1.7,-4.5,0,0.49,5.8,-0.5,285.0,191.0,191.0,285.0,St. Thomas (MN),Northern Colorado,False
10,19,73.8,9:00 PM,Dee Glen Smith Spectrum,217,Wyoming,38,Utah St,Wyoming,Utah St.,19.0,0.5283,True,-19.0,0.5192,False,0,0.667,1.3,-3.7,0,0.0,-47.0,-28.5,6,0.5,25.3,7.8,3,0.667,40.0,+12.7,Wyoming,19.0,0.5283,0,0.667,-16.3,-8.2,Utah St,-19.0,0.5192,0,0.4,21.0,7.2,Wyoming,Utah St.,19.0,-19.0,0,0.485,0.9,-0.3,0,0.468,-6.9,-1.2,784,0.529,7.7,1.2,359,0.563,14.0,1.9,19.0,407,0.496,-7.9,-0.3,-19.0,0,0.55,10.9,1.5,Wyoming,Utah St.,19.0,-19.0,0,0.485,-0.2,-0.2,0,0.5,-6.9,-0.8,316,0.518,6.9,1.3,138,0.596,13.8,2.5,19.0,182,0.517,-7.5,0.2,-19.0,0,0.576,11.2,2.0,358.0,328.0,328.0,358.0,Wyoming,Utah St.,False
11,20,71.1,7:00 PM,Curb Event Center,175,Illinois St,142,Belmont,Illinois St.,Belmont,6.0,0.5238,True,-6.0,0.5238,False,0,0.667,8.1,2.5,0,1.0,9.0,12.5,7,0.714,7.3,2.6,3,0.667,10.0,-0.8,Illinois St,6.0,0.5238,0,0.8,0.8,6.0,Belmont,-6.0,0.5238,0,0.6,2.2,-2.8,Illinois St.,Belmont,6.0,-6.0,0,0.47,1.2,-0.2,0,0.472,-4.9,-0.4,426,0.524,5.7,0.6,158,0.574,12.1,1.4,6.0,389,0.468,-6.7,0.0,-6.0,0,0.527,10.8,0.6,Illinois St.,Belmont,6.0,-6.0,0,0.46,0.3,0.0,0,0.431,-5.1,-0.1,316,0.536,7.7,0.4,130,0.583,13.7,1.3,6.0,164,0.463,-6.5,0.4,-6.0,0,0.541,10.5,0.5,120.0,22.0,22.0,120.0,Illinois St.,Belmont,False
12,21,69.7,9:00 PM,The Pit,237,San Jose St,52,New Mexico,San Jose St.,New Mexico,20.0,0.5283,True,-20.0,0.5192,False,0,0.625,1.9,-0.3,0,0.5,-12.5,-1.8,8,0.5,10.0,-0.1,3,0.333,20.0,-2.0,San Jose St,20.0,0.5283,0,0.8,-3.8,3.5,New Mexico,-20.0,0.5192,0,0.5,14.3,-1.0,San Jose St.,New Mexico,20.0,-20.0,0,0.466,-6.2,-0.9,0,0.481,-11.8,-0.7,792,0.528,5.0,0.1,384,0.548,11.7,1.0,20.0,595,0.475,-11.1,-0.7,-20.0,0,0.546,9.4,0.4,San Jose St.,New Mexico,20.0,-20.0,0,0.478,-7.9,-0.9,0,0.461,-14.7,-1.4,310,0.498,2.6,-0.4,143,0.554,9.5,1.0,20.0,247,0.471,-12.7,-1.1,-20.0,0,0.521,8.3,-0.3,268.0,209.0,209.0,268.0,San Jose St.,New Mexico,False
13,24,68.7,8:00 PM,Reynolds Center,95,Oklahoma St,229,Tulsa,Oklahoma State,Tulsa,-6.0,0.5238,False,6.0,0.5238,True,0,0.167,2.5,-2.6,0,0.0,0.0,0.0,7,0.286,0.9,-8.5,3,0.333,8.0,-8.7,Tulsa,6.0,0.5238,0,0.0,-36.0,-26.5,Oklahoma St,-6.0,0.5238,0,0.0,9.7,-4.3,Oklahoma State,Tulsa,-6.0,6.0,0,0.499,5.4,0.4,0,0.463,-2.7,-0.3,778,0.513,3.2,0.1,362,0.541,9.0,0.5,6.0,339,0.488,-6.7,0.1,-6.0,0,0.532,9.9,0.8,Oklahoma State,Tulsa,-6.0,6.0,0,0.475,2.0,0.1,0,0.491,-4.2,1.1,305,0.468,0.2,-0.7,151,0.566,6.6,1.1,6.0,160,0.433,-7.9,-0.9,-6.0,0,0.468,8.2,-0.8,225.0,306.0,225.0,306.0,Oklahoma State,Tulsa,False
14,25,67.7,9:00 PM,Dahlberg Arena/Robin Selvig Court,126,S Dakota St,215,Montana,South Dakota State,Montana,-2.5,0.5238,False,2.5,0.5238,True,0,0.714,13.1,7.6,0,0.0,0.0,0.0,6,0.333,3.0,-2.8,3,0.333,20.4,+0.2,Montana,2.5,0.5238,0,0.5,-17.5,-2.1,S Dakota St,-2.5,0.5238,0,0.6,9.6,4.7,South Dakota State,Montana,-2.5,2.5,0,0.554,3.8,1.3,0,0.55,-4.0,0.5,679,0.485,3.4,-0.1,286,0.5,10.0,0.1,2.5,251,0.466,-7.5,-0.3,-2.5,0,0.567,10.3,1.5,South Dakota State,Montana,-2.5,2.5,0,0.557,7.3,1.4,0,0.547,-0.7,0.0,308,0.482,4.5,-0.1,123,0.504,12.2,0.5,2.5,95,0.419,-9.1,-1.3,-2.5,0,0.551,10.2,1.4,253.0,182.0,253.0,182.0,South Dakota State,Montana,True
15,26,66.4,6:30 PM,Ocean Bank Convocation Center (FIU),93,Fla Atlantic,244,Florida Intl,Florida Atlantic,Florida International,-9.0,0.5283,False,9.0,0.5192,True,0,0.375,7.7,-0.1,0,0.0,-4.5,-1.3,7,0.714,5.4,5.8,2,0.5,25.0,+15.8,Florida Intl,9.0,0.5192,0,0.75,-3.8,1.8,Fla Atlantic,-9.0,0.5283,0,0.4,5.0,-0.7,Florida Atlantic,Florida International,-9.0,9.0,0,0.484,-1.7,0.2,0,0.464,-7.8,-0.4,673,0.481,-2.5,-0.6,295,0.463,3.1,-0.8,9.0,464,0.501,-8.8,-0.1,-9.0,0,0.461,6.3,-0.2,Florida Atlantic,Florida International,-9.0,9.0,0,0.503,2.9,0.8,0,0.457,-4.5,-0.5,283,0.496,-0.6,-0.6,125,0.496,5.4,-0.3,9.0,174,0.53,-7.4,0.1,-9.0,0,0.497,7.9,0.7,87.0,91.0,87.0,91.0,Florida Atlantic,Florida International,False
16,27,66.2,10:30 PM,Save Mart Center,48,San Diego St,262,Fresno St,San Diego St.,Fresno St.,-14.5,0.5122,False,14.5,0.5349,True,0,0.4,9.0,5.0,0,0.0,0.0,0.0,7,0.667,-2.6,-0.6,2,0.0,9.0,-1.5,Fresno St,14.5,0.5349,0,0.8,-7.2,-0.2,San Diego St,-14.5,0.5122,0,0.0,5.0,-5.5,San Diego St.,Fresno St.,-14.5,14.5,0,0.525,5.4,0.6,0,0.514,-1.4,0.2,789,0.479,2.3,-0.2,376,0.451,7.9,-0.4,14.5,365,0.52,-5.8,1.0,-14.5,0,0.535,9.6,0.7,San Diego St.,Fresno St.,-14.5,14.5,0,0.517,8.4,0.7,0,0.467,2.7,-0.4,305,0.49,2.2,0.1,139,0.475,7.4,-0.5,14.5,149,0.51,-6.2,0.6,-14.5,0,0.526,10.3,0.7,266.0,94.0,266.0,94.0,San Diego St.,Fresno St.,False
17,28,64.5,7:00 PM,Sojka Pavilion,99,St Bonavent,246,Bucknell,St. Bonaventure,Bucknell,-7.0,0.5283,False,7.0,0.5192,True,0,1.0,11.9,4.9,0,1.0,9.0,3.8,9,0.667,-3.8,-0.5,4,0.5,3.3,-1.8,Bucknell,7.0,0.5192,0,1.0,-9.0,6.0,St Bonavent,-7.0,0.5283,0,1.0,13.0,5.4,St. Bonaventure,Bucknell,-7.0,7.0,0,0.511,0.6,-0.1,0,0.497,-4.4,-0.3,281,0.498,1.9,0.1,115,0.461,7.8,-0.9,7.0,143,0.507,-7.6,0.4,-7.0,0,0.514,7.1,0.1,St. Bonaventure,Bucknell,-7.0,7.0,0,0.535,4.0,0.7,0,0.504,-0.6,-0.3,232,0.511,0.9,0.0,96,0.479,6.0,-0.9,7.0,118,0.513,-8.1,0.3,-7.0,0,0.547,7.9,0.8,279.0,32.0,279.0,32.0,St. Bonaventure,Bucknell,False
