Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,99.7,9:15 PM,Cameron Indoor Stadium,2,Auburn,3,Duke,Auburn,Auburn,Duke,Duke,+2.5,−105,True,-2.5,−115,False,Auburn,172-152-8,53.1%,5.4,0.9,50-60-1,45.5%,-2.5,-0.7,Duke,182-168-8,52.0%,12.1,0.3,86-77-4,52.8%,18.7,0.4,Auburn,+2.5,−105,49-57-1,46.2%,-7.5,-0.5,Duke,-2.5,−115,162-150-6,51.9%,13.5,0.0
2,99.4,7:15 PM,Dean E. Smith Center,7,Alabama,13,N Carolina,Alabama,Alabama,North Carolina,North Carolina,+2,−108,True,-2,−112,False,Alabama,170-167-7,50.5%,4.8,0.9,55-57-1,49.1%,-1.8,0.0,N Carolina,187-171-11,52.2%,8.7,0.6,79-70-4,53.0%,13.7,0.3,Alabama,+2,−108,60-59-1,50.4%,-4.5,1.2,N Carolina,-2,−112,160-136-9,54.1%,11.4,0.7
3,99.3,8:00 PM,James H. Hilton Coliseum,10,Marquette,8,Iowa St,Marquette,Marquette,Iowa State,Iowa State,+5.5,−108,True,-5.5,−112,False,Marquette,171-158-5,52.0%,4.9,0.4,60-47-2,56.1%,-1.6,1.0,Iowa St,169-152-5,52.7%,5.0,0.8,81-70-2,53.6%,11.9,1.2,Marquette,+5.5,−108,62-58-3,51.7%,-5.4,0.3,Iowa St,-5.5,−112,98-84-2,53.9%,12.0,1.0
4,98.8,6:30 PM,Xfinity Center,12,Ohio St,24,Maryland,Ohio State,Ohio St.,Maryland,Maryland,+4,−108,True,-4,−112,False,Ohio St,162-172-5,48.5%,6.1,0.3,41-63-1,39.4%,-3.3,-1.4,Maryland,159-164-8,49.2%,5.9,0.1,81-91-3,47.1%,11.3,-0.4,Ohio St,+4,−108,49-63-2,43.8%,-5.8,-0.5,Maryland,-4,−112,99-105-4,48.5%,10.6,-0.3
5,98.7,6:30 PM,Harry A. Gampel Pavilion,20,Baylor,17,Connecticut,Baylor,Baylor,UConn,Connecticut,+2.5,−108,True,-2.5,−112,False,Baylor,174-142-7,55.1%,9.2,0.9,60-41-3,59.4%,0.4,0.6,Connecticut,178-154-5,53.6%,7.5,0.7,81-71-4,53.3%,13.7,0.7,Baylor,+2.5,−108,45-40-1,52.9%,-3.2,1.0,Connecticut,-2.5,−112,133-103-3,56.4%,13.0,1.4
6,98.2,9:15 PM,Humphrey Coliseum,16,Pittsburgh,29,Miss State,Pittsburgh,Pittsburgh,Mississippi State,Mississippi State,+5.5,−108,True,-5.5,−112,False,Pittsburgh,155-158-9,49.5%,1.1,0.0,52-49-4,51.5%,-5.7,1.2,Miss State,170-151-6,53.0%,3.9,0.7,88-67-3,56.8%,9.5,1.4,Pittsburgh,+5.5,−108,78-82-8,48.8%,-7.8,-0.2,Miss State,-5.5,−112,100-85-4,54.1%,10.0,0.8
7,96.1,8:30 PM,CHI Health Center Omaha,6,Kansas,53,Creighton,Kansas,Kansas,Creighton,Creighton,-4.5,−108,False,+4.5,−112,True,Kansas,181-171-5,51.4%,9.2,0.0,54-52-1,50.9%,2.1,-0.7,Creighton,179-159-5,53.0%,6.9,0.9,90-76-2,54.2%,13.6,1.6,Creighton,+4.5,−112,51-52-3,49.5%,-4.4,0.9,Kansas,-4.5,−108,157-143-4,52.3%,11.4,0.5
8,95.1,9:15 PM,Lenovo Center,31,Texas,65,Nc State,Texas,Texas,North Carolina State,NC State,-2.5,−110,False,N/A,N/A,False,Texas,160-173-3,48.1%,5.2,0.0,56-46-0,54.9%,-3.3,0.2,Nc State,150-172-9,46.6%,3.7,0.3,76-93-3,45.0%,9.2,-0.1,Nc State,N/A,N/A,65-72-6,47.5%,-5.5,0.8,Texas,-2.5,−110,91-116-2,44.0%,10.1,-1.0
9,93.6,9:15 PM,United Supermarkets Arena,78,Depaul,23,Texas Tech,DePaul,DePaul,Texas Tech,Texas Tech,+15,−110,True,-15,−110,False,Depaul,143-162-8,46.9%,-3.8,-0.7,55-54-5,50.5%,-9.3,0.1,Texas Tech,159-168-4,48.6%,7.3,0.7,90-78-2,53.6%,14.5,1.7,Depaul,+15,−110,95-111-7,46.1%,-9.9,-0.7,Texas Tech,-15,−110,109-111-2,49.6%,12.7,0.8
10,90.6,8:30 PM,Williams Arena,32,Michigan St,102,Minnesota,Michigan State,Michigan St.,Minnesota,Minnesota,-5,−108,False,+5,−112,True,Michigan St,187-163-3,53.4%,7.9,0.4,49-54-2,47.6%,0.7,-1.2,Minnesota,151-163-8,48.1%,0.7,-0.3,89-79-5,53.0%,6.8,0.4,Minnesota,+5,−112,76-94-4,44.7%,-7.9,-0.7,Michigan St,-5,−108,148-117-2,55.9%,11.8,0.6
