Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,99.7,9:15 PM,Cameron Indoor Stadium,2,Auburn,3,Duke,Auburn,Auburn,Duke,Duke,+2.5,−105,True,-2.5,−115,False,Auburn,5-1-1,83.3%,20.1,8.8,0,0,0.0,0.0,Duke,4-3-0,57.1%,22.1,3.9,3-1-0,75.0%,37.3,+7.5,Auburn,+2.5,−105,1-0-0,100.0%,5.0,10.5,Duke,-2.5,−115,3-3-0,50.0%,23.5,2.0
2,99.4,7:15 PM,Dean E. Smith Center,7,Alabama,13,N Carolina,Alabama,Alabama,North Carolina,North Carolina,+2,−108,True,-2,−112,False,Alabama,3-5-0,37.5%,10.6,-1.5,0-1-0,0.0%,-9.0,-13.0,N Carolina,3-4-0,42.9%,9.6,-0.6,1-1-0,50.0%,33.0,+6.8,Alabama,+2,−108,1-0-0,100.0%,5.0,9.0,N Carolina,-2,−112,2-3-0,40.0%,16.6,0.0
3,99.3,8:00 PM,James H. Hilton Coliseum,10,Marquette,8,Iowa St,Marquette,Marquette,Iowa State,Iowa State,+5.5,−108,True,-5.5,−112,False,Marquette,6-1-1,85.7%,20.9,3.6,1-0-0,100.0%,4.0,6.5,Iowa St,3-3-0,50.0%,21.8,0.8,1-2-0,33.3%,33.3,-2.3,Marquette,+5.5,−108,1-0-0,100.0%,4.0,6.5,Iowa St,-5.5,−112,2-3-0,40.0%,26.6,0.6
4,98.8,6:30 PM,Xfinity Center,12,Ohio St,24,Maryland,Ohio State,Ohio St.,Maryland,Maryland,+4,−108,True,-4,−112,False,Ohio St,5-2-0,71.4%,22.0,8.8,0-1-0,0.0%,-14.0,-8.5,Maryland,4-4-0,50.0%,28.1,5.6,4-3-0,57.1%,32.0,+7.1,Ohio St,+4,−108,1-1-0,50.0%,-3.0,0.5,Maryland,-4,−112,4-4-0,50.0%,28.1,5.6
5,98.7,6:30 PM,Harry A. Gampel Pavilion,20,Baylor,17,Connecticut,Baylor,Baylor,UConn,Connecticut,+2.5,−108,True,-2.5,−112,False,Baylor,3-4-0,42.9%,12.0,0.4,0-1-0,0.0%,-38.0,-31.5,Connecticut,4-4-0,50.0%,23.0,-4.2,4-1-0,80.0%,41.0,+3.5,Baylor,+2.5,−108,0-2-0,0.0%,-26.5,-21.0,Connecticut,-2.5,−112,4-4-0,50.0%,23.0,-4.2
6,98.2,9:15 PM,Humphrey Coliseum,16,Pittsburgh,29,Miss State,Pittsburgh,Pittsburgh,Mississippi State,Mississippi State,+5.5,−108,True,-5.5,−112,False,Pittsburgh,6-2-0,75.0%,18.6,5.9,1-0-0,100.0%,1.0,6.5,Miss State,4-3-0,57.1%,16.1,1.6,2-1-0,66.7%,30.3,+5.3,Pittsburgh,+5.5,−108,1-0-0,100.0%,1.0,6.5,Miss State,-5.5,−112,4-3-0,57.1%,16.1,1.6
7,96.1,8:30 PM,CHI Health Center Omaha,6,Kansas,53,Creighton,Kansas,Kansas,Creighton,Creighton,-4.5,−108,False,+4.5,−112,True,Kansas,4-3-0,57.1%,16.9,1.1,0,0,0.0,0.0,Creighton,1-6-1,14.3%,8.5,-8.9,1-4-0,20.0%,17.2,-9.1,Creighton,+4.5,−112,0-0-1,0.0%,-4.0,0.0,Kansas,-4.5,−108,3-3-0,50.0%,19.2,0.1
8,95.1,9:15 PM,Lenovo Center,31,Texas,65,Nc State,Texas,Texas,North Carolina State,NC State,-2.5,−110,False,N/A,N/A,False,Texas,3-4-0,42.9%,21.6,-1.5,0,0,0.0,0.0,Nc State,3-4-0,42.9%,11.0,-0.4,3-2-0,60.0%,19.6,+1.4,Nc State,N/A,N/A,0-2-0,0.0%,-10.5,-5.0,Texas,-2.5,−110,3-4-0,42.9%,21.6,-1.5
9,93.6,9:15 PM,United Supermarkets Arena,78,Depaul,23,Texas Tech,DePaul,DePaul,Texas Tech,Texas Tech,+15,−110,True,-15,−110,False,Depaul,5-2-0,71.4%,23.7,9.9,0,0,0.0,0.0,Texas Tech,3-4-0,42.9%,23.4,-0.9,3-2-0,60.0%,32.0,+2.4,Depaul,+15,−110,0,0,0.0,0.0,Texas Tech,-15,−110,3-4-0,42.9%,23.4,-0.9
10,90.6,8:30 PM,Williams Arena,32,Michigan St,102,Minnesota,Michigan State,Michigan St.,Minnesota,Minnesota,-5,−108,False,+5,−112,True,Michigan St,4-4-0,50.0%,10.6,-0.6,0,0,0.0,0.0,Minnesota,1-6-2,14.3%,5.6,-3.6,1-5-1,16.7%,8.3,-4.1,Minnesota,+5,−112,0-1-1,0.0%,-4.0,-1.5,Michigan St,-5,−108,3-3-0,50.0%,15.0,-1.9
11,90.5,10:30 PM,Galen Center,27,Oregon,101,Usc,Oregon,Oregon,USC,Southern California,-6,−108,False,+6,−112,True,Oregon,5-3-0,62.5%,12.8,3.5,0-1-0,0.0%,3.0,-3.5,Usc,1-7-0,12.5%,1.3,-10.0,1-5-0,16.7%,9.2,-7.6,Usc,+6,−112,0-2-0,0.0%,-22.5,-17.3,Oregon,-6,−108,3-3-0,50.0%,15.0,0.9
