Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,99.7,9:15 PM,Cameron Indoor Stadium,2,Auburn,3,Duke,Auburn,Auburn,Duke,Duke,+2.5,−105,True,-2.5,−115,False,Auburn,388-364-20,51.6%,3.4,0.3,132-136-7,49.3%,-5.0,-0.7,Duke,482-437-19,52.5%,13.9,0.5,226-185-13,55.0%,20.5,1.2,Auburn,+2.5,−105,175-173-9,50.3%,-7.8,-0.4,Duke,-2.5,−115,442-404-17,52.3%,14.2,0.3
2,99.4,7:15 PM,Dean E. Smith Center,7,Alabama,13,N Carolina,Alabama,Alabama,North Carolina,North Carolina,+2,−108,True,-2,−112,False,Alabama,398-404-18,49.6%,4.5,0.2,132-144-6,47.8%,-4.1,-1.1,N Carolina,475-437-18,52.1%,9.3,0.5,213-181-6,54.1%,14.5,0.5,Alabama,+2,−108,155-156-9,49.8%,-5.7,0.1,N Carolina,-2,−112,397-334-14,54.3%,12.2,0.7
3,99.3,8:00 PM,James H. Hilton Coliseum,10,Marquette,8,Iowa St,Marquette,Marquette,Iowa State,Iowa State,+5.5,−108,True,-5.5,−112,False,Marquette,420-377-14,52.7%,5.6,0.5,163-120-4,57.6%,-1.8,0.8,Iowa St,409-364-17,52.9%,4.2,0.6,201-161-9,55.5%,11.1,1.2,Marquette,+5.5,−108,172-136-5,55.8%,-4.8,0.8,Iowa St,-5.5,−112,220-182-6,54.7%,10.6,1.1
4,98.8,6:30 PM,Xfinity Center,12,Ohio St,24,Maryland,Ohio State,Ohio St.,Maryland,Maryland,+4,−108,True,-4,−112,False,Ohio St,437-413-14,51.4%,7.4,0.6,136-144-5,48.6%,-1.8,-0.3,Maryland,409-393-17,51.0%,7.2,0.1,200-184-9,52.1%,13.7,0.1,Ohio St,+4,−108,131-134-4,49.4%,-5.2,0.5,Maryland,-4,−112,270-253-11,51.6%,10.0,-0.2
5,98.7,6:30 PM,Harry A. Gampel Pavilion,20,Baylor,17,Connecticut,Baylor,Baylor,UConn,Connecticut,+2.5,−108,True,-2.5,−112,False,Baylor,380-351-15,52.0%,5.4,0.6,142-127-4,52.8%,-4.8,0.0,Connecticut,442-407-11,52.1%,8.8,0.4,197-180-7,52.3%,14.9,0.3,Baylor,+2.5,−108,163-150-8,52.1%,-7.2,0.7,Connecticut,-2.5,−112,335-310-8,51.9%,10.7,0.3
6,98.2,9:15 PM,Humphrey Coliseum,16,Pittsburgh,29,Miss State,Pittsburgh,Pittsburgh,Mississippi State,Mississippi State,+5.5,−108,True,-5.5,−112,False,Pittsburgh,395-394-21,50.1%,5.4,0.2,141-130-8,52.0%,-1.9,1.0,Miss State,405-368-26,52.4%,4.0,0.5,196-162-12,54.8%,9.9,0.9,Pittsburgh,+5.5,−108,149-150-12,49.8%,-6.1,0.7,Miss State,-5.5,−112,224-205-15,52.2%,9.1,0.6
7,96.1,8:30 PM,CHI Health Center Omaha,6,Kansas,53,Creighton,Kansas,Kansas,Creighton,Creighton,-4.5,−108,False,+4.5,−112,True,Kansas,470-440-14,51.7%,11.8,0.7,142-135-5,51.3%,4.3,-0.3,Creighton,442-392-16,53.0%,7.2,0.6,206-183-9,53.0%,13.3,0.9,Creighton,+4.5,−112,121-102-4,54.3%,-3.2,1.8,Kansas,-4.5,−108,416-388-12,51.7%,12.8,0.8
8,95.1,9:15 PM,Lenovo Center,31,Texas,65,Nc State,Texas,Texas,North Carolina State,NC State,-2.5,−110,False,N/A,N/A,False,Texas,409-428-12,48.9%,6.7,0.0,143-142-1,50.2%,-1.3,-0.4,Nc State,394-408-23,49.1%,3.8,0.3,187-213-13,46.8%,9.5,-0.3,Nc State,N/A,N/A,187-186-11,50.1%,-6.0,0.8,Texas,-2.5,−110,261-298-9,46.7%,9.9,-0.4
9,93.6,9:15 PM,United Supermarkets Arena,78,Depaul,23,Texas Tech,DePaul,DePaul,Texas Tech,Texas Tech,+15,−110,True,-15,−110,False,Depaul,372-407-15,47.8%,-2.7,-0.6,159-149-8,51.6%,-8.0,0.2,Texas Tech,373-416-8,47.3%,2.9,-0.4,202-186-4,52.1%,10.3,0.7,Depaul,+15,−110,234-265-11,46.9%,-9.6,-0.5,Texas Tech,-15,−110,205-201-6,50.5%,10.9,0.5
10,90.6,8:30 PM,Williams Arena,32,Michigan St,102,Minnesota,Michigan State,Michigan St.,Minnesota,Minnesota,-5,−108,False,+5,−112,True,Michigan St,470-416-13,53.1%,8.7,0.5,140-138-5,50.4%,1.9,-0.1,Minnesota,383-414-18,48.1%,2.0,-0.5,210-193-11,52.1%,8.3,0.1,Minnesota,+5,−112,187-218-8,46.2%,-7.0,-0.2,Michigan St,-5,−108,366-311-10,54.1%,11.3,0.5
