Team,Over Record,Over %,Under %,Total +/-
W Georgia,3-0-0,100.0%,0.0%,+9.7
S Indiana,16-8-0,66.7%,33.3%,+6.2
Mercyhurst,2-1-0,66.7%,33.3%,+4.2
Central Mich,35-19-0,64.8%,35.2%,+3.5
Hsn Christian,39-23-0,62.9%,37.1%,+5.6
Denver,65-39-1,62.5%,37.5%,+4.2
San Jose St,42-26-2,61.8%,38.2%,+3.8
Samford,50-31-0,61.7%,38.3%,+8.1
New Orleans,40-25-2,61.5%,38.5%,+2.9
Neb Omaha,65-41-0,61.3%,38.7%,+2.9
NW State,38-24-2,61.3%,38.7%,+4.5
Queens,14-9-1,60.9%,39.1%,+2.2
Miami (OH),31-20-0,60.8%,39.2%,+4.9
Montana St,78-51-0,60.5%,39.5%,+4.0
Wisconsin,58-38-1,60.4%,39.6%,+2.4
South Dakota,59-39-2,60.2%,39.8%,+4.3
Lipscomb,46-31-0,59.7%,40.3%,+4.4
Stetson,38-26-1,59.4%,40.6%,+2.7
Baylor,57-39-1,59.4%,40.6%,+2.9
E Illinois,64-44-1,59.3%,40.7%,+1.8
Boston Col,39-27-2,59.1%,40.9%,+2.6
Temple,49-34-0,59.0%,41.0%,+2.9
Toledo,36-25-2,59.0%,41.0%,+4.3
Mercer,47-33-2,58.8%,41.3%,+3.2
McNeese St,34-24-2,58.6%,41.4%,+5.1
CS Bakersfld,58-41-0,58.6%,41.4%,+1.8
Oklahoma,50-36-2,58.1%,41.9%,+1.9
U Mass,43-31-0,58.1%,41.9%,+4.7
Georgetown,47-34-0,58.0%,42.0%,+4.9
Bucknell,29-21-0,58.0%,42.0%,+2.1
NC-Wilmgton,62-45-0,57.9%,42.1%,+3.2
Rice,66-48-0,57.9%,42.1%,+4.3
Boston U,33-24-0,57.9%,42.1%,+2.2
Lafayette,26-19-2,57.8%,42.2%,+2.3
Grd Canyon,59-44-0,57.3%,42.7%,+1.8
Detroit,56-42-1,57.1%,42.9%,+4.6
Idaho St,68-51-1,57.1%,42.9%,+2.5
Wofford,48-36-0,57.1%,42.9%,+3.0
NC-Asheville,36-27-4,57.1%,42.9%,+1.8
N Florida,41-31-0,56.9%,43.1%,+3.9
Ball St,33-25-1,56.9%,43.1%,+1.1
Villanova,55-42-2,56.7%,43.3%,+2.1
Prairie View,47-36-0,56.6%,43.4%,+2.3
Geo Wshgtn,43-33-1,56.6%,43.4%,+2.2
Pepperdine,69-53-1,56.6%,43.4%,+3.6
SIU Edward,52-40-1,56.5%,43.5%,+2.6
Tulane,48-37-0,56.5%,43.5%,+5.3
Boise St,48-37-0,56.5%,43.5%,+0.4
Indiana St,35-27-0,56.5%,43.6%,+1.0
Miss Val St,53-41-0,56.4%,43.6%,+2.9
Lehigh,31-24-0,56.4%,43.6%,+0.8
Columbia,58-45-2,56.3%,43.7%,+1.0
IPFW,54-42-4,56.3%,43.8%,+2.1
Charl South,28-22-1,56.0%,44.0%,+2.0
La Salle,38-30-0,55.9%,44.1%,+0.9
Alabama,43-34-2,55.8%,44.2%,+1.5
Longwood,34-27-1,55.7%,44.3%,+0.5
Loyola Mymt,69-55-2,55.7%,44.4%,+0.9
Santa Clara,65-52-4,55.6%,44.4%,+1.4
Sam Hous St,40-32-0,55.6%,44.4%,-0.1
E Washingtn,75-60-0,55.6%,44.4%,+3.3
Binghamton,30-24-1,55.6%,44.4%,+0.5
Clemson,50-40-0,55.6%,44.4%,+1.3
Loyola-MD,25-20-0,55.6%,44.4%,+5.6
Army,25-20-0,55.6%,44.4%,+3.2
Lg Beach St,61-49-0,55.5%,44.6%,+2.8
