Team,Over Record,Over %,Under %,Total +/-
Indiana,11-3-1,78.6%,21.4%,+5.2
Atlanta,10-3-0,76.9%,23.1%,+5.4
Detroit,10-6-0,62.5%,37.5%,+3.7
Sacramento,8-6-0,57.1%,42.9%,+2.9
Houston,5-4-0,55.6%,44.4%,-0.5
LA Clippers,6-5-1,54.6%,45.5%,+4.3
Phoenix,6-5-0,54.6%,45.5%,+1.1
San Antonio,7-6-0,53.9%,46.2%,+2.2
Chicago,8-7-0,53.3%,46.7%,+4.8
Washington,11-10-0,52.4%,47.6%,-3.3
Okla City,3-3-0,50.0%,50.0%,+6.8
Philadelphia,8-8-0,50.0%,50.0%,-1.2
Denver,5-5-0,50.0%,50.0%,+0.6
Toronto,10-10-0,50.0%,50.0%,0.0
New Orleans,10-11-1,47.6%,52.4%,-0.4
Portland,8-9-1,47.1%,52.9%,-2.7
Orlando,5-6-0,45.5%,54.6%,-3.5
Minnesota,5-6-0,45.5%,54.6%,-2.3
Golden State,5-6-0,45.5%,54.6%,+1.3
Charlotte,9-11-0,45.0%,55.0%,-1.8
Utah,9-11-0,45.0%,55.0%,+1.0
Memphis,4-5-0,44.4%,55.6%,-3.6
Dallas,4-5-0,44.4%,55.6%,-2.7
LA Lakers,5-7-0,41.7%,58.3%,+2.0
New York,4-6-0,40.0%,60.0%,-0.4
Brooklyn,6-10-0,37.5%,62.5%,-2.7
Miami,4-7-0,36.4%,63.6%,-6.3
Cleveland,1-3-0,25.0%,75.0%,-7.9
Boston,1-4-0,20.0%,80.0%,-0.4
Milwaukee,2-9-0,18.2%,81.8%,-9.8
