Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team DraftKings_current_season,Away Team Covers_current_season,Home Team DraftKings_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Odds_current_season,Home Team Underdog_current_season,Away Team Team_current_season,Away Team all_games_ATS Record_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_ATS Record_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team Team_current_season,Home Team all_games_ATS Record_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_ATS Record_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Odds_current_season,Underdog is_dog ATS Record_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Odds_current_season,Favorite is_fav ATS Record_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Rank_all_time,Hotness Score_all_time,Time_all_time,Location_all_time,Away Team Rank_all_time,Away Team_all_time,Home Team Rank_all_time,Home Team_all_time,Away Team DraftKings_all_time,Away Team Covers_all_time,Home Team DraftKings_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Away Team Odds_all_time,Away Team Underdog_all_time,Home Team Spread_all_time,Home Team Odds_all_time,Home Team Underdog_all_time,Away Team Team_all_time,Away Team all_games_ATS Record_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_ATS Record_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team Team_all_time,Home Team all_games_ATS Record_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_ATS Record_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Team_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Odds_all_time,Underdog is_dog ATS Record_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Team_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Odds_all_time,Favorite is_fav ATS Record_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Rank_last_10_seasons,Hotness Score_last_10_seasons,Time_last_10_seasons,Location_last_10_seasons,Away Team Rank_last_10_seasons,Away Team_last_10_seasons,Home Team Rank_last_10_seasons,Home Team_last_10_seasons,Away Team DraftKings_last_10_seasons,Away Team Covers_last_10_seasons,Home Team DraftKings_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Away Team Odds_last_10_seasons,Away Team Underdog_last_10_seasons,Home Team Spread_last_10_seasons,Home Team Odds_last_10_seasons,Home Team Underdog_last_10_seasons,Away Team Team_last_10_seasons,Away Team all_games_ATS Record_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_ATS Record_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team Team_last_10_seasons,Home Team all_games_ATS Record_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_ATS Record_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Team_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Odds_last_10_seasons,Underdog is_dog ATS Record_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Team_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Odds_last_10_seasons,Favorite is_fav ATS Record_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons
1,80.9,4:00 PM,Pinnacle Bank Arena,165,N Florida,56,Nebraska,North Florida,North Florida,Nebraska,Nebraska,+17,−112,True,-17,−108,False,N Florida,5-1-0,83.3%,9.4,8.1,4-0-0,100.0%,1.8,13.1,Nebraska,2-4-0,33.3%,12.7,-1.1,0-4-0,0.0%,17.0,-7.1,N Florida,+17,−112,3-0-0,100.0%,0.7,16.7,Nebraska,-17,−108,0-4-0,0.0%,17.0,-7.1,1,80.9,4:00 PM,Pinnacle Bank Arena,165,N Florida,56,Nebraska,North Florida,North Florida,Nebraska,Nebraska,+17,−112,True,-17,−108,False,N Florida,142-116-2,55.0%,-3.1,1.1,77-66-1,53.9%,-10.4,0.2,Nebraska,363-376-12,49.1%,0.6,-0.1,195-160-8,54.9%,7.7,0.8,N Florida,+17,−112,91-67-2,57.6%,-10.3,1.6,Nebraska,-17,−108,153-137-5,52.8%,8.2,0.4,1,80.9,4:00 PM,Pinnacle Bank Arena,165,N Florida,56,Nebraska,North Florida,North Florida,Nebraska,Nebraska,+17,−112,True,-17,−108,False,N Florida,124-99-2,55.6%,0.6,1.3,67-58-1,53.6%,-8.2,0.2,Nebraska,155-158-4,49.5%,-0.2,0.0,85-74-3,53.5%,5.8,-0.1,N Florida,+17,−112,75-55-2,57.7%,-9.4,1.9,Nebraska,-17,−108,65-58-2,52.9%,10.3,0.3
2,78.9,4:00 PM,Bartow Arena,150,Middle Tenn,108,Uab,Middle Tennessee,Middle Tennessee St.,UAB,UAB,+8,−112,True,-8,−108,False,Middle Tenn,4-2-0,66.7%,9.0,2.7,1-0-0,100.0%,23.0,27.0,Uab,2-5-0,28.6%,8.0,-6.3,1-2-0,33.3%,16.0,-7.0,Middle Tenn,+8,−112,3-1-0,75.0%,5.3,8.4,Uab,-8,−108,2-4-0,33.3%,3.7,-7.3,2,78.9,4:00 PM,Bartow Arena,150,Middle Tenn,108,Uab,Middle Tennessee,Middle Tennessee St.,UAB,UAB,+8,−112,True,-8,−108,False,Middle Tenn,359-339-12,51.4%,2.6,0.3,148-157-5,48.5%,-3.4,-0.2,Uab,404-379-16,51.6%,4.7,0.3,189-159-9,54.3%,11.2,0.7,Middle Tenn,+8,−112,165-165-4,50.0%,-6.9,0.2,Uab,-8,−108,234-232-10,50.2%,7.9,-0.4,2,78.9,4:00 PM,Bartow Arena,150,Middle Tenn,108,Uab,Middle Tennessee,Middle Tennessee St.,UAB,UAB,+8,−112,True,-8,−108,False,Middle Tenn,159-153-5,51.0%,1.8,0.2,55-70-4,44.0%,-4.5,-1.3,Uab,160-152-8,51.3%,6.2,0.0,80-62-5,56.3%,12.8,0.7,Middle Tenn,+8,−112,74-87-2,46.0%,-7.3,-0.7,Uab,-8,−108,104-107-5,49.3%,7.8,-1.2
3,78.6,4:00 PM,Addition Financial Arena,174,Cal Baptist,70,Ucf,California Baptist,California Baptist,UCF,Central Florida,+10,−112,True,-10,−108,False,Cal Baptist,2-6-0,25.0%,3.0,-3.1,0,0,0.0,0.0,Ucf,2-5-0,28.6%,1.7,-4.1,2-3-0,40.0%,7.0,-2.3,Cal Baptist,+10,−112,1-0-0,100.0%,-2.0,8.5,Ucf,-10,−108,1-3-0,25.0%,8.0,-5.3,3,78.6,4:00 PM,Addition Financial Arena,174,Cal Baptist,70,Ucf,California Baptist,California Baptist,UCF,Central Florida,+10,−112,True,-10,−108,False,Cal Baptist,79-91-3,46.5%,4.2,-0.4,34-32-2,51.5%,-5.0,0.3,Ucf,275-257-8,51.7%,2.6,0.2,131-120-7,52.2%,7.8,0.4,Cal Baptist,+10,−112,36-34-3,51.4%,-7.1,-0.1,Ucf,-10,−108,143-121-6,54.2%,7.8,0.5,3,78.6,4:00 PM,Addition Financial Arena,174,Cal Baptist,70,Ucf,California Baptist,California Baptist,UCF,Central Florida,+10,−112,True,-10,−108,False,Cal Baptist,79-91-3,46.5%,4.7,-0.4,34-32-2,51.5%,-4.4,0.3,Ucf,160-146-3,52.3%,1.9,0.6,82-73-3,52.9%,6.7,1.1,Cal Baptist,+10,−112,36-34-3,51.4%,-7.1,-0.1,Ucf,-10,−108,86-70-3,55.1%,9.2,1.2
4,76.2,4:30 PM,Baha Mar Convention Center,169,Hofstra,110,Arkansas St,Hofstra,Hofstra,Arkansas State,Arkansas St.,+6,−108,True,-6,−112,False,Hofstra,4-3-0,57.1%,-0.6,-0.1,1-2-0,33.3%,-16.7,-2.2,Arkansas St,3-3-0,50.0%,9.0,-0.3,2-1-0,66.7%,18.8,+0.7,Hofstra,+6,−108,2-2-0,50.0%,-12.3,-0.1,Arkansas St,-6,−112,2-3-0,40.0%,5.8,-3.7,4,76.2,4:30 PM,Baha Mar Convention Center,169,Hofstra,110,Arkansas St,Hofstra,Hofstra,Arkansas State,Arkansas St.,+6,−108,True,-6,−112,False,Hofstra,340-317-20,51.8%,2.9,0.5,171-133-11,56.3%,-0.8,1.4,Arkansas St,349-343-16,50.4%,1.2,0.0,157-132-6,54.3%,8.7,0.5,Hofstra,+6,−108,155-135-16,53.5%,-6.2,1.0,Arkansas St,-6,−112,147-158-7,48.2%,5.1,-0.7,4,76.2,4:30 PM,Baha Mar Convention Center,169,Hofstra,110,Arkansas St,Hofstra,Hofstra,Arkansas State,Arkansas St.,+6,−108,True,-6,−112,False,Hofstra,160-140-5,53.3%,5.5,0.5,85-52-4,62.0%,2.4,2.1,Arkansas St,148-137-6,51.9%,-0.5,-0.2,69-54-2,56.1%,5.9,0.3,Hofstra,+6,−108,49-36-3,57.7%,-4.6,1.7,Arkansas St,-6,−112,51-53-2,49.0%,3.9,-1.6
5,67.4,3:00 PM,Trojan Arena,212,E Kentucky,130,Troy,Eastern Kentucky,Eastern Kentucky,,Troy,+9,−112,True,N/A,N/A,False,E Kentucky,4-2-0,66.7%,4.9,6.7,3-0-0,100.0%,3.7,12.7,Troy,4-3-0,57.1%,2.7,-1.4,2-1-0,66.7%,6.7,-2.5,E Kentucky,+9,−112,3-1-0,75.0%,-3.3,8.1,Troy,N/A,N/A,4-1-0,80.0%,11.2,0.3,5,67.4,3:00 PM,Trojan Arena,212,E Kentucky,130,Troy,Eastern Kentucky,Eastern Kentucky,,Troy,+9,−112,True,N/A,N/A,False,E Kentucky,317-306-14,50.9%,0.7,-0.2,173-148-5,53.9%,-6.6,0.2,Troy,256-267-11,49.0%,0.3,0.0,100-108-4,48.1%,6.7,-0.4,E Kentucky,+9,−112,177-139-7,56.0%,-7.9,1.0,Troy,N/A,N/A,78-102-3,43.3%,3.3,-1.9,5,67.4,3:00 PM,Trojan Arena,212,E Kentucky,130,Troy,Eastern Kentucky,Eastern Kentucky,,Troy,+9,−112,True,N/A,N/A,False,E Kentucky,141-143-6,49.7%,2.2,-0.3,73-71-2,50.7%,-5.7,-0.3,Troy,139-149-5,48.3%,1.1,-0.1,54-63-2,46.2%,7.3,-0.6,E Kentucky,+9,−112,78-65-2,54.6%,-7.9,1.0,Troy,N/A,N/A,49-62-1,44.1%,3.8,-1.9
6,63.7,4:00 PM,Jerry Richardson Indoor Stadium,199,N Alabama,176,Wofford,North Alabama,North Alabama,,Wofford,+4.5,−112,True,N/A,N/A,False,N Alabama,5-3-0,62.5%,8.3,2.6,1-2-0,33.3%,-10.0,-1.2,Wofford,2-4-0,33.3%,-1.1,-6.5,0-0-0,0.0%,54.0,--,N Alabama,+4.5,−112,2-1-0,66.7%,-6.0,5.7,Wofford,N/A,N/A,1-2-0,33.3%,0.0,-4.0,6,63.7,4:00 PM,Jerry Richardson Indoor Stadium,199,N Alabama,176,Wofford,North Alabama,North Alabama,,Wofford,+4.5,−112,True,N/A,N/A,False,N Alabama,84-84-3,50.0%,-1.0,0.1,47-51-1,48.0%,-9.6,-0.2,Wofford,340-311-9,52.2%,2.3,0.3,121-125-1,49.2%,11.1,0.0,N Alabama,+4.5,−112,57-55-3,50.9%,-9.3,0.8,Wofford,N/A,N/A,160-154-6,51.0%,7.0,-0.3,6,63.7,4:00 PM,Jerry Richardson Indoor Stadium,199,N Alabama,176,Wofford,North Alabama,North Alabama,,Wofford,+4.5,−112,True,N/A,N/A,False,N Alabama,84-84-3,50.0%,-0.4,0.1,47-51-1,48.0%,-9.0,-0.2,Wofford,155-141-3,52.4%,5.1,0.8,59-55-1,51.8%,13.5,1.4,N Alabama,+4.5,−112,57-55-3,50.9%,-9.3,0.8,Wofford,N/A,N/A,89-79-3,53.0%,8.6,0.8
7,60.0,3:00 PM,Williams Arena,270,Beth-Cook,105,Minnesota,Bethune-Cookman,Bethune-Cookman,Minnesota,Minnesota,+16.5,−108,True,-16.5,−112,False,Beth-Cook,3-4-0,42.9%,-9.3,2.9,1-3-0,25.0%,-18.8,1.8,Minnesota,1-6-1,14.3%,4.1,-4.0,1-5-0,16.7%,6.8,-4.8,Beth-Cook,+16.5,−108,2-4-0,33.3%,-13.0,1.8,Minnesota,-16.5,−112,1-5-0,16.7%,6.8,-4.8,7,60.0,3:00 PM,Williams Arena,270,Beth-Cook,105,Minnesota,Bethune-Cookman,Bethune-Cookman,Minnesota,Minnesota,+16.5,−108,True,-16.5,−112,False,Beth-Cook,94-103-6,47.7%,-3.6,-0.5,40-63-3,38.8%,-10.0,-2.0,Minnesota,383-414-17,48.1%,2.0,-0.5,210-193-10,52.1%,8.3,0.1,Beth-Cook,+16.5,−108,61-70-4,46.6%,-10.9,-0.7,Minnesota,-16.5,−112,193-190-9,50.4%,8.5,-0.7,7,60.0,3:00 PM,Williams Arena,270,Beth-Cook,105,Minnesota,Bethune-Cookman,Bethune-Cookman,Minnesota,Minnesota,+16.5,−108,True,-16.5,−112,False,Beth-Cook,81-92-4,46.8%,-2.3,-0.6,36-59-3,37.9%,-9.9,-2.1,Minnesota,151-163-7,48.1%,0.7,-0.3,89-79-4,53.0%,6.8,0.4,Beth-Cook,+16.5,−108,53-60-3,46.9%,-11.0,-0.6,Minnesota,-16.5,−112,74-65-3,53.2%,10.1,0.3
8,58.4,1:00 PM,William H. Detrick Gymnasium,139,Mass Lowell,261,Central Conn,UMass Lowell,Massachusetts Lowell,Central Connecticut State,Central Conn. St.,-4,−112,False,+4,−108,True,Mass Lowell,3-2-1,60.0%,8.5,-2.8,2-1-0,66.7%,-22.3,-6.0,Central Conn,3-2-0,60.0%,4.7,2.3,1-0-0,100.0%,28.5,+3.0,Central Conn,+4,−108,2-1-0,66.7%,-5.3,7.7,Mass Lowell,-4,−112,1-1-1,50.0%,8.0,0.5,8,58.4,1:00 PM,William H. Detrick Gymnasium,139,Mass Lowell,261,Central Conn,UMass Lowell,Massachusetts Lowell,Central Connecticut State,Central Conn. St.,-4,−112,False,+4,−108,True,Mass Lowell,105-103-4,50.5%,0.5,0.1,63-53-0,54.3%,-5.1,0.5,Central Conn,107-125-3,46.1%,-2.3,-0.8,35-54-1,39.3%,2.5,-2.2,Central Conn,+4,−108,82-88-3,48.2%,-10.8,0.1,Mass Lowell,-4,−112,52-51-3,50.5%,6.5,-0.6,8,58.4,1:00 PM,William H. Detrick Gymnasium,139,Mass Lowell,261,Central Conn,UMass Lowell,Massachusetts Lowell,Central Connecticut State,Central Conn. St.,-4,−112,False,+4,−108,True,Mass Lowell,104-101-4,50.7%,1.2,0.2,62-51-0,54.9%,-4.4,0.7,Central Conn,101-114-2,47.0%,-7.1,-0.8,35-51-1,40.7%,-1.6,-2.1,Central Conn,+4,−108,76-81-2,48.4%,-10.6,0.0,Mass Lowell,-4,−112,51-51-3,50.0%,6.5,-0.6
9,57.6,4:30 PM,Cintas Center,304,S Car State,59,Xavier,South Carolina State,South Carolina State,Xavier,Xavier,+26,−112,True,-26,−108,False,S Car State,4-4-0,50.0%,9.6,10.6,1-4-0,20.0%,-12.2,-4.5,Xavier,3-4-0,42.9%,12.0,-5.2,2-3-0,40.0%,20.0,-3.4,S Car State,+26,−112,0-4-0,0.0%,-18.3,-8.3,Xavier,-26,−108,3-3-0,50.0%,18.2,-2.2,9,57.6,4:30 PM,Cintas Center,304,S Car State,59,Xavier,South Carolina State,South Carolina State,Xavier,Xavier,+26,−112,True,-26,−108,False,S Car State,123-110-5,52.8%,-3.7,0.4,69-71-0,49.3%,-10.2,-0.7,Xavier,441-401-25,52.4%,7.1,0.6,210-188-10,52.8%,13.0,1.2,S Car State,+26,−112,99-80-5,55.3%,-12.7,0.8,Xavier,-26,−108,313-292-16,51.7%,9.9,0.3,9,57.6,4:30 PM,Cintas Center,304,S Car State,59,Xavier,South Carolina State,South Carolina State,Xavier,Xavier,+26,−112,True,-26,−108,False,S Car State,107-91-4,54.0%,-6.2,0.8,64-59-0,52.0%,-13.6,0.2,Xavier,170-168-7,50.3%,5.3,0.2,84-87-3,49.1%,10.3,0.4,S Car State,+26,−112,85-63-4,57.4%,-12.3,1.5,Xavier,-26,−108,113-117-3,49.1%,9.5,-0.2
10,53.5,2:00 PM,Bryce Jordan Center,336,Buffalo,26,Penn St,Buffalo,Buffalo,Penn State,Penn St.,+28.5,−112,True,-28.5,−108,False,Buffalo,4-2-0,66.7%,-3.3,3.3,3-0-0,100.0%,-6.3,10.7,Penn St,4-3-0,57.1%,23.9,7.6,2-2-0,50.0%,33.5,+10.8,Buffalo,+28.5,−112,3-1-0,75.0%,-10.5,3.9,Penn St,-28.5,−108,4-2-0,66.7%,29.2,10.1,10,53.5,2:00 PM,Bryce Jordan Center,336,Buffalo,26,Penn St,Buffalo,Buffalo,Penn State,Penn St.,+28.5,−112,True,-28.5,−108,False,Buffalo,376-361-12,51.0%,0.8,0.4,172-168-6,50.6%,-4.5,0.5,Penn St,397-365-21,52.1%,-0.2,0.4,183-168-11,52.1%,5.3,0.5,Buffalo,+28.5,−112,184-181-6,50.4%,-7.8,0.5,Penn St,-28.5,−108,148-138-11,51.8%,7.7,0.1,10,53.5,2:00 PM,Bryce Jordan Center,336,Buffalo,26,Penn St,Buffalo,Buffalo,Penn State,Penn St.,+28.5,−112,True,-28.5,−108,False,Buffalo,159-142-7,52.8%,4.0,0.7,74-55-3,57.4%,0.0,2.3,Penn St,174-143-7,54.9%,2.3,1.1,80-71-1,53.0%,7.8,1.0,Buffalo,+28.5,−112,64-53-3,54.7%,-6.8,1.0,Penn St,-28.5,−108,75-76-5,49.7%,8.7,0.1
