Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,80.9,4:00 PM,Pinnacle Bank Arena,165,N Florida,56,Nebraska,North Florida,North Florida,Nebraska,Nebraska,+17,−112,True,-17,−108,False,N Florida,5-1-0,83.3%,9.4,8.1,4-0-0,100.0%,1.8,13.1,Nebraska,2-4-0,33.3%,12.7,-1.1,0-4-0,0.0%,17.0,-7.1,N Florida,+17,−112,3-0-0,100.0%,0.7,16.7,Nebraska,-17,−108,0-4-0,0.0%,17.0,-7.1
2,78.9,4:00 PM,Bartow Arena,150,Middle Tenn,108,Uab,Middle Tennessee,Middle Tennessee St.,UAB,UAB,+8,−112,True,-8,−108,False,Middle Tenn,4-2-0,66.7%,9.0,2.7,1-0-0,100.0%,23.0,27.0,Uab,2-5-0,28.6%,8.0,-6.3,1-2-0,33.3%,16.0,-7.0,Middle Tenn,+8,−112,3-1-0,75.0%,5.3,8.4,Uab,-8,−108,2-4-0,33.3%,3.7,-7.3
3,78.6,4:00 PM,Addition Financial Arena,174,Cal Baptist,70,Ucf,California Baptist,California Baptist,UCF,Central Florida,+10,−112,True,-10,−108,False,Cal Baptist,2-6-0,25.0%,3.0,-3.1,0,0,0.0,0.0,Ucf,2-5-0,28.6%,1.7,-4.1,2-3-0,40.0%,7.0,-2.3,Cal Baptist,+10,−112,1-0-0,100.0%,-2.0,8.5,Ucf,-10,−108,1-3-0,25.0%,8.0,-5.3
4,76.2,4:30 PM,Baha Mar Convention Center,169,Hofstra,110,Arkansas St,Hofstra,Hofstra,Arkansas State,Arkansas St.,+6,−108,True,-6,−112,False,Hofstra,4-3-0,57.1%,-0.6,-0.1,1-2-0,33.3%,-16.7,-2.2,Arkansas St,3-3-0,50.0%,9.0,-0.3,2-1-0,66.7%,18.8,+0.7,Hofstra,+6,−108,2-2-0,50.0%,-12.3,-0.1,Arkansas St,-6,−112,2-3-0,40.0%,5.8,-3.7
5,67.4,3:00 PM,Trojan Arena,212,E Kentucky,130,Troy,Eastern Kentucky,Eastern Kentucky,,Troy,+9,−112,True,N/A,N/A,False,E Kentucky,4-2-0,66.7%,4.9,6.7,3-0-0,100.0%,3.7,12.7,Troy,4-3-0,57.1%,2.7,-1.4,2-1-0,66.7%,6.7,-2.5,E Kentucky,+9,−112,3-1-0,75.0%,-3.3,8.1,Troy,N/A,N/A,4-1-0,80.0%,11.2,0.3
6,63.7,4:00 PM,Jerry Richardson Indoor Stadium,199,N Alabama,176,Wofford,North Alabama,North Alabama,,Wofford,+4.5,−112,True,N/A,N/A,False,N Alabama,5-3-0,62.5%,8.3,2.6,1-2-0,33.3%,-10.0,-1.2,Wofford,2-4-0,33.3%,-1.1,-6.5,0-0-0,0.0%,54.0,--,N Alabama,+4.5,−112,2-1-0,66.7%,-6.0,5.7,Wofford,N/A,N/A,1-2-0,33.3%,0.0,-4.0
7,60.0,3:00 PM,Williams Arena,270,Beth-Cook,105,Minnesota,Bethune-Cookman,Bethune-Cookman,Minnesota,Minnesota,+16.5,−108,True,-16.5,−112,False,Beth-Cook,3-4-0,42.9%,-9.3,2.9,1-3-0,25.0%,-18.8,1.8,Minnesota,1-6-1,14.3%,4.1,-4.0,1-5-0,16.7%,6.8,-4.8,Beth-Cook,+16.5,−108,2-4-0,33.3%,-13.0,1.8,Minnesota,-16.5,−112,1-5-0,16.7%,6.8,-4.8
8,58.4,1:00 PM,William H. Detrick Gymnasium,139,Mass Lowell,261,Central Conn,UMass Lowell,Massachusetts Lowell,Central Connecticut State,Central Conn. St.,-4,−112,False,+4,−108,True,Mass Lowell,3-2-1,60.0%,8.5,-2.8,2-1-0,66.7%,-22.3,-6.0,Central Conn,3-2-0,60.0%,4.7,2.3,1-0-0,100.0%,28.5,+3.0,Central Conn,+4,−108,2-1-0,66.7%,-5.3,7.7,Mass Lowell,-4,−112,1-1-1,50.0%,8.0,0.5
9,57.6,4:30 PM,Cintas Center,304,S Car State,59,Xavier,South Carolina State,South Carolina State,Xavier,Xavier,+26,−112,True,-26,−108,False,S Car State,4-4-0,50.0%,9.6,10.6,1-4-0,20.0%,-12.2,-4.5,Xavier,3-4-0,42.9%,12.0,-5.2,2-3-0,40.0%,20.0,-3.4,S Car State,+26,−112,0-4-0,0.0%,-18.3,-8.3,Xavier,-26,−108,3-3-0,50.0%,18.2,-2.2
10,53.5,2:00 PM,Bryce Jordan Center,336,Buffalo,26,Penn St,Buffalo,Buffalo,Penn State,Penn St.,+28.5,−112,True,-28.5,−108,False,Buffalo,4-2-0,66.7%,-3.3,3.3,3-0-0,100.0%,-6.3,10.7,Penn St,4-3-0,57.1%,23.9,7.6,2-2-0,50.0%,33.5,+10.8,Buffalo,+28.5,−112,3-1-0,75.0%,-10.5,3.9,Penn St,-28.5,−108,4-2-0,66.7%,29.2,10.1
11,52.3,2:00 PM,Baha Mar Convention Center,278,Iona,159,Rice,Iona,Iona,Rice,Rice,+5.5,−110,True,-5.5,−110,False,Iona,4-4-0,50.0%,-8.6,-5.4,1-2-0,33.3%,-19.3,-9.5,Rice,5-3-0,62.5%,5.6,3.9,2-1-0,66.7%,8.3,-0.2,Iona,+5.5,−110,3-3-0,50.0%,-12.3,-5.9,Rice,-5.5,−110,2-2-0,50.0%,7.0,-2.3
12,50.7,5:00 PM,H&PE Arena,152,Texas St,293,Tx Southern,Texas State,Texas State,Texas Southern,Texas Southern,-5,−115,False,+5,−105,True,Texas St,4-2-0,66.7%,5.9,4.3,1-1-0,50.0%,-8.5,0.0,Tx Southern,1-5-0,16.7%,-8.6,-1.6,0-1-0,0.0%,21.0,-4.5,Tx Southern,+5,−105,1-4-0,20.0%,-20.4,-1.0,Texas St,-5,−115,1-0-0,100.0%,20.0,11.5
