Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,80.9,4:00 PM,Pinnacle Bank Arena,165,N Florida,56,Nebraska,North Florida,North Florida,Nebraska,Nebraska,+17,−112,True,-17,−108,False,N Florida,124-99-2,55.6%,0.6,1.3,67-58-1,53.6%,-8.2,0.2,Nebraska,155-158-4,49.5%,-0.2,0.0,85-74-3,53.5%,5.8,-0.1,N Florida,+17,−112,75-55-2,57.7%,-9.4,1.9,Nebraska,-17,−108,65-58-2,52.9%,10.3,0.3
2,78.9,4:00 PM,Bartow Arena,150,Middle Tenn,108,Uab,Middle Tennessee,Middle Tennessee St.,UAB,UAB,+8,−112,True,-8,−108,False,Middle Tenn,159-153-5,51.0%,1.8,0.2,55-70-4,44.0%,-4.5,-1.3,Uab,160-152-8,51.3%,6.2,0.0,80-62-5,56.3%,12.8,0.7,Middle Tenn,+8,−112,74-87-2,46.0%,-7.3,-0.7,Uab,-8,−108,104-107-5,49.3%,7.8,-1.2
3,78.6,4:00 PM,Addition Financial Arena,174,Cal Baptist,70,Ucf,California Baptist,California Baptist,UCF,Central Florida,+10,−112,True,-10,−108,False,Cal Baptist,79-91-3,46.5%,4.7,-0.4,34-32-2,51.5%,-4.4,0.3,Ucf,160-146-3,52.3%,1.9,0.6,82-73-3,52.9%,6.7,1.1,Cal Baptist,+10,−112,36-34-3,51.4%,-7.1,-0.1,Ucf,-10,−108,86-70-3,55.1%,9.2,1.2
4,76.2,4:30 PM,Baha Mar Convention Center,169,Hofstra,110,Arkansas St,Hofstra,Hofstra,Arkansas State,Arkansas St.,+6,−108,True,-6,−112,False,Hofstra,160-140-5,53.3%,5.5,0.5,85-52-4,62.0%,2.4,2.1,Arkansas St,148-137-6,51.9%,-0.5,-0.2,69-54-2,56.1%,5.9,0.3,Hofstra,+6,−108,49-36-3,57.7%,-4.6,1.7,Arkansas St,-6,−112,51-53-2,49.0%,3.9,-1.6
5,67.4,3:00 PM,Trojan Arena,212,E Kentucky,130,Troy,Eastern Kentucky,Eastern Kentucky,,Troy,+9,−112,True,N/A,N/A,False,E Kentucky,141-143-6,49.7%,2.2,-0.3,73-71-2,50.7%,-5.7,-0.3,Troy,139-149-5,48.3%,1.1,-0.1,54-63-2,46.2%,7.3,-0.6,E Kentucky,+9,−112,78-65-2,54.6%,-7.9,1.0,Troy,N/A,N/A,49-62-1,44.1%,3.8,-1.9
6,63.7,4:00 PM,Jerry Richardson Indoor Stadium,199,N Alabama,176,Wofford,North Alabama,North Alabama,,Wofford,+4.5,−112,True,N/A,N/A,False,N Alabama,84-84-3,50.0%,-0.4,0.1,47-51-1,48.0%,-9.0,-0.2,Wofford,155-141-3,52.4%,5.1,0.8,59-55-1,51.8%,13.5,1.4,N Alabama,+4.5,−112,57-55-3,50.9%,-9.3,0.8,Wofford,N/A,N/A,89-79-3,53.0%,8.6,0.8
7,60.0,3:00 PM,Williams Arena,270,Beth-Cook,105,Minnesota,Bethune-Cookman,Bethune-Cookman,Minnesota,Minnesota,+16.5,−108,True,-16.5,−112,False,Beth-Cook,81-92-4,46.8%,-2.3,-0.6,36-59-3,37.9%,-9.9,-2.1,Minnesota,151-163-7,48.1%,0.7,-0.3,89-79-4,53.0%,6.8,0.4,Beth-Cook,+16.5,−108,53-60-3,46.9%,-11.0,-0.6,Minnesota,-16.5,−112,74-65-3,53.2%,10.1,0.3
8,58.4,1:00 PM,William H. Detrick Gymnasium,139,Mass Lowell,261,Central Conn,UMass Lowell,Massachusetts Lowell,Central Connecticut State,Central Conn. St.,-4,−112,False,+4,−108,True,Mass Lowell,104-101-4,50.7%,1.2,0.2,62-51-0,54.9%,-4.4,0.7,Central Conn,101-114-2,47.0%,-7.1,-0.8,35-51-1,40.7%,-1.6,-2.1,Central Conn,+4,−108,76-81-2,48.4%,-10.6,0.0,Mass Lowell,-4,−112,51-51-3,50.0%,6.5,-0.6
9,57.6,4:30 PM,Cintas Center,304,S Car State,59,Xavier,South Carolina State,South Carolina State,Xavier,Xavier,+26,−112,True,-26,−108,False,S Car State,107-91-4,54.0%,-6.2,0.8,64-59-0,52.0%,-13.6,0.2,Xavier,170-168-7,50.3%,5.3,0.2,84-87-3,49.1%,10.3,0.4,S Car State,+26,−112,85-63-4,57.4%,-12.3,1.5,Xavier,-26,−108,113-117-3,49.1%,9.5,-0.2
10,53.5,2:00 PM,Bryce Jordan Center,336,Buffalo,26,Penn St,Buffalo,Buffalo,Penn State,Penn St.,+28.5,−112,True,-28.5,−108,False,Buffalo,159-142-7,52.8%,4.0,0.7,74-55-3,57.4%,0.0,2.3,Penn St,174-143-7,54.9%,2.3,1.1,80-71-1,53.0%,7.8,1.0,Buffalo,+28.5,−112,64-53-3,54.7%,-6.8,1.0,Penn St,-28.5,−108,75-76-5,49.7%,8.7,0.1
11,52.3,2:00 PM,Baha Mar Convention Center,278,Iona,159,Rice,Iona,Iona,Rice,Rice,+5.5,−110,True,-5.5,−110,False,Iona,150-162-6,48.1%,3.8,-0.1,64-69-0,48.1%,0.3,-0.5,Rice,138-148-8,48.3%,-1.2,0.0,60-65-6,48.0%,3.9,-0.1,Iona,+5.5,−110,39-40-1,49.4%,-6.2,0.7,Rice,-5.5,−110,46-47-3,49.5%,6.5,-0.2
12,50.7,5:00 PM,H&PE Arena,152,Texas St,293,Tx Southern,Texas State,Texas State,Texas Southern,Texas Southern,-5,−115,False,+5,−105,True,Texas St,137-140-10,49.5%,3.5,0.4,67-63-6,51.5%,-2.7,0.4,Tx Southern,118-122-9,49.2%,0.2,0.2,30-42-5,41.7%,11.6,-1.4,Tx Southern,+5,−105,58-48-3,54.7%,-12.8,1.9,Texas St,-5,−115,76-73-5,51.0%,5.7,0.2
13,49.0,12:00 PM,Xfinity Center,359,Alcorn St,24,Maryland,Alcorn,Alcorn St.,Maryland,Maryland,+37.5,−115,True,-37.5,−115,False,Alcorn St,97-96-4,50.3%,-4.8,-0.5,65-61-2,51.6%,-12.8,-0.6,Maryland,158-164-8,49.1%,5.8,0.1,80-91-3,46.8%,11.1,-0.4,Alcorn St,+37.5,−115,62-63-2,49.6%,-16.0,-1.2,Maryland,-37.5,−115,98-105-4,48.3%,10.4,-0.3
14,48.0,7:00 PM,War Memorial at the Sobrato Center,352,Mercyhurst,62,San Francisco,0,0,San Francisco,San Francisco,N/A,N/A,False,-31,−110,False,Mercyhurst,4-2-1,66.7%,-0.8,1.6,3-2-1,60.0%,-13.9,-0.2,San Francisco,149-164-6,47.6%,4.7,0.4,65-86-2,43.1%,9.0,-0.5,San Francisco,-31,−110,52-55-2,48.6%,-7.7,0.1,Mercyhurst,N/A,N/A,0,0,0.0,0.0
15,47.0,4:00 PM,Mabee Center,180,Missouri St,291,Oral Roberts,Missouri State,Missouri St.,,Oral Roberts,-2,−112,False,N/A,N/A,False,Missouri St,147-154-10,48.8%,1.9,-0.3,58-64-5,47.5%,-3.8,-0.8,Oral Roberts,133-149-6,47.2%,1.9,0.1,52-50-2,51.0%,11.6,1.4,Oral Roberts,N/A,N/A,69-85-4,44.8%,-9.0,-0.4,Missouri St,-2,−112,78-82-5,48.8%,6.8,-0.3
16,45.8,2:30 PM,The Palestra,185,Elon,294,U Penn,,Elon University,,Pensylvania,N/A,N/A,False,N/A,N/A,False,Elon,138-145-3,48.8%,-1.9,0.1,80-62-0,56.3%,-6.7,1.4,U Penn,121-120-4,50.2%,0.4,-0.6,61-49-1,55.5%,5.2,0.0,U Penn,N/A,N/A,55-66-3,45.5%,-8.5,-0.9,Elon,N/A,N/A,35-38-1,48.0%,4.8,0.1
17,44.7,2:00 PM,Bramlage Coliseum,363,Ark Pine Bl,72,Kansas St,Arkansas-Pine Bluff,Arkansas-Pine Bluff,Kansas State,Kansas State,+34.5,−108,True,-34.5,−112,False,Ark Pine Bl,90-110-3,45.0%,-9.0,-0.7,61-78-2,43.9%,-15.9,-0.8,Kansas St,167-156-5,51.7%,2.0,0.0,72-81-4,47.1%,6.9,-0.5,Ark Pine Bl,+34.5,−108,71-94-3,43.0%,-16.6,-1.4,Kansas St,-34.5,−112,81-89-4,47.7%,7.8,-1.0
18,42.3,2:00 PM,Gentry Center,216,Nc-Asheville,287,Tn State,UNC Asheville,UNC Asheville,Tennessee State,Tennessee St.,-1,−110,False,+1,−110,True,Nc-Asheville,104-104-3,50.0%,2.3,-0.3,49-54-2,47.6%,-5.3,-1.4,Tn State,126-141-6,47.2%,-0.3,-0.5,56-51-2,52.3%,7.0,-0.1,Tn State,+1,−110,70-80-5,46.7%,-9.4,-0.3,Nc-Asheville,-1,−110,49-49-2,50.0%,5.0,-0.8
19,42.2,1:00 PM,Island Federal Credit Union Arena,164,Norfolk St,328,Stony Brook,Norfolk State,Norfolk State,Stony Brook,Stony Brook,-5.5,−112,False,+5.5,−108,True,Norfolk St,113-96-4,54.1%,4.1,1.3,56-51-1,52.3%,-4.3,0.3,Stony Brook,117-103-7,53.2%,1.8,-0.1,42-45-5,48.3%,7.6,-0.7,Stony Brook,+5.5,−108,60-54-1,52.6%,-8.4,0.3,Norfolk St,-5.5,−112,61-53-4,53.5%,9.6,2.0
20,41.1,12:00 PM,The Palestra,299,Navy,211,Maine,Navy,Navy,Maine,Maine,+1.5,−120,True,-1.5,−110,False,Navy,110-106-3,50.9%,0.8,0.1,58-49-1,54.2%,-1.9,1.4,Maine,103-87-4,54.2%,-7.4,-0.1,31-30-2,50.8%,-0.2,0.6,Navy,+1.5,−120,49-58-1,45.8%,-6.9,0.5,Maine,-1.5,−110,17-15-0,53.1%,2.2,-2.0
21,39.8,12:00 PM,William D. Mullins Memorial Center,354,Njit,141,U Mass,,NJIT,Massachusetts,Massachusetts,N/A,N/A,False,N/A,N/A,False,Njit,105-109-4,49.1%,-2.1,-1.0,62-52-2,54.4%,-7.4,0.3,U Mass,146-152-6,49.0%,-0.8,-0.8,74-72-4,50.7%,4.1,-0.3,U Mass,N/A,N/A,80-76-1,51.3%,-6.4,0.1,Njit,N/A,N/A,33-41-1,44.6%,2.0,-3.2
22,38.4,7:00 PM,Baha Mar Convention Center,201,Indiana St,323,Tarleton St,Indiana State,Indiana St.,Tarleton State,Tarleton State,-8,−105,False,+8,−115,True,Indiana St,156-145-9,51.8%,1.9,0.3,61-63-3,49.2%,-3.4,-0.4,Tarleton St,57-55-1,50.9%,3.0,0.8,22-19-1,53.7%,14.6,0.6,Tarleton St,+8,−115,35-36-0,49.3%,-8.0,1.0,Indiana St,-8,−105,86-73-4,54.1%,7.7,0.7
23,37.4,2:00 PM,DeGol Arena,208,Radford,321,St Fran (Pa),,Radford,Saint Francis PA,St. Francis (PA),N/A,N/A,False,+7,−112,True,Radford,106-112-5,48.6%,2.1,0.0,58-53-3,52.3%,-3.5,1.2,St Fran (Pa),102-104-3,49.5%,-0.9,-0.6,39-40-2,49.4%,6.6,-1.0,St Fran (Pa),+7,−112,61-70-1,46.6%,-9.6,-0.5,Radford,N/A,N/A,54-68-1,44.3%,4.0,-1.9
24,32.8,4:00 PM,Case Gym,315,Sacred Hrt,247,Boston U,Sacred Heart,Sacred Heart,Boston University,Boston U,+5.5,−115,True,-5.5,−105,False,Sacred Hrt,99-109-2,47.6%,-1.1,-0.3,58-63-1,47.9%,-5.6,-0.5,Boston U,108-122-5,47.0%,0.4,-0.5,40-60-0,40.0%,3.6,-3.0,Sacred Hrt,+5.5,−115,51-62-1,45.1%,-8.2,-0.4,Boston U,-5.5,−105,53-64-3,45.3%,3.6,-1.9
25,29.0,2:00 PM,Rose Hill Gymnasium,357,N Hampshire,213,Fordham,New Hampshire,New Hampshire,Fordham,Fordham,+15,−108,True,-15,−112,False,N Hampshire,100-103-4,49.3%,0.8,-0.4,56-52-1,51.9%,-5.7,-0.1,Fordham,135-152-5,47.0%,-2.2,-0.2,68-83-0,45.0%,2.3,-0.9,N Hampshire,+15,−108,59-57-1,50.9%,-8.4,0.8,Fordham,-15,−112,41-51-1,44.6%,5.5,-1.3
26,28.7,4:00 PM,Merkert Gymnasium,243,Quinnipiac,341,Stonehill,Quinnipiac,Quinnipiac,,Stonehill,-7,−112,False,N/A,N/A,False,Quinnipiac,135-149-9,47.5%,-0.7,-0.2,64-62-6,50.8%,-4.1,0.0,Stonehill,28-40-0,41.2%,-7.5,-1.0,11-12-0,47.8%,1.0,-1.2,Stonehill,N/A,N/A,21-32-0,39.6%,-12.4,-0.9,Quinnipiac,-7,−112,56-72-5,43.8%,3.6,-1.4
27,28.2,2:30 PM,Kirby Sports Center,332,Binghamton,252,Lafayette,Binghamton,Binghamton,Lafayette,UL Lafayette,+6.5,−108,True,-6.5,−112,False,Binghamton,92-99-4,48.2%,-4.4,-0.1,54-50-2,51.9%,-10.0,0.7,Lafayette,104-99-2,51.2%,-3.6,-0.4,39-47-1,45.4%,0.4,-2.3,Binghamton,+6.5,−108,74-79-4,48.4%,-9.2,0.2,Lafayette,-6.5,−112,33-34-0,49.3%,3.3,-1.5
28,21.4,2:00 PM,Leo D. Mahoney Arena,342,F Dickinson,281,Fairfield,Fairleigh Dickinson,Fairleigh Dickinson,Fairfield,Fairfield,+9,−112,True,-9,−108,False,F Dickinson,103-113-1,47.7%,-2.0,-0.1,63-60-0,51.2%,-7.2,0.1,Fairfield,147-154-6,48.8%,-1.5,-0.5,56-68-2,45.2%,2.0,-1.1,F Dickinson,+9,−112,65-68-0,48.9%,-8.9,0.3,Fairfield,-9,−108,56-69-3,44.8%,2.9,-1.3
29,21.2,12:00 PM,Kirby Sports Center,320,Liu,309,Niagara,LIU,LIU,Niagara,Niagara,+3.5,−125,True,-3.5,−105,False,Liu,65-74-3,46.8%,-4.6,-0.6,34-46-2,42.5%,-11.6,-1.6,Niagara,151-147-2,50.7%,-3.0,-0.1,57-64-0,47.1%,1.5,-0.3,Liu,+3.5,−125,42-51-2,45.2%,-12.1,-0.6,Niagara,-3.5,−105,40-47-0,46.0%,2.2,-2.2
30,14.1,5:00 PM,Chiles Center,339,Denver,327,Portland,Denver,Denver,,Portland,+7,−108,True,N/A,N/A,False,Denver,133-150-5,47.0%,-2.8,-0.9,61-76-1,44.5%,-9.2,-1.4,Portland,136-153-7,47.1%,-4.1,-1.3,55-73-4,43.0%,1.2,-2.7,Denver,+7,−108,90-98-3,47.9%,-8.2,-0.4,Portland,N/A,N/A,44-42-2,51.2%,5.1,-1.0
31,--,4:00 PM,Bender Arena,0,Notre Dame (Md),277,American,0,0,American,American U.,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0.0,0,0,0.0,0.0,American,105-110-1,48.8%,-2.9,-0.2,38-54-0,41.3%,1.1,-1.6,American,N/A,N/A,65-56-1,53.7%,-6.7,0.7,Notre Dame (Md),N/A,N/A,0,0,0.0,0.0
31,--,2:00 PM,Talmadge L. Hill Field House,0,Central Pennsylvania College,348,Morgan St,0,0,Morgan State,Morgan St.,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0.0,0,0,0.0,0.0,Morgan St,81-103-1,44.0%,-2.0,-1.5,25-32-0,43.9%,8.1,-0.7,Morgan St,N/A,N/A,58-62-1,48.3%,-10.2,-1.0,Central Pennsylvania College,N/A,N/A,0,0,0.0,0.0
