Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,80.9,4:00 PM,Pinnacle Bank Arena,165,N Florida,56,Nebraska,North Florida,North Florida,Nebraska,Nebraska,+17,−112,True,-17,−108,False,N Florida,142-116-2,55.0%,-3.1,1.1,77-66-1,53.9%,-10.4,0.2,Nebraska,363-376-12,49.1%,0.6,-0.1,195-160-8,54.9%,7.7,0.8,N Florida,+17,−112,91-67-2,57.6%,-10.3,1.6,Nebraska,-17,−108,153-137-5,52.8%,8.2,0.4
2,78.9,4:00 PM,Bartow Arena,150,Middle Tenn,108,Uab,Middle Tennessee,Middle Tennessee St.,UAB,UAB,+8,−112,True,-8,−108,False,Middle Tenn,359-339-12,51.4%,2.6,0.3,148-157-5,48.5%,-3.4,-0.2,Uab,404-379-16,51.6%,4.7,0.3,189-159-9,54.3%,11.2,0.7,Middle Tenn,+8,−112,165-165-4,50.0%,-6.9,0.2,Uab,-8,−108,234-232-10,50.2%,7.9,-0.4
3,78.6,4:00 PM,Addition Financial Arena,174,Cal Baptist,70,Ucf,California Baptist,California Baptist,UCF,Central Florida,+10,−112,True,-10,−108,False,Cal Baptist,79-91-3,46.5%,4.2,-0.4,34-32-2,51.5%,-5.0,0.3,Ucf,275-257-8,51.7%,2.6,0.2,131-120-7,52.2%,7.8,0.4,Cal Baptist,+10,−112,36-34-3,51.4%,-7.1,-0.1,Ucf,-10,−108,143-121-6,54.2%,7.8,0.5
4,76.2,4:30 PM,Baha Mar Convention Center,169,Hofstra,110,Arkansas St,Hofstra,Hofstra,Arkansas State,Arkansas St.,+6,−108,True,-6,−112,False,Hofstra,340-317-20,51.8%,2.9,0.5,171-133-11,56.3%,-0.8,1.4,Arkansas St,349-343-16,50.4%,1.2,0.0,157-132-6,54.3%,8.7,0.5,Hofstra,+6,−108,155-135-16,53.5%,-6.2,1.0,Arkansas St,-6,−112,147-158-7,48.2%,5.1,-0.7
5,67.4,3:00 PM,Trojan Arena,212,E Kentucky,130,Troy,Eastern Kentucky,Eastern Kentucky,,Troy,+9,−112,True,N/A,N/A,False,E Kentucky,317-306-14,50.9%,0.7,-0.2,173-148-5,53.9%,-6.6,0.2,Troy,256-267-11,49.0%,0.3,0.0,100-108-4,48.1%,6.7,-0.4,E Kentucky,+9,−112,177-139-7,56.0%,-7.9,1.0,Troy,N/A,N/A,78-102-3,43.3%,3.3,-1.9
6,63.7,4:00 PM,Jerry Richardson Indoor Stadium,199,N Alabama,176,Wofford,North Alabama,North Alabama,,Wofford,+4.5,−112,True,N/A,N/A,False,N Alabama,84-84-3,50.0%,-1.0,0.1,47-51-1,48.0%,-9.6,-0.2,Wofford,340-311-9,52.2%,2.3,0.3,121-125-1,49.2%,11.1,0.0,N Alabama,+4.5,−112,57-55-3,50.9%,-9.3,0.8,Wofford,N/A,N/A,160-154-6,51.0%,7.0,-0.3
7,60.0,3:00 PM,Williams Arena,270,Beth-Cook,105,Minnesota,Bethune-Cookman,Bethune-Cookman,Minnesota,Minnesota,+16.5,−108,True,-16.5,−112,False,Beth-Cook,94-103-6,47.7%,-3.6,-0.5,40-63-3,38.8%,-10.0,-2.0,Minnesota,383-414-17,48.1%,2.0,-0.5,210-193-10,52.1%,8.3,0.1,Beth-Cook,+16.5,−108,61-70-4,46.6%,-10.9,-0.7,Minnesota,-16.5,−112,193-190-9,50.4%,8.5,-0.7
8,58.4,1:00 PM,William H. Detrick Gymnasium,139,Mass Lowell,261,Central Conn,UMass Lowell,Massachusetts Lowell,Central Connecticut State,Central Conn. St.,-4,−112,False,+4,−108,True,Mass Lowell,105-103-4,50.5%,0.5,0.1,63-53-0,54.3%,-5.1,0.5,Central Conn,107-125-3,46.1%,-2.3,-0.8,35-54-1,39.3%,2.5,-2.2,Central Conn,+4,−108,82-88-3,48.2%,-10.8,0.1,Mass Lowell,-4,−112,52-51-3,50.5%,6.5,-0.6
9,57.6,4:30 PM,Cintas Center,304,S Car State,59,Xavier,South Carolina State,South Carolina State,Xavier,Xavier,+26,−112,True,-26,−108,False,S Car State,123-110-5,52.8%,-3.7,0.4,69-71-0,49.3%,-10.2,-0.7,Xavier,441-401-25,52.4%,7.1,0.6,210-188-10,52.8%,13.0,1.2,S Car State,+26,−112,99-80-5,55.3%,-12.7,0.8,Xavier,-26,−108,313-292-16,51.7%,9.9,0.3
10,53.5,2:00 PM,Bryce Jordan Center,336,Buffalo,26,Penn St,Buffalo,Buffalo,Penn State,Penn St.,+28.5,−112,True,-28.5,−108,False,Buffalo,376-361-12,51.0%,0.8,0.4,172-168-6,50.6%,-4.5,0.5,Penn St,397-365-21,52.1%,-0.2,0.4,183-168-11,52.1%,5.3,0.5,Buffalo,+28.5,−112,184-181-6,50.4%,-7.8,0.5,Penn St,-28.5,−108,148-138-11,51.8%,7.7,0.1
