Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
West Georgia,Mercer,Mercer,-11.0,145.5.,158,True
Harvard,Holy Cross,Holy Cross,3.0,139.5.,135,True
Columbia,Albany,Albany,5.0,155.,161,True
Ohio St.,Maryland,Maryland,-5.5,146.,142,True
Green Bay,IUPUI,IUPUI,3.5,152.5.,159,True
Florida Atlantic,Florida International,Florida Atlantic,-9.0,158.,165,False
Baylor,Connecticut,Connecticut,-3.5,144.5.,148,True
Georgia Southern,VCU,VCU,-19.5,149.5.,143,True
Central Conn. St.,Massachusetts,Central Conn. St.,9.5,138.5.,142,False
Bellarmine,Western Carolina,Western Carolina,-5.0,147.,160,True
Youngstown St.,Robert Morris,Youngstown St.,2.0,138.,130,False
Coppin St.,Wagner,Wagner,-11.5,117.,117 pushed the pre-game total of 117.,True
St. Bonaventure,Bucknell,St. Bonaventure,-7.5,135.,111,False
Gardner-Webb,Wofford,Wofford,-6.0,141.5.,152,True
Coastal Carolina,Campbell,Coastal Carolina,5.0,131.5.,115,False
Illinois St.,Belmont,Illinois St.,5.0,151.,196,False
Furman,Florida Gulf Coast,Furman,-2.5,133.,149,False
George Washington,American U.,American U.,4.0,142.,152,True
Tennessee Tech,North Alabama,North Alabama,-8.0,145.,141,True
Cornell,Colgate,Cornell,-2.0,153.,141,False
Fairleigh Dickinson,Fordham,Fairleigh Dickinson,12.0,154.,159,False
Rider,Fairfield,Fairfield,-2.0,133.5.,153,True
Monmouth-NJ,Lehigh,Lehigh,-1.0,144.5.,153,True
Morehead St.,Marshall,Morehead St.,10.5,141.,157,False
Virginia,Florida,Florida,-17.0,133.,156,True
Alabama,North Carolina,Alabama,1.5,176.5.,173,False
St. Thomas (MN),Northern Colorado,St. Thomas (MN),4.5,153.5.,162,False
Marquette,Iowa State,Iowa State,-5.5,153.,151,True
Louisiana Tech,Memphis,Louisiana Tech,11.0,148.,152,False
Northern Iowa,Illinois-Chicago,Northern Iowa,-2.0,149.,139,False
Northern Arizona,Oral Roberts,Oral Roberts,-4.5,144.,159,True
Idaho State,South Dakota,South Dakota,-3.5,152.,174,True
Oklahoma State,Tulsa,Oklahoma State,-5.5,155.,131,False
Idaho,Kansas City,Idaho,4.0,138.5.,159,False
Central Arkansas,Little Rock,Central Arkansas,9.5,140.,120,False
Montana St.,Nebraska Omaha,Montana St.,-4.0,142.,141,False
Michigan St.,Minnesota,Michigan St.,-5.0,131.5.,162,False
NJIT,Seton Hall,NJIT,18.0,121.,123,False
Kansas,Creighton,Creighton,3.5,153.5.,139,True
Loyola Marymount,Colorado St.,Colorado St.,-8.5,141.,137,True
Wyoming,Utah St.,Wyoming,18.5,148.5.,137,False
North Dakota,Eastern Washington,North Dakota,7.0,150.,168,False
Abilene Christian,New Mexico St.,Abilene Christian,2.5,139.,148,False
Sacramento State,Denver,Denver,-3.0,141.,139,True
North Dakota State,Weber St.,North Dakota State,4.5,140.,150,False
San Jose St.,New Mexico,San Jose St.,19.0,150.,160,False
South Dakota State,Montana,Montana,1.5,152.,138,True
DePaul,Texas Tech,Texas Tech,-13.5,146.5.,138,True
Pittsburgh,Mississippi State,Mississippi State,-5.5,149.5.,147,True
Auburn,Duke,Duke,-3.5,146.,162,True
Vanderbilt,Virginia Tech,Vanderbilt,-6.0,149.5.,144,False
Texas,NC State,Texas,-2.0,147.5.,122,False
Portland St.,Seattle,Seattle,-8.0,145.,165,True
Oregon,Southern California,Oregon,-6.0,148.,128,False
San Diego St.,Fresno St.,San Diego St.,-13.0,142.5.,146,False
