Rank,Hotness Score,Matchup,Time,Location
1,99.7,#2 Auburn  at  #3 Duke,9:15 PM,Cameron Indoor Stadium
2,99.4,#7 Alabama  at  #13 N Carolina,7:15 PM,Dean E. Smith Center
3,99.3,#10 Marquette  at  #8 Iowa St,8:00 PM,James H. Hilton Coliseum
4,98.8,#12 Ohio St  at  #24 Maryland,6:30 PM,Xfinity Center
5,98.7,#20 Baylor  at  #17 Connecticut,6:30 PM,Harry A. Gampel Pavilion
6,98.2,#16 Pittsburgh  at  #29 Miss State,9:15 PM,Humphrey Coliseum
7,96.1,#6 Kansas  at  #53 Creighton,8:30 PM,CHI Health Center Omaha
8,95.1,#31 Texas  at  #65 NC State,9:15 PM,Lenovo Center
9,93.6,#78 DePaul  at  #23 Texas Tech,9:15 PM,United Supermarkets Arena
10,90.6,#32 Michigan St  at  #102 Minnesota,8:30 PM,Williams Arena
11,90.5,#27 Oregon  at  #101 USC,10:30 PM,Galen Center
12,90.0,#106 Virginia  at  #14 Florida,7:15 PM,Exactech Arena at the Stephen C. O'Connell Center
13,87.3,#125 LA Tech  at  #34 Memphis,8:00 PM,FedExForum
14,85.2,#79 Vanderbilt  at  #117 VA Tech,9:15 PM,Cassell Coliseum
15,77.7,#162 Loyola Mymt  at  #103 Colorado St,9:00 PM,Moby Arena
16,76.0,#110 Furman  at  #168 Fla Gulf Cst,7:00 PM,Alico Arena
17,74.1,#148 St. Thomas  at  #144 N Colorado,8:00 PM,Bank of Colorado Arena
18,73.9,#136 N Iowa  at  #164 IL-Chicago,8:00 PM,Credit Union 1 Arena
19,73.8,#217 Wyoming  at  #38 Utah St,9:00 PM,Dee Glen Smith Spectrum
20,71.1,#175 Illinois St  at  #142 Belmont,7:00 PM,Curb Event Center
21,69.7,#237 San Jose St  at  #52 New Mexico,9:00 PM,The Pit
22,69.6,#182 Gard-Webb  at  #149 Wofford,7:00 PM,Jerry Richardson Indoor Stadium
23,69.1,#241 GA Southern  at  #58 VCU,7:00 PM,Stuart C. Siegel Center
24,68.7,#95 Oklahoma St  at  #229 Tulsa,8:00 PM,Reynolds Center
25,67.7,#126 S Dakota St  at  #215 Montana,9:00 PM,Dahlberg Arena/Robin Selvig Court
26,66.4,#93 Fla Atlantic  at  #244 Florida Intl,6:30 PM,Ocean Bank Convocation Center (FIU)
