,Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team Covers_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Implied Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Implied Odds_current_season,Home Team Underdog_current_season,Away Team all_games_Sample Size_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_Sample Size_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team all_games_Sample Size_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_Sample Size_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Implied Odds_current_season,Underdog is_dog Sample Size_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Implied Odds_current_season,Favorite is_fav Sample Size_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Away Team Covers_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Home Team Spread_all_time,Away Team all_games_Sample Size_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_Sample Size_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team all_games_Sample Size_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_Sample Size_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Sample Size_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Sample Size_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Away Team Covers_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Home Team Spread_last_10_seasons,Away Team all_games_Sample Size_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_Sample Size_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team all_games_Sample Size_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_Sample Size_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Sample Size_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Sample Size_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons,Away Team_current_season_map,Home Team_current_season_map,Favorite is_fav Team_current_season_map,Underdog is_dog Team_current_season_map,Away Team,Home Team,Home Cover
0,1,86.7,6:00 PM,FedExForum,11,Denver,6,Memphis,Denver,Memphis,5.5,0.5283,True,-5.5,0.5192,False,11,0.4,2.0,-1.8,4,0.25,-0.8,-3.9,13,0.615,7.2,6.2,6,0.667,10.2,6.3,Denver,5.5,0.5283,2,1.0,-0.5,4.8,Memphis,-5.5,0.5192,8,0.5,10.4,5.8,Denver,Memphis,5.5,-5.5,1842,0.514,1.9,0.2,905,0.502,-2.0,-0.3,1801,0.512,-0.4,0.3,895,0.523,2.4,0.2,5.5,745,0.521,-4.4,0.8,-5.5,843,0.513,5.0,-0.4,Denver,Memphis,5.5,-5.5,892,0.498,1.6,-0.1,428,0.492,-1.7,-0.7,861,0.508,-0.6,0.3,426,0.535,2.1,0.7,5.5,351,0.522,-4.4,1.1,-5.5,396,0.51,5.1,-0.2,7,14,14,7,Denver,Memphis,True
1,2,85.2,3:30 PM,Target Center,13,Phoenix,10,Minnesota,Phoenix,Minnesota,7.5,0.5349,True,-7.5,0.5122,False,13,0.308,-0.8,-2.5,7,0.429,-4.0,-3.3,13,0.385,2.8,-4.0,6,0.333,8.8,0.1,Phoenix,7.5,0.5349,5,0.4,-6.6,-2.0,Minnesota,-7.5,0.5122,13,0.385,2.8,-4.0,Phoenix,Minnesota,7.5,-7.5,1817,0.501,0.5,-0.1,900,0.515,-2.2,0.1,1744,0.468,-1.9,-0.4,871,0.441,0.4,-1.0,7.5,824,0.49,-5.9,0.3,-7.5,713,0.452,4.6,-0.9,Phoenix,Minnesota,7.5,-7.5,864,0.491,-1.3,-0.6,425,0.495,-3.7,-0.4,840,0.471,-1.2,-0.1,418,0.448,0.8,-0.7,7.5,449,0.482,-7.2,-0.4,-7.5,354,0.452,5.1,-0.8,23,17,17,23,Phoenix,Minnesota,False
2,3,78.2,5:00 PM,Gainbridge Fieldhouse,16,Miami,17,Indiana,Miami,Indiana,3.5,0.5192,True,-3.5,0.5283,False,11,0.455,0.3,-0.3,7,0.714,3.4,3.9,12,0.5,-3.6,-4.4,5,0.6,0.8,-0.8,Miami,3.5,0.5192,5,0.6,-2.2,2.2,Indiana,-3.5,0.5283,6,0.333,-5.2,-11.0,Miami,Indiana,3.5,-3.5,1946,0.513,1.8,0.1,955,0.529,-0.9,0.3,1833,0.51,0.6,0.3,907,0.523,4.0,0.8,3.5,742,0.519,-4.6,1.0,-3.5,933,0.51,5.4,-0.2,Miami,Indiana,3.5,-3.5,906,0.514,0.8,0.2,439,0.545,-1.2,0.8,859,0.515,0.3,0.4,420,0.525,3.2,0.9,3.5,402,0.535,-3.7,1.6,-3.5,418,0.511,5.1,-0.2,15,11,11,15,Miami,Indiana,True
3,4,75.3,7:00 PM,Paycom Center,8,Dallas,1,Okla City,Dallas,Oklahoma City,7.5,0.5238,True,-7.5,0.5238,False,13,0.417,4.0,-1.1,5,0.25,-2.6,-3.1,13,0.692,12.9,4.5,8,0.625,12.5,2.8,Dallas,7.5,0.5238,3,0.5,0.3,3.2,Okla City,-7.5,0.5238,12,0.667,12.8,3.5,Dallas,Oklahoma City,7.5,-7.5,1865,0.514,2.1,0.1,927,0.544,-0.6,0.4,1836,0.525,1.0,0.3,912,0.523,4.1,0.4,7.5,711,0.546,-3.8,1.3,-7.5,989,0.52,6.6,0.1,Dallas,Oklahoma City,7.5,-7.5,879,0.512,0.6,0.4,432,0.54,-1.6,0.8,866,0.524,1.1,0.4,426,0.529,4.2,1.0,7.5,432,0.518,-4.3,1.2,-7.5,466,0.509,6.9,0.3,6,20,20,6,Dallas,Oklahoma City,False
4,5,68.7,7:00 PM,Madison Square Garden,26,Brooklyn,5,New York,Brooklyn,New York,9.5,0.5238,True,-9.5,0.5238,False,13,0.769,-2.8,3.9,7,0.857,-2.1,6.9,12,0.417,3.5,-0.6,5,0.4,8.4,2.2,Brooklyn,9.5,0.5238,10,0.8,-3.2,6.1,New York,-9.5,0.5238,11,0.455,5.9,0.9,Brooklyn,New York,9.5,-9.5,1792,0.492,-2.1,-0.4,889,0.51,-4.2,0.2,1746,0.507,-2.1,0.1,872,0.49,0.0,-0.4,9.5,1075,0.495,-6.2,0.2,-9.5,628,0.515,4.4,-0.5,Brooklyn,New York,9.5,-9.5,849,0.498,-2.0,0.0,417,0.534,-3.5,0.6,835,0.503,-2.4,0.4,417,0.479,-0.7,-0.1,9.5,523,0.522,-5.9,0.6,-9.5,275,0.544,5.5,0.8,2,19,19,2,,,
5,6,64.9,7:00 PM,United Center,7,Houston,25,Chicago,Houston,Chicago,-4.5,0.5283,False,4.5,0.5192,True,13,0.615,6.4,3.5,5,0.4,-1.8,-0.6,13,0.462,-6.0,0.0,5,0.4,-9.4,-4.2,Chicago,4.5,0.5192,12,0.5,-5.8,1.3,Houston,-4.5,0.5283,10,0.6,8.4,3.1,Houston,Chicago,-4.5,4.5,1822,0.496,1.3,0.2,897,0.506,-1.4,0.4,1792,0.499,-0.4,0.1,894,0.483,1.6,-0.7,4.5,959,0.504,-5.0,0.6,-4.5,1039,0.494,6.0,-0.4,Houston,Chicago,-4.5,4.5,886,0.49,0.3,-0.3,428,0.492,-2.2,-0.4,833,0.489,-1.9,-0.4,415,0.478,-0.6,-1.4,4.5,507,0.484,-5.8,-0.1,-4.5,479,0.5,6.3,-0.4,10,4,10,4,Houston,Chicago,False
6,7,54.3,6:00 PM,Moda Center,22,Atlanta,28,Portland,Atlanta,Portland,-3.5,0.5283,False,3.5,0.5192,True,13,0.385,-3.7,-2.7,5,0.6,-4.4,0.0,13,0.583,-7.7,0.2,7,0.571,-8.9,-1.5,Portland,3.5,0.5192,13,0.583,-7.7,0.2,Atlanta,-3.5,0.5283,7,0.286,1.3,-4.1,Atlanta,Portland,-3.5,3.5,1819,0.483,-1.4,-0.4,909,0.471,-4.4,-0.4,1782,0.493,-1.2,-0.3,882,0.498,2.1,-0.1,3.5,955,0.48,-6.7,-0.3,-3.5,798,0.492,4.4,-1.1,Atlanta,Portland,-3.5,3.5,873,0.484,-0.9,-0.6,436,0.47,-3.7,-0.7,867,0.491,-1.4,-0.4,425,0.494,1.6,-0.2,3.5,454,0.466,-7.4,-0.8,-3.5,418,0.487,4.1,-1.4,0,24,0,24,Atlanta,Portland,True
7,8,51.3,6:00 PM,Rocket Mortgage FieldHouse,24,Charlotte,3,Cleveland,Charlotte,Cleveland,11.5,0.5238,True,-11.5,0.5238,False,12,0.583,-4.5,1.4,5,0.6,-9.6,-1.9,14,0.714,12.1,5.5,7,0.714,13.0,5.1,Charlotte,11.5,0.5238,11,0.636,-5.4,1.7,Cleveland,-11.5,0.5238,12,0.667,13.6,5.5,Charlotte,Cleveland,11.5,-11.5,1626,0.493,-3.5,-0.1,815,0.494,-6.4,-0.2,1864,0.491,0.2,-0.3,933,0.494,3.2,-0.1,11.5,1137,0.486,-6.9,-0.1,-11.5,990,0.495,6.2,-0.4,Charlotte,Cleveland,11.5,-11.5,814,0.485,-2.6,-0.3,409,0.49,-4.9,-0.3,907,0.473,0.6,-0.4,455,0.483,3.0,-0.4,11.5,515,0.473,-7.0,-0.5,-11.5,520,0.477,6.2,-0.5,3,5,5,3,Charlotte,Cleveland,True
8,9,45.6,6:00 PM,Capital One Arena,23,Detroit,30,Washington,Detroit,Washington,-5.5,0.5238,False,5.5,0.5238,True,14,0.615,-2.1,2.5,7,0.667,0.0,4.2,11,0.273,-13.1,-3.4,5,0.2,-11.8,-2.0,Washington,5.5,0.5238,11,0.273,-13.1,-3.4,Detroit,-5.5,0.5238,3,0.333,1.3,-0.5,Detroit,Washington,-5.5,5.5,1805,0.493,-1.1,-0.2,901,0.494,-3.7,-0.1,1770,0.474,-2.4,-0.3,878,0.468,0.7,0.0,5.5,1104,0.484,-6.2,0.2,-5.5,798,0.496,5.1,-0.7,Detroit,Washington,-5.5,5.5,816,0.491,-3.6,-0.1,409,0.482,-6.1,-0.3,847,0.476,-2.1,-0.5,417,0.493,0.9,0.2,5.5,496,0.488,-6.1,0.2,-5.5,236,0.489,3.9,-1.0,8,29,8,29,Detroit,Washington,False
9,10,44.4,9:00 PM,Intuit Dome,29,Utah,18,La Clippers,Utah,L.A. Clippers,9.5,0.5122,True,-9.5,0.5349,False,12,0.5,-11.3,-4.3,6,0.667,-8.5,0.4,13,0.539,-1.0,1.7,7,0.429,0.0,-0.7,Utah,9.5,0.5122,12,0.5,-11.3,-4.3,La Clippers,-9.5,0.5349,4,0.5,5.5,0.6,Utah,L.A. Clippers,9.5,-9.5,1797,0.505,1.0,0.1,893,0.489,-2.9,-0.5,1819,0.489,0.7,-0.1,899,0.483,3.3,-0.4,9.5,815,0.491,-5.6,0.2,-9.5,1001,0.51,6.2,-0.1,Utah,L.A. Clippers,9.5,-9.5,863,0.514,2.2,0.5,425,0.513,-1.0,0.0,891,0.506,2.8,0.1,436,0.482,4.7,-0.5,9.5,351,0.517,-5.0,0.7,-9.5,586,0.517,6.8,0.1,28,12,12,28,Utah,L.A. Clippers,True
