Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,86.7,6:00 PM,FedExForum,11,Denver,6,Memphis,DEN Nuggets,Denver,MEM Grizzlies,Memphis,+5.5,−112,True,-5.5,−108,False,Denver,434-438-20,49.8%,1.6,-0.1,206-213-9,49.2%,-1.7,-0.7,Memphis,431-417-13,50.8%,-0.6,0.3,224-195-7,53.5%,2.1,0.7,Denver,+5.5,−112,179-164-8,52.2%,-4.4,1.1,Memphis,-5.5,−108,198-190-8,51.0%,5.1,-0.2
2,85.2,3:30 PM,Target Center,13,Phoenix,10,Minnesota,PHO Suns,Phoenix,MIN Timberwolves,Minnesota,+7.5,−115,True,-7.5,−105,False,Phoenix,419-435-10,49.1%,-1.3,-0.6,207-211-7,49.5%,-3.7,-0.4,Minnesota,389-437-14,47.1%,-1.2,-0.1,184-227-7,44.8%,0.8,-0.7,Phoenix,+7.5,−115,214-230-5,48.2%,-7.2,-0.4,Minnesota,-7.5,−105,157-190-7,45.2%,5.1,-0.8
3,78.2,5:00 PM,Gainbridge Fieldhouse,16,Miami,17,Indiana,MIA Heat,Miami,IND Pacers,Indiana,+3.5,−108,True,-3.5,−112,False,Miami,454-429-23,51.4%,0.8,0.2,235-196-8,54.5%,-1.2,0.8,Indiana,433-408-18,51.5%,0.3,0.4,214-194-12,52.5%,3.2,0.9,Miami,+3.5,−108,212-184-6,53.5%,-3.7,1.6,Indiana,-3.5,−112,209-200-9,51.1%,5.1,-0.2
4,75.3,7:00 PM,Paycom Center,8,Dallas,1,Okla City,DAL Mavericks,Dallas,OKC Thunder,Oklahoma City,+7.5,−110,True,-7.5,−110,False,Dallas,440-419-20,51.2%,0.6,0.4,229-195-8,54.0%,-1.6,0.8,Okla City,446-406-14,52.4%,1.1,0.4,221-197-8,52.9%,4.2,1.0,Dallas,+7.5,−110,219-204-9,51.8%,-4.3,1.2,Okla City,-7.5,−110,235-227-4,50.9%,6.9,0.3
5,68.7,7:00 PM,Madison Square Garden,26,Brooklyn,5,New York,BKN Nets,Brooklyn,NY Knicks,New York,+9.5,−110,True,-9.5,−110,False,Brooklyn,415-419-15,49.8%,-2.0,0.0,220-192-5,53.4%,-3.5,0.6,New York,413-408-14,50.3%,-2.4,0.4,197-214-6,47.9%,-0.7,-0.1,Brooklyn,+9.5,−110,267-245-11,52.2%,-5.9,0.6,New York,-9.5,−110,148-124-3,54.4%,5.5,0.8
6,64.9,7:00 PM,United Center,7,Houston,25,Chicago,HOU Rockets,Houston,CHI Bulls,Chicago,-4.5,−112,False,+4.5,−108,True,Houston,427-445-14,49.0%,0.3,-0.3,208-215-5,49.2%,-2.2,-0.4,Chicago,401-419-13,48.9%,-1.9,-0.4,196-214-5,47.8%,-0.6,-1.4,Chicago,+4.5,−108,241-257-9,48.4%,-5.8,-0.1,Houston,-4.5,−112,236-236-7,50.0%,6.3,-0.4
7,54.3,6:00 PM,Moda Center,22,Atlanta,28,Portland,ATL Hawks,Atlanta,POR Trail Blazers,Portland,-3.5,−112,False,+3.5,−108,True,Atlanta,419-446-8,48.4%,-0.9,-0.6,202-228-6,47.0%,-3.7,-0.7,Portland,417-432-18,49.1%,-1.4,-0.4,205-210-10,49.4%,1.6,-0.2,Portland,+3.5,−108,207-237-10,46.6%,-7.4,-0.8,Atlanta,-3.5,−112,201-212-5,48.7%,4.1,-1.4
8,51.3,6:00 PM,Rocket Mortgage FieldHouse,24,Charlotte,3,Cleveland,CHA Hornets,Charlotte,CLE Cavaliers,Cleveland,+11.5,−110,True,-11.5,−110,False,Charlotte,386-410-18,48.5%,-2.6,-0.3,194-202-13,49.0%,-4.9,-0.3,Cleveland,419-467-21,47.3%,0.6,-0.4,216-231-8,48.3%,3.0,-0.4,Charlotte,+11.5,−110,236-263-16,47.3%,-7.0,-0.5,Cleveland,-11.5,−110,241-264-15,47.7%,6.2,-0.5
9,45.6,6:00 PM,Capital One Arena,23,Detroit,30,Washington,DET Pistons,Detroit,WAS Wizards,Washington,-5.5,−110,False,+5.5,−110,True,Detroit,390-404-22,49.1%,-3.6,-0.1,191-205-13,48.2%,-6.1,-0.3,Washington,395-435-17,47.6%,-2.1,-0.5,202-208-7,49.3%,0.9,0.2,Washington,+5.5,−110,237-249-10,48.8%,-6.1,0.2,Detroit,-5.5,−110,114-119-3,48.9%,3.9,-1.0
10,44.4,9:00 PM,Intuit Dome,29,Utah,18,La Clippers,UTA Jazz,Utah,LA Clippers,L.A. Clippers,+9.5,−105,True,-9.5,−115,False,Utah,433-409-21,51.4%,2.2,0.5,214-203-8,51.3%,-1.0,0.0,La Clippers,447-437-7,50.6%,2.8,0.1,209-225-2,48.2%,4.7,-0.5,Utah,+9.5,−105,178-166-7,51.7%,-5.0,0.7,La Clippers,-9.5,−115,300-280-6,51.7%,6.8,0.1
