Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,86.7,6:00 PM,FedExForum,11,Denver,6,Memphis,DEN Nuggets,Denver,MEM Grizzlies,Memphis,+5.5,−112,True,-5.5,−108,False,Denver,929-878-35,51.4%,1.9,0.2,444-441-20,50.2%,-2.0,-0.3,Memphis,907-863-31,51.2%,-0.4,0.3,460-420-15,52.3%,2.4,0.2,Denver,+5.5,−112,380-349-16,52.1%,-4.4,0.8,Memphis,-5.5,−108,424-403-16,51.3%,5.0,-0.4
2,85.2,3:30 PM,Target Center,13,Phoenix,10,Minnesota,PHO Suns,Phoenix,MIN Timberwolves,Minnesota,+7.5,−115,True,-7.5,−105,False,Phoenix,896-893-28,50.1%,0.5,-0.1,455-429-16,51.5%,-2.2,0.1,Minnesota,804-913-27,46.8%,-1.9,-0.4,380-481-10,44.1%,0.4,-1.0,Phoenix,+7.5,−115,397-414-13,49.0%,-5.9,0.3,Minnesota,-7.5,−105,317-385-11,45.2%,4.6,-0.9
3,78.2,5:00 PM,Gainbridge Fieldhouse,16,Miami,17,Indiana,MIA Heat,Miami,IND Pacers,Indiana,+3.5,−108,True,-3.5,−112,False,Miami,976-927-43,51.3%,1.8,0.1,495-440-20,52.9%,-0.9,0.3,Indiana,914-877-42,51.0%,0.6,0.3,461-421-25,52.3%,4.0,0.8,Miami,+3.5,−108,376-349-17,51.9%,-4.6,1.0,Indiana,-3.5,−112,467-448-18,51.0%,5.4,-0.2
4,75.3,7:00 PM,Paycom Center,8,Dallas,1,Okla City,DAL Mavericks,Dallas,OKC Thunder,Oklahoma City,+7.5,−110,True,-7.5,−110,False,Dallas,939-887-39,51.4%,2.1,0.1,497-416-14,54.4%,-0.6,0.4,Okla City,948-857-31,52.5%,1.0,0.3,470-428-14,52.3%,4.1,0.4,Dallas,+7.5,−110,383-318-10,54.6%,-3.8,1.3,Okla City,-7.5,−110,509-470-10,52.0%,6.6,0.1
5,68.7,7:00 PM,Madison Square Garden,26,Brooklyn,5,New York,BKN Nets,Brooklyn,NY Knicks,New York,+9.5,−110,True,-9.5,−110,False,Brooklyn,864-894-34,49.2%,-2.1,-0.4,446-428-15,51.0%,-4.2,0.2,New York,873-850-23,50.7%,-2.1,0.1,423-440-9,49.0%,0.0,-0.4,Brooklyn,+9.5,−110,522-533-20,49.5%,-6.2,0.2,New York,-9.5,−110,321-302-5,51.5%,4.4,-0.5
6,64.9,7:00 PM,United Center,7,Houston,25,Chicago,HOU Rockets,Houston,CHI Bulls,Chicago,-4.5,−112,False,+4.5,−108,True,Houston,890-906-26,49.6%,1.3,0.2,450-439-8,50.6%,-1.4,0.4,Chicago,883-885-24,49.9%,-0.4,0.1,427-457-10,48.3%,1.6,-0.7,Chicago,+4.5,−108,477-470-12,50.4%,-5.0,0.6,Houston,-4.5,−112,506-518-15,49.4%,6.0,-0.4
7,54.3,6:00 PM,Moda Center,22,Atlanta,28,Portland,ATL Hawks,Atlanta,POR Trail Blazers,Portland,-3.5,−112,False,+3.5,−108,True,Atlanta,869-931-19,48.3%,-1.4,-0.4,423-475-11,47.1%,-4.4,-0.4,Portland,865-890-27,49.3%,-1.2,-0.3,433-436-13,49.8%,2.1,-0.1,Portland,+3.5,−108,451-489-15,48.0%,-6.7,-0.3,Atlanta,-3.5,−112,388-400-10,49.2%,4.4,-1.1
8,51.3,6:00 PM,Rocket Mortgage FieldHouse,24,Charlotte,3,Cleveland,CHA Hornets,Charlotte,CLE Cavaliers,Cleveland,+11.5,−110,True,-11.5,−110,False,Charlotte,785-808-33,49.3%,-3.5,-0.1,393-403-19,49.4%,-6.4,-0.2,Cleveland,898-930-36,49.1%,0.2,-0.3,455-466-12,49.4%,3.2,-0.1,Charlotte,+11.5,−110,539-570-28,48.6%,-6.9,-0.1,Cleveland,-11.5,−110,479-489-22,49.5%,6.2,-0.4
9,45.6,6:00 PM,Capital One Arena,23,Detroit,30,Washington,DET Pistons,Detroit,WAS Wizards,Washington,-5.5,−110,False,+5.5,−110,True,Detroit,869-895-41,49.3%,-1.1,-0.2,433-443-25,49.4%,-3.7,-0.1,Washington,822-911-37,47.4%,-2.4,-0.3,402-457-19,46.8%,0.7,0.0,Washington,+5.5,−110,523-557-24,48.4%,-6.2,0.2,Detroit,-5.5,−110,388-394-16,49.6%,5.1,-0.7
10,44.4,9:00 PM,Intuit Dome,29,Utah,18,La Clippers,UTA Jazz,Utah,LA Clippers,L.A. Clippers,+9.5,−105,True,-9.5,−115,False,Utah,889-871-37,50.5%,1.0,0.1,429-449-15,48.9%,-2.9,-0.5,La Clippers,880-919-20,48.9%,0.7,-0.1,430-461-8,48.3%,3.3,-0.4,Utah,+9.5,−105,392-407-16,49.1%,-5.6,0.2,La Clippers,-9.5,−115,504-484-13,51.0%,6.2,-0.1
