Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,86.7,6:00 PM,FedExForum,11,Denver,6,Memphis,DEN Nuggets,Denver,MEM Grizzlies,Memphis,+5.5,−112,True,-5.5,−108,False,Denver,4-6-1,40.0%,2.0,-1.8,1-3-0,25.0%,-0.8,-3.9,Memphis,8-5-0,61.5%,7.2,6.2,4-2-0,66.7%,10.2,6.3,Denver,+5.5,−112,2-0-0,100.0%,-0.5,4.8,Memphis,-5.5,−108,4-4-0,50.0%,10.4,5.8
2,85.2,3:30 PM,Target Center,13,Phoenix,10,Minnesota,PHO Suns,Phoenix,MIN Timberwolves,Minnesota,+7.5,−115,True,-7.5,−105,False,Phoenix,4-9-0,30.8%,-0.8,-2.5,3-4-0,42.9%,-4.0,-3.3,Minnesota,5-8-0,38.5%,2.8,-4.0,2-4-0,33.3%,8.8,0.1,Phoenix,+7.5,−115,2-3-0,40.0%,-6.6,-2.0,Minnesota,-7.5,−105,5-8-0,38.5%,2.8,-4.0
3,78.2,5:00 PM,Gainbridge Fieldhouse,16,Miami,17,Indiana,MIA Heat,Miami,IND Pacers,Indiana,+3.5,−108,True,-3.5,−112,False,Miami,5-6-0,45.5%,0.3,-0.3,5-2-0,71.4%,3.4,3.9,Indiana,6-6-0,50.0%,-3.6,-4.4,3-2-0,60.0%,0.8,-0.8,Miami,+3.5,−108,3-2-0,60.0%,-2.2,2.2,Indiana,-3.5,−112,2-4-0,33.3%,-5.2,-11.0
4,75.3,7:00 PM,Paycom Center,8,Dallas,1,Okla City,DAL Mavericks,Dallas,OKC Thunder,Oklahoma City,+7.5,−110,True,-7.5,−110,False,Dallas,5-7-1,41.7%,4.0,-1.1,1-3-1,25.0%,-2.6,-3.1,Okla City,9-4-0,69.2%,12.9,4.5,5-3-0,62.5%,12.5,2.8,Dallas,+7.5,−110,1-1-1,50.0%,0.3,3.2,Okla City,-7.5,−110,8-4-0,66.7%,12.8,3.5
5,68.7,7:00 PM,Madison Square Garden,26,Brooklyn,5,New York,BKN Nets,Brooklyn,NY Knicks,New York,+9.5,−110,True,-9.5,−110,False,Brooklyn,10-3-0,76.9%,-2.8,3.9,6-1-0,85.7%,-2.1,6.9,New York,5-7-0,41.7%,3.5,-0.6,2-3-0,40.0%,8.4,2.2,Brooklyn,+9.5,−110,8-2-0,80.0%,-3.2,6.1,New York,-9.5,−110,5-6-0,45.5%,5.9,0.9
6,64.9,7:00 PM,United Center,7,Houston,25,Chicago,HOU Rockets,Houston,CHI Bulls,Chicago,-4.5,−112,False,+4.5,−108,True,Houston,8-5-0,61.5%,6.4,3.5,2-3-0,40.0%,-1.8,-0.6,Chicago,6-7-0,46.2%,-6.0,0.0,2-3-0,40.0%,-9.4,-4.2,Chicago,+4.5,−108,6-6-0,50.0%,-5.8,1.3,Houston,-4.5,−112,6-4-0,60.0%,8.4,3.1
7,54.3,6:00 PM,Moda Center,22,Atlanta,28,Portland,ATL Hawks,Atlanta,POR Trail Blazers,Portland,-3.5,−112,False,+3.5,−108,True,Atlanta,5-8-0,38.5%,-3.7,-2.7,3-2-0,60.0%,-4.4,0.0,Portland,7-5-1,58.3%,-7.7,0.2,4-3-0,57.1%,-8.9,-1.5,Portland,+3.5,−108,7-5-1,58.3%,-7.7,0.2,Atlanta,-3.5,−112,2-5-0,28.6%,1.3,-4.1
8,51.3,6:00 PM,Rocket Mortgage FieldHouse,24,Charlotte,3,Cleveland,CHA Hornets,Charlotte,CLE Cavaliers,Cleveland,+11.5,−110,True,-11.5,−110,False,Charlotte,7-5-0,58.3%,-4.5,1.4,3-2-0,60.0%,-9.6,-1.9,Cleveland,10-4-0,71.4%,12.1,5.5,5-2-0,71.4%,13.0,5.1,Charlotte,+11.5,−110,7-4-0,63.6%,-5.4,1.7,Cleveland,-11.5,−110,8-4-0,66.7%,13.6,5.5
9,45.6,6:00 PM,Capital One Arena,23,Detroit,30,Washington,DET Pistons,Detroit,WAS Wizards,Washington,-5.5,−110,False,+5.5,−110,True,Detroit,8-5-1,61.5%,-2.1,2.5,4-2-1,66.7%,0.0,4.2,Washington,3-8-0,27.3%,-13.1,-3.4,1-4-0,20.0%,-11.8,-2.0,Washington,+5.5,−110,3-8-0,27.3%,-13.1,-3.4,Detroit,-5.5,−110,1-2-0,33.3%,1.3,-0.5
10,44.4,9:00 PM,Intuit Dome,29,Utah,18,La Clippers,UTA Jazz,Utah,LA Clippers,L.A. Clippers,+9.5,−105,True,-9.5,−115,False,Utah,6-6-0,50.0%,-11.3,-4.3,4-2-0,66.7%,-8.5,0.4,La Clippers,7-6-0,53.9%,-1.0,1.7,3-4-0,42.9%,0.0,-0.7,Utah,+9.5,−105,6-6-0,50.0%,-11.3,-4.3,La Clippers,-9.5,−115,2-2-0,50.0%,5.5,0.6
