Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,97.8,9:30 PM,Littlejohn Coliseum,9,Kentucky,33,Clemson,Kentucky,Kentucky,Clemson,Clemson,-1,−112,False,+1,−108,True,Kentucky,174-171-6,50.4%,10.8,0.5,51-50-1,50.5%,3.3,0.6,Clemson,163-149-6,52.2%,4.7,0.8,86-68-3,55.8%,10.2,1.5,Clemson,+1,−108,61-54-4,53.0%,-4.0,0.9,Kentucky,-1,−112,144-147-5,49.5%,13.1,0.1
2,96.6,9:00 PM,Kohl Center,23,Michigan,34,Wisconsin,Michigan,Michigan,Wisconsin,Wisconsin,+3.5,−112,True,-3.5,−108,False,Michigan,177-165-2,51.8%,6.1,0.7,48-58-0,45.3%,-2.5,-0.3,Wisconsin,171-167-11,50.6%,6.1,0.2,81-82-5,49.7%,11.2,-0.2,Michigan,+3.5,−112,50-55-1,47.6%,-4.4,1.3,Wisconsin,-3.5,−108,114-120-5,48.7%,9.4,-0.8
3,96.1,9:00 PM,KFC Yum! Center,37,Mississippi,38,Louisville,Ole Miss,Mississippi,Louisville,Louisville,+3,−108,True,-3,−112,False,Mississippi,164-160-5,50.6%,1.8,-1.0,63-50-1,55.8%,-4.0,0.1,Louisville,145-162-9,47.2%,4.0,-0.6,78-87-6,47.3%,9.4,-0.6,Mississippi,+3,−108,76-65-1,53.9%,-5.1,0.8,Louisville,-3,−112,91-94-6,49.2%,11.1,-0.1
4,95.0,6:30 PM,William B. Finneran Pavilion,10,Cincinnati,62,Villanova,Cincinnati,Cincinnati,Villanova,Villanova,-3.5,−112,False,+3.5,−108,True,Cincinnati,158-168-6,48.5%,8.4,0.5,52-59-3,46.9%,1.2,-0.5,Villanova,197-155-5,56.0%,10.1,0.6,80-63-1,55.9%,14.8,0.7,Villanova,+3.5,−108,24-21-2,53.3%,-4.1,-0.1,Cincinnati,-3.5,−112,123-130-5,48.6%,12.0,0.8
5,93.8,7:00 PM,Carver-Hawkeye Arena,60,Northwestern,42,Iowa,Northwestern,Northwestern,Iowa,Iowa,+5,−108,True,-5,−112,False,Northwestern,157-152-10,50.8%,2.4,0.4,59-48-3,55.1%,-5.0,1.0,Iowa,164-160-9,50.6%,6.3,0.7,95-68-5,58.3%,13.4,1.4,Northwestern,+5,−108,79-78-6,50.3%,-6.5,0.3,Iowa,-5,−112,112-94-5,54.4%,12.0,0.8
6,93.6,9:00 PM,Pete Maravich Assembly Center,61,Florida St,50,Lsu,Florida State,Florida State,LSU,Louisiana State,+4.5,−112,True,-4.5,−108,False,Florida St,161-163-7,49.7%,4.2,-0.2,42-60-3,41.2%,-4.1,-1.8,Lsu,150-172-6,46.6%,3.3,-0.3,79-87-3,47.6%,9.5,0.3,Florida St,+4.5,−112,56-55-0,50.5%,-5.3,0.8,Lsu,-4.5,−108,90-94-4,48.9%,10.3,0.1
7,92.8,7:00 PM,Stegeman Coliseum,68,Notre Dame,44,Georgia,Notre Dame,Notre Dame,Georgia,Georgia,+9,−112,True,-9,−108,False,Notre Dame,157-161-8,49.4%,3.9,-0.3,56-48-4,53.9%,-2.8,1.0,Georgia,162-161-5,50.2%,-0.2,-0.4,80-92-2,46.5%,5.1,-0.5,Notre Dame,+9,−112,78-65-4,54.6%,-5.0,1.2,Georgia,-9,−108,67-76-2,46.9%,7.9,-0.8
8,92.4,7:00 PM,Watsco Center,36,Arkansas,80,Miami,Arkansas,Arkansas,Miami FL,Miami-Florida,-5,−108,False,+5,−112,True,Arkansas,172-166-4,50.9%,5.5,0.2,55-51-0,51.9%,-2.9,-0.1,Miami,162-167-6,49.2%,3.5,-0.6,71-80-5,47.0%,8.3,-1.3,Miami,+5,−112,72-60-1,54.6%,-5.2,0.8,Arkansas,-5,−108,116-107-4,52.0%,10.8,0.8
9,92.2,8:30 PM,Amica Mutual Pavilion,31,Byu,92,Providence,BYU,Brigham Young,Providence,Providence,-6,−110,False,+6,−110,True,Byu,166-152-9,52.2%,8.4,0.9,54-51-2,51.4%,2.6,1.1,Providence,174-156-5,52.7%,3.5,0.7,85-83-2,50.6%,8.6,0.4,Providence,+6,−110,88-58-2,60.3%,-2.9,2.5,Byu,-6,−110,132-112-5,54.1%,11.7,1.0
10,91.8,7:30 PM,Thompson-Boling Arena at Food City Center,90,Syracuse,4,Tennessee,Syracuse,Syracuse,Tennessee,Tennessee,+18.5,−108,True,-18.5,−112,False,Syracuse,156-165-5,48.6%,3.5,0.2,46-56-1,45.1%,-3.9,-0.3,Tennessee,170-163-4,51.1%,7.3,0.8,80-79-3,50.3%,13.3,1.1,Syracuse,+18.5,−108,62-66-4,48.4%,-5.4,0.9,Tennessee,-18.5,−112,121-119-3,50.4%,11.1,0.2
11,91.7,10:30 PM,Pauley Pavilion presented by Wescom,96,Washington,16,Ucla,Washington,Washington,UCLA,UCLA,+11.5,−112,True,-11.5,−108,False,Washington,154-165-4,48.3%,0.5,-0.2,52-51-2,50.5%,-6.3,-0.3,Ucla,169-169-7,50.0%,6.3,0.3,90-75-3,54.6%,13.0,1.2,Washington,+11.5,−112,83-87-2,48.8%,-7.7,-0.6,Ucla,-11.5,−108,118-115-6,50.6%,11.6,0.5
11,91.7,9:00 PM,Reed Arena,88,Wake Forest,32,Texas A&M,Wake Forest,Wake Forest,Texas A&M,Texas A&M-CC,+8,−110,True,-8,−110,False,Wake Forest,150-158-6,48.7%,0.5,0.0,50-65-1,43.5%,-6.7,-0.4,Texas A&M,163-156-4,51.1%,4.0,-0.1,74-80-1,48.1%,8.9,-1.1,Wake Forest,+8,−110,78-91-1,46.2%,-8.2,-0.6,Texas A&M,-8,−110,97-94-3,50.8%,8.6,-0.8
13,88.7,9:00 PM,Lloyd Noble Center,108,Ga Tech,40,Oklahoma,Georgia Tech,Georgia Tech,Oklahoma,Oklahoma,+12,−112,True,-12,−108,False,Ga Tech,166-144-4,53.6%,-0.1,0.4,67-50-1,57.3%,-5.8,1.7,Oklahoma,156-167-6,48.3%,4.4,0.2,79-74-2,51.6%,11.1,0.9,Ga Tech,+12,−112,107-93-3,53.5%,-6.4,0.7,Oklahoma,-12,−108,87-104-2,45.6%,10.0,-0.3
14,87.7,7:00 PM,Mizzou Arena,124,California,46,Missouri,California,California,Missouri,Missouri,+9,−108,True,-9,−112,False,California,153-169-5,47.5%,-3.0,-1.3,51-61-0,45.5%,-10.3,-2.2,Missouri,145-166-7,46.6%,-0.6,-0.8,74-83-5,47.1%,5.5,-0.8,California,+9,−108,98-102-1,49.0%,-9.5,-0.9,Missouri,-9,−112,56-70-4,44.4%,9.3,-1.2
15,86.5,7:00 PM,Legacy Center,100,Santa Clara,83,Mcneese St,Santa Clara,Santa Clara,McNeese,McNeese St.,+6.5,−110,True,-6.5,−110,False,Santa Clara,152-144-8,51.4%,0.3,0.1,58-45-3,56.3%,-4.9,1.0,Mcneese St,85-94-4,47.5%,0.3,-0.5,30-37-0,44.8%,9.7,-1.8,Santa Clara,+6.5,−110,84-70-6,54.6%,-8.2,0.3,Mcneese St,-6.5,−110,34-43-0,44.2%,6.6,-1.0
16,85.5,7:00 PM,Conte Forum,71,S Carolina,128,Boston Col,South Carolina,South Carolina,Boston College,Boston College,-4.5,−105,False,+4.5,−115,True,S Carolina,162-149-4,52.1%,1.8,0.0,59-51-1,53.6%,-4.5,0.5,Boston Col,146-161-4,47.6%,-2.9,-0.2,72-80-1,47.4%,1.4,-0.7,Boston Col,+4.5,−115,102-113-4,47.4%,-8.1,0.3,S Carolina,-4.5,−105,82-75-2,52.2%,7.8,-0.5
17,85.3,7:30 PM,Simon Skjodt Assembly Hall,136,Sam Hous St,43,Indiana,Sam Houston,Sam Houston St.,Indiana,Indiana,+13.5,−112,True,-13.5,−108,False,Sam Hous St,118-90-5,56.7%,6.3,1.4,62-45-3,57.9%,-2.2,1.1,Indiana,165-165-5,50.0%,4.6,-0.2,101-76-0,57.1%,11.5,0.8,Sam Hous St,+13.5,−112,50-46-2,52.1%,-7.8,0.3,Indiana,-13.5,−108,105-98-3,51.7%,11.0,-0.1
18,83.2,7:00 PM,Michael J. Hagan Arena,123,Princeton,98,St Josephs,Princeton,Princeton,Saint Josephs,Saint Joseph'S,N/A,N/A,False,N/A,N/A,False,Princeton,121-116-3,51.1%,6.1,0.8,60-50-3,54.6%,2.3,1.9,St Josephs,157-148-7,51.5%,-1.0,0.0,68-67-2,50.4%,3.3,-0.4,St Josephs,N/A,N/A,92-79-6,53.8%,-6.7,0.6,Princeton,N/A,N/A,85-77-1,52.5%,8.3,1.1
