Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,97.8,9:30 PM,Littlejohn Coliseum,9,Kentucky,33,Clemson,Kentucky,Kentucky,Clemson,Clemson,-1,−112,False,+1,−108,True,Kentucky,453-436-21,51.0%,10.2,0.5,143-138-3,50.9%,3.6,1.0,Clemson,383-379-14,50.3%,4.1,0.3,192-173-5,52.6%,9.4,0.8,Clemson,+1,−108,159-148-10,51.8%,-6.7,0.3,Kentucky,-1,−112,370-365-19,50.3%,11.7,0.1
2,96.6,9:00 PM,Kohl Center,23,Michigan,34,Wisconsin,Michigan,Michigan,Wisconsin,Wisconsin,+3.5,−112,True,-3.5,−108,False,Michigan,429-405-11,51.4%,3.9,0.5,129-154-5,45.6%,-5.0,-0.7,Wisconsin,449-410-22,52.3%,7.0,0.7,211-190-10,52.6%,13.1,0.9,Michigan,+3.5,−112,169-173-5,49.4%,-6.2,0.6,Wisconsin,-3.5,−108,313-294-10,51.6%,10.1,0.2
3,96.1,9:00 PM,KFC Yum! Center,37,Mississippi,38,Louisville,Ole Miss,Mississippi,Louisville,Louisville,+3,−108,True,-3,−112,False,Mississippi,391-387-14,50.3%,3.4,-0.6,154-144-2,51.7%,-4.6,-0.5,Louisville,423-411-23,50.7%,7.3,0.4,208-213-15,49.4%,12.1,0.0,Mississippi,+3,−108,176-174-4,50.3%,-6.3,-0.2,Louisville,-3,−112,306-287-16,51.6%,11.6,0.6
4,95.0,6:30 PM,William B. Finneran Pavilion,10,Cincinnati,62,Villanova,Cincinnati,Cincinnati,Villanova,Villanova,-3.5,−112,False,+3.5,−108,True,Cincinnati,388-425-20,47.7%,8.1,0.2,136-146-7,48.2%,0.7,-0.1,Villanova,460-394-12,53.9%,7.0,0.6,196-161-5,54.9%,11.6,0.8,Villanova,+3.5,−108,124-112-5,52.5%,-3.8,1.4,Cincinnati,-3.5,−112,282-312-16,47.5%,11.2,0.2
5,93.8,7:00 PM,Carver-Hawkeye Arena,60,Northwestern,42,Iowa,Northwestern,Northwestern,Iowa,Iowa,+5,−108,True,-5,−112,False,Northwestern,370-377-15,49.5%,0.0,0.0,150-140-6,51.7%,-8.0,0.5,Iowa,400-418-19,48.9%,4.4,0.1,209-188-9,52.6%,11.4,0.7,Northwestern,+5,−108,221-230-10,49.0%,-8.4,0.1,Iowa,-5,−112,230-229-13,50.1%,10.2,0.0
6,93.6,9:00 PM,Pete Maravich Assembly Center,61,Florida St,50,Lsu,Florida State,Florida State,LSU,Louisiana State,+4.5,−112,True,-4.5,−108,False,Florida St,396-392-17,50.3%,3.0,-0.2,139-148-6,48.4%,-4.8,-0.9,Lsu,360-396-16,47.6%,3.2,-0.5,176-187-9,48.5%,9.8,-0.2,Florida St,+4.5,−112,188-169-5,52.7%,-6.6,0.5,Lsu,-4.5,−108,188-210-9,47.2%,8.2,-0.6
7,92.8,7:00 PM,Stegeman Coliseum,68,Notre Dame,44,Georgia,Notre Dame,Notre Dame,Georgia,Georgia,+9,−112,True,-9,−108,False,Notre Dame,389-399-18,49.4%,5.0,0.1,145-133-6,52.2%,-2.5,1.0,Georgia,395-390-11,50.3%,0.3,0.1,188-199-4,48.6%,5.8,0.1,Notre Dame,+9,−112,183-156-5,54.0%,-4.6,1.5,Georgia,-9,−108,165-165-6,50.0%,7.2,-0.3
8,92.4,7:00 PM,Watsco Center,36,Arkansas,80,Miami,Arkansas,Arkansas,Miami FL,Miami-Florida,-5,−108,False,+5,−112,True,Arkansas,368-398-15,48.0%,5.1,-0.4,111-155-4,41.7%,-5.6,-1.7,Miami,403-369-19,52.2%,4.1,0.3,170-177-9,49.0%,8.8,-0.4,Miami,+5,−112,194-142-8,57.7%,-4.3,1.8,Arkansas,-5,−108,225-225-9,50.0%,8.8,-0.1
9,92.2,8:30 PM,Amica Mutual Pavilion,31,Byu,92,Providence,BYU,Brigham Young,Providence,Providence,-6,−110,False,+6,−110,True,Byu,416-387-18,51.8%,7.6,1.0,148-152-6,49.3%,0.8,0.6,Providence,393-402-15,49.4%,2.6,0.4,189-209-6,47.5%,7.8,0.2,Providence,+6,−110,205-178-5,53.5%,-4.8,1.5,Byu,-6,−110,324-248-9,56.6%,12.1,1.8
10,91.8,7:30 PM,Thompson-Boling Arena at Food City Center,90,Syracuse,4,Tennessee,Syracuse,Syracuse,Tennessee,Tennessee,+18.5,−108,True,-18.5,−112,False,Syracuse,425-424-13,50.1%,6.7,0.1,136-126-3,51.9%,0.0,0.4,Tennessee,431-399-11,51.9%,6.2,0.5,209-179-6,53.9%,12.4,1.3,Syracuse,+18.5,−108,126-120-6,51.2%,-4.0,1.4,Tennessee,-18.5,−112,275-286-8,49.0%,9.4,-0.3
11,91.7,10:30 PM,Pauley Pavilion presented by Wescom,96,Washington,16,Ucla,Washington,Washington,UCLA,UCLA,+11.5,−112,True,-11.5,−108,False,Washington,411-419-15,49.5%,2.3,-0.1,152-144-4,51.4%,-4.5,-0.4,Ucla,440-430-16,50.6%,5.8,0.2,225-205-6,52.3%,11.2,0.5,Washington,+11.5,−112,187-186-8,50.1%,-7.6,-0.5,Ucla,-11.5,−108,300-293-13,50.6%,10.4,0.1
