Rank,Hotness Score,Matchup,Time,Location
1,98.7,#11 Maryland  at  #21 Purdue,12:00 PM,Mackey Arena
2,98.1,#15 Connecticut  at  #32 Texas,5:00 PM,Moody Center
3,97.8,#22 Texas Tech  vs.  #33 Texas A&M,3:00 PM,Dickies Arena
4,97.2,#17 UCLA  at  #28 Oregon,6:00 PM,Matthew Knight Arena
5,97.0,#1 Duke  at  #51 Louisville,6:00 PM,KFC Yum! Center
6,96.5,#9 Kansas  at  #53 Missouri,1:00 PM,Mizzou Arena
7,90.8,#73 Vanderbilt  vs.  #70 TX Christian,12:30 PM,Dickies Arena
8,87.2,#124 Arkansas St  at  #34 Memphis,4:00 PM,FedExForum
9,84.8,#86 Oklahoma St  at  #121 Seton Hall,12:00 PM,Prudential Center
10,80.7,#169 Fla Gulf Cst  at  #47 LSU,3:00 PM,Pete Maravich Assembly Center
11,76.2,#211 Richmond  at  #3 Auburn,12:00 PM,Neville Arena
12,72.9,#168 Rice  at  #135 Texas St,3:00 PM,Strahan Arena at the University Events Center
13,64.8,#279 Howard  at  #14 Cincinnati,2:00 PM,Fifth Third Arena
14,64.2,#162 Jksnville St  at  #207 S Alabama,4:00 PM,Mitchell Center
15,62.4,#252 Austin Peay  at  #113 Samford,3:00 PM,Pete Hanna Center
16,60.0,#199 Maine  at  #200 Fordham,12:00 PM,Rose Hill Gymnasium
17,59.4,#150 Cornell  at  #247 Army,1:00 PM,Christl Arena
18,58.4,#253 Colgate  at  #142 Northeastrn,2:00 PM,Matthews Arena
19,56.6,#289 SE Missouri  at  #103 Murray St,4:00 PM,CFSB Center
20,56.3,#118 LA Tech  at  #282 Louisiana,4:30 PM,Cajundome
21,55.7,#285 Rob Morris  at  #120 IPFW,2:00 PM,Allen County War Memorial Coliseum
22,55.4,#330 Jackson St  at  #7 Iowa St,6:00 PM,James H. Hilton Coliseum
23,50.9,#331 Tarleton St  at  #75 UCF,1:00 PM,Addition Financial Arena
24,50.4,#254 Bucknell  at  #198 Radford,2:00 PM,Carilion Clinic Court at the Dedmon Center
25,49.2,#359 Prairie View  at  #20 Miss State,4:00 PM,Humphrey Coliseum
26,47.0,#176 St Peters  at  #297 Iona,1:00 PM,Hynes Athletics Center
27,41.6,#321 Dartmouth  at  #179 IL-Chicago,5:00 PM,Credit Union 1 Arena
28,39.2,#277 Sacred Hrt  at  #251 Quinnipiac,2:00 PM,M&T Bank Arena
29,38.3,#271 Ball St  at  #257 SIU Edward,2:00 PM,First Community Arena at the Vadalabene Center
30,37.8,#234 Merrimack  at  #301 Niagara,1:00 PM,Gallagher Center
31,35.7,#361 Chicago St  at  #158 Saint Louis,3:00 PM,Chaifetz Arena
32,34.8,#241 Marist  at  #311 Manhattan,2:00 PM,Draddy Gymnasium
32,34.8,#204 Mercer  at  #338 Stetson,3:00 PM,Insight Credit Union Arena at Edmunds Center
34,33.9,#288 Fairfield  at  #266 Mt St Marys,2:00 PM,Knott Arena
35,20.0,#272 Harvard  at  #358 N Hampshire,1:00 PM,Lundholm Gymnasium
36,15.2,#299 Siena  at  #356 Canisius,1:00 PM,Koessler Athletic Center
37,14.9,#300 Wagner  at  #360 Maryland ES,1:00 PM,Hytche Athletic Center
38,--,Northern Vermont-Johnson  at  #165 Bryant,2:00 PM,Chace Athletic Center
38,--,Mary Baldwin  at  #203 Longwood,6:30 PM,Joan Perry Brock Center
