Team,all_games_Over Record,all_games_Over %,all_games_Under %,all_games_Total +/-,equal_rest_Over Record,equal_rest_Over %,equal_rest_Under %,equal_rest_Total +/-,four_plus_days_off_Over Record,four_plus_days_off_Over %,four_plus_days_off_Under %,four_plus_days_off_Total +/-,is_after_loss_Over Record,is_after_loss_Over %,is_after_loss_Under %,is_after_loss_Total +/-,is_after_win_Over Record,is_after_win_Over %,is_after_win_Under %,is_after_win_Total +/-,is_away_Over Record,is_away_Over %,is_away_Under %,is_away_Total +/-,is_dog_Over Record,is_dog_Over %,is_dog_Under %,is_dog_Total +/-,is_fav_Over Record,is_fav_Over %,is_fav_Under %,is_fav_Total +/-,is_home_Over Record,is_home_Over %,is_home_Under %,is_home_Total +/-,no_rest_Over Record,no_rest_Over %,no_rest_Under %,no_rest_Total +/-,one_day_off_Over Record,one_day_off_Over %,one_day_off_Under %,one_day_off_Total +/-,rest_advantage_Over Record,rest_advantage_Over %,rest_advantage_Under %,rest_advantage_Total +/-,rest_disadvantage_Over Record,rest_disadvantage_Over %,rest_disadvantage_Under %,rest_disadvantage_Total +/-,two_three_days_off_Over Record,two_three_days_off_Over %,two_three_days_off_Under %,two_three_days_off_Total +/-
Milwaukee,934-866-21,51.9%,48.1%,0.8,476-453-17,51.2%,48.8%,0.7,28-27-0,50.9%,49.1%,-0.6,462-417-14,52.6%,47.4%,0.9,460-439-7,51.2%,48.8%,0.8,448-442-12,50.3%,49.7%,0.3,430-398-11,51.9%,48.1%,0.7,494-462-10,51.7%,48.3%,0.9,476-413-9,53.5%,46.5%,1.4,193-198-4,49.4%,50.6%,-0.2,504-462-11,52.2%,47.8%,1.0,250-214-3,53.9%,46.1%,1.5,208-199-1,51.1%,48.9%,0.4,209-179-6,53.9%,46.1%,1.7
Denver,945-887-21,51.6%,48.4%,0.9,475-444-15,51.7%,48.3%,0.8,28-40-0,41.2%,58.8%,-4.5,426-346-11,55.2%,44.8%,2.4,513-525-10,49.4%,50.6%,0.1,452-453-8,49.9%,50.1%,0.3,378-363-9,51.0%,49.0%,0.2,560-522-12,51.8%,48.2%,1.3,475-425-12,52.8%,47.2%,1.3,189-167-2,53.1%,46.9%,1.2,568-504-16,53.0%,47.0%,1.3,222-227-4,49.4%,50.6%,0.6,248-216-2,53.5%,46.6%,1.4,160-176-3,47.6%,52.4%,0.4
Washington,898-851-32,51.3%,48.7%,1.0,488-450-18,52.0%,48.0%,1.4,28-26-2,51.9%,48.2%,2.6,509-489-19,51.0%,49.0%,0.7,380-349-13,52.1%,47.9%,1.6,442-433-12,50.5%,49.5%,0.6,558-536-21,51.0%,49.0%,0.9,336-313-11,51.8%,48.2%,1.2,453-412-20,52.4%,47.6%,1.5,208-171-6,54.9%,45.1%,2.2,472-503-20,48.4%,51.6%,0.5,227-198-9,53.4%,46.6%,1.0,183-203-5,47.4%,52.6%,0.2,190-151-4,55.7%,44.3%,1.0
Phoenix,925-881-21,51.2%,48.8%,0.4,454-449-11,50.3%,49.7%,-0.2,31-35-2,47.0%,53.0%,-1.9,410-439-12,48.3%,51.7%,-0.4,507-428-9,54.2%,45.8%,1.3,456-436-12,51.1%,48.9%,0.8,406-412-11,49.6%,50.4%,0.2,515-465-10,52.6%,47.5%,0.6,461-442-9,51.1%,49.0%,0.0,180-172-7,51.1%,48.9%,0.2,542-526-9,50.8%,49.3%,0.6,255-226-3,53.0%,47.0%,0.9,216-206-7,51.2%,48.8%,1.2,172-148-3,53.8%,46.3%,0.8
Atlanta,928-886-17,51.2%,48.8%,1.0,517-477-10,52.0%,48.0%,0.9,29-25-2,53.7%,46.3%,2.6,494-454-10,52.1%,47.9%,1.3,421-423-7,49.9%,50.1%,0.5,451-456-9,49.7%,50.3%,0.2,514-494-9,51.0%,49.0%,0.7,409-388-8,51.3%,48.7%,1.2,475-430-8,52.5%,47.5%,1.7,200-195-3,50.6%,49.4%,-0.2,527-486-9,52.0%,48.0%,1.4,215-196-4,52.3%,47.7%,2.2,196-213-3,47.9%,52.1%,-0.2,172-180-3,48.9%,51.1%,0.9
Sacramento,875-837-31,51.1%,48.9%,0.8,437-414-15,51.4%,48.7%,0.9,35-25-0,58.3%,41.7%,3.1,511-465-16,52.4%,47.6%,1.6,355-359-15,49.7%,50.3%,-0.2,408-442-18,48.0%,52.0%,-0.3,532-527-22,50.2%,49.8%,0.6,337-308-9,52.3%,47.8%,1.1,462-391-13,54.2%,45.8%,1.9,176-190-6,48.1%,51.9%,-0.6,506-461-22,52.3%,47.7%,1.1,233-192-6,54.8%,45.2%,2.2,205-231-10,47.0%,53.0%,-0.7,158-161-3,49.5%,50.5%,1.1
Minnesota,885-847-22,51.1%,48.9%,0.5,471-446-11,51.4%,48.6%,0.2,26-29-1,47.3%,52.7%,0.3,518-476-19,52.1%,47.9%,1.1,358-358-3,50.0%,50.0%,-0.4,458-406-12,53.0%,47.0%,1.9,518-490-16,51.4%,48.6%,0.9,362-353-6,50.6%,49.4%,-0.2,425-441-10,49.1%,50.9%,-1.0,192-169-6,53.2%,46.8%,1.1,506-487-12,51.0%,49.0%,0.2,200-220-6,47.6%,52.4%,-0.1,214-181-5,54.2%,45.8%,1.8,161-162-3,49.9%,50.2%,0.6
Toronto,910-889-16,50.6%,49.4%,0.9,488-501-14,49.3%,50.7%,0.5,23-37-0,38.3%,61.7%,-3.1,447-442-6,50.3%,49.7%,0.6,453-435-10,51.0%,49.0%,1.2,454-431-9,51.3%,48.7%,0.6,459-446-7,50.7%,49.3%,1.4,446-436-9,50.6%,49.4%,0.4,449-445-7,50.2%,49.8%,1.2,189-167-2,53.1%,46.9%,1.2,526-545-11,49.1%,50.9%,0.8,197-188-1,51.2%,48.8%,0.5,225-200-1,52.9%,47.1%,2.0,172-140-3,55.1%,44.9%,1.4
Utah,901-883-24,50.5%,49.5%,0.7,470-438-15,51.8%,48.2%,0.5,29-28-1,50.9%,49.1%,0.8,423-412-10,50.7%,49.3%,0.6,468-460-13,50.4%,49.6%,0.7,474-412-13,53.5%,46.5%,1.6,426-386-14,52.5%,47.5%,1.2,469-492-10,48.8%,51.2%,0.1,417-465-11,47.3%,52.7%,-0.4,190-179-3,51.5%,48.5%,1.3,511-506-18,50.3%,49.8%,0.0,222-214-4,50.9%,49.1%,1.4,209-231-5,47.5%,52.5%,0.3,171-170-2,50.2%,49.9%,1.9
Portland,888-884-21,50.1%,49.9%,0.6,446-445-5,50.1%,49.9%,0.5,36-26-0,58.1%,41.9%,4.1,449-453-8,49.8%,50.2%,0.5,428-420-13,50.5%,49.5%,0.6,434-448-10,49.2%,50.8%,-0.6,484-472-9,50.6%,49.4%,0.1,401-403-12,49.9%,50.1%,1.1,443-432-11,50.6%,49.4%,1.6,169-191-5,46.9%,53.1%,-0.8,517-512-14,50.2%,49.8%,0.5,238-201-8,54.2%,45.8%,2.4,204-238-8,46.2%,53.9%,-1.1,166-155-2,51.7%,48.3%,1.6
Okla City,908-912-26,49.9%,50.1%,0.3,482-460-12,51.2%,48.8%,0.8,22-40-1,35.5%,64.5%,-4.4,416-414-13,50.1%,49.9%,0.6,483-485-13,49.9%,50.1%,0.2,442-462-9,48.9%,51.1%,0.1,393-438-8,47.3%,52.7%,-0.4,509-472-18,51.9%,48.1%,0.9,457-441-17,50.9%,49.1%,0.6,181-159-5,53.2%,46.8%,1.8,553-540-16,50.6%,49.4%,0.6,195-228-7,46.1%,53.9%,-1.1,231-224-7,50.8%,49.2%,0.8,152-173-4,46.8%,53.2%,-1.1
Boston,965-975-21,49.7%,50.3%,0.5,544-559-6,49.3%,50.7%,0.0,40-30-2,57.1%,42.9%,3.1,412-389-5,51.4%,48.6%,0.6,540-577-16,48.3%,51.7%,0.3,458-493-8,48.2%,51.8%,0.5,329-359-6,47.8%,52.2%,0.3,632-610-14,50.9%,49.1%,0.6,494-469-12,51.3%,48.7%,0.4,184-174-6,51.4%,48.6%,1.7,560-591-8,48.7%,51.4%,0.0,195-199-6,49.5%,50.5%,0.7,226-217-9,51.0%,49.0%,1.6,181-180-5,50.1%,49.9%,0.4
