Team,ATS Record,Cover %,MOV,ATS +/-
LA Clippers,23-9-0,71.9%,3.4,+2.1
Miami,22-10-0,68.8%,5.7,+3.7
Sacramento,18-9-0,66.7%,0.6,+2.1
Boston,23-14-1,62.2%,6.9,+3.6
Indiana,19-12-0,61.3%,3.4,+0.7
Okla City,17-12-1,58.6%,1.9,+1.8
Charlotte,16-12-0,57.1%,2.3,+3.1
Toronto,16-14-0,53.3%,-0.6,-3.4
Orlando,16-14-0,53.3%,-0.1,+2.1
Denver,18-16-0,52.9%,2.1,+0.1
San Antonio,15-14-0,51.7%,0.2,+1.9
Cleveland,18-18-0,50.0%,2.0,+0.8
Portland,15-15-0,50.0%,-0.7,+0.7
Philadelphia,15-15-0,50.0%,1.2,+1.5
Milwaukee,16-16-0,50.0%,3.4,-0.3
Detroit,13-14-0,48.2%,-2.2,+0.6
Utah,13-14-1,48.2%,1.9,-1.0
Golden State,17-19-0,47.2%,3.9,-1.5
Houston,14-17-0,45.2%,-0.9,-1.5
Chicago,13-16-0,44.8%,-1.2,-0.9
Minnesota,12-15-0,44.4%,0.6,+1.4
Phoenix,13-17-1,43.3%,-0.8,-2.6
Atlanta,12-16-0,42.9%,-0.9,-2.0
New York,10-14-1,41.7%,-7.0,-2.6
Brooklyn,11-16-0,40.7%,-8.1,-5.6
LA Lakers,13-19-0,40.6%,-1.5,-2.0
Dallas,12-18-0,40.0%,-3.1,-2.4
New Orleans,10-15-1,40.0%,-1.9,-1.0
Memphis,9-17-0,34.6%,-4.1,-4.5
Washington,9-18-1,33.3%,-7.2,-4.2
