Team,Over Record,Over %,Under %,Total +/-
Indiana,13-4-0,76.5%,23.5%,+2.9
Atlanta,11-4-0,73.3%,26.7%,+5.0
Denver,9-4-0,69.2%,30.8%,+7.8
Phoenix,9-4-0,69.2%,30.8%,+2.8
New York,11-5-0,68.8%,31.3%,+7.4
Washington,8-4-0,66.7%,33.3%,+5.3
Miami,8-4-0,66.7%,33.3%,+4.3
Cleveland,11-6-0,64.7%,35.3%,+3.5
Toronto,9-5-0,64.3%,35.7%,+6.0
Chicago,8-5-0,61.5%,38.5%,+5.7
Houston,8-5-1,61.5%,38.5%,+1.1
Brooklyn,9-6-0,60.0%,40.0%,+6.0
Memphis,10-8-0,55.6%,44.4%,+0.5
Utah,6-5-0,54.6%,45.5%,+3.5
Golden State,7-6-0,53.9%,46.2%,-1.2
LA Lakers,7-6-0,53.9%,46.2%,+2.9
San Antonio,7-7-0,50.0%,50.0%,-0.4
Portland,6-6-1,50.0%,50.0%,+3.2
Okla City,8-8-0,50.0%,50.0%,-4.4
Dallas,7-8-0,46.7%,53.3%,-3.6
Minnesota,5-6-0,45.5%,54.6%,-4.5
Orlando,8-10-0,44.4%,55.6%,-4.8
New Orleans,6-8-0,42.9%,57.1%,-2.2
LA Clippers,6-8-1,42.9%,57.1%,-1.0
Philadelphia,5-7-0,41.7%,58.3%,-1.7
Detroit,6-9-0,40.0%,60.0%,-4.3
Charlotte,6-9-0,40.0%,60.0%,-5.9
Sacramento,6-9-0,40.0%,60.0%,0.0
Boston,5-9-0,35.7%,64.3%,+1.0
Milwaukee,3-7-0,30.0%,70.0%,-8.1
