Team,Over Record,Over %,Under %,Total +/-
New Orleans,233-179-4,56.6%,43.5%,+1.8
Washington,227-182-8,55.5%,44.5%,+2.3
Boston,248-214-5,53.7%,46.3%,+1.2
San Antonio,218-196-3,52.7%,47.3%,+1.2
Toronto,230-208-3,52.5%,47.5%,+1.0
Atlanta,225-205-5,52.3%,47.7%,+1.8
Denver,225-206-5,52.2%,47.8%,+1.4
Milwaukee,226-209-3,52.0%,48.1%,+0.9
Sacramento,206-192-5,51.8%,48.2%,+1.3
Detroit,204-191-9,51.7%,48.4%,+0.4
Miami,223-210-3,51.5%,48.5%,+1.0
Cleveland,228-218-8,51.1%,48.9%,+0.9
Portland,213-204-6,51.1%,48.9%,+2.0
Okla City,212-203-9,51.1%,48.9%,+1.2
Philadelphia,219-210-2,51.1%,49.0%,+0.3
Indiana,212-204-3,51.0%,49.0%,+1.1
Minnesota,211-204-3,50.8%,49.2%,-1.2
Phoenix,213-212-3,50.1%,49.9%,-0.4
Houston,213-213-9,50.0%,50.0%,0.0
Orlando,189-208-3,47.6%,52.4%,0.0
Golden State,222-245-9,47.5%,52.5%,-0.7
Brooklyn,193-218-5,47.0%,53.0%,-1.0
LA Clippers,200-228-8,46.7%,53.3%,-0.2
Utah,194-222-4,46.6%,53.4%,-0.4
Chicago,190-221-4,46.2%,53.8%,-0.7
Memphis,189-226-11,45.5%,54.5%,-1.0
LA Lakers,188-225-2,45.5%,54.5%,-2.1
Charlotte,181-217-5,45.5%,54.5%,-0.7
New York,184-226-5,44.9%,55.1%,-0.3
Dallas,189-234-7,44.7%,55.3%,-0.7
